Kuraymat, Egypt
29.24, 31.22

     Day [#],    Time [hr],       Ta [K],      Pa [Pa],    Ib [W/m2]
           1,     0.000000,     284.1500,    100606.78,       0.0000
           1,     0.166667,     284.8300,    100606.78,       0.0000
           1,     0.333333,     285.6380,    100606.78,       0.0000
           1,     0.500000,     286.4293,    100606.78,       0.0000
           1,     0.666667,     287.2247,    100606.78,       0.0000
           1,     0.833333,     287.9387,    100606.78,       0.0000
           1,     1.000000,     288.5400,    100606.78,       0.0000
           1,     1.166667,     288.9733,    100606.78,       0.0000
           1,     1.333333,     289.2387,    100606.78,       0.0000
           1,     1.500000,     289.3733,    100606.78,       0.0000
           1,     1.666667,     289.4147,    100606.78,       0.0000
           1,     1.833333,     289.4000,    100606.78,       0.0000
           1,     2.000000,     289.3667,    100606.78,       0.0000
           1,     2.166667,     289.3333,    100606.78,       0.0000
           1,     2.333333,     289.3000,    100606.78,       0.0000
           1,     2.500000,     289.2663,    100606.78,       0.0000
           1,     2.666667,     289.2317,    100606.78,       0.0000
           1,     2.833333,     289.1953,    100606.78,       0.0000
           1,     3.000000,     289.1567,    100606.78,       0.0000
           1,     3.166667,     289.1150,    100606.78,       0.0000
           1,     3.333333,     289.0703,    100606.78,       0.0000
           1,     3.500000,     289.0237,    100606.78,       0.0000
           1,     3.666667,     288.9763,    100606.78,       0.0000
           1,     3.833333,     288.9297,    100606.78,       0.0000
           1,     4.000000,     288.8850,    100606.78,       0.0000
           1,     4.166667,     288.8433,    100606.78,       0.0000
           1,     4.333333,     288.8047,    100606.78,       0.0000
           1,     4.500000,     288.7683,    100606.78,       0.0000
           1,     4.666667,     288.7337,    100606.78,       0.0000
           1,     4.833333,     288.7000,    100606.78,       0.0000
           1,     5.000000,     288.6667,    100606.78,       0.0000
           1,     5.166667,     288.6333,    100606.78,       0.0000
           1,     5.333333,     288.6000,    100606.78,       0.0000
           1,     5.500000,     288.5667,    100606.78,       0.0000
           1,     5.666667,     288.5333,    100606.78,       0.0000
           1,     5.833333,     288.5000,    100606.78,       0.0000
           1,     6.000000,     288.4667,    100606.78,       0.0000
           1,     6.166667,     288.4333,    100606.78,       0.0000
           1,     6.333333,     288.4000,    100606.78,       0.0000
           1,     6.500000,     288.3703,    100606.78,       0.0000
           1,     6.666667,     288.3517,    100606.78,       0.0000
           1,     6.833333,     288.3513,    100606.78,       0.0000
           1,     7.000000,     288.3767,    100606.78,       0.0000
           1,     7.166667,     288.4350,    100606.78,      79.7885
           1,     7.333333,     288.5263,    100606.78,      66.2176
           1,     7.500000,     288.6430,    100606.78,      98.7055
           1,     7.666667,     288.7770,    100606.78,     165.8771
           1,     7.833333,     288.9203,    100606.78,     225.8781
           1,     8.000000,     289.0650,    100606.78,     268.8158
           1,     8.166667,     289.2067,    100606.78,     297.9583
           1,     8.333333,     289.3453,    100606.78,     318.0951
           1,     8.500000,     289.4823,    100606.78,     327.0102
           1,     8.666667,     289.6197,    100606.78,     366.7203
           1,     8.833333,     289.7593,    100606.78,     407.9822
           1,     9.000000,     289.9033,    100606.78,     443.2233
           1,     9.166667,     290.0533,    100606.78,     475.9814
           1,     9.333333,     290.2093,    100606.78,     513.1998
           1,     9.500000,     290.3687,    100606.78,     554.7361
           1,     9.666667,     290.5273,    100606.78,     586.0973
           1,     9.833333,     290.6813,    100606.78,     608.2227
           1,    10.000000,     290.8267,    100606.78,     626.6484
           1,    10.166667,     290.9600,    100606.78,     647.9263
           1,    10.333333,     291.0813,    100606.78,     672.5987
           1,    10.500000,     291.1927,    100606.78,     697.7006
           1,    10.666667,     291.2953,    100606.78,     706.4217
           1,    10.833333,     291.3907,    100606.78,     719.1807
           1,    11.000000,     291.4800,    100606.78,     739.4043
           1,    11.166667,     291.5633,    100606.78,     749.7705
           1,    11.333333,     291.6407,    100606.78,     761.2621
           1,    11.500000,     291.7143,    100606.78,     777.3052
           1,    11.666667,     291.7877,    100606.78,     791.5863
           1,    11.833333,     291.8640,    100606.78,     800.1361
           1,    12.000000,     291.9467,    100606.78,     799.5665
           1,    12.166667,     292.0383,    100606.78,     790.4452
           1,    12.333333,     292.1390,    100606.78,     785.8786
           1,    12.500000,     292.2443,    100606.78,     789.3040
           1,    12.666667,     292.3477,    100606.78,     791.5863
           1,    12.833333,     292.4423,    100606.78,     792.1567
           1,    13.000000,     292.5217,    100606.78,     789.8746
           1,    13.166667,     292.5800,    100606.78,     776.7331
           1,    13.333333,     292.6173,    100606.78,     758.9660
           1,    13.500000,     292.6383,    100606.78,     738.8277
           1,    13.666667,     292.6477,    100606.78,     721.4966
           1,    13.833333,     292.6500,    100606.78,     705.2599
           1,    14.000000,     292.6500,    100606.78,     690.7109
           1,    14.166667,     292.6500,    100606.78,     689.5447
           1,    14.333333,     292.6500,    100606.78,     684.8770
           1,    14.500000,     292.6490,    100606.78,     670.8416
           1,    14.666667,     292.6450,    100606.78,     634.3465
           1,    14.833333,     292.6360,    100606.78,     599.2710
           1,    15.000000,     292.6200,    100606.78,     570.4573
           1,    15.166667,     292.5950,    100606.78,     514.4307
           1,    15.333333,     292.5610,    100606.78,     467.2108
           1,    15.500000,     292.5190,    100606.78,     434.3145
           1,    15.666667,     292.4690,    100606.78,     389.7727
           1,    15.833333,     292.4110,    100606.78,     387.1551
           1,    16.000000,     292.3450,    100606.78,     420.8740
           1,    16.166667,     292.2700,    100606.78,     383.2207
           1,    16.333333,     292.1860,    100606.78,     327.6933
           1,    16.500000,     292.0957,    100606.78,     243.9272
           1,    16.666667,     292.0023,    100606.78,     136.8526
           1,    16.833333,     291.9093,    100606.78,      72.5543
           1,    17.000000,     291.8200,    100606.78,      85.5662
           1,    17.166667,     291.7367,    100606.78,       0.0000
           1,    17.333333,     291.6593,    100606.78,       0.0000
           1,    17.500000,     291.5867,    100606.78,       0.0000
           1,    17.666667,     291.5173,    100606.78,       0.0000
           1,    17.833333,     291.4500,    100606.78,       0.0000
           1,    18.000000,     291.3833,    100606.78,       0.0000
           1,    18.166667,     291.3167,    100606.78,       0.0000
           1,    18.333333,     291.2500,    100606.78,       0.0000
           1,    18.500000,     291.1833,    100606.78,       0.0000
           1,    18.666667,     291.1167,    100606.78,       0.0000
           1,    18.833333,     291.0500,    100606.78,       0.0000
           1,    19.000000,     290.9833,    100606.78,       0.0000
           1,    19.166667,     290.9167,    100606.78,       0.0000
           1,    19.333333,     290.8500,    100606.78,       0.0000
           1,    19.500000,     290.7833,    100606.78,       0.0000
           1,    19.666667,     290.7167,    100606.78,       0.0000
           1,    19.833333,     290.6500,    100606.78,       0.0000
           1,    20.000000,     290.5833,    100606.78,       0.0000
           1,    20.166667,     290.5167,    100606.78,       0.0000
           1,    20.333333,     290.4500,    100606.78,       0.0000
           1,    20.500000,     290.3833,    100606.78,       0.0000
           1,    20.666667,     290.3167,    100606.78,       0.0000
           1,    20.833333,     290.2500,    100606.78,       0.0000
           1,    21.000000,     290.1833,    100606.78,       0.0000
           1,    21.166667,     290.1167,    100606.78,       0.0000
           1,    21.333333,     290.0500,    100606.78,       0.0000
           1,    21.500000,     289.9837,    100606.78,       0.0000
           1,    21.666667,     289.9183,    100606.78,       0.0000
           1,    21.833333,     289.8547,    100606.78,       0.0000
           1,    22.000000,     289.7933,    100606.78,       0.0000
           1,    22.166667,     289.7350,    100606.78,       0.0000
           1,    22.333333,     289.6797,    100606.78,       0.0000
           1,    22.500000,     289.6263,    100606.78,       0.0000
           1,    22.666667,     289.5737,    100606.78,       0.0000
           1,    22.833333,     289.5203,    100606.78,       0.0000
           1,    23.000000,     289.4650,    100606.78,       0.0000
           1,    23.166667,     289.4067,    100606.78,       0.0000
           1,    23.333333,     289.3453,    100606.78,       0.0000
           1,    23.500000,     289.2813,    100606.78,       0.0000
           1,    23.666667,     289.2147,    100606.78,       0.0000
           1,    23.833333,     289.1453,    100606.78,       0.0000
           2,     0.000000,     289.0733,    100606.78,       0.0000
           2,     0.166667,     288.9983,    100606.78,       0.0000
           2,     0.333333,     288.9203,    100606.78,       0.0000
           2,     0.500000,     288.8403,    100606.78,       0.0000
           2,     0.666667,     288.7597,    100606.78,       0.0000
           2,     0.833333,     288.6797,    100606.78,       0.0000
           2,     1.000000,     288.6017,    100606.78,       0.0000
           2,     1.166667,     288.5267,    100606.78,       0.0000
           2,     1.333333,     288.4547,    100606.78,       0.0000
           2,     1.500000,     288.3847,    100606.78,       0.0000
           2,     1.666667,     288.3153,    100606.78,       0.0000
           2,     1.833333,     288.2453,    100606.78,       0.0000
           2,     2.000000,     288.1733,    100606.78,       0.0000
           2,     2.166667,     288.0983,    100606.78,       0.0000
           2,     2.333333,     288.0203,    100606.78,       0.0000
           2,     2.500000,     287.9403,    100606.78,       0.0000
           2,     2.666667,     287.8597,    100606.78,       0.0000
           2,     2.833333,     287.7797,    100606.78,       0.0000
           2,     3.000000,     287.7017,    100606.78,       0.0000
           2,     3.166667,     287.6267,    100606.78,       0.0000
           2,     3.333333,     287.5547,    100606.78,       0.0000
           2,     3.500000,     287.4847,    100606.78,       0.0000
           2,     3.666667,     287.4153,    100606.78,       0.0000
           2,     3.833333,     287.3453,    100606.78,       0.0000
           2,     4.000000,     287.2733,    100606.78,       0.0000
           2,     4.166667,     287.1983,    100606.78,       0.0000
           2,     4.333333,     287.1203,    100606.78,       0.0000
           2,     4.500000,     287.0400,    100606.78,       0.0000
           2,     4.666667,     286.9580,    100606.78,       0.0000
           2,     4.833333,     286.8750,    100606.78,       0.0000
           2,     5.000000,     286.7917,    100606.78,       0.0000
           2,     5.166667,     286.7083,    100606.78,       0.0000
           2,     5.333333,     286.6250,    100606.78,       0.0000
           2,     5.500000,     286.5420,    100606.78,       0.0000
           2,     5.666667,     286.4600,    100606.78,       0.0000
           2,     5.833333,     286.3797,    100606.78,       0.0000
           2,     6.000000,     286.3017,    100606.78,       0.0000
           2,     6.166667,     286.2267,    100606.78,       0.0000
           2,     6.333333,     286.1547,    100606.78,       0.0000
           2,     6.500000,     286.0873,    100606.78,       0.0000
           2,     6.666667,     286.0287,    100606.78,       0.0000
           2,     6.833333,     285.9827,    100606.78,       0.0000
           2,     7.000000,     285.9533,    100606.78,       0.0000
           2,     7.166667,     285.9450,    100606.78,      76.2166
           2,     7.333333,     285.9577,    100606.78,      63.5885
           2,     7.500000,     285.9927,    100606.78,      86.6979
           2,     7.666667,     286.0573,    100606.78,     137.7668
           2,     7.833333,     286.1590,    100606.78,     184.1754
           2,     8.000000,     286.3050,    100606.78,     220.5273
           2,     8.166667,     286.5050,    100606.78,     244.6700
           2,     8.333333,     286.7590,    100606.78,     277.4353
           2,     8.500000,     287.0523,    100606.78,     288.1024
           2,     8.666667,     287.3677,    100606.78,     144.9940
           2,     8.833333,     287.6877,    100606.78,      90.0498
           2,     9.000000,     287.9950,    100606.78,     101.8580
           2,     9.166667,     288.2783,    100606.78,     206.5654
           2,     9.333333,     288.5377,    100606.78,     234.9575
           2,     9.500000,     288.7773,    100606.78,     196.2809
           2,     9.666667,     289.0007,    100606.78,     368.7098
           2,     9.833333,     289.2110,    100606.78,     397.6007
           2,    10.000000,     289.4117,    100606.78,     308.4186
           2,    10.166667,     289.6033,    100606.78,     450.1954
           2,    10.333333,     289.7860,    100606.78,     616.5561
           2,    10.500000,     289.9587,    100606.78,     729.0148
           2,    10.666667,     290.1173,    100606.78,     593.8882
           2,    10.833333,     290.2580,    100606.78,     404.7447
           2,    11.000000,     290.3767,    100606.78,     253.5303
           2,    11.166667,     290.4683,    100606.78,     296.5559
           2,    11.333333,     290.5330,    100606.78,     443.8581
           2,    11.500000,     290.5777,    100606.78,     637.3029
           2,    11.666667,     290.6103,    100606.78,     620.7153
           2,    11.833333,     290.6390,    100606.78,     472.8530
           2,    12.000000,     290.6717,    100606.78,     332.4646
           2,    12.166667,     290.7133,    100606.78,     554.1298
           2,    12.333333,     290.7640,    100606.78,     669.6697
           2,    12.500000,     290.8203,    100606.78,     647.3369
           2,    12.666667,     290.8777,    100606.78,     676.6956
           2,    12.833333,     290.9313,    100606.78,     676.1106
           2,    13.000000,     290.9767,    100606.78,     640.2569
           2,    13.166667,     291.0100,    100606.78,     580.0912
           2,    13.333333,     291.0313,    100606.78,     543.8022
           2,    13.500000,     291.0433,    100606.78,     542.5847
           2,    13.666667,     291.0487,    100606.78,     611.2012
           2,    13.833333,     291.0500,    100606.78,     458.4050
           2,    14.000000,     291.0500,    100606.78,     237.9592
           2,    14.166667,     291.0500,    100606.78,     421.5162
           2,    14.333333,     291.0500,    100606.78,     566.8367
           2,    14.500000,     291.0487,    100606.78,     548.6669
           2,    14.666667,     291.0433,    100606.78,     233.4522
           2,    14.833333,     291.0313,    100606.78,     215.9068
           2,    15.000000,     291.0100,    100606.78,     396.9498
           2,    15.166667,     290.9767,    100606.78,     314.6484
           2,    15.333333,     290.9313,    100606.78,     309.1125
           2,    15.500000,     290.8757,    100606.78,     372.0198
           2,    15.666667,     290.8103,    100606.78,     352.0473
           2,    15.833333,     290.7360,    100606.78,     324.2740
           2,    16.000000,     290.6533,    100606.78,     297.9583
           2,    16.166667,     290.5617,    100606.78,     268.8158
           2,    16.333333,     290.4610,    100606.78,     226.6392
           2,    16.500000,     290.3547,    100606.78,     167.5706
           2,    16.666667,     290.2473,    100606.78,     100.8124
           2,    16.833333,     290.1437,    100606.78,      66.2176
           2,    17.000000,     290.0483,    100606.78,      79.7885
           2,    17.166667,     289.9650,    100606.78,       0.0000
           2,    17.333333,     289.8937,    100606.78,       0.0000
           2,    17.500000,     289.8320,    100606.78,       0.0000
           2,    17.666667,     289.7780,    100606.78,       0.0000
           2,    17.833333,     289.7297,    100606.78,       0.0000
           2,    18.000000,     289.6850,    100606.78,       0.0000
           2,    18.166667,     289.6433,    100606.78,       0.0000
           2,    18.333333,     289.6047,    100606.78,       0.0000
           2,    18.500000,     289.5680,    100606.78,       0.0000
           2,    18.666667,     289.5320,    100606.78,       0.0000
           2,    18.833333,     289.4953,    100606.78,       0.0000
           2,    19.000000,     289.4567,    100606.78,       0.0000
           2,    19.166667,     289.4150,    100606.78,       0.0000
           2,    19.333333,     289.3703,    100606.78,       0.0000
           2,    19.500000,     289.3233,    100606.78,       0.0000
           2,    19.666667,     289.2747,    100606.78,       0.0000
           2,    19.833333,     289.2250,    100606.78,       0.0000
           2,    20.000000,     289.1750,    100606.78,       0.0000
           2,    20.166667,     289.1250,    100606.78,       0.0000
           2,    20.333333,     289.0750,    100606.78,       0.0000
           2,    20.500000,     289.0250,    100606.78,       0.0000
           2,    20.666667,     288.9750,    100606.78,       0.0000
           2,    20.833333,     288.9250,    100606.78,       0.0000
           2,    21.000000,     288.8750,    100606.78,       0.0000
           2,    21.166667,     288.8250,    100606.78,       0.0000
           2,    21.333333,     288.7750,    100606.78,       0.0000
           2,    21.500000,     288.7250,    100606.78,       0.0000
           2,    21.666667,     288.6750,    100606.78,       0.0000
           2,    21.833333,     288.6250,    100606.78,       0.0000
           2,    22.000000,     288.5750,    100606.78,       0.0000
           2,    22.166667,     288.5250,    100606.78,       0.0000
           2,    22.333333,     288.4750,    100606.78,       0.0000
           2,    22.500000,     288.4250,    100606.78,       0.0000
           2,    22.666667,     288.3750,    100606.78,       0.0000
           2,    22.833333,     288.3250,    100606.78,       0.0000
           2,    23.000000,     288.2750,    100606.78,       0.0000
           2,    23.166667,     288.2250,    100606.78,       0.0000
           2,    23.333333,     288.1750,    100606.78,       0.0000
           2,    23.500000,     288.1257,    100606.78,       0.0000
           2,    23.666667,     288.0783,    100606.78,       0.0000
           2,    23.833333,     288.0343,    100606.78,       0.0000
           3,     0.000000,     287.9950,    100606.78,       0.0000
           3,     0.166667,     287.9617,    100606.78,       0.0000
           3,     0.333333,     287.9343,    100606.78,       0.0000
           3,     0.500000,     287.9117,    100606.78,       0.0000
           3,     0.666667,     287.8923,    100606.78,       0.0000
           3,     0.833333,     287.8750,    100606.78,       0.0000
           3,     1.000000,     287.8583,    100606.78,       0.0000
           3,     1.166667,     287.8417,    100606.78,       0.0000
           3,     1.333333,     287.8250,    100606.78,       0.0000
           3,     1.500000,     287.8083,    100606.78,       0.0000
           3,     1.666667,     287.7917,    100606.78,       0.0000
           3,     1.833333,     287.7750,    100606.78,       0.0000
           3,     2.000000,     287.7583,    100606.78,       0.0000
           3,     2.166667,     287.7417,    100606.78,       0.0000
           3,     2.333333,     287.7250,    100606.78,       0.0000
           3,     2.500000,     287.7083,    100606.78,       0.0000
           3,     2.666667,     287.6917,    100606.78,       0.0000
           3,     2.833333,     287.6750,    100606.78,       0.0000
           3,     3.000000,     287.6583,    100606.78,       0.0000
           3,     3.166667,     287.6417,    100606.78,       0.0000
           3,     3.333333,     287.6250,    100606.78,       0.0000
           3,     3.500000,     287.6087,    100606.78,       0.0000
           3,     3.666667,     287.5933,    100606.78,       0.0000
           3,     3.833333,     287.5797,    100606.78,       0.0000
           3,     4.000000,     287.5683,    100606.78,       0.0000
           3,     4.166667,     287.5600,    100606.78,       0.0000
           3,     4.333333,     287.5547,    100606.78,       0.0000
           3,     4.500000,     287.5513,    100606.78,       0.0000
           3,     4.666667,     287.5487,    100606.78,       0.0000
           3,     4.833333,     287.5453,    100606.78,       0.0000
           3,     5.000000,     287.5400,    100606.78,       0.0000
           3,     5.166667,     287.5317,    100606.78,       0.0000
           3,     5.333333,     287.5203,    100606.78,       0.0000
           3,     5.500000,     287.5067,    100606.78,       0.0000
           3,     5.666667,     287.4913,    100606.78,       0.0000
           3,     5.833333,     287.4750,    100606.78,       0.0000
           3,     6.000000,     287.4583,    100606.78,       0.0000
           3,     6.166667,     287.4417,    100606.78,       0.0000
           3,     6.333333,     287.4250,    100606.78,       0.0000
           3,     6.500000,     287.4127,    100606.78,       0.0000
           3,     6.666667,     287.4133,    100606.78,       0.0000
           3,     6.833333,     287.4357,    100606.78,       0.0000
           3,     7.000000,     287.4883,    100606.78,       0.0000
           3,     7.166667,     287.5800,    100606.78,      83.2797
           3,     7.333333,     287.7107,    100606.78,      73.7857
           3,     7.500000,     287.8723,    100606.78,     143.2012
           3,     7.666667,     288.0577,    100606.78,     250.5875
           3,     7.833333,     288.2593,    100606.78,     333.1447
           3,     8.000000,     288.4700,    100606.78,     387.1551
           3,     8.166667,     288.6867,    100606.78,     437.5008
           3,     8.333333,     288.9093,    100606.78,     484.7180
           3,     8.500000,     289.1347,    100606.78,     530.3802
           3,     8.666667,     289.3573,    100606.78,     586.6973
           3,     8.833333,     289.5720,    100606.78,     620.7153
           3,     9.000000,     289.7733,    100606.78,     633.1632
           3,     9.166667,     289.9567,    100606.78,     654.9918
           3,     9.333333,     290.1220,    100606.78,     676.6956
           3,     9.500000,     290.2713,    100606.78,     694.7897
           3,     9.666667,     290.4047,    100606.78,     705.2599
           3,     9.833333,     290.5220,    100606.78,     718.0223
           3,    10.000000,     290.6233,    100606.78,     731.9032
           3,    10.166667,     290.7067,    100606.78,     742.2861
           3,    10.333333,     290.7720,    100606.78,     771.0087
           3,    10.500000,     290.8250,    100606.78,     811.5144
           3,    10.666667,     290.8730,    100606.78,     826.8375
           3,    10.833333,     290.9233,    100606.78,     833.0682
           3,    11.000000,     290.9833,    100606.78,     833.6343
           3,    11.166667,     291.0583,    100606.78,     831.9359
           3,    11.333333,     291.1483,    100606.78,     829.1040
           3,    11.500000,     291.2487,    100606.78,     824.5701
           3,    11.666667,     291.3533,    100606.78,     812.6510
           3,    11.833333,     291.4563,    100606.78,     812.0827
           3,    12.000000,     291.5517,    100606.78,     820.0325
           3,    12.166667,     291.6350,    100606.78,     818.3300
           3,    12.333333,     291.7063,    100606.78,     794.4378
           3,    12.500000,     291.7697,    100606.78,     734.7896
           3,    12.666667,     291.8303,    100606.78,     587.8969
           3,    12.833333,     291.8937,    100606.78,     455.8824
           3,    13.000000,     291.9650,    100606.78,     381.2499
           3,    13.166667,     292.0483,    100606.78,     469.7202
           3,    13.333333,     292.1437,    100606.78,     543.1935
           3,    13.500000,     292.2450,    100606.78,     546.8436
           3,    13.666667,     292.3430,    100606.78,     381.2499
           3,    13.833333,     292.4283,    100606.78,     276.0042
           3,    14.000000,     292.4917,    100606.78,     241.6946
           3,    14.166667,     292.5250,    100606.78,     267.3713
           3,    14.333333,     292.5283,    100606.78,     241.6946
           3,    14.500000,     292.5067,    100606.78,     184.9911
           3,    14.666667,     292.4633,    100606.78,     180.8996
           3,    14.833333,     292.4017,    100606.78,     277.4353
           3,    15.000000,     292.3250,    100606.78,     462.8124
           3,    15.166667,     292.2333,    100606.78,     534.0473
           3,    15.333333,     292.1267,    100606.78,     571.0603
           3,    15.500000,     292.0087,    100606.78,     572.8686
           3,    15.666667,     291.8833,    100606.78,     487.2081
           3,    15.833333,     291.7547,    100606.78,     404.7447
           3,    16.000000,     291.6267,    100606.78,     339.9265
           3,    16.166667,     291.5017,    100606.78,     302.1544
           3,    16.333333,     291.3797,    100606.78,     256.4627
           3,    16.500000,     291.2610,    100606.78,     190.6655
           3,    16.666667,     291.1470,    100606.78,     113.0526
           3,    16.833333,     291.0390,    100606.78,      68.7903
           3,    17.000000,     290.9383,    100606.78,      79.7885
           3,    17.166667,     290.8467,    100606.78,       0.0000
           3,    17.333333,     290.7640,    100606.78,       0.0000
           3,    17.500000,     290.6883,    100606.78,       0.0000
           3,    17.666667,     290.6177,    100606.78,       0.0000
           3,    17.833333,     290.5500,    100606.78,       0.0000
           3,    18.000000,     290.4833,    100606.78,       0.0000
           3,    18.166667,     290.4167,    100606.78,       0.0000
           3,    18.333333,     290.3500,    100606.78,       0.0000
           3,    18.500000,     290.2833,    100606.78,       0.0000
           3,    18.666667,     290.2167,    100606.78,       0.0000
           3,    18.833333,     290.1500,    100606.78,       0.0000
           3,    19.000000,     290.0833,    100606.78,       0.0000
           3,    19.166667,     290.0167,    100606.78,       0.0000
           3,    19.333333,     289.9500,    100606.78,       0.0000
           3,    19.500000,     289.8833,    100606.78,       0.0000
           3,    19.666667,     289.8167,    100606.78,       0.0000
           3,    19.833333,     289.7500,    100606.78,       0.0000
           3,    20.000000,     289.6833,    100606.78,       0.0000
           3,    20.166667,     289.6167,    100606.78,       0.0000
           3,    20.333333,     289.5500,    100606.78,       0.0000
           3,    20.500000,     289.4833,    100606.78,       0.0000
           3,    20.666667,     289.4167,    100606.78,       0.0000
           3,    20.833333,     289.3500,    100606.78,       0.0000
           3,    21.000000,     289.2833,    100606.78,       0.0000
           3,    21.166667,     289.2167,    100606.78,       0.0000
           3,    21.333333,     289.1500,    100606.78,       0.0000
           3,    21.500000,     289.0833,    100606.78,       0.0000
           3,    21.666667,     289.0167,    100606.78,       0.0000
           3,    21.833333,     288.9500,    100606.78,       0.0000
           3,    22.000000,     288.8833,    100606.78,       0.0000
           3,    22.166667,     288.8167,    100606.78,       0.0000
           3,    22.333333,     288.7500,    100606.78,       0.0000
           3,    22.500000,     288.6833,    100606.78,       0.0000
           3,    22.666667,     288.6167,    100606.78,       0.0000
           3,    22.833333,     288.5500,    100606.78,       0.0000
           3,    23.000000,     288.4833,    100606.78,       0.0000
           3,    23.166667,     288.4167,    100606.78,       0.0000
           3,    23.333333,     288.3500,    100606.78,       0.0000
           3,    23.500000,     288.2820,    100606.78,       0.0000
           3,    23.666667,     288.2100,    100606.78,       0.0000
           3,    23.833333,     288.1313,    100606.78,       0.0000
           4,     0.000000,     288.0433,    100606.78,       0.0000
           4,     0.166667,     287.9433,    100606.78,       0.0000
           4,     0.333333,     287.8313,    100606.78,       0.0000
           4,     0.500000,     287.7097,    100606.78,       0.0000
           4,     0.666667,     287.5803,    100606.78,       0.0000
           4,     0.833333,     287.4453,    100606.78,       0.0000
           4,     1.000000,     287.3067,    100606.78,       0.0000
           4,     1.166667,     287.1650,    100606.78,       0.0000
           4,     1.333333,     287.0203,    100606.78,       0.0000
           4,     1.500000,     286.8737,    100606.78,       0.0000
           4,     1.666667,     286.7263,    100606.78,       0.0000
           4,     1.833333,     286.5797,    100606.78,       0.0000
           4,     2.000000,     286.4350,    100606.78,       0.0000
           4,     2.166667,     286.2933,    100606.78,       0.0000
           4,     2.333333,     286.1547,    100606.78,       0.0000
           4,     2.500000,     286.0180,    100606.78,       0.0000
           4,     2.666667,     285.8820,    100606.78,       0.0000
           4,     2.833333,     285.7453,    100606.78,       0.0000
           4,     3.000000,     285.6067,    100606.78,       0.0000
           4,     3.166667,     285.4650,    100606.78,       0.0000
           4,     3.333333,     285.3203,    100606.78,       0.0000
           4,     3.500000,     285.1737,    100606.78,       0.0000
           4,     3.666667,     285.0263,    100606.78,       0.0000
           4,     3.833333,     284.8797,    100606.78,       0.0000
           4,     4.000000,     284.7350,    100606.78,       0.0000
           4,     4.166667,     284.5933,    100606.78,       0.0000
           4,     4.333333,     284.4547,    100606.78,       0.0000
           4,     4.500000,     284.3180,    100606.78,       0.0000
           4,     4.666667,     284.1820,    100606.78,       0.0000
           4,     4.833333,     284.0453,    100606.78,       0.0000
           4,     5.000000,     283.9067,    100606.78,       0.0000
           4,     5.166667,     283.7650,    100606.78,       0.0000
           4,     5.333333,     283.6203,    100606.78,       0.0000
           4,     5.500000,     283.4737,    100606.78,       0.0000
           4,     5.666667,     283.3263,    100606.78,       0.0000
           4,     5.833333,     283.1797,    100606.78,       0.0000
           4,     6.000000,     283.0350,    100606.78,       0.0000
           4,     6.166667,     282.8933,    100606.78,       0.0000
           4,     6.333333,     282.7547,    100606.78,       0.0000
           4,     6.500000,     282.6263,    100606.78,       0.0000
           4,     6.666667,     282.5237,    100606.78,       0.0000
           4,     6.833333,     282.4620,    100606.78,       0.0000
           4,     7.000000,     282.4567,    100606.78,       0.0000
           4,     7.166667,     282.5233,    100606.78,      82.1244
           4,     7.333333,     282.6620,    100606.78,      75.0063
           4,     7.500000,     282.8593,    100606.78,     146.7779
           4,     7.666667,     283.1047,    100606.78,     254.2643
           4,     7.833333,     283.3873,    100606.78,     335.8617
           4,     8.000000,     283.6967,    100606.78,     389.7727
           4,     8.166667,     284.0300,    100606.78,     440.0461
           4,     8.333333,     284.3873,    100606.78,     487.2081
           4,     8.500000,     284.7630,    100606.78,     530.3802
           4,     8.666667,     285.1510,    100606.78,     572.2660
           4,     8.833333,     285.5453,    100606.78,     606.4342
           4,     9.000000,     285.9400,    100606.78,     634.3465
           4,     9.166667,     286.3317,    100606.78,     669.0837
           4,     9.333333,     286.7203,    100606.78,     688.9616
           4,     9.500000,     287.1053,    100606.78,     690.7109
           4,     9.666667,     287.4847,    100606.78,     670.8416
           4,     9.833333,     287.8563,    100606.78,     686.0444
           4,    10.000000,     288.2183,    100606.78,     727.8590
           4,    10.166667,     288.5683,    100606.78,     741.1336
           4,    10.333333,     288.9063,    100606.78,     769.8631
           4,    10.500000,     289.2337,    100606.78,     809.8092
           4,    10.666667,     289.5503,    100606.78,     825.1371
           4,    10.833333,     289.8563,    100606.78,     825.7040
           4,    11.000000,     290.1517,    100606.78,     818.3300
           4,    11.166667,     290.4350,    100606.78,     815.4912
           4,    11.333333,     290.7063,    100606.78,     832.5021
           4,    11.500000,     290.9660,    100606.78,     859.6142
           4,    11.666667,     291.2120,    100606.78,     859.0507
           4,    11.833333,     291.4423,    100606.78,     842.6840
           4,    12.000000,     291.6550,    100606.78,     821.1673
           4,    12.166667,     291.8467,    100606.78,     824.0031
           4,    12.333333,     292.0173,    100606.78,     813.7872
           4,    12.500000,     292.1703,    100606.78,     794.4378
           4,    12.666667,     292.3077,    100606.78,     793.2973
           4,    12.833333,     292.4313,    100606.78,     783.0224
           4,    13.000000,     292.5433,    100606.78,     764.7043
           4,    13.166667,     292.6433,    100606.78,     756.6688
           4,    13.333333,     292.7313,    100606.78,     698.8645
           4,    13.500000,     292.8077,    100606.78,     587.2971
           4,    13.666667,     292.8703,    100606.78,     420.8740
           4,    13.833333,     292.9173,    100606.78,     398.9019
