BARSTOW-DAGGETT, United States 
34.85, -116.8

Day [#],     Time [h],       Ta [K],     Pa [kPa],    Ib [W/m2],    Ig [W/m2]
139,8,23.5,951,797,504
139,9,26.1,951,827,690
139,10,28.5,951,844,843
139,11,30.6,951,839,942
139,12,32.3,951,819,980
139,13,33.5,951,830,966
139,14,34.3,951,845,895
139,15,34.6,950,855,771
139,16,34.3,950,847,601
139,17,33.4,950,789,400
139,18,31.8,950,408,193
139,19,29.8,950,0,12
139,20,29.1,950,0,0
139,21,28.3,949,0,0
139,22,27.5,949,0,0
139,23,26.7,949,0,0
139,0,26,949,0,0
140,1,25.9,949,0,0
140,2,25.8,948,0,0
140,3,25.8,948,0,0
140,4,25.9,948,0,0
140,5,25.9,948,0,0
140,6,26.4,948,0,24
140,7,26.9,947,0,56
140,8,27.7,947,0,116
140,9,27.7,947,0,60
140,10,28.7,947,5,210
140,11,29.7,947,15,289
140,12,32.7,946,479,862
140,13,36,946,907,1153
140,14,37.3,946,308,692
140,15,37.7,946,187,489
140,16,38.3,946,563,536
140,17,38.3,947,614,373
140,18,37.8,947,436,230
140,19,36.8,947,0,40
140,20,35.4,947,0,0
140,21,34,947,0,0
140,22,32.5,947,0,0
140,23,31.1,947,0,0
140,0,29.7,947,0,0
141,1,27.9,947,0,0
141,2,26,947,0,0
141,3,24.9,947,0,0
141,4,24.2,947,0,0
141,5,24.1,947,0,1
141,6,25.3,948,474,108
141,7,27.3,948,772,326
141,8,29.6,948,915,551
141,9,32.3,948,981,825
141,10,34.3,948,903,892
141,11,35.9,948,777,959
141,12,35.8,948,111,541
141,13,35.6,948,58,505
141,14,35.6,948,148,558
141,15,35.3,948,134,464
141,16,34.6,948,103,346
141,17,33.6,948,56,214
141,18,32.3,949,25,92
141,19,31,949,0,4
141,20,29.3,949,0,0
141,21,27.6,949,0,0
141,22,25.9,949,0,0
141,23,24.3,949,0,0
141,0,22.6,949,0,0
142,1,21.7,949,0,0
142,2,20.7,949,0,0
142,3,20.1,949,0,0
142,4,19.7,950,0,0
142,5,19.7,950,0,1
142,6,21,950,394,101
142,7,23.1,950,590,285
142,8,25.5,950,707,485
142,9,27.9,950,741,668
142,10,30.2,950,744,815
142,11,32.1,950,733,911
142,12,33.8,950,718,951
142,13,34.9,950,735,939
142,14,35.7,950,781,878
142,15,36,950,760,745
142,16,35.8,950,757,580
142,17,34.9,950,715,388
142,18,33.4,950,362,185
142,19,31.6,950,0,12
142,20,30.1,950,0,0
142,21,28.5,950,0,0
142,22,27,950,0,0
142,23,25.5,950,0,0
142,0,24,950,0,0
143,1,23,950,0,0
143,2,21.9,950,0,0
143,3,21.4,950,0,0
143,4,21,950,0,0
143,5,21,950,0,1
143,6,22.2,950,323,94
143,7,24,950,384,247
143,8,26.1,950,395,416
143,9,28.1,949,403,568
143,10,30.1,949,495,708
143,11,31.9,949,530,800
143,12,33.4,949,519,837
143,13,34.5,949,518,836
143,14,35.3,949,569,812
143,15,35.7,950,633,713
143,16,35.7,950,724,577
143,17,35.1,950,721,391
143,18,33.8,950,384,191
143,19,32.2,950,0,16
143,20,30.3,950,0,0
143,21,28.4,950,0,0
143,22,26.6,950,0,0
143,23,24.7,950,0,0
143,0,22.8,950,0,0
144,1,21.3,951,0,0
144,2,19.7,951,0,0
144,3,18.8,951,0,0
144,4,18.2,951,0,0
144,5,18.1,951,0,1
144,6,19.6,951,576,122
144,7,21.9,951,807,334
144,8,24.5,951,914,554
144,9,27,951,954,751
144,10,29.4,952,969,910
144,11,31.5,952,977,1013
144,12,33.1,952,973,1056
144,13,34.3,952,973,1038
144,14,35.1,952,964,957
144,15,35.3,952,946,818
144,16,35,952,917,636
144,17,34,952,842,423
144,18,32.3,952,424,206
144,19,30.3,951,0,12
144,20,28.7,951,0,0
144,21,27.1,951,0,0
144,22,25.4,951,0,0
144,23,23.8,951,0,0
144,0,22.1,951,0,0
145,1,21.3,951,0,0
145,2,20.4,951,0,0
145,3,19.9,951,0,0
145,4,19.5,951,0,0
145,5,19.5,951,0,1
145,6,20.9,951,400,104
145,7,23,951,584,287
145,8,25.4,950,689,484
145,9,27.8,950,690,657
145,10,30,950,668,794
145,11,31.9,950,652,888
145,12,33.4,950,615,920
145,13,34.6,950,637,911
145,14,35.3,950,654,842
145,15,35.6,950,728,739
145,16,35.4,950,711,572
145,17,34.6,950,682,386
145,18,33.1,951,350,187
145,19,31.3,951,0,14
145,20,29.8,951,0,0
145,21,28.2,951,0,0
145,22,26.6,951,0,0
145,23,25.1,951,0,0
145,0,23.5,951,0,0
146,1,22.4,951,0,0
146,2,21.2,951,0,0
146,3,20.6,952,0,0
146,4,20.2,952,0,0
146,5,20.2,952,0,2
146,6,21.7,952,515,118
146,7,24,952,697,315
146,8,26.3,952,665,490
146,9,28.9,952,784,703
146,10,30.9,952,618,792
146,11,32.6,952,552,834
146,12,34.6,952,884,1058
146,13,36.3,953,1028,1131
146,14,37.5,953,1015,1048
146,15,38,953,995,905
146,16,37.8,953,859,628
146,17,36.9,953,881,449
146,18,35.4,953,449,228
146,19,33.4,953,0,10
146,20,31.7,953,0,0
146,21,30,953,0,0
146,22,28.4,952,0,0
146,23,26.7,952,0,0
146,0,25,952,0,0
147,1,23.9,952,0,0
147,2,22.7,952,0,0
147,3,22,952,0,0
147,4,21.5,952,0,0
147,5,21.4,952,0,1
147,6,23,952,531,121
147,7,25.3,952,777,325
147,8,27.9,952,880,538
147,9,30.4,952,911,728
147,10,32.8,952,922,881
147,11,34.9,952,929,984
147,12,36.6,952,916,1024
147,13,37.8,952,915,1006
147,14,38.5,952,914,931
147,15,38.8,952,903,799
147,16,38.5,952,878,623
147,17,37.5,952,811,418
147,18,36,952,426,208
147,19,34,953,0,15
147,20,32.4,953,0,0
147,21,30.8,953,0,0
147,22,29.2,953,0,0
147,23,27.7,953,0,0
147,0,26.1,953,0,0
148,1,25.2,953,0,0
148,2,24.3,953,0,0
148,3,23.9,953,0,0
148,4,23.7,953,0,0
148,5,23.7,953,0,1
148,6,25.2,953,317,109
148,7,27,953,472,271
148,8,29.2,953,594,466
148,9,31.7,953,762,696
148,10,34.1,953,822,851
148,11,35.9,953,638,896
148,12,37.8,953,901,1058
148,13,39.4,953,1022,1097
148,14,40.5,953,1011,1016
148,15,41.1,953,992,876
148,16,41.2,953,959,685
148,17,40.5,953,888,461
148,18,39.3,953,526,230
148,19,37.7,953,0,46
148,20,35.7,953,0,0
148,21,33.8,953,0,0
148,22,31.8,952,0,0
148,23,29.9,952,0,0
148,0,27.9,952,0,0
149,1,25.6,952,0,0
149,2,23.2,952,0,0
149,3,22,952,0,0
149,4,21.1,952,0,0
149,5,21,952,0,1
149,6,22.3,952,482,116
149,7,24.3,952,720,313
149,8,26.6,952,840,525
149,9,28.9,952,877,715
149,10,31.1,952,888,867
149,11,32.9,952,885,965
149,12,34.4,952,870,1005
149,13,35.5,952,875,991
149,14,36.1,952,872,915
149,15,36.3,952,883,793
149,16,36.1,952,865,621
149,17,35.2,952,801,418
149,18,33.7,952,426,208
149,19,31.9,952,0,17
149,20,29.8,952,0,0
149,21,27.8,952,0,0
149,22,25.7,952,0,0
149,23,23.7,952,0,0
149,0,21.6,952,0,0
150,1,20.5,952,0,0
150,2,19.3,952,0,0
150,3,18.7,952,0,0
150,4,18.2,952,0,0
150,5,18.1,952,0,1
150,6,19.7,952,518,122
150,7,22,952,777,327
150,8,24.7,952,893,547
150,9,27.3,952,930,740
150,10,29.7,952,942,894
150,11,31.8,952,948,996
150,12,33.5,952,943,1040
150,13,34.7,952,939,1021
150,14,35.4,951,930,941
150,15,35.7,951,908,804
150,16,35.4,951,876,626
150,17,34.4,951,773,416
150,18,32.8,951,405,203
150,19,30.8,951,0,14
150,20,29.2,951,0,0
150,21,27.6,951,0,0
150,22,26.1,950,0,0
150,23,24.5,950,0,0
150,0,22.9,950,0,0
151,1,22,950,0,0
151,2,21.1,950,0,0
151,3,20.5,950,0,0
151,4,20.2,950,0,0
151,5,20.1,950,0,2
151,6,21.5,950,298,109
151,7,23.3,949,374,254
151,8,25.4,949,478,439
151,9,27.7,949,564,617
151,10,29.6,949,473,713
151,11,31.1,949,454,774
151,12,32.5,949,490,836
151,13,33.6,949,512,838
151,14,34.1,949,399,729
151,15,34.4,949,515,668
151,16,34.3,948,572,545
151,17,33.4,948,346,324
151,18,32.2,948,311,177
151,19,30.6,948,0,17
151,20,29.2,948,0,0
151,21,27.8,948,0,0
151,22,26.4,948,0,0
151,23,25,948,0,0
151,0,23.6,948,0,0
152,1,22.7,947,0,0
152,2,21.8,947,0,0
152,3,21.3,947,0,0
152,4,21,947,0,0
152,5,20.9,947,0,1
152,6,22.1,947,374,106
152,7,24.1,947,622,303
152,8,25.9,947,493,456
152,9,28.8,947,825,819
152,10,31,947,954,902
152,11,32.9,946,851,1013
152,12,32.8,946,119,518
152,13,32.7,946,34,489
152,14,32.6,946,95,505
152,15,32.7,947,266,558
152,16,31.9,947,90,318
152,17,30.6,947,0,107
152,18,29.4,947,0,82
152,19,28.2,947,0,6
152,20,26.9,947,0,0
152,21,25.6,948,0,0
152,22,24.4,948,0,0
152,23,23.1,948,0,0
152,0,21.8,948,0,0
153,1,20.9,948,0,0
153,2,20,948,0,0
153,3,19.5,948,0,0
153,4,19.2,949,0,0
153,5,19.1,949,0,1
153,6,20.6,949,455,116
153,7,22.7,949,682,309
153,8,25.1,949,790,514
153,9,27.4,949,814,696
153,10,29.6,950,803,838
153,11,31.5,950,787,932
153,12,33,950,777,975
153,13,34.2,950,763,955
153,14,34.9,950,781,887
153,15,35.1,950,776,761
153,16,34.9,950,754,594
153,17,34,950,707,402
153,18,32.6,950,377,202
153,19,30.9,950,0,17
153,20,29.2,950,0,0
153,21,27.6,950,0,0
153,22,26,951,0,0
153,23,24.3,951,0,0
153,0,22.7,951,0,0
154,1,21.6,951,0,0
154,2,20.3,951,0,0
154,3,19.7,951,0,0
154,4,19.3,951,0,0
154,5,19.2,951,0,2
154,6,20.8,951,541,126
154,7,23.1,951,787,333
154,8,25.6,951,894,549
154,9,28.1,951,932,742
154,10,30.4,951,945,897
154,11,32.4,951,951,999
154,12,34,951,945,1043
154,13,35.2,951,947,1028
154,14,36,951,945,953
154,15,36.3,951,935,822
154,16,36.1,951,908,645
154,17,35.2,951,840,437
154,18,33.8,951,441,222
154,19,31.9,951,0,20
154,20,29.7,951,0,0
154,21,27.4,951,0,0
154,22,25.2,950,0,0
154,23,23,950,0,0
154,0,20.8,950,0,0
155,1,19,950,0,0
155,2,17,950,0,0
155,3,15.9,950,0,0
155,4,15.1,950,0,0
155,5,14.9,950,0,1
155,6,16,950,455,117
155,7,17.6,950,680,310
155,8,19.4,949,761,507
155,9,21.2,949,761,681
155,10,22.9,949,775,830
155,11,24.3,949,788,932
155,12,25.5,949,773,974
155,13,26.3,949,764,956
155,14,26.7,949,770,885
155,15,26.8,949,768,761
155,16,26.5,949,763,598
155,17,25.6,949,722,408
155,18,24.3,949,399,209
155,19,22.7,949,0,19
155,20,21.5,949,0,0
155,21,20.2,949,0,0
155,22,19,949,0,0
155,23,17.7,949,0,0
155,0,16.4,949,0,0
156,1,16.6,949,0,0
156,2,16.7,950,0,0
156,3,16.8,950,0,0
156,4,16.8,950,0,0
156,5,16.8,950,0,1
156,6,18.4,950,447,116
156,7,20.8,950,672,308
156,8,23.4,950,776,511
156,9,25.9,950,807,694
156,10,28.4,950,817,842
156,11,30.5,950,803,938
156,12,32.2,950,804,984
156,13,33.5,950,797,967
156,14,34.3,950,819,901
156,15,34.7,950,815,776
156,16,34.6,950,805,611
156,17,33.7,950,745,415
156,18,32.3,950,414,213
156,19,30.4,949,0,21
156,20,28.8,949,0,0
156,21,27.2,949,0,0
156,22,25.6,949,0,0
156,23,24,949,0,0
156,0,22.4,949,0,0
157,1,21,949,0,0
157,2,19.4,949,0,0
157,3,18.6,949,0,0
157,4,18,949,0,0
157,5,18,949,0,1
157,6,19.1,949,232,98
157,7,20.8,948,387,261
157,8,22.7,948,431,434
157,9,24.6,948,458,588
157,10,26.4,948,502,716
157,11,27.9,948,502,801
157,12,29.3,948,560,877
157,13,30.3,948,565,864
157,14,31,948,557,805
157,15,31.2,948,559,693
157,16,31.1,948,648,574
157,17,30.5,948,635,393
157,18,29.4,948,377,203
157,19,27.8,948,0,25
157,20,26.1,948,0,0
157,21,24.4,948,0,0
157,22,22.7,948,0,0
157,23,21,949,0,0
157,0,19.3,949,0,0
158,1,18.2,949,0,0
158,2,17,949,0,0
158,3,16.4,949,0,0
158,4,15.9,949,0,0
158,5,15.9,949,0,1
158,6,17.3,949,457,118
158,7,19.4,949,669,308
158,8,21.7,949,769,509
158,9,24,949,796,691
158,10,26.2,949,795,836
158,11,28,949,780,930
158,12,29.5,949,778,976
158,13,30.7,949,782,963
158,14,31.4,949,792,893
158,15,31.6,949,795,772
158,16,31.5,949,806,613
158,17,30.7,950,746,417
158,18,29.3,950,412,215
158,19,27.5,950,0,23
158,20,25.7,950,0,0
158,21,24,950,0,0
158,22,22.2,950,0,0
158,23,20.4,950,0,0
158,0,18.6,950,0,0
159,1,17.3,950,0,0
159,2,16,950,0,0
159,3,15.2,950,0,0
159,4,14.6,950,0,0
159,5,14.5,950,0,2
159,6,16,950,534,127
159,7,18,950,774,330
159,8,20.3,950,876,542
159,9,22.6,950,914,733
159,10,24.6,950,922,884
159,11,26.4,950,926,986
159,12,27.9,950,919,1030
159,13,29,950,920,1016
159,14,29.6,950,928,947
159,15,29.8,950,920,818
159,16,29.6,950,899,646
159,17,28.7,950,845,445
159,18,27.3,950,452,232
159,19,25.5,950,0,24
159,20,24,950,0,0
159,21,22.4,950,0,0
159,22,20.9,950,0,0
159,23,19.4,950,0,0
159,0,17.9,950,0,0
160,1,17.3,950,0,0
160,2,16.7,950,0,0
160,3,16.4,950,0,0
160,4,16.1,950,0,0
160,5,16.1,951,0,2
160,6,17.7,951,546,129
160,7,20.1,951,791,335
160,8,22.7,951,896,551
160,9,25.3,951,937,746
160,10,27.7,951,951,902
160,11,29.8,951,955,1003
160,12,31.5,951,951,1049
160,13,32.8,951,946,1030
160,14,33.6,951,942,955
160,15,33.9,951,934,827
160,16,33.7,951,904,650
160,17,32.8,951,834,442
160,18,31.3,951,444,228
160,19,29.3,951,0,23
160,20,27.7,951,0,0
160,21,26.2,951,0,0
160,22,24.6,951,0,0
160,23,23,951,0,0
160,0,21.4,951,0,0
161,1,20.3,951,0,0
161,2,19.1,951,0,0
161,3,18.5,951,0,0
161,4,18,951,0,0
161,5,17.9,951,0,2
161,6,19.5,951,527,126
161,7,21.7,951,759,326
161,8,24.1,951,869,539
161,9,26.5,951,904,728
161,10,28.8,951,914,880
161,11,30.7,951,914,980
161,12,32.3,951,902,1023
161,13,33.5,951,906,1010
161,14,34.2,951,913,940
161,15,34.5,951,904,813
161,16,34.3,951,885,642
161,17,33.4,951,824,440
161,18,32,951,444,229
161,19,30.1,951,0,24
161,20,28.5,951,0,0
161,21,26.9,951,0,0
161,22,25.3,951,0,0
161,23,23.7,951,0,0
161,0,22,951,0,0
162,1,21.1,951,0,0
162,2,20.1,951,0,0
162,3,19.5,951,0,0
162,4,19.1,951,0,0
162,5,19.1,951,0,2
162,6,20.7,951,530,130
162,7,23,951,782,341
162,8,25.6,951,918,566
162,9,28.2,951,960,765
162,10,30.6,951,980,928
162,11,32.7,951,993,1034
162,12,34.4,952,992,1081
162,13,35.7,952,982,1058
162,14,36.4,952,970,976
162,15,36.7,952,948,838
162,16,36.4,952,863,651
162,17,35.4,952,788,436
162,18,33.9,952,410,219
162,19,31.9,952,0,18
162,20,30.2,952,0,0
162,21,28.5,952,0,0
162,22,26.8,952,0,0
162,23,25.1,952,0,0
162,0,23.4,952,0,0
163,1,22.3,952,0,0
163,2,21,952,0,0
163,3,20.4,952,0,0
163,4,19.9,952,0,0
163,5,19.8,952,0,2
163,6,21.4,952,536,128
163,7,23.6,952,775,330
163,8,26.1,952,887,546
163,9,28.6,952,926,739
163,10,30.9,952,948,899
163,11,32.9,952,958,1005
163,12,34.6,952,955,1052
163,13,35.8,952,951,1035
163,14,36.5,952,947,960
163,15,36.8,952,936,831
163,16,36.6,952,917,659
163,17,35.7,952,857,454
163,18,34.3,952,457,238
163,19,32.4,952,0,27
163,20,30.6,952,0,0
163,21,28.9,952,0,0
163,22,27.1,952,0,0
163,23,25.3,952,0,0
163,0,23.6,952,0,0
164,1,22.5,952,0,0
164,2,21.2,952,0,0
164,3,20.6,952,0,0
164,4,20.1,952,0,0
164,5,20.1,952,0,2
164,6,21.7,952,559,130
164,7,24,952,795,337
164,8,26.5,952,899,552
164,9,29,952,942,749
164,10,31.3,952,956,905
164,11,33.3,952,965,1010
164,12,35,952,960,1055
164,13,36.2,952,959,1041
164,14,36.9,952,954,965
164,15,37.2,952,942,835
164,16,37,952,917,661
164,17,36.1,952,854,453
164,18,34.7,952,456,238
164,19,32.8,952,0,26
164,20,30.9,952,0,0
164,21,29.1,952,0,0
164,22,27.3,952,0,0
164,23,25.5,952,0,0
164,0,23.7,952,0,0
165,1,22.6,952,0,0
165,2,21.3,952,0,0
165,3,20.7,952,0,0
165,4,20.2,952,0,0
165,5,20.2,952,0,2
165,6,21.7,952,554,130
165,7,24.1,952,822,355
165,8,26.7,952,873,570
165,9,28.9,952,782,705
165,10,31.2,952,925,927
165,11,33.5,952,1017,1073
165,12,35.3,952,1022,1131
165,13,36.7,952,1021,1117
165,14,37.4,952,985,991
165,15,37.8,952,898,877
165,16,37.2,952,600,576
165,17,36.1,952,646,403
165,18,34.6,952,403,221
165,19,32.7,952,0,25
165,20,30.9,952,0,0
165,21,29,952,0,0
165,22,27.2,952,0,0
165,23,25.3,952,0,0
165,0,23.5,952,0,0
166,1,22.1,951,0,0
166,2,20.7,951,0,0
166,3,19.9,951,0,0
166,4,19.3,951,0,0
166,5,19.2,951,0,2
166,6,20.7,951,547,129
166,7,22.9,951,793,335
166,8,25.4,951,905,555
166,9,27.8,951,947,752
166,10,30.1,951,955,904
166,11,32,951,957,1004
166,12,33.6,951,949,1048
166,13,34.7,951,941,1030
166,14,35.4,951,923,948
166,15,35.6,951,911,820
166,16,35.4,951,880,645
166,17,34.4,951,781,438
166,18,32.9,951,429,227
166,19,31,951,0,23
166,20,29.5,951,0,0
166,21,28,951,0,0
166,22,26.5,951,0,0
166,23,25,951,0,0
166,0,23.5,951,0,0
167,1,22.8,951,0,0
167,2,22,951,0,0
167,3,21.6,951,0,0
167,4,21.3,951,0,0
167,5,21.3,950,0,2
167,6,22.7,950,425,115
167,7,24.8,950,606,297
167,8,27.1,950,670,483
167,9,29.3,950,677,656
167,10,31.4,950,654,792
167,11,33.3,950,645,889
167,12,34.8,950,653,939
167,13,36,950,678,934
167,14,36.7,950,689,867
167,15,37,950,708,753
167,16,36.9,950,729,601
167,17,36.2,950,689,414
167,18,34.9,951,419,220
167,19,33.1,951,0,27
167,20,31.5,951,0,0
167,21,29.9,951,0,0
167,22,28.2,951,0,0
167,23,26.6,951,0,0
167,0,25,951,0,0
168,1,23.8,951,0,0
168,2,22.5,951,0,0
168,3,21.8,951,0,0
168,4,21.3,951,0,0
168,5,21.3,951,0,2
168,6,22.9,951,604,134
168,7,25.2,952,814,346
168,8,27.8,952,921,569
168,9,30.3,952,964,770
168,10,32.7,952,982,929
168,11,34.7,952,994,1036
168,12,36.4,952,986,1076
168,13,37.6,952,980,1058
168,14,38.3,952,969,979
168,15,38.6,952,945,841
168,16,38.3,952,868,659
168,17,37.3,952,799,446
168,18,35.8,952,434,231
168,19,33.9,952,0,21
168,20,32.2,952,0,0
168,21,30.5,952,0,0
168,22,28.8,952,0,0
168,23,27.1,952,0,0
168,0,25.4,952,0,0
169,1,24.3,952,0,0
169,2,23.2,952,0,0
169,3,22.6,952,0,0
169,4,22.2,952,0,0
169,5,22.1,952,0,2
169,6,23.7,952,517,128
169,7,25.9,952,769,337
169,8,28.5,952,913,560
169,9,31,952,957,761
169,10,33.4,952,973,919
169,11,35.5,952,982,1024
169,12,37.1,952,975,1068
169,13,38.3,952,971,1051
169,14,39.1,952,962,973
169,15,39.3,952,944,840
169,16,39.1,952,912,662
169,17,38.1,952,806,450
169,18,36.6,952,437,232
169,19,34.7,952,0,24
169,20,33.3,952,0,0
169,21,31.9,952,0,0
169,22,30.6,952,0,0
169,23,29.2,952,0,0
169,0,27.8,952,0,0
170,1,27.2,952,0,0
170,2,26.6,952,0,0
170,3,26.3,952,0,0
170,4,26,952,0,0
170,5,26.1,952,0,2
170,6,27.6,952,503,122
170,7,29.8,952,754,323
170,8,32.2,952,868,535
170,9,34.7,952,910,728
170,10,36.9,952,924,883
170,11,39,952,937,991
170,12,40.6,953,931,1037
170,13,41.9,953,936,1028
170,14,42.7,953,946,962
170,15,43.1,953,940,838
170,16,43.1,952,919,667
170,17,42.3,952,853,459
170,18,41.1,952,460,244
170,19,39.3,952,0,32
170,20,37.7,952,0,0
170,21,36,952,0,0
170,22,34.4,952,0,0
170,23,32.8,952,0,0
170,0,31.1,952,0,0
171,1,29.5,952,0,0
171,2,27.8,952,0,0
171,3,27,952,0,0
171,4,26.3,952,0,0
171,5,26.3,952,0,2
171,6,27.7,952,507,122
171,7,29.7,952,751,321
171,8,32,952,861,532
171,9,34.3,952,900,723
171,10,36.4,952,912,876
171,11,38.3,952,911,977
171,12,39.8,952,898,1021
171,13,40.9,952,902,1010
171,14,41.6,952,894,936
171,15,41.9,952,891,813
171,16,41.7,952,869,645
171,17,40.9,952,813,446
171,18,39.6,952,444,236
171,19,37.8,952,0,29
171,20,36,952,0,0
171,21,34.2,952,0,0
171,22,32.4,952,0,0
171,23,30.6,952,0,0
171,0,28.8,952,0,0
172,1,27.6,952,0,0
172,2,26.3,952,0,0
172,3,25.7,952,0,0
172,4,25.2,952,0,0
172,5,25.1,951,0,1
172,6,26.5,951,455,116
172,7,28.6,951,669,305
172,8,30.9,951,765,504
172,9,33.1,951,767,678
172,10,35.2,951,761,821
172,11,37,951,753,920
172,12,38.5,951,752,968
172,13,39.7,951,755,957
172,14,40.4,951,768,892
172,15,40.6,951,780,776
172,16,40.5,951,768,614
172,17,39.7,951,730,426
172,18,38.4,951,431,226
172,19,36.6,951,0,28
172,20,35,951,0,0
172,21,33.3,951,0,0
172,22,31.6,950,0,0
172,23,30,950,0,0
172,0,28.3,950,0,0
173,1,27.3,950,0,0
173,2,26.2,950,0,0
173,3,25.5,950,0,0
173,4,25.1,950,0,0
173,5,25.1,950,0,2
173,6,26.3,950,329,104
173,7,28.1,950,477,270
173,8,30.1,950,572,455
173,9,32.3,950,624,635
173,10,34.3,950,636,788
173,11,36,950,588,852
173,12,37.4,950,537,878
173,13,38.2,949,500,837
173,14,38.7,949,466,750
173,15,38.9,949,532,691
173,16,38.7,949,524,547
173,17,38,949,532,385
173,18,36.8,949,318,198
173,19,35.2,949,0,27
173,20,33.9,949,0,0
173,21,32.6,949,0,0
173,22,31.3,949,0,0
173,23,29.9,949,0,0
173,0,28.6,949,0,0
174,1,27.9,948,0,0
174,2,27.2,948,0,0
174,3,26.8,948,0,0
174,4,26.5,948,0,0
174,5,26.5,948,0,1
174,6,27.5,948,160,85
174,7,29.7,948,527,297
174,8,32.1,948,762,505
174,9,34.5,948,734,695
174,10,36.1,948,406,687
174,11,38.1,948,700,928
174,12,38.5,948,161,598
174,13,38.5,947,55,504
174,14,38.5,948,112,520
174,15,38,948,30,357
174,16,37.8,948,254,455
174,17,37.3,948,330,335
174,18,36.4,948,224,179
174,19,35.1,949,0,44
174,20,33.5,949,0,0
174,21,31.8,949,0,0
174,22,30.2,949,0,0
174,23,28.6,949,0,0
174,0,26.9,950,0,0
175,1,25.7,950,0,0
175,2,24.4,950,0,0
175,3,23.7,950,0,0
175,4,23.2,950,0,0
175,5,23.1,951,0,1
175,6,24.6,951,514,121
175,7,26.7,951,763,322
175,8,29.2,951,878,536
175,9,31.6,951,920,730
175,10,33.9,952,934,886
175,11,35.8,952,944,993
175,12,37.5,952,939,1041
175,13,38.7,952,936,1028
175,14,39.4,952,933,956
175,15,39.7,952,927,833
175,16,39.5,952,899,659
175,17,38.7,952,828,453
175,18,37.2,952,448,240
175,19,35.3,952,0,30
175,20,33.8,952,0,0
175,21,32.2,952,0,0
175,22,30.6,952,0,0
175,23,29.1,952,0,0
175,0,27.5,952,0,0
176,1,26.7,952,0,0
176,2,25.8,952,0,0
176,3,25.3,952,0,0
176,4,25,952,0,0
176,5,25,952,0,1
176,6,26.4,952,455,114
176,7,28.6,952,678,304
176,8,31,952,807,512
176,9,33.5,952,854,702
176,10,35.8,952,860,852
176,11,37.8,951,853,951
176,12,39.5,951,856,1003
176,13,40.7,951,861,994
176,14,41.5,951,870,927
176,15,41.9,951,874,809
176,16,41.8,951,869,647
176,17,41.1,951,828,453
176,18,39.8,952,510,246
176,19,37.9,952,0,36
176,20,35.8,952,0,0
176,21,33.7,952,0,0
176,22,31.6,952,0,0
176,23,29.5,952,0,0
176,0,27.4,952,0,0
177,1,25.6,952,0,0
177,2,23.8,952,0,0
177,3,22.8,952,0,0
177,4,22.1,952,0,0
177,5,22,952,0,1
177,6,23.4,952,514,120
177,7,25.4,952,767,321
177,8,27.8,952,878,535
177,9,30.1,952,919,729
177,10,32.3,952,936,886
177,11,34.2,952,943,992
177,12,35.7,952,937,1040
177,13,36.8,952,932,1025
177,14,37.5,952,932,956
177,15,37.8,952,917,828
177,16,37.6,952,887,655
177,17,36.7,952,815,450
177,18,35.3,952,443,238
177,19,33.5,951,0,29
177,20,31.7,951,0,0
177,21,29.8,951,0,0
177,22,28,951,0,0
177,23,26.2,951,0,0
177,0,24.3,951,0,0
178,1,23.3,951,0,0
178,2,22.2,951,0,0
178,3,21.6,951,0,0
178,4,21.2,951,0,0
178,5,21.2,951,0,1
178,6,22.5,951,444,111
178,7,24.6,951,668,300
178,8,27,951,790,505
178,9,29.4,951,819,689
178,10,31.6,951,824,837
178,11,33.5,951,821,939
178,12,35.1,951,823,990
178,13,36.3,951,822,979
178,14,37.1,951,850,920
178,15,37.5,951,851,801
178,16,37.4,951,852,642
178,17,36.6,951,796,445
178,18,35.3,951,480,239
178,19,33.5,951,0,34
178,20,31.6,951,0,0
178,21,29.7,951,0,0
178,22,27.9,951,0,0
178,23,26,951,0,0
178,0,24.1,951,0,0
179,1,22.7,951,0,0
179,2,21.3,951,0,0
179,3,20.5,951,0,0
179,4,19.9,951,0,0
179,5,19.8,951,0,1
179,6,21.3,951,549,122
179,7,23.5,951,795,329
179,8,25.9,951,906,548
179,9,28.4,951,948,746
179,10,30.6,951,957,900
179,11,32.6,951,960,1002
179,12,34.1,951,948,1046
179,13,35.3,951,940,1030
179,14,36,951,927,953
179,15,36.2,951,902,821
179,16,36,951,862,646
179,17,35.1,951,769,442
179,18,33.6,951,419,232
179,19,31.8,951,0,25
179,20,30.2,951,0,0
179,21,28.6,951,0,0
179,22,27,951,0,0
179,23,25.4,951,0,0
179,0,23.8,951,0,0
180,1,23,951,0,0
180,2,22.1,951,0,0
180,3,21.6,951,0,0
180,4,21.2,951,0,0
180,5,21.2,951,0,1
180,6,22.6,951,461,112
180,7,24.7,951,700,304
180,8,27.1,951,823,513
180,9,29.6,951,858,700
180,10,31.8,951,870,853
180,11,33.8,951,871,956
180,12,35.5,951,869,1007
180,13,36.7,951,853,990
180,14,37.5,951,857,923
180,15,37.8,951,865,806
180,16,37.7,951,848,641
180,17,36.9,951,788,443
180,18,35.5,951,475,239
180,19,33.7,951,0,31
180,20,32.1,951,0,0
180,21,30.5,951,0,0
180,22,28.9,951,0,0
180,23,27.3,951,0,0
180,0,25.7,951,0,0
181,1,24.7,951,0,0
181,2,23.5,951,0,0
181,3,22.9,951,0,0
