Calama, Chile
-22.50 , -68.90
      
     Day [#],     Time [h],       Ta [K],     Pa [kPa],    Ib [W/m2],    Ig [W/m2],    Id [W/m2],
      1.0000 ,       0.0000 ,     289.1000 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
      1.0000 ,       1.0000 ,     288.5000 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
      1.0000 ,       2.0000 ,     288.0500 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
      1.0000 ,       3.0000 ,     287.6500 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
      1.0000 ,       4.0000 ,     287.5000 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
      1.0000 ,       5.0000 ,     287.7000 ,      76.5852 ,     389.0000 ,      81.0000 ,      34.9618 ,
      1.0000 ,       6.0000 ,     288.3000 ,      76.5852 ,     627.0000 ,     287.0000 ,      74.2674 ,
      1.0000 ,       7.0000 ,     289.2000 ,      76.5852 ,     680.0000 ,     509.0000 ,     136.8255 ,
      1.0000 ,       8.0000 ,     290.1500 ,      76.5852 ,     691.0000 ,     707.0000 ,     203.7720 ,
      1.0000 ,       9.0000 ,     291.1000 ,      76.5852 ,     726.0000 ,     870.0000 ,     238.5323 ,
      1.0000 ,      10.0000 ,     292.0000 ,      76.5852 ,     713.0000 ,     965.0000 ,     278.9089 ,
      1.0000 ,      11.0000 ,     292.7000 ,      76.5852 ,     673.0000 ,    1000.0000 ,     327.4258 ,
      1.0000 ,      12.0000 ,     293.2500 ,      76.5852 ,     678.0000 ,     975.0000 ,     311.5199 ,
      1.0000 ,      13.0000 ,     293.6000 ,      76.5852 ,     663.0000 ,     888.0000 ,     290.4204 ,
      1.0000 ,      14.0000 ,     293.7500 ,      76.5852 ,     707.0000 ,     747.0000 ,     200.5880 ,
      1.0000 ,      15.0000 ,     293.7000 ,      76.5852 ,     687.0000 ,     564.0000 ,     150.4682 ,
      1.0000 ,      16.0000 ,     293.3500 ,      76.5852 ,     604.0000 ,     347.0000 ,     105.2729 ,
      1.0000 ,      17.0000 ,     292.8000 ,      76.5852 ,     420.0000 ,     132.0000 ,      55.8022 ,
      1.0000 ,      18.0000 ,     292.1000 ,      76.5852 ,       0.0000 ,       1.0000 ,       1.0000 ,
      1.0000 ,      19.0000 ,     291.3000 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
      1.0000 ,      20.0000 ,     290.5000 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
      1.0000 ,      21.0000 ,     289.7000 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
      1.0000 ,      22.0000 ,     288.9000 ,      76.5359 ,       0.0000 ,       0.0000 ,       0.0000 ,
      1.0000 ,      23.0000 ,     288.2500 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      1.0000 ,       0.0000 ,     287.7500 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      2.0000 ,       1.0000 ,     287.3500 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      2.0000 ,       2.0000 ,     287.0500 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      2.0000 ,       3.0000 ,     286.8000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      2.0000 ,       4.0000 ,     286.6500 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      2.0000 ,       5.0000 ,     286.8500 ,      76.4866 ,     553.0000 ,     101.0000 ,      36.7494 ,
      2.0000 ,       6.0000 ,     287.6500 ,      76.4866 ,     857.0000 ,     364.0000 ,      74.9408 ,
      2.0000 ,       7.0000 ,     288.8500 ,      76.4866 ,     994.0000 ,     648.0000 ,     105.6797 ,
      2.0000 ,       8.0000 ,     290.1000 ,      76.4866 ,    1043.0000 ,     898.0000 ,     139.8478 ,
      2.0000 ,       9.0000 ,     291.3000 ,      76.4866 ,     884.0000 ,    1094.0000 ,     325.9436 ,
      2.0000 ,      10.0000 ,     292.0000 ,      76.4372 ,     240.0000 ,     681.0000 ,     450.1777 ,
      2.0000 ,      11.0000 ,     292.2000 ,      76.3879 ,     209.0000 ,     711.0000 ,     502.1429 ,
      2.0000 ,      12.0000 ,     292.3500 ,      76.3879 ,     208.0000 ,     693.0000 ,     489.3779 ,
      2.0000 ,      13.0000 ,     292.4000 ,      76.3879 ,     151.0000 ,     620.0000 ,     483.7896 ,
      2.0000 ,      14.0000 ,     292.3000 ,      76.3879 ,     160.0000 ,     523.0000 ,     399.1813 ,
      2.0000 ,      15.0000 ,     292.0500 ,      76.3879 ,     152.0000 ,     397.0000 ,     305.3255 ,
      2.0000 ,      16.0000 ,     291.6500 ,      76.3879 ,     127.0000 ,     247.0000 ,     196.0151 ,
      2.0000 ,      17.0000 ,     291.1000 ,      76.3879 ,      95.0000 ,      97.0000 ,      79.6518 ,
      2.0000 ,      18.0000 ,     290.4500 ,      76.3879 ,       0.0000 ,       1.0000 ,       1.0000 ,
      2.0000 ,      19.0000 ,     289.8500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      2.0000 ,      20.0000 ,     289.3000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      2.0000 ,      21.0000 ,     288.7000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      2.0000 ,      22.0000 ,     288.1000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      2.0000 ,      23.0000 ,     287.7000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      2.0000 ,       0.0000 ,     287.4500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      3.0000 ,       1.0000 ,     287.2000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      3.0000 ,       2.0000 ,     287.0000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      3.0000 ,       3.0000 ,     286.8500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      3.0000 ,       4.0000 ,     286.8000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      3.0000 ,       5.0000 ,     287.0500 ,      76.3879 ,     432.0000 ,      96.0000 ,      46.7581 ,
      3.0000 ,       6.0000 ,     287.7500 ,      76.3879 ,     608.0000 ,     303.0000 ,      99.1539 ,
      3.0000 ,       7.0000 ,     288.9500 ,      76.3879 ,     868.0000 ,     695.0000 ,     222.9320 ,
      3.0000 ,       8.0000 ,     290.4500 ,      76.3879 ,    1000.0000 ,     965.0000 ,     239.4769 ,
      3.0000 ,       9.0000 ,     291.9000 ,      76.3879 ,     838.0000 ,    1175.0000 ,     447.7077 ,
      3.0000 ,      10.0000 ,     292.6000 ,      76.3879 ,     132.0000 ,     586.0000 ,     459.1140 ,
      3.0000 ,      11.0000 ,     292.7000 ,      76.3879 ,     119.0000 ,     666.0000 ,     547.0879 ,
      3.0000 ,      12.0000 ,     292.8000 ,      76.3879 ,      91.0000 ,     608.0000 ,     518.8826 ,
      3.0000 ,      13.0000 ,     292.8000 ,      76.3879 ,     122.0000 ,     571.0000 ,     460.8621 ,
      3.0000 ,      14.0000 ,     292.6500 ,      76.3879 ,      53.0000 ,     436.0000 ,     394.9330 ,
      3.0000 ,      15.0000 ,     292.3500 ,      76.3879 ,      71.0000 ,     332.0000 ,     289.0969 ,
      3.0000 ,      16.0000 ,     291.9000 ,      76.3879 ,       0.0000 ,     128.0000 ,     128.0000 ,
      3.0000 ,      17.0000 ,     291.3000 ,      76.3879 ,      17.0000 ,      72.0000 ,      68.8764 ,
      3.0000 ,      18.0000 ,     290.7000 ,      76.3879 ,       0.0000 ,       1.0000 ,       1.0000 ,
      3.0000 ,      19.0000 ,     290.0500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      3.0000 ,      20.0000 ,     289.3000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      3.0000 ,      21.0000 ,     288.5500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      3.0000 ,      22.0000 ,     287.8000 ,      76.4372 ,       0.0000 ,       0.0000 ,       0.0000 ,
      3.0000 ,      23.0000 ,     287.1000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      3.0000 ,       0.0000 ,     286.5000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      4.0000 ,       1.0000 ,     286.0000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      4.0000 ,       2.0000 ,     285.6000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      4.0000 ,       3.0000 ,     285.3000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      4.0000 ,       4.0000 ,     285.2000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      4.0000 ,       5.0000 ,     285.4000 ,      76.4866 ,     407.0000 ,      80.0000 ,      34.5167 ,
      4.0000 ,       6.0000 ,     286.0000 ,      76.4866 ,     698.0000 ,     293.0000 ,      60.4044 ,
      4.0000 ,       7.0000 ,     286.9500 ,      76.4866 ,     795.0000 ,     524.0000 ,      93.0253 ,
      4.0000 ,       8.0000 ,     288.0500 ,      76.4866 ,     835.0000 ,     739.0000 ,     134.3404 ,
      4.0000 ,       9.0000 ,     289.1000 ,      76.4866 ,     783.0000 ,     892.0000 ,     213.1892 ,
      4.0000 ,      10.0000 ,     290.0500 ,      76.4866 ,     751.0000 ,     997.0000 ,     275.4741 ,
      4.0000 ,      11.0000 ,     290.8500 ,      76.5359 ,     727.0000 ,    1039.0000 ,     312.5796 ,
      4.0000 ,      12.0000 ,     291.4500 ,      76.5852 ,     729.0000 ,    1014.0000 ,     299.8256 ,
      4.0000 ,      13.0000 ,     291.8500 ,      76.5852 ,     744.0000 ,     925.0000 ,     252.8211 ,
      4.0000 ,      14.0000 ,     292.0000 ,      76.5852 ,     748.0000 ,     775.0000 ,     194.6978 ,
      4.0000 ,      15.0000 ,     291.9500 ,      76.5852 ,     766.0000 ,     586.0000 ,     122.2795 ,
      4.0000 ,      16.0000 ,     291.6500 ,      76.5852 ,     741.0000 ,     370.0000 ,      70.7820 ,
      4.0000 ,      17.0000 ,     291.0500 ,      76.5852 ,     547.0000 ,     144.0000 ,      42.9070 ,
      4.0000 ,      18.0000 ,     290.3000 ,      76.5852 ,       0.0000 ,       1.0000 ,       1.0000 ,
      4.0000 ,      19.0000 ,     289.5000 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
      4.0000 ,      20.0000 ,     288.6500 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
      4.0000 ,      21.0000 ,     287.7500 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
      4.0000 ,      22.0000 ,     286.8500 ,      76.6346 ,       0.0000 ,       0.0000 ,       0.0000 ,
      4.0000 ,      23.0000 ,     286.1500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
      4.0000 ,       0.0000 ,     285.6000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
      5.0000 ,       1.0000 ,     285.0000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
      5.0000 ,       2.0000 ,     284.5500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
      5.0000 ,       3.0000 ,     284.2500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
      5.0000 ,       4.0000 ,     284.0000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
      5.0000 ,       5.0000 ,     284.1000 ,      76.6839 ,       0.0000 ,      44.0000 ,      44.0000 ,
      5.0000 ,       6.0000 ,     285.0500 ,      76.6839 ,     550.0000 ,     336.0000 ,     153.8575 ,
      5.0000 ,       7.0000 ,     286.5000 ,      76.6839 ,     984.0000 ,     607.0000 ,      75.3025 ,
      5.0000 ,       8.0000 ,     287.8500 ,      76.6839 ,    1040.0000 ,     848.0000 ,      96.3330 ,
      5.0000 ,       9.0000 ,     289.0500 ,      76.7333 ,    1064.0000 ,    1035.0000 ,     113.5992 ,
      5.0000 ,      10.0000 ,     290.1000 ,      76.7826 ,    1079.0000 ,    1156.0000 ,     119.8934 ,
      5.0000 ,      11.0000 ,     290.9500 ,      76.7826 ,    1076.0000 ,    1204.0000 ,     128.9263 ,
      5.0000 ,      12.0000 ,     291.5500 ,      76.7826 ,    1076.0000 ,    1178.0000 ,     123.5157 ,
      5.0000 ,      13.0000 ,     291.9500 ,      76.7826 ,    1067.0000 ,    1077.0000 ,     112.2767 ,
      5.0000 ,      14.0000 ,     292.1000 ,      76.7333 ,    1045.0000 ,     908.0000 ,      96.3135 ,
      5.0000 ,      15.0000 ,     291.9500 ,      76.6839 ,     993.0000 ,     683.0000 ,      80.7944 ,
      5.0000 ,      16.0000 ,     291.5000 ,      76.6839 ,     870.0000 ,     420.0000 ,      67.7354 ,
      5.0000 ,      17.0000 ,     290.7500 ,      76.6839 ,     628.0000 ,     159.0000 ,      42.3039 ,
      5.0000 ,      18.0000 ,     289.8000 ,      76.6839 ,       0.0000 ,       1.0000 ,       1.0000 ,
      5.0000 ,      19.0000 ,     288.9000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
      5.0000 ,      20.0000 ,     288.1500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
      5.0000 ,      21.0000 ,     287.4500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
      5.0000 ,      22.0000 ,     286.7500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
      5.0000 ,      23.0000 ,     286.1500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
      5.0000 ,       0.0000 ,     285.6500 ,      76.6346 ,       0.0000 ,       0.0000 ,       0.0000 ,
      6.0000 ,       1.0000 ,     285.1500 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
      6.0000 ,       2.0000 ,     284.7500 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
      6.0000 ,       3.0000 ,     284.4500 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
      6.0000 ,       4.0000 ,     284.2000 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
      6.0000 ,       5.0000 ,     284.2500 ,      76.5852 ,       0.0000 ,      38.0000 ,      38.0000 ,
      6.0000 ,       6.0000 ,     285.0500 ,      76.5852 ,     529.0000 ,     292.0000 ,     117.9144 ,
      6.0000 ,       7.0000 ,     286.3000 ,      76.5852 ,     808.0000 ,     523.0000 ,      87.8376 ,
      6.0000 ,       8.0000 ,     287.5000 ,      76.5852 ,     834.0000 ,     736.0000 ,     134.3822 ,
      6.0000 ,       9.0000 ,     288.6000 ,      76.5852 ,     830.0000 ,     904.0000 ,     186.0352 ,
      6.0000 ,      10.0000 ,     289.5000 ,      76.5359 ,     826.0000 ,    1018.0000 ,     225.2563 ,
      6.0000 ,      11.0000 ,     290.2500 ,      76.4866 ,     826.0000 ,    1069.0000 ,     243.7678 ,
      6.0000 ,      12.0000 ,     290.8500 ,      76.4866 ,     824.0000 ,    1044.0000 ,     236.2047 ,
      6.0000 ,      13.0000 ,     291.2000 ,      76.4866 ,     862.0000 ,     962.0000 ,     182.0573 ,
      6.0000 ,      14.0000 ,     291.3500 ,      76.4866 ,     897.0000 ,     821.0000 ,     123.4630 ,
      6.0000 ,      15.0000 ,     291.2500 ,      76.4866 ,     877.0000 ,     619.0000 ,      86.2379 ,
      6.0000 ,      16.0000 ,     290.8500 ,      76.4866 ,     806.0000 ,     387.0000 ,      59.8050 ,
      6.0000 ,      17.0000 ,     290.2000 ,      76.4866 ,     613.0000 ,     153.0000 ,      38.5115 ,
      6.0000 ,      18.0000 ,     289.3500 ,      76.4866 ,       0.0000 ,       2.0000 ,       2.0000 ,
      6.0000 ,      19.0000 ,     288.6000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      6.0000 ,      20.0000 ,     288.0000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      6.0000 ,      21.0000 ,     287.3500 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      6.0000 ,      22.0000 ,     286.7000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      6.0000 ,      23.0000 ,     286.2000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      6.0000 ,       0.0000 ,     285.8000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      7.0000 ,       1.0000 ,     285.3500 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      7.0000 ,       2.0000 ,     285.0000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      7.0000 ,       3.0000 ,     284.8000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      7.0000 ,       4.0000 ,     284.6000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
      7.0000 ,       5.0000 ,     284.6500 ,      76.4866 ,       0.0000 ,      34.0000 ,      34.0000 ,
      7.0000 ,       6.0000 ,     285.4000 ,      76.4866 ,     463.0000 ,     269.0000 ,     117.6076 ,
      7.0000 ,       7.0000 ,     286.5500 ,      76.4372 ,     591.0000 ,     476.0000 ,     158.7627 ,
      7.0000 ,       8.0000 ,     287.6500 ,      76.3879 ,     630.0000 ,     677.0000 ,     223.4212 ,
      7.0000 ,       9.0000 ,     288.7000 ,      76.3879 ,     632.0000 ,     829.0000 ,     282.9173 ,
      7.0000 ,      10.0000 ,     289.5500 ,      76.3879 ,     609.0000 ,     919.0000 ,     334.8310 ,
      7.0000 ,      11.0000 ,     290.2000 ,      76.3879 ,     585.0000 ,     959.0000 ,     374.5874 ,
      7.0000 ,      12.0000 ,     290.7500 ,      76.3879 ,     603.0000 ,     945.0000 ,     353.6666 ,
      7.0000 ,      13.0000 ,     291.1000 ,      76.3879 ,     609.0000 ,     885.0000 ,     333.5831 ,
      7.0000 ,      14.0000 ,     291.2500 ,      76.3879 ,     759.0000 ,     769.0000 ,     178.1163 ,
      7.0000 ,      15.0000 ,     291.2000 ,      76.3879 ,     763.0000 ,     589.0000 ,     124.7351 ,
      7.0000 ,      16.0000 ,     290.8500 ,      76.3879 ,     659.0000 ,     363.0000 ,      94.8241 ,
      7.0000 ,      17.0000 ,     290.2500 ,      76.3879 ,     477.0000 ,     143.0000 ,      53.4913 ,
      7.0000 ,      18.0000 ,     289.5000 ,      76.3879 ,       0.0000 ,       2.0000 ,       2.0000 ,
      7.0000 ,      19.0000 ,     288.7500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      7.0000 ,      20.0000 ,     288.1000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      7.0000 ,      21.0000 ,     287.4500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      7.0000 ,      22.0000 ,     286.7500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      7.0000 ,      23.0000 ,     286.2000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      7.0000 ,       0.0000 ,     285.7000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      8.0000 ,       1.0000 ,     285.1500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      8.0000 ,       2.0000 ,     284.7500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      8.0000 ,       3.0000 ,     284.4500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      8.0000 ,       4.0000 ,     284.2000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      8.0000 ,       5.0000 ,     284.2500 ,      76.3879 ,       0.0000 ,      35.0000 ,      35.0000 ,
      8.0000 ,       6.0000 ,     285.0000 ,      76.3879 ,     520.0000 ,     278.0000 ,     109.0725 ,
      8.0000 ,       7.0000 ,     286.2000 ,      76.3879 ,     707.0000 ,     502.0000 ,     123.7665 ,
      8.0000 ,       8.0000 ,     287.3000 ,      76.3879 ,     651.0000 ,     683.0000 ,     215.2151 ,
      8.0000 ,       9.0000 ,     288.2500 ,      76.3879 ,     647.0000 ,     834.0000 ,     275.5811 ,
      8.0000 ,      10.0000 ,     289.0500 ,      76.3879 ,     594.0000 ,     909.0000 ,     339.5250 ,
      8.0000 ,      11.0000 ,     289.7000 ,      76.3879 ,     571.0000 ,     949.0000 ,     378.6196 ,
      8.0000 ,      12.0000 ,     290.2000 ,      76.3879 ,     603.0000 ,     945.0000 ,     353.4822 ,
      8.0000 ,      13.0000 ,     290.5000 ,      76.3879 ,     604.0000 ,     870.0000 ,     322.7363 ,
      8.0000 ,      14.0000 ,     290.6000 ,      76.3879 ,     692.0000 ,     750.0000 ,     210.6958 ,
      8.0000 ,      15.0000 ,     290.5000 ,      76.3879 ,     643.0000 ,     560.0000 ,     168.1424 ,
      8.0000 ,      16.0000 ,     290.1500 ,      76.3879 ,     641.0000 ,     360.0000 ,      98.5461 ,
      8.0000 ,      17.0000 ,     289.5500 ,      76.3879 ,     457.0000 ,     141.0000 ,      54.8710 ,
      8.0000 ,      18.0000 ,     288.8000 ,      76.3879 ,       0.0000 ,       1.0000 ,       1.0000 ,
      8.0000 ,      19.0000 ,     288.0500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      8.0000 ,      20.0000 ,     287.4000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      8.0000 ,      21.0000 ,     286.7500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      8.0000 ,      22.0000 ,     286.1000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      8.0000 ,      23.0000 ,     285.5500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      8.0000 ,       0.0000 ,     285.0500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      9.0000 ,       1.0000 ,     284.5500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      9.0000 ,       2.0000 ,     284.2000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      9.0000 ,       3.0000 ,     283.9500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      9.0000 ,       4.0000 ,     283.7000 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
      9.0000 ,       5.0000 ,     283.7500 ,      76.3879 ,       0.0000 ,      30.0000 ,      30.0000 ,
      9.0000 ,       6.0000 ,     284.5000 ,      76.3879 ,     445.0000 ,     261.0000 ,     117.3883 ,
      9.0000 ,       7.0000 ,     285.6500 ,      76.3385 ,     625.0000 ,     481.0000 ,     147.7639 ,
      9.0000 ,       8.0000 ,     286.7000 ,      76.2892 ,     648.0000 ,     674.0000 ,     209.2825 ,
      9.0000 ,       9.0000 ,     287.6500 ,      76.2892 ,     536.0000 ,     793.0000 ,     330.9027 ,
      9.0000 ,      10.0000 ,     288.4500 ,      76.2892 ,     585.0000 ,     903.0000 ,     342.4563 ,
      9.0000 ,      11.0000 ,     289.1000 ,      76.2892 ,     532.0000 ,     934.0000 ,     402.6241 ,
      9.0000 ,      12.0000 ,     289.6000 ,      76.2892 ,     591.0000 ,     952.0000 ,     372.0809 ,
      9.0000 ,      13.0000 ,     289.9500 ,      76.2892 ,     631.0000 ,     862.0000 ,     289.8957 ,
      9.0000 ,      14.0000 ,     290.1000 ,      76.2892 ,     619.0000 ,     723.0000 ,     240.0889 ,
      9.0000 ,      15.0000 ,     290.0000 ,      76.2892 ,     568.0000 ,     541.0000 ,     194.3354 ,
      9.0000 ,      16.0000 ,     289.6500 ,      76.2892 ,     556.0000 ,     346.0000 ,     118.7241 ,
      9.0000 ,      17.0000 ,     289.0500 ,      76.2892 ,     425.0000 ,     138.0000 ,      57.5829 ,
      9.0000 ,      18.0000 ,     288.3000 ,      76.2892 ,       0.0000 ,       1.0000 ,       1.0000 ,
      9.0000 ,      19.0000 ,     287.6000 ,      76.2892 ,       0.0000 ,       0.0000 ,       0.0000 ,
      9.0000 ,      20.0000 ,     287.0000 ,      76.2892 ,       0.0000 ,       0.0000 ,       0.0000 ,
      9.0000 ,      21.0000 ,     286.4500 ,      76.2892 ,       0.0000 ,       0.0000 ,       0.0000 ,
      9.0000 ,      22.0000 ,     285.9000 ,      76.2892 ,       0.0000 ,       0.0000 ,       0.0000 ,
      9.0000 ,      23.0000 ,     285.4000 ,      76.2892 ,       0.0000 ,       0.0000 ,       0.0000 ,
      9.0000 ,       0.0000 ,     285.0000 ,      76.2892 ,       0.0000 ,       0.0000 ,       0.0000 ,
     10.0000 ,       1.0000 ,     284.6000 ,      76.2892 ,       0.0000 ,       0.0000 ,       0.0000 ,
     10.0000 ,       2.0000 ,     284.3000 ,      76.2892 ,       0.0000 ,       0.0000 ,       0.0000 ,
     10.0000 ,       3.0000 ,     284.0500 ,      76.2892 ,       0.0000 ,       0.0000 ,       0.0000 ,
     10.0000 ,       4.0000 ,     283.8500 ,      76.2892 ,       0.0000 ,       0.0000 ,       0.0000 ,
     10.0000 ,       5.0000 ,     283.9500 ,      76.2892 ,       0.0000 ,      32.0000 ,      32.0000 ,
     10.0000 ,       6.0000 ,     284.7000 ,      76.2892 ,     518.0000 ,     274.0000 ,     107.9446 ,
     10.0000 ,       7.0000 ,     285.9000 ,      76.3385 ,     697.0000 ,     496.0000 ,     125.6398 ,
     10.0000 ,       8.0000 ,     287.0500 ,      76.3879 ,     699.0000 ,     695.0000 ,     194.6937 ,
     10.0000 ,       9.0000 ,     288.0500 ,      76.3879 ,     596.0000 ,     823.0000 ,     309.7534 ,
     10.0000 ,      10.0000 ,     288.8500 ,      76.3879 ,     594.0000 ,     908.0000 ,     339.1421 ,
     10.0000 ,      11.0000 ,     289.5000 ,      76.3879 ,     548.0000 ,     929.0000 ,     381.6953 ,
     10.0000 ,      12.0000 ,     290.0000 ,      76.3879 ,     582.0000 ,     932.0000 ,     360.7506 ,
     10.0000 ,      13.0000 ,     290.3000 ,      76.3879 ,     607.0000 ,     850.0000 ,     299.3074 ,
     10.0000 ,      14.0000 ,     290.4500 ,      76.3879 ,     628.0000 ,     728.0000 ,     237.5829 ,
     10.0000 ,      15.0000 ,     290.3500 ,      76.3879 ,     619.0000 ,     555.0000 ,     176.6772 ,
     10.0000 ,      16.0000 ,     289.9500 ,      76.3879 ,     564.0000 ,     342.0000 ,     110.9865 ,
     10.0000 ,      17.0000 ,     289.3500 ,      76.3879 ,     469.0000 ,     139.0000 ,      49.9367 ,
     10.0000 ,      18.0000 ,     288.6000 ,      76.3879 ,       0.0000 ,       1.0000 ,       1.0000 ,
     10.0000 ,      19.0000 ,     287.9000 ,      76.4372 ,       0.0000 ,       0.0000 ,       0.0000 ,
     10.0000 ,      20.0000 ,     287.3000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
     10.0000 ,      21.0000 ,     286.7000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
     10.0000 ,      22.0000 ,     286.0500 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
     10.0000 ,      23.0000 ,     285.5000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
     10.0000 ,       0.0000 ,     285.0500 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
     11.0000 ,       1.0000 ,     284.5500 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
     11.0000 ,       2.0000 ,     284.2000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
