Calama, Chile
-22.50 , -68.90
      
     Day [#],     Time [h],       Ta [K],     Pa [kPa],    Ib [W/m2],    Ig [W/m2],    Id [W/m2],
     19.0000 ,       4.0000 ,     285.1500 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
     19.0000 ,       5.0000 ,     285.2000 ,      76.5852 ,       0.0000 ,      24.0000 ,      24.0000 ,
     19.0000 ,       6.0000 ,     285.9500 ,      76.5852 ,     524.0000 ,     275.0000 ,     117.4278 ,
     19.0000 ,       7.0000 ,     287.2000 ,      76.5852 ,     882.0000 ,     518.0000 ,      63.9435 ,
     19.0000 ,       8.0000 ,     288.4000 ,      76.5852 ,     902.0000 ,     735.0000 ,     100.9393 ,
     19.0000 ,       9.0000 ,     289.5500 ,      76.5852 ,     891.0000 ,     907.0000 ,     147.5759 ,
     19.0000 ,      10.0000 ,     290.5500 ,      76.5852 ,     887.0000 ,    1027.0000 ,     181.9040 ,
     19.0000 ,      11.0000 ,     291.3500 ,      76.5852 ,     861.0000 ,    1077.0000 ,     218.2429 ,
     19.0000 ,      12.0000 ,     291.9500 ,      76.6346 ,     878.0000 ,    1064.0000 ,     200.7521 ,
     19.0000 ,      13.0000 ,     292.3500 ,      76.6839 ,     905.0000 ,     983.0000 ,     158.4235 ,
     19.0000 ,      14.0000 ,     292.5500 ,      76.6839 ,     925.0000 ,     840.0000 ,     112.8440 ,
     19.0000 ,      15.0000 ,     292.5000 ,      76.6839 ,     909.0000 ,     639.0000 ,      78.4570 ,
     19.0000 ,      16.0000 ,     292.1500 ,      76.6839 ,     849.0000 ,     408.0000 ,      56.2461 ,
     19.0000 ,      17.0000 ,     291.5000 ,      76.6839 ,     667.0000 ,     167.0000 ,      38.3533 ,
     19.0000 ,      18.0000 ,     290.6500 ,      76.6839 ,       0.0000 ,       2.0000 ,       2.0000 ,
     19.0000 ,      19.0000 ,     289.8500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     19.0000 ,      20.0000 ,     289.1000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     19.0000 ,      21.0000 ,     288.3500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     19.0000 ,      22.0000 ,     287.6000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     19.0000 ,      23.0000 ,     286.9500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     19.0000 ,       0.0000 ,     286.4000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     20.0000 ,       1.0000 ,     285.8000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     20.0000 ,       2.0000 ,     285.3000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     20.0000 ,       3.0000 ,     284.9500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     20.0000 ,       4.0000 ,     284.7000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     20.0000 ,       5.0000 ,     284.7000 ,      76.6839 ,       0.0000 ,      25.0000 ,      25.0000 ,
     20.0000 ,       6.0000 ,     285.4500 ,      76.7333 ,     521.0000 ,     296.0000 ,     140.4959 ,
     20.0000 ,       7.0000 ,     286.8000 ,      76.7826 ,     971.0000 ,     564.0000 ,      65.9230 ,
     20.0000 ,       8.0000 ,     288.1500 ,      76.7826 ,    1029.0000 ,     808.0000 ,      86.1318 ,
     20.0000 ,       9.0000 ,     289.3500 ,      76.7826 ,    1051.0000 ,     999.0000 ,     104.2464 ,
     20.0000 ,      10.0000 ,     290.4000 ,      76.7826 ,    1064.0000 ,    1126.0000 ,     112.8829 ,
     20.0000 ,      11.0000 ,     291.3000 ,      76.7826 ,    1061.0000 ,    1183.0000 ,     124.9937 ,
     20.0000 ,      12.0000 ,     291.9500 ,      76.7826 ,    1063.0000 ,    1167.0000 ,     121.7830 ,
     20.0000 ,      13.0000 ,     292.3500 ,      76.7826 ,    1062.0000 ,    1078.0000 ,     110.0900 ,
     20.0000 ,      14.0000 ,     292.5500 ,      76.7826 ,    1046.0000 ,     920.0000 ,      97.3500 ,
     20.0000 ,      15.0000 ,     292.4500 ,      76.7826 ,    1011.0000 ,     704.0000 ,      80.2204 ,
     20.0000 ,      16.0000 ,     292.0500 ,      76.7826 ,     917.0000 ,     446.0000 ,      65.8908 ,
     20.0000 ,      17.0000 ,     291.3500 ,      76.7826 ,     689.0000 ,     179.0000 ,      46.1371 ,
     20.0000 ,      18.0000 ,     290.4000 ,      76.7826 ,       0.0000 ,       2.0000 ,       2.0000 ,
     20.0000 ,      19.0000 ,     289.5500 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     20.0000 ,      20.0000 ,     288.8500 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     20.0000 ,      21.0000 ,     288.1500 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     20.0000 ,      22.0000 ,     287.5000 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     20.0000 ,      23.0000 ,     286.9500 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     20.0000 ,       0.0000 ,     286.4500 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     21.0000 ,       1.0000 ,     285.9500 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     21.0000 ,       2.0000 ,     285.6000 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     21.0000 ,       3.0000 ,     285.3500 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     21.0000 ,       4.0000 ,     285.1000 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     21.0000 ,       5.0000 ,     285.1000 ,      76.7826 ,       0.0000 ,      24.0000 ,      24.0000 ,
     21.0000 ,       6.0000 ,     285.9000 ,      76.7826 ,     521.0000 ,     291.0000 ,     136.6629 ,
     21.0000 ,       7.0000 ,     287.3000 ,      76.7826 ,     968.0000 ,     559.0000 ,      64.2525 ,
     21.0000 ,       8.0000 ,     288.6500 ,      76.7826 ,    1026.0000 ,     801.0000 ,      82.6988 ,
     21.0000 ,       9.0000 ,     289.9000 ,      76.7826 ,    1046.0000 ,     991.0000 ,     101.5441 ,
     21.0000 ,      10.0000 ,     291.0000 ,      76.7826 ,    1057.0000 ,    1116.0000 ,     110.1704 ,
     21.0000 ,      11.0000 ,     291.9000 ,      76.7826 ,    1049.0000 ,    1169.0000 ,     123.2048 ,
     21.0000 ,      12.0000 ,     292.5500 ,      76.7826 ,    1049.0000 ,    1150.0000 ,     118.5005 ,
     21.0000 ,      13.0000 ,     292.9500 ,      76.7826 ,    1044.0000 ,    1056.0000 ,     104.2540 ,
     21.0000 ,      14.0000 ,     293.1500 ,      76.7826 ,    1027.0000 ,     896.0000 ,      87.9758 ,
     21.0000 ,      15.0000 ,     293.0500 ,      76.7826 ,     986.0000 ,     679.0000 ,      70.3750 ,
     21.0000 ,      16.0000 ,     292.6500 ,      76.7826 ,     888.0000 ,     424.0000 ,      55.7970 ,
     21.0000 ,      17.0000 ,     291.9500 ,      76.7826 ,     669.0000 ,     166.0000 ,      37.0714 ,
     21.0000 ,      18.0000 ,     291.0000 ,      76.7826 ,       0.0000 ,       1.0000 ,       1.0000 ,
     21.0000 ,      19.0000 ,     290.2000 ,      76.7333 ,       0.0000 ,       0.0000 ,       0.0000 ,
     21.0000 ,      20.0000 ,     289.5500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     21.0000 ,      21.0000 ,     288.9000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     21.0000 ,      22.0000 ,     288.3000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     21.0000 ,      23.0000 ,     287.7500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     21.0000 ,       0.0000 ,     287.2500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     22.0000 ,       1.0000 ,     286.8000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     22.0000 ,       2.0000 ,     286.4500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     22.0000 ,       3.0000 ,     286.1500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     22.0000 ,       4.0000 ,     285.9000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     22.0000 ,       5.0000 ,     285.9000 ,      76.6839 ,       0.0000 ,      20.0000 ,      20.0000 ,
     22.0000 ,       6.0000 ,     286.6000 ,      76.6839 ,     463.0000 ,     253.0000 ,     116.8817 ,
     22.0000 ,       7.0000 ,     287.8000 ,      76.6839 ,     782.0000 ,     485.0000 ,      86.7631 ,
     22.0000 ,       8.0000 ,     288.9500 ,      76.6839 ,     799.0000 ,     699.0000 ,     140.7596 ,
     22.0000 ,       9.0000 ,     290.0000 ,      76.6346 ,     784.0000 ,     870.0000 ,     204.1159 ,
     22.0000 ,      10.0000 ,     290.9500 ,      76.5852 ,     740.0000 ,     980.0000 ,     276.2667 ,
     22.0000 ,      11.0000 ,     291.7000 ,      76.5852 ,     717.0000 ,    1031.0000 ,     316.3708 ,
     22.0000 ,      12.0000 ,     292.2500 ,      76.5852 ,     713.0000 ,    1013.0000 ,     311.8821 ,
     22.0000 ,      13.0000 ,     292.6500 ,      76.5359 ,     740.0000 ,     933.0000 ,     258.2487 ,
     22.0000 ,      14.0000 ,     292.8000 ,      76.4866 ,     802.0000 ,     803.0000 ,     171.7942 ,
     22.0000 ,      15.0000 ,     292.7000 ,      76.4372 ,     814.0000 ,     612.0000 ,     109.3713 ,
     22.0000 ,      16.0000 ,     292.3500 ,      76.3879 ,     758.0000 ,     384.0000 ,      69.6559 ,
     22.0000 ,      17.0000 ,     291.7500 ,      76.3385 ,     596.0000 ,     155.0000 ,      40.2552 ,
     22.0000 ,      18.0000 ,     290.9500 ,      76.2892 ,       0.0000 ,       2.0000 ,       2.0000 ,
     22.0000 ,      19.0000 ,     290.3000 ,      76.2398 ,       0.0000 ,       0.0000 ,       0.0000 ,
     22.0000 ,      20.0000 ,     289.9000 ,      76.1905 ,       0.0000 ,       0.0000 ,       0.0000 ,
     22.0000 ,      21.0000 ,     289.5000 ,      76.1411 ,       0.0000 ,       0.0000 ,       0.0000 ,
     22.0000 ,      22.0000 ,     289.0500 ,      76.0918 ,       0.0000 ,       0.0000 ,       0.0000 ,
     22.0000 ,      23.0000 ,     288.7500 ,      76.0424 ,       0.0000 ,       0.0000 ,       0.0000 ,
     22.0000 ,       0.0000 ,     288.6000 ,      75.9931 ,       0.0000 ,       0.0000 ,       0.0000 ,
     23.0000 ,       1.0000 ,     288.4000 ,      75.9437 ,       0.0000 ,       0.0000 ,       0.0000 ,
     23.0000 ,       2.0000 ,     288.2500 ,      75.8451 ,       0.0000 ,       0.0000 ,       0.0000 ,
     23.0000 ,       3.0000 ,     288.1000 ,      75.7957 ,       0.0000 ,       0.0000 ,       0.0000 ,
     23.0000 ,       4.0000 ,     287.9500 ,      75.7464 ,       0.0000 ,       0.0000 ,       0.0000 ,
     23.0000 ,       5.0000 ,     287.8000 ,      75.6970 ,       0.0000 ,       5.0000 ,       5.0000 ,
     23.0000 ,       6.0000 ,     287.6000 ,      75.6477 ,       0.0000 ,      42.0000 ,      42.0000 ,
     23.0000 ,       7.0000 ,     287.7000 ,      75.5983 ,       0.0000 ,      84.0000 ,      84.0000 ,
     23.0000 ,       8.0000 ,     288.1500 ,      75.5490 ,       0.0000 ,     119.0000 ,     119.0000 ,
     23.0000 ,       9.0000 ,     288.5000 ,      75.4996 ,       0.0000 ,     144.0000 ,     144.0000 ,
     23.0000 ,      10.0000 ,     288.5500 ,      75.4503 ,       1.0000 ,     161.0000 ,     160.0496 ,
     23.0000 ,      11.0000 ,     288.5500 ,      75.4009 ,       2.0000 ,     172.0000 ,     170.0072 ,
     23.0000 ,      12.0000 ,     288.4500 ,      75.4009 ,       1.0000 ,     160.0000 ,     159.0167 ,
     23.0000 ,      13.0000 ,     288.4000 ,      75.4009 ,       0.0000 ,     146.0000 ,     146.0000 ,
     23.0000 ,      14.0000 ,     288.6500 ,      75.4503 ,       0.0000 ,     146.0000 ,     146.0000 ,
     23.0000 ,      15.0000 ,     288.4000 ,      75.4996 ,       0.0000 ,     101.0000 ,     101.0000 ,
     23.0000 ,      16.0000 ,     287.8000 ,      75.4996 ,       0.0000 ,      61.0000 ,      61.0000 ,
     23.0000 ,      17.0000 ,     287.4000 ,      75.5490 ,       0.0000 ,      27.0000 ,      27.0000 ,
     23.0000 ,      18.0000 ,     286.9000 ,      75.5983 ,       0.0000 ,       1.0000 ,       1.0000 ,
     23.0000 ,      19.0000 ,     287.4000 ,      75.5983 ,       0.0000 ,       0.0000 ,       0.0000 ,
     23.0000 ,      20.0000 ,     288.0500 ,      75.6477 ,       0.0000 ,       0.0000 ,       0.0000 ,
     23.0000 ,      21.0000 ,     286.8000 ,      75.6970 ,       0.0000 ,       0.0000 ,       0.0000 ,
     23.0000 ,      22.0000 ,     285.5500 ,      75.6970 ,       0.0000 ,       0.0000 ,       0.0000 ,
     23.0000 ,      23.0000 ,     286.1500 ,      75.7464 ,       0.0000 ,       0.0000 ,       0.0000 ,
     23.0000 ,       0.0000 ,     286.5500 ,      75.7957 ,       0.0000 ,       0.0000 ,       0.0000 ,
     24.0000 ,       1.0000 ,     285.8500 ,      75.7957 ,       0.0000 ,       0.0000 ,       0.0000 ,
     24.0000 ,       2.0000 ,     285.2000 ,      75.7957 ,       0.0000 ,       0.0000 ,       0.0000 ,
     24.0000 ,       3.0000 ,     284.8500 ,      75.8451 ,       0.0000 ,       0.0000 ,       0.0000 ,
     24.0000 ,       4.0000 ,     284.7000 ,      75.8944 ,       0.0000 ,       0.0000 ,       0.0000 ,
     24.0000 ,       5.0000 ,     284.7000 ,      75.8944 ,       0.0000 ,      21.0000 ,      21.0000 ,
     24.0000 ,       6.0000 ,     285.4500 ,      75.9437 ,     512.0000 ,     318.0000 ,     169.7691 ,
     24.0000 ,       7.0000 ,     286.7000 ,      75.9931 ,     974.0000 ,     604.0000 ,     111.5802 ,
     24.0000 ,       8.0000 ,     287.9000 ,      75.9931 ,    1022.0000 ,     885.0000 ,     173.8648 ,
     24.0000 ,       9.0000 ,     289.1000 ,      76.0424 ,     848.0000 ,    1105.0000 ,     386.4597 ,
     24.0000 ,      10.0000 ,     289.5500 ,      76.0918 ,     126.0000 ,     533.0000 ,     413.3297 ,
     24.0000 ,      11.0000 ,     289.0000 ,      76.0918 ,      37.0000 ,     493.0000 ,     456.1431 ,
     24.0000 ,      12.0000 ,     288.8500 ,      76.1411 ,      35.0000 ,     529.0000 ,     494.5851 ,
     24.0000 ,      13.0000 ,     289.0000 ,      76.1905 ,      46.0000 ,     517.0000 ,     475.0440 ,
     24.0000 ,      14.0000 ,     288.8000 ,      76.1905 ,     125.0000 ,     486.0000 ,     387.5749 ,
     24.0000 ,      15.0000 ,     288.5000 ,      76.1905 ,     137.0000 ,     387.0000 ,     302.3725 ,
     24.0000 ,      16.0000 ,     288.1500 ,      76.1905 ,     202.0000 ,     286.0000 ,     202.2496 ,
     24.0000 ,      17.0000 ,     287.8500 ,      76.2398 ,     317.0000 ,     122.0000 ,      61.1668 ,
     24.0000 ,      18.0000 ,     287.4000 ,      76.2892 ,       0.0000 ,       3.0000 ,       3.0000 ,
     24.0000 ,      19.0000 ,     286.8000 ,      76.2892 ,       0.0000 ,       0.0000 ,       0.0000 ,
     24.0000 ,      20.0000 ,     286.0000 ,      76.2892 ,       0.0000 ,       0.0000 ,       0.0000 ,
     24.0000 ,      21.0000 ,     285.4000 ,      76.3385 ,       0.0000 ,       0.0000 ,       0.0000 ,
     24.0000 ,      22.0000 ,     284.3500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
     24.0000 ,      23.0000 ,     283.9500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
     24.0000 ,       0.0000 ,     284.3500 ,      76.3879 ,       0.0000 ,       0.0000 ,       0.0000 ,
     25.0000 ,       1.0000 ,     284.0000 ,      76.4372 ,       0.0000 ,       0.0000 ,       0.0000 ,
     25.0000 ,       2.0000 ,     283.7000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
     25.0000 ,       3.0000 ,     283.5000 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
     25.0000 ,       4.0000 ,     283.3500 ,      76.4866 ,       0.0000 ,       0.0000 ,       0.0000 ,
     25.0000 ,       5.0000 ,     283.4000 ,      76.5359 ,       0.0000 ,      20.0000 ,      20.0000 ,
     25.0000 ,       6.0000 ,     284.2000 ,      76.5852 ,     509.0000 ,     283.0000 ,     136.7756 ,
     25.0000 ,       7.0000 ,     285.6000 ,      76.5852 ,     964.0000 ,     549.0000 ,      63.4097 ,
     25.0000 ,       8.0000 ,     287.0000 ,      76.5852 ,    1021.0000 ,     789.0000 ,      80.0121 ,
     25.0000 ,       9.0000 ,     288.3000 ,      76.6346 ,    1040.0000 ,     979.0000 ,      98.8206 ,
     25.0000 ,      10.0000 ,     289.4000 ,      76.6839 ,    1049.0000 ,    1104.0000 ,     108.3584 ,
     25.0000 ,      11.0000 ,     290.3000 ,      76.6839 ,    1042.0000 ,    1161.0000 ,     123.3532 ,
     25.0000 ,      12.0000 ,     291.0000 ,      76.6839 ,    1040.0000 ,    1142.0000 ,     119.4623 ,
     25.0000 ,      13.0000 ,     291.4500 ,      76.6839 ,    1039.0000 ,    1053.0000 ,     105.2712 ,
     25.0000 ,      14.0000 ,     291.6500 ,      76.6839 ,    1025.0000 ,     895.0000 ,      87.8116 ,
     25.0000 ,      15.0000 ,     291.6000 ,      76.6839 ,     991.0000 ,     681.0000 ,      68.8171 ,
     25.0000 ,      16.0000 ,     291.2000 ,      76.6839 ,     900.0000 ,     428.0000 ,      54.9963 ,
     25.0000 ,      17.0000 ,     290.4500 ,      76.6839 ,     676.0000 ,     169.0000 ,      39.5642 ,
     25.0000 ,      18.0000 ,     289.5000 ,      76.6839 ,       0.0000 ,       1.0000 ,       1.0000 ,
     25.0000 ,      19.0000 ,     288.7500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     25.0000 ,      20.0000 ,     288.2500 ,      76.7333 ,       0.0000 ,       0.0000 ,       0.0000 ,
     25.0000 ,      21.0000 ,     287.7000 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     25.0000 ,      22.0000 ,     287.1500 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     25.0000 ,      23.0000 ,     286.7000 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     25.0000 ,       0.0000 ,     286.3000 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     26.0000 ,       1.0000 ,     285.9000 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     26.0000 ,       2.0000 ,     285.5500 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     26.0000 ,       3.0000 ,     285.3000 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     26.0000 ,       4.0000 ,     285.1500 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     26.0000 ,       5.0000 ,     285.1500 ,      76.7826 ,       0.0000 ,      19.0000 ,      19.0000 ,
     26.0000 ,       6.0000 ,     285.9000 ,      76.7826 ,     508.0000 ,     284.0000 ,     139.1967 ,
     26.0000 ,       7.0000 ,     287.3500 ,      76.7826 ,     968.0000 ,     556.0000 ,      70.1720 ,
     26.0000 ,       8.0000 ,     288.7500 ,      76.7826 ,    1029.0000 ,     802.0000 ,      88.9182 ,
     26.0000 ,       9.0000 ,     290.0000 ,      76.7826 ,    1052.0000 ,     994.0000 ,     104.7303 ,
     26.0000 ,      10.0000 ,     291.1500 ,      76.7826 ,    1066.0000 ,    1123.0000 ,     111.9075 ,
     26.0000 ,      11.0000 ,     292.1000 ,      76.7826 ,    1061.0000 ,    1181.0000 ,     124.7855 ,
     26.0000 ,      12.0000 ,     292.8000 ,      76.7826 ,    1061.0000 ,    1164.0000 ,     120.9272 ,
     26.0000 ,      13.0000 ,     293.2500 ,      76.7826 ,    1058.0000 ,    1074.0000 ,     108.9161 ,
     26.0000 ,      14.0000 ,     293.4500 ,      76.7826 ,    1040.0000 ,     913.0000 ,      93.9527 ,
     26.0000 ,      15.0000 ,     293.4000 ,      76.8320 ,    1003.0000 ,     693.0000 ,      73.4463 ,
     26.0000 ,      16.0000 ,     293.0000 ,      76.8813 ,     908.0000 ,     434.0000 ,      57.8904 ,
     26.0000 ,      17.0000 ,     292.2500 ,      76.8813 ,     679.0000 ,     170.0000 ,      40.3357 ,
     26.0000 ,      18.0000 ,     291.3000 ,      76.8813 ,       0.0000 ,       1.0000 ,       1.0000 ,
     26.0000 ,      19.0000 ,     290.4500 ,      76.8813 ,       0.0000 ,       0.0000 ,       0.0000 ,
     26.0000 ,      20.0000 ,     289.7000 ,      76.8813 ,       0.0000 ,       0.0000 ,       0.0000 ,
     26.0000 ,      21.0000 ,     288.9500 ,      76.8813 ,       0.0000 ,       0.0000 ,       0.0000 ,
     26.0000 ,      22.0000 ,     288.2000 ,      76.8813 ,       0.0000 ,       0.0000 ,       0.0000 ,
     26.0000 ,      23.0000 ,     287.5000 ,      76.8813 ,       0.0000 ,       0.0000 ,       0.0000 ,
     26.0000 ,       0.0000 ,     286.8500 ,      76.8813 ,       0.0000 ,       0.0000 ,       0.0000 ,
     27.0000 ,       1.0000 ,     286.2000 ,      76.8813 ,       0.0000 ,       0.0000 ,       0.0000 ,
     27.0000 ,       2.0000 ,     285.7000 ,      76.8813 ,       0.0000 ,       0.0000 ,       0.0000 ,
     27.0000 ,       3.0000 ,     285.3500 ,      76.8813 ,       0.0000 ,       0.0000 ,       0.0000 ,
     27.0000 ,       4.0000 ,     285.0500 ,      76.8813 ,       0.0000 ,       0.0000 ,       0.0000 ,
     27.0000 ,       5.0000 ,     285.0000 ,      76.8813 ,       0.0000 ,      18.0000 ,      18.0000 ,
     27.0000 ,       6.0000 ,     285.7000 ,      76.8813 ,     509.0000 ,     275.0000 ,     131.0452 ,
     27.0000 ,       7.0000 ,     287.0000 ,      76.8813 ,     963.0000 ,     548.0000 ,      66.4450 ,
     27.0000 ,       8.0000 ,     288.3500 ,      76.8813 ,    1029.0000 ,     800.0000 ,      88.3780 ,
     27.0000 ,       9.0000 ,     289.6000 ,      76.8813 ,    1057.0000 ,    1004.0000 ,     111.5791 ,
     27.0000 ,      10.0000 ,     290.7000 ,      76.8813 ,    1079.0000 ,    1143.0000 ,     120.2836 ,
     27.0000 ,      11.0000 ,     291.6000 ,      76.8813 ,    1085.0000 ,    1219.0000 ,     139.2794 ,
     27.0000 ,      12.0000 ,     292.3500 ,      76.8813 ,    1089.0000 ,    1223.0000 ,     152.5526 ,
     27.0000 ,      13.0000 ,     292.8500 ,      76.8813 ,    1076.0000 ,    1154.0000 ,     172.5214 ,
     27.0000 ,      14.0000 ,     293.1000 ,      76.8320 ,    1047.0000 ,     996.0000 ,     171.4525 ,
     27.0000 ,      15.0000 ,     293.1000 ,      76.7826 ,    1011.0000 ,     759.0000 ,     134.6144 ,
     27.0000 ,      16.0000 ,     292.7000 ,      76.7826 ,     921.0000 ,     476.0000 ,      94.7870 ,
     27.0000 ,      17.0000 ,     291.9500 ,      76.7826 ,     668.0000 ,     187.0000 ,      59.8303 ,
     27.0000 ,      18.0000 ,     291.0000 ,      76.7826 ,       0.0000 ,       8.0000 ,       8.0000 ,
     27.0000 ,      19.0000 ,     290.1500 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     27.0000 ,      20.0000 ,     289.4000 ,      76.7826 ,       0.0000 ,       0.0000 ,       0.0000 ,
     27.0000 ,      21.0000 ,     288.6000 ,      76.7333 ,       0.0000 ,       0.0000 ,       0.0000 ,
     27.0000 ,      22.0000 ,     287.8000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     27.0000 ,      23.0000 ,     287.1500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     27.0000 ,       0.0000 ,     286.6000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     28.0000 ,       1.0000 ,     286.0500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     28.0000 ,       2.0000 ,     285.6000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     28.0000 ,       3.0000 ,     285.2500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     28.0000 ,       4.0000 ,     285.0000 ,      76.6346 ,       0.0000 ,       0.0000 ,       0.0000 ,
     28.0000 ,       5.0000 ,     284.9500 ,      76.5852 ,       0.0000 ,      15.0000 ,      15.0000 ,
     28.0000 ,       6.0000 ,     285.5500 ,      76.5852 ,     442.0000 ,     236.0000 ,     111.9758 ,
     28.0000 ,       7.0000 ,     286.6500 ,      76.5852 ,     753.0000 ,     466.0000 ,      90.8319 ,
     28.0000 ,       8.0000 ,     287.7500 ,      76.5852 ,     773.0000 ,     681.0000 ,     147.5144 ,
     28.0000 ,       9.0000 ,     288.8000 ,      76.5852 ,     746.0000 ,     851.0000 ,     221.9176 ,
     28.0000 ,      10.0000 ,     289.7500 ,      76.5852 ,     719.0000 ,     967.0000 ,     285.9853 ,
     28.0000 ,      11.0000 ,     290.5500 ,      76.5359 ,     711.0000 ,    1026.0000 ,     318.7291 ,
     28.0000 ,      12.0000 ,     291.1000 ,      76.5359 ,     727.0000 ,    1015.0000 ,     300.5127 ,
     28.0000 ,      13.0000 ,     291.4500 ,      76.5852 ,     731.0000 ,     929.0000 ,     262.2657 ,
     28.0000 ,      14.0000 ,     291.6500 ,      76.5852 ,     768.0000 ,     793.0000 ,     188.2281 ,
     28.0000 ,      15.0000 ,     291.6000 ,      76.5852 ,     780.0000 ,     602.0000 ,     120.4156 ,
     28.0000 ,      16.0000 ,     291.2500 ,      76.5852 ,     717.0000 ,     375.0000 ,      78.4982 ,
     28.0000 ,      17.0000 ,     290.6000 ,      76.5852 ,     533.0000 ,     146.0000 ,      44.8881 ,
     28.0000 ,      18.0000 ,     289.8000 ,      76.5852 ,       0.0000 ,       1.0000 ,       1.0000 ,
     28.0000 ,      19.0000 ,     289.1000 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
     28.0000 ,      20.0000 ,     288.4500 ,      76.5852 ,       0.0000 ,       0.0000 ,       0.0000 ,
     28.0000 ,      21.0000 ,     287.7500 ,      76.6346 ,       0.0000 ,       0.0000 ,       0.0000 ,
     28.0000 ,      22.0000 ,     287.1000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     28.0000 ,      23.0000 ,     286.5500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     28.0000 ,       0.0000 ,     286.0500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     29.0000 ,       1.0000 ,     285.5500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     29.0000 ,       2.0000 ,     285.2000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     29.0000 ,       3.0000 ,     284.9500 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     29.0000 ,       4.0000 ,     284.7000 ,      76.6839 ,       0.0000 ,       0.0000 ,       0.0000 ,
     29.0000 ,       5.0000 ,     284.6500 ,      76.6839 ,       0.0000 ,      16.0000 ,      16.0000 ,
     29.0000 ,       6.0000 ,     285.4000 ,      76.7333 ,     502.0000 ,     270.0000 ,     130.2514 ,
