Upington, South Africa
-28.43, 21.27
 
     Day [#],    Time [h],      Ta [K],    Pa [kPa],   Ib [W/m2],   Ig [W/m2],   Id [W/m2]
     1.00000,     0.00000,   291.95000,    92.57715,     0.00000,     0.00000,     0.00000
     1.00000,     1.00000,   296.65000,    92.57715,     0.00000,     0.00000,     0.00000
     1.00000,     2.00000,   301.10000,    92.57715,     0.00000,     0.00000,     0.00000
     1.00000,     3.00000,   300.65000,    92.57715,     0.00000,     0.00000,     0.00000
     1.00000,     4.00000,   300.20000,    92.57715,     0.00000,     0.00000,     0.00000
     1.00000,     5.00000,   299.75000,    92.57715,     0.00000,     0.00000,     0.00000
     1.00000,     6.00000,   299.30000,    92.57715,     0.00000,     0.00000,     0.00000
     1.00000,     7.00000,   300.05000,    92.57715,   197.00000,    90.00000,    58.71162
     1.00000,     8.00000,   301.95000,    92.57715,   378.00000,   267.00000,   127.49585
     1.00000,     9.00000,   303.95000,    92.57715,   498.00000,   483.00000,   200.70814
     1.00000,    10.00000,   306.20000,    92.57715,   638.00000,   712.00000,   240.69496
     1.00000,    11.00000,   308.50000,    92.57715,   816.00000,   914.00000,   201.66433
     1.00000,    12.00000,   310.55000,    92.57715,   799.00000,  1011.00000,   243.62741
     1.00000,    13.00000,   312.20000,    92.57715,   774.00000,  1048.00000,   277.76914
     1.00000,    14.00000,   313.45000,    92.57715,   787.00000,  1026.00000,   258.88211
     1.00000,    15.00000,   314.30000,    92.57715,   792.00000,   937.00000,   223.70453
     1.00000,    16.00000,   314.15000,    92.57715,   781.00000,   788.00000,   180.50136
     1.00000,    17.00000,   314.10000,    92.57715,   825.00000,   618.00000,   110.81583
     1.00000,    18.00000,   314.10000,    92.57715,   712.00000,   385.00000,    84.17737
     1.00000,    19.00000,   313.00000,    92.57715,   558.00000,   173.00000,    53.50167
     1.00000,    20.00000,   311.60000,    92.57715,     0.00000,     0.00000,     0.00000
     1.00000,    21.00000,   310.05000,    92.57715,     0.00000,     0.00000,     0.00000
     1.00000,    22.00000,   308.45000,    92.57715,     0.00000,     0.00000,     0.00000
     1.00000,    23.00000,   306.90000,    92.57715,     0.00000,     0.00000,     0.00000
     1.00000,     0.00000,   305.35000,    92.57715,     0.00000,     0.00000,     0.00000
     2.00000,     1.00000,   303.60000,    92.57715,     0.00000,     0.00000,     0.00000
     2.00000,     2.00000,   301.60000,    92.57715,     0.00000,     0.00000,     0.00000
     2.00000,     3.00000,   299.50000,    92.57715,     0.00000,     0.00000,     0.00000
     2.00000,     4.00000,   297.45000,    92.57715,     0.00000,     0.00000,     0.00000
     2.00000,     5.00000,   295.40000,    92.57715,     0.00000,     0.00000,     0.00000
     2.00000,     6.00000,   293.30000,    92.57715,     0.00000,     0.00000,     0.00000
     2.00000,     7.00000,   293.15000,    92.57715,    90.00000,    80.00000,    65.90396
     2.00000,     8.00000,   295.05000,    92.57715,   285.00000,   253.00000,   148.39927
     2.00000,     9.00000,   297.30000,    92.57715,   546.00000,   502.00000,   193.46999
     2.00000,    10.00000,   299.85000,    92.57715,   743.00000,   743.00000,   195.19704
     2.00000,    11.00000,   302.35000,    92.57715,   862.00000,   929.00000,   177.40485
     2.00000,    12.00000,   304.60000,    92.57715,   927.00000,  1053.00000,   163.26291
     2.00000,    13.00000,   306.45000,    92.57715,   955.00000,  1111.00000,   160.82857
     2.00000,    14.00000,   307.85000,    92.57715,   967.00000,  1091.00000,   148.22436
     2.00000,    15.00000,   308.75000,    92.57715,   917.00000,   991.00000,   164.61750
     2.00000,    16.00000,   309.00000,    92.57715,   778.00000,   793.00000,   187.19811
     2.00000,    17.00000,   308.65000,    92.57715,   796.00000,   611.00000,   120.86006
     2.00000,    18.00000,   307.75000,    92.57715,   719.00000,   416.00000,   111.46988
     2.00000,    19.00000,   306.20000,    92.57715,   270.00000,   143.00000,    84.91127
     2.00000,    20.00000,   304.25000,    92.57715,     0.00000,     0.00000,     0.00000
     2.00000,    21.00000,   302.70000,    92.57715,     0.00000,     0.00000,     0.00000
     2.00000,    22.00000,   301.60000,    92.57715,     0.00000,     0.00000,     0.00000
     2.00000,    23.00000,   300.50000,    92.57715,     0.00000,     0.00000,     0.00000
     2.00000,     0.00000,   299.40000,    92.57715,     0.00000,     0.00000,     0.00000
     3.00000,     1.00000,   298.55000,    92.57715,     0.00000,     0.00000,     0.00000
     3.00000,     2.00000,   297.90000,    92.57715,     0.00000,     0.00000,     0.00000
     3.00000,     3.00000,   297.25000,    92.57715,     0.00000,     0.00000,     0.00000
     3.00000,     4.00000,   296.65000,    92.57715,     0.00000,     0.00000,     0.00000
     3.00000,     5.00000,   296.00000,    92.57715,     0.00000,     0.00000,     0.00000
     3.00000,     6.00000,   295.35000,    92.57715,     0.00000,     0.00000,     0.00000
     3.00000,     7.00000,   296.30000,    92.57715,   368.00000,   103.00000,    46.19035
     3.00000,     8.00000,   298.40000,    92.57715,   248.00000,   247.00000,   156.49369
     3.00000,     9.00000,   300.40000,    92.57715,   462.00000,   469.00000,   208.77043
     3.00000,    10.00000,   302.45000,    92.57715,   339.00000,   583.00000,   333.55476
     3.00000,    11.00000,   304.15000,    92.57715,   297.00000,   687.00000,   428.35375
     3.00000,    12.00000,   305.40000,    92.57715,   177.00000,   654.00000,   484.22632
     3.00000,    13.00000,   306.35000,    92.57715,   273.00000,   762.00000,   490.43594
     3.00000,    14.00000,   307.30000,    92.57715,   340.00000,   803.00000,   471.45263
     3.00000,    15.00000,   307.90000,    92.57715,   232.00000,   671.00000,   461.80406
     3.00000,    16.00000,   308.00000,    92.57715,   253.00000,   559.00000,   361.80004
     3.00000,    17.00000,   308.10000,    92.57715,   779.00000,   674.00000,   193.59802
     3.00000,    18.00000,   307.90000,    92.57715,   563.00000,   378.00000,   138.98929
     3.00000,    19.00000,   306.85000,    92.57715,   438.00000,   156.00000,    61.36494
     3.00000,    20.00000,   305.35000,    92.57715,     0.00000,     0.00000,     0.00000
     3.00000,    21.00000,   303.85000,    92.57715,     0.00000,     0.00000,     0.00000
     3.00000,    22.00000,   302.45000,    92.57715,     0.00000,     0.00000,     0.00000
     3.00000,    23.00000,   301.05000,    92.57715,     0.00000,     0.00000,     0.00000
     3.00000,     0.00000,   299.65000,    92.57715,     0.00000,     0.00000,     0.00000
     4.00000,     1.00000,   298.40000,    92.57715,     0.00000,     0.00000,     0.00000
     4.00000,     2.00000,   297.25000,    92.57715,     0.00000,     0.00000,     0.00000
     4.00000,     3.00000,   296.05000,    92.57715,     0.00000,     0.00000,     0.00000
     4.00000,     4.00000,   294.85000,    92.57715,     0.00000,     0.00000,     0.00000
     4.00000,     5.00000,   293.65000,    92.57715,     0.00000,     0.00000,     0.00000
     4.00000,     6.00000,   292.45000,    92.57715,     0.00000,     0.00000,     0.00000
     4.00000,     7.00000,   292.95000,    92.57715,   330.00000,    98.00000,    47.81368
     4.00000,     8.00000,   295.40000,    92.57715,   746.00000,   338.00000,    67.32584
     4.00000,     9.00000,   298.15000,    92.57715,   939.00000,   586.00000,    58.81284
     4.00000,    10.00000,   300.85000,    92.57715,   980.00000,   802.00000,    82.33947
     4.00000,    11.00000,   303.30000,    92.57715,   983.00000,   966.00000,   110.99772
     4.00000,    12.00000,   305.35000,    92.57715,   906.00000,  1043.00000,   174.57343
     4.00000,    13.00000,   306.95000,    92.57715,   894.00000,  1086.00000,   196.90036
     4.00000,    14.00000,   308.15000,    92.57715,   916.00000,  1070.00000,   176.61861
     4.00000,    15.00000,   308.95000,    92.57715,   938.00000,   987.00000,   140.73343
     4.00000,    16.00000,   309.25000,    92.57715,   821.00000,   820.00000,   179.46527
     4.00000,    17.00000,   308.85000,    92.57715,   670.00000,   580.00000,   166.22261
     4.00000,    18.00000,   307.75000,    92.57715,   571.00000,   364.00000,   121.06579
     4.00000,    19.00000,   306.15000,    92.57715,   279.00000,   140.00000,    79.48247
     4.00000,    20.00000,   304.25000,    92.57715,     0.00000,     0.00000,     0.00000
     4.00000,    21.00000,   302.60000,    92.57715,     0.00000,     0.00000,     0.00000
     4.00000,    22.00000,   301.35000,    92.57715,     0.00000,     0.00000,     0.00000
     4.00000,    23.00000,   300.15000,    92.57715,     0.00000,     0.00000,     0.00000
     4.00000,     0.00000,   298.90000,    92.57715,     0.00000,     0.00000,     0.00000
     5.00000,     1.00000,   297.80000,    92.57715,     0.00000,     0.00000,     0.00000
     5.00000,     2.00000,   296.90000,    92.57715,     0.00000,     0.00000,     0.00000
     5.00000,     3.00000,   296.00000,    92.57715,     0.00000,     0.00000,     0.00000
     5.00000,     4.00000,   295.10000,    92.57715,     0.00000,     0.00000,     0.00000
     5.00000,     5.00000,   294.20000,    92.57715,     0.00000,     0.00000,     0.00000
     5.00000,     6.00000,   293.25000,    92.57715,     0.00000,     0.00000,     0.00000
     5.00000,     7.00000,   293.80000,    92.57715,   316.00000,    92.00000,    44.68175
     5.00000,     8.00000,   295.85000,    92.57715,   375.00000,   259.00000,   123.74165
     5.00000,     9.00000,   297.80000,    92.57715,   314.00000,   427.00000,   251.29317
     5.00000,    10.00000,   300.10000,    92.57715,   694.00000,   731.00000,   222.40324
     5.00000,    11.00000,   302.55000,    92.57715,   662.00000,   861.00000,   285.92186
     5.00000,    12.00000,   304.55000,    92.57715,   648.00000,   946.00000,   325.30206
     5.00000,    13.00000,   306.10000,    92.57715,   558.00000,   950.00000,   395.19237
     5.00000,    14.00000,   307.25000,    92.57715,   631.00000,   953.00000,   337.48989
     5.00000,    15.00000,   308.00000,    92.57715,   595.00000,   862.00000,   324.91193
     5.00000,    16.00000,   308.30000,    92.57715,   620.00000,   739.00000,   254.84789
     5.00000,    17.00000,   308.05000,    92.57715,   551.00000,   543.00000,   202.25319
     5.00000,    18.00000,   307.20000,    92.57715,   456.00000,   350.00000,   155.60003
     5.00000,    19.00000,   305.80000,    92.57715,    77.00000,   102.00000,    85.23840
     5.00000,    20.00000,   304.10000,    92.57715,     0.00000,     0.00000,     0.00000
     5.00000,    21.00000,   302.55000,    92.57715,     0.00000,     0.00000,     0.00000
     5.00000,    22.00000,   301.15000,    92.57715,     0.00000,     0.00000,     0.00000
     5.00000,    23.00000,   299.75000,    92.57715,     0.00000,     0.00000,     0.00000
     5.00000,     0.00000,   298.35000,    92.57715,     0.00000,     0.00000,     0.00000
     6.00000,     1.00000,   297.05000,    92.57715,     0.00000,     0.00000,     0.00000
     6.00000,     2.00000,   295.85000,    92.57715,     0.00000,     0.00000,     0.00000
     6.00000,     3.00000,   294.60000,    92.57715,     0.00000,     0.00000,     0.00000
     6.00000,     4.00000,   293.35000,    92.57715,     0.00000,     0.00000,     0.00000
     6.00000,     5.00000,   292.10000,    92.57715,     0.00000,     0.00000,     0.00000
     6.00000,     6.00000,   290.85000,    92.57715,     0.00000,     0.00000,     0.00000
     6.00000,     7.00000,   290.95000,    92.57715,    74.00000,    65.00000,    54.09535
     6.00000,     8.00000,   292.95000,    92.57715,   503.00000,   294.00000,   113.66903
     6.00000,     9.00000,   295.70000,    92.57715,   790.00000,   553.00000,   112.42326
     6.00000,    10.00000,   298.45000,    92.57715,   861.00000,   761.00000,   131.32494
     6.00000,    11.00000,   301.00000,    92.57715,   933.00000,   958.00000,   148.53734
     6.00000,    12.00000,   303.20000,    92.57715,   890.00000,  1036.00000,   184.10076
     6.00000,    13.00000,   304.90000,    92.57715,   883.00000,  1082.00000,   204.27986
     6.00000,    14.00000,   306.15000,    92.57715,   886.00000,  1059.00000,   194.64276
     6.00000,    15.00000,   306.95000,    92.57715,   871.00000,   964.00000,   177.39706
     6.00000,    16.00000,   307.25000,    92.57715,   763.00000,   803.00000,   206.67625
     6.00000,    17.00000,   306.90000,    92.57715,   658.00000,   571.00000,   163.56599
     6.00000,    18.00000,   305.90000,    92.57715,   608.00000,   375.00000,   115.31423
     6.00000,    19.00000,   304.40000,    92.57715,   451.00000,   160.00000,    61.50875
     6.00000,    20.00000,   302.55000,    92.57715,     0.00000,     0.00000,     0.00000
     6.00000,    21.00000,   300.95000,    92.57715,     0.00000,     0.00000,     0.00000
     6.00000,    22.00000,   299.75000,    92.57715,     0.00000,     0.00000,     0.00000
     6.00000,    23.00000,   298.55000,    92.57715,     0.00000,     0.00000,     0.00000
     6.00000,     0.00000,   297.35000,    92.57715,     0.00000,     0.00000,     0.00000
     7.00000,     1.00000,   296.30000,    92.57715,     0.00000,     0.00000,     0.00000
     7.00000,     2.00000,   295.40000,    92.57715,     0.00000,     0.00000,     0.00000
     7.00000,     3.00000,   294.45000,    92.57715,     0.00000,     0.00000,     0.00000
     7.00000,     4.00000,   293.50000,    92.57715,     0.00000,     0.00000,     0.00000
     7.00000,     5.00000,   292.60000,    92.57715,     0.00000,     0.00000,     0.00000
     7.00000,     6.00000,   291.70000,    92.57715,     0.00000,     0.00000,     0.00000
     7.00000,     7.00000,   292.30000,    92.57715,   327.00000,    92.00000,    44.60531
     7.00000,     8.00000,   294.25000,    92.57715,   318.00000,   252.00000,   138.69625
     7.00000,     9.00000,   296.55000,    92.57715,   667.00000,   530.00000,   159.29193
     7.00000,    10.00000,   299.25000,    92.57715,   799.00000,   734.00000,   150.89556
     7.00000,    11.00000,   301.70000,    92.57715,   832.00000,   906.00000,   185.09825
     7.00000,    12.00000,   303.85000,    92.57715,   863.00000,  1025.00000,   199.54312
     7.00000,    13.00000,   305.70000,    92.57715,   925.00000,  1097.00000,   177.78770
     7.00000,    14.00000,   307.15000,    92.57715,   924.00000,  1073.00000,   171.48240
     7.00000,    15.00000,   308.10000,    92.57715,   952.00000,   995.00000,   134.86341
     7.00000,    16.00000,   308.50000,    92.57715,   898.00000,   828.00000,   125.61123
     7.00000,    17.00000,   308.30000,    92.57715,   834.00000,   626.00000,   108.97582
     7.00000,    18.00000,   307.50000,    92.57715,   723.00000,   422.00000,   112.66456
     7.00000,    19.00000,   306.05000,    92.57715,   258.00000,   144.00000,    87.49526
     7.00000,    20.00000,   304.15000,    92.57715,     0.00000,     0.00000,     0.00000
     7.00000,    21.00000,   302.45000,    92.57715,     0.00000,     0.00000,     0.00000
     7.00000,    22.00000,   301.05000,    92.57715,     0.00000,     0.00000,     0.00000
     7.00000,    23.00000,   299.65000,    92.57715,     0.00000,     0.00000,     0.00000
     7.00000,     0.00000,   298.25000,    92.57715,     0.00000,     0.00000,     0.00000
     8.00000,     1.00000,   297.00000,    92.57715,     0.00000,     0.00000,     0.00000
     8.00000,     2.00000,   295.80000,    92.57715,     0.00000,     0.00000,     0.00000
     8.00000,     3.00000,   294.55000,    92.57715,     0.00000,     0.00000,     0.00000
     8.00000,     4.00000,   293.35000,    92.57715,     0.00000,     0.00000,     0.00000
     8.00000,     5.00000,   292.10000,    92.57715,     0.00000,     0.00000,     0.00000
     8.00000,     6.00000,   290.85000,    92.57715,     0.00000,     0.00000,     0.00000
     8.00000,     7.00000,   291.40000,    92.57715,   408.00000,   100.00000,    41.86982
     8.00000,     8.00000,   293.80000,    92.57715,   753.00000,   322.00000,    55.39218
     8.00000,     9.00000,   296.30000,    92.57715,   760.00000,   540.00000,   119.07155
     8.00000,    10.00000,   298.55000,    92.57715,   598.00000,   676.00000,   240.51394
     8.00000,    11.00000,   300.60000,    92.57715,   727.00000,   878.00000,   248.90521
     8.00000,    12.00000,   302.60000,    92.57715,   787.00000,  1001.00000,   248.79528
     8.00000,    13.00000,   304.30000,    92.57715,   810.00000,  1057.00000,   252.30887
     8.00000,    14.00000,   305.60000,    92.57715,   795.00000,  1035.00000,   259.28775
     8.00000,    15.00000,   306.35000,    92.57715,   657.00000,   904.00000,   310.15566
     8.00000,    16.00000,   306.60000,    92.57715,   716.00000,   780.00000,   219.55432
     8.00000,    17.00000,   306.40000,    92.57715,   720.00000,   617.00000,   170.15981
     8.00000,    18.00000,   305.45000,    92.57715,   304.00000,   312.00000,   181.72995
     8.00000,    19.00000,   303.85000,    92.57715,   158.00000,   130.00000,    95.30927
     8.00000,    20.00000,   302.00000,    92.57715,     0.00000,     0.00000,     0.00000
     8.00000,    21.00000,   300.35000,    92.57715,     0.00000,     0.00000,     0.00000
     8.00000,    22.00000,   298.95000,    92.57715,     0.00000,     0.00000,     0.00000
     8.00000,    23.00000,   297.60000,    92.57715,     0.00000,     0.00000,     0.00000
     8.00000,     0.00000,   296.25000,    92.57715,     0.00000,     0.00000,     0.00000
     9.00000,     1.00000,   295.00000,    92.57715,     0.00000,     0.00000,     0.00000
     9.00000,     2.00000,   293.90000,    92.57715,     0.00000,     0.00000,     0.00000
     9.00000,     3.00000,   292.75000,    92.57715,     0.00000,     0.00000,     0.00000
     9.00000,     4.00000,   291.60000,    92.57715,     0.00000,     0.00000,     0.00000
     9.00000,     5.00000,   290.45000,    92.57715,     0.00000,     0.00000,     0.00000
     9.00000,     6.00000,   289.30000,    92.57715,     0.00000,     0.00000,     0.00000
     9.00000,     7.00000,   289.50000,    92.57715,   109.00000,    67.00000,    51.74263
     9.00000,     8.00000,   291.70000,    92.57715,   601.00000,   315.00000,   103.57336
     9.00000,     9.00000,   294.60000,    92.57715,   850.00000,   574.00000,   104.88492
     9.00000,    10.00000,   297.35000,    92.57715,   888.00000,   766.00000,   120.72167
     9.00000,    11.00000,   299.85000,    92.57715,   958.00000,   948.00000,   120.11977
     9.00000,    12.00000,   302.00000,    92.57715,   939.00000,  1051.00000,   154.19736
     9.00000,    13.00000,   303.70000,    92.57715,   898.00000,  1086.00000,   194.17067
     9.00000,    14.00000,   305.00000,    92.57715,   899.00000,  1064.00000,   186.77152
     9.00000,    15.00000,   305.80000,    92.57715,   916.00000,   981.00000,   152.74753
     9.00000,    16.00000,   306.15000,    92.57715,   955.00000,   851.00000,   102.97144
     9.00000,    17.00000,   306.00000,    92.57715,   924.00000,   667.00000,    92.97946
     9.00000,    18.00000,   305.15000,    92.57715,   647.00000,   419.00000,   141.35694
     9.00000,    19.00000,   303.55000,    92.57715,   101.00000,   111.00000,    88.77635
     9.00000,    20.00000,   301.55000,    92.57715,     0.00000,     0.00000,     0.00000
     9.00000,    21.00000,   299.95000,    92.57715,     0.00000,     0.00000,     0.00000
     9.00000,    22.00000,   298.75000,    92.57715,     0.00000,     0.00000,     0.00000
     9.00000,    23.00000,   297.55000,    92.57715,     0.00000,     0.00000,     0.00000
     9.00000,     0.00000,   296.30000,    92.57715,     0.00000,     0.00000,     0.00000
    10.00000,     1.00000,   295.25000,    92.57715,     0.00000,     0.00000,     0.00000
    10.00000,     2.00000,   294.35000,    92.57715,     0.00000,     0.00000,     0.00000
    10.00000,     3.00000,   293.40000,    92.57715,     0.00000,     0.00000,     0.00000
    10.00000,     4.00000,   292.50000,    92.57715,     0.00000,     0.00000,     0.00000
    10.00000,     5.00000,   291.60000,    92.57715,     0.00000,     0.00000,     0.00000
    10.00000,     6.00000,   290.65000,    92.57715,     0.00000,     0.00000,     0.00000
    10.00000,     7.00000,   290.90000,    92.57715,    61.00000,    62.00000,    53.61621
    10.00000,     8.00000,   292.45000,    92.57715,   136.00000,   201.00000,   153.46880
    10.00000,     9.00000,   294.60000,    92.57715,   518.00000,   480.00000,   195.13848
    10.00000,    10.00000,   297.25000,    92.57715,   684.00000,   701.00000,   205.04867
    10.00000,    11.00000,   299.70000,    92.57715,   647.00000,   849.00000,   290.63518
    10.00000,    12.00000,   301.70000,    92.57715,   566.00000,   900.00000,   359.85569
    10.00000,    13.00000,   303.30000,    92.57715,   594.00000,   969.00000,   379.28262
    10.00000,    14.00000,   304.50000,    92.57715,   549.00000,   917.00000,   381.28633
    10.00000,    15.00000,   305.20000,    92.57715,   581.00000,   872.00000,   346.48376
    10.00000,    16.00000,   305.60000,    92.57715,   750.00000,   791.00000,   203.17941
    10.00000,    17.00000,   305.60000,    92.57715,   677.00000,   596.00000,   175.04087
    10.00000,    18.00000,   305.00000,    92.57715,   644.00000,   418.00000,   141.29876
    10.00000,    19.00000,   303.70000,    92.57715,   174.00000,   124.00000,    85.64459
    10.00000,    20.00000,   301.95000,    92.57715,     0.00000,     0.00000,     0.00000
    10.00000,    21.00000,   300.50000,    92.57715,     0.00000,     0.00000,     0.00000
    10.00000,    22.00000,   299.35000,    92.57715,     0.00000,     0.00000,     0.00000
    10.00000,    23.00000,   298.20000,    92.57715,     0.00000,     0.00000,     0.00000
    10.00000,     0.00000,   297.10000,    92.57715,     0.00000,     0.00000,     0.00000
    11.00000,     1.00000,   296.15000,    92.57715,     0.00000,     0.00000,     0.00000
    11.00000,     2.00000,   295.30000,    92.57715,     0.00000,     0.00000,     0.00000
    11.00000,     3.00000,   294.40000,    92.57715,     0.00000,     0.00000,     0.00000
    11.00000,     4.00000,   293.55000,    92.57715,     0.00000,     0.00000,     0.00000
    11.00000,     5.00000,   292.70000,    92.57715,     0.00000,     0.00000,     0.00000
    11.00000,     6.00000,   291.80000,    92.57715,     0.00000,     0.00000,     0.00000
    11.00000,     7.00000,   292.10000,    92.57715,    75.00000,    65.00000,    54.88493
    11.00000,     8.00000,   293.90000,    92.57715,   349.00000,   245.00000,   123.83763
    11.00000,     9.00000,   296.15000,    92.57715,   477.00000,   458.00000,   196.63689
    11.00000,    10.00000,   298.65000,    92.57715,   645.00000,   697.00000,   230.36259
    11.00000,    11.00000,   301.10000,    92.57715,   742.00000,   873.00000,   233.52889
    11.00000,    12.00000,   303.25000,    92.57715,   721.00000,   978.00000,   290.48415
    11.00000,    13.00000,   304.95000,    92.57715,   629.00000,   984.00000,   359.76117
    11.00000,    14.00000,   306.20000,    92.57715,   675.00000,   998.00000,   339.34353
    11.00000,    15.00000,   307.10000,    92.57715,   666.00000,   908.00000,   305.42764
    11.00000,    16.00000,   307.55000,    92.57715,   809.00000,   820.00000,   185.58334
    11.00000,    17.00000,   307.45000,    92.57715,   668.00000,   584.00000,   168.29726
    11.00000,    18.00000,   306.65000,    92.57715,   435.00000,   348.00000,   160.89411
    11.00000,    19.00000,   305.25000,    92.57715,   167.00000,   127.00000,    90.13435
    11.00000,    20.00000,   303.55000,    92.57715,     0.00000,     0.00000,     0.00000
    11.00000,    21.00000,   301.75000,    92.57715,     0.00000,     0.00000,     0.00000
    11.00000,    22.00000,   300.00000,    92.57715,     0.00000,     0.00000,     0.00000
    11.00000,    23.00000,   298.30000,    92.57715,     0.00000,     0.00000,     0.00000
    11.00000,     0.00000,   296.55000,    92.57715,     0.00000,     0.00000,     0.00000
    12.00000,     1.00000,   294.85000,    92.57715,     0.00000,     0.00000,     0.00000
    12.00000,     2.00000,   293.15000,    92.57715,     0.00000,     0.00000,     0.00000
    12.00000,     3.00000,   291.35000,    92.57715,     0.00000,     0.00000,     0.00000
    12.00000,     4.00000,   289.60000,    92.57715,     0.00000,     0.00000,     0.00000
    12.00000,     5.00000,   287.85000,    92.57715,     0.00000,     0.00000,     0.00000
    12.00000,     6.00000,   286.10000,    92.57715,     0.00000,     0.00000,     0.00000
    12.00000,     7.00000,   286.10000,    92.57715,   319.00000,    81.00000,    38.80828
    12.00000,     8.00000,   287.85000,    92.57715,   353.00000,   251.00000,   129.27826
    12.00000,     9.00000,   290.20000,    92.57715,   781.00000,   560.00000,   133.63882
    12.00000,    10.00000,   292.90000,    92.57715,   881.00000,   758.00000,   122.05302
    12.00000,    11.00000,   295.15000,    92.57715,   737.00000,   875.00000,   240.72256
    12.00000,    12.00000,   297.05000,    92.57715,   802.00000,  1001.00000,   236.86915
    12.00000,    13.00000,   298.65000,    92.57715,   787.00000,  1047.00000,   266.25752
    12.00000,    14.00000,   299.85000,    92.57715,   801.00000,  1031.00000,   249.42700
    12.00000,    15.00000,   300.55000,    92.57715,   713.00000,   923.00000,   277.74529
    12.00000,    16.00000,   300.75000,    92.57715,   660.00000,   764.00000,   246.17180
    12.00000,    17.00000,   300.45000,    92.57715,   718.00000,   598.00000,   150.85886
    12.00000,    18.00000,   299.60000,    92.57715,   702.00000,   417.00000,   114.76992
    12.00000,    19.00000,   298.15000,    92.57715,   193.00000,   128.00000,    85.34850
    12.00000,    20.00000,   296.25000,    92.57715,     0.00000,     0.00000,     0.00000
    12.00000,    21.00000,   294.75000,    92.57715,     0.00000,     0.00000,     0.00000
    12.00000,    22.00000,   293.75000,    92.57715,     0.00000,     0.00000,     0.00000
    12.00000,    23.00000,   292.75000,    92.57715,     0.00000,     0.00000,     0.00000
    12.00000,     0.00000,   291.75000,    92.57715,     0.00000,     0.00000,     0.00000
    13.00000,     1.00000,   291.05000,    92.57715,     0.00000,     0.00000,     0.00000
    13.00000,     2.00000,   290.65000,    92.57715,     0.00000,     0.00000,     0.00000
    13.00000,     3.00000,   290.25000,    92.57715,     0.00000,     0.00000,     0.00000
    13.00000,     4.00000,   289.80000,    92.57715,     0.00000,     0.00000,     0.00000
    13.00000,     5.00000,   289.35000,    92.57715,     0.00000,     0.00000,     0.00000
    13.00000,     6.00000,   288.90000,    92.57715,     0.00000,     0.00000,     0.00000
    13.00000,     7.00000,   289.60000,    92.57715,   290.00000,    82.00000,    44.40861
    13.00000,     8.00000,   291.70000,    92.57715,   567.00000,   279.00000,    84.83234
    13.00000,     9.00000,   293.90000,    92.57715,   493.00000,   458.00000,   189.86495
    13.00000,    10.00000,   295.85000,    92.57715,   379.00000,   592.00000,   319.04071
    13.00000,    11.00000,   297.65000,    92.57715,   486.00000,   761.00000,   343.32900
    13.00000,    12.00000,   299.25000,    92.57715,   368.00000,   792.00000,   441.66883
    13.00000,    13.00000,   300.45000,    92.57715,   339.00000,   816.00000,   479.83250
    13.00000,    14.00000,   301.00000,    92.57715,   119.00000,   603.00000,   486.89459
    13.00000,    15.00000,   301.00000,    92.57715,    94.00000,   538.00000,   452.91414
    13.00000,    16.00000,   300.70000,    92.57715,    47.00000,   412.00000,   375.10837
    13.00000,    17.00000,   300.35000,    92.57715,   341.00000,   493.00000,   280.50623
    13.00000,    18.00000,   299.80000,    92.57715,   170.00000,   273.00000,   199.75459
    13.00000,    19.00000,   298.75000,    92.57715,   255.00000,   138.00000,    81.60620
    13.00000,    20.00000,   297.45000,    92.57715,     0.00000,     0.00000,     0.00000
    13.00000,    21.00000,   296.25000,    92.57715,     0.00000,     0.00000,     0.00000
    13.00000,    22.00000,   295.30000,    92.57715,     0.00000,     0.00000,     0.00000
    13.00000,    23.00000,   294.35000,    92.57715,     0.00000,     0.00000,     0.00000
    13.00000,     0.00000,   293.35000,    92.57715,     0.00000,     0.00000,     0.00000
    14.00000,     1.00000,   292.50000,    92.57715,     0.00000,     0.00000,     0.00000
    14.00000,     2.00000,   291.75000,    92.57715,     0.00000,     0.00000,     0.00000
    14.00000,     3.00000,   290.95000,    92.57715,     0.00000,     0.00000,     0.00000
    14.00000,     4.00000,   290.15000,    92.57715,     0.00000,     0.00000,     0.00000
    14.00000,     5.00000,   289.35000,    92.57715,     0.00000,     0.00000,     0.00000
    14.00000,     6.00000,   288.55000,    92.57715,     0.00000,     0.00000,     0.00000
    14.00000,     7.00000,   289.15000,    92.57715,   293.00000,    86.00000,    48.80123
    14.00000,     8.00000,   291.10000,    92.57715,   417.00000,   257.00000,   115.19868
    14.00000,     9.00000,   293.45000,    92.57715,   792.00000,   536.00000,   106.86718
    14.00000,    10.00000,   296.20000,    92.57715,   879.00000,   744.00000,   112.38861
    14.00000,    11.00000,   298.70000,    92.57715,   883.00000,   912.00000,   154.23150
    14.00000,    12.00000,   300.85000,    92.57715,   888.00000,  1027.00000,   182.35727
    14.00000,    13.00000,   302.60000,    92.57715,   856.00000,  1068.00000,   219.51839
    14.00000,    14.00000,   303.95000,    92.57715,   901.00000,  1075.00000,   196.00791
    14.00000,    15.00000,   304.85000,    92.57715,   851.00000,   967.00000,   196.57991
    14.00000,    16.00000,   305.20000,    92.57715,   795.00000,   805.00000,   180.75178
    14.00000,    17.00000,   304.95000,    92.57715,   668.00000,   578.00000,   161.51720
