Upington, South Africa
-28.43, 21.27
 
     Day [#],    Time [h],      Ta [K],    Pa [kPa],   Ib [W/m2],   Ig [W/m2],   Id [W/m2]
    70.00000,    17.00000,   303.55000,    92.57715,   729.00000,   509.00000,   127.90744
    70.00000,    18.00000,   302.30000,    92.57715,   443.00000,   240.00000,    99.27254
    70.00000,    19.00000,   300.40000,    92.57715,   167.00000,    46.00000,    28.63935
    70.00000,    20.00000,   298.75000,    92.57715,     0.00000,     0.00000,     0.00000
    70.00000,    21.00000,   297.50000,    92.57715,     0.00000,     0.00000,     0.00000
    70.00000,    22.00000,   296.25000,    92.57715,     0.00000,     0.00000,     0.00000
    70.00000,    23.00000,   295.00000,    92.57715,     0.00000,     0.00000,     0.00000
    70.00000,     0.00000,   293.75000,    92.57715,     0.00000,     0.00000,     0.00000
    71.00000,     1.00000,   292.60000,    92.57715,     0.00000,     0.00000,     0.00000
    71.00000,     2.00000,   291.45000,    92.57715,     0.00000,     0.00000,     0.00000
    71.00000,     3.00000,   290.25000,    92.57715,     0.00000,     0.00000,     0.00000
    71.00000,     4.00000,   289.05000,    92.57715,     0.00000,     0.00000,     0.00000
    71.00000,     5.00000,   287.85000,    92.57715,     0.00000,     0.00000,     0.00000
    71.00000,     6.00000,   286.65000,    92.57715,     0.00000,     0.00000,     0.00000
    71.00000,     7.00000,   285.45000,    92.57715,     0.00000,     0.00000,     0.00000
    71.00000,     8.00000,   286.60000,    92.57715,   445.00000,   140.00000,    51.09957
    71.00000,     9.00000,   289.70000,    92.57715,   640.00000,   358.00000,    91.21642
    71.00000,    10.00000,   292.40000,    92.57715,   763.00000,   582.00000,   118.42950
    71.00000,    11.00000,   295.00000,    92.57715,   832.00000,   766.00000,   134.57844
    71.00000,    12.00000,   297.30000,    92.57715,   810.00000,   878.00000,   180.90889
    71.00000,    13.00000,   299.10000,    92.57715,   773.00000,   926.00000,   225.90036
    71.00000,    14.00000,   300.20000,    92.57715,   569.00000,   833.00000,   325.96201
    71.00000,    15.00000,   300.80000,    92.57715,   738.00000,   812.00000,   208.43664
    71.00000,    16.00000,   301.00000,    92.57715,   721.00000,   659.00000,   160.87317
    71.00000,    17.00000,   300.50000,    92.57715,   651.00000,   469.00000,   131.19902
    71.00000,    18.00000,   299.20000,    92.57715,   366.00000,   223.00000,   108.22461
    71.00000,    19.00000,   297.25000,    92.57715,    23.00000,    32.00000,    29.65714
    71.00000,    20.00000,   295.70000,    92.57715,     0.00000,     0.00000,     0.00000
    71.00000,    21.00000,   294.75000,    92.57715,     0.00000,     0.00000,     0.00000
    71.00000,    22.00000,   293.80000,    92.57715,     0.00000,     0.00000,     0.00000
    71.00000,    23.00000,   292.85000,    92.57715,     0.00000,     0.00000,     0.00000
    71.00000,     0.00000,   291.90000,    92.57715,     0.00000,     0.00000,     0.00000
    72.00000,     1.00000,   291.15000,    92.57715,     0.00000,     0.00000,     0.00000
    72.00000,     2.00000,   290.50000,    92.57715,     0.00000,     0.00000,     0.00000
    72.00000,     3.00000,   289.85000,    92.57715,     0.00000,     0.00000,     0.00000
    72.00000,     4.00000,   289.20000,    92.57715,     0.00000,     0.00000,     0.00000
    72.00000,     5.00000,   288.55000,    92.57715,     0.00000,     0.00000,     0.00000
    72.00000,     6.00000,   287.90000,    92.57715,     0.00000,     0.00000,     0.00000
    72.00000,     7.00000,   287.25000,    92.57715,     0.00000,     0.00000,     0.00000
    72.00000,     8.00000,   288.70000,    92.57715,   466.00000,   140.00000,    47.92319
    72.00000,     9.00000,   291.65000,    92.57715,   420.00000,   323.00000,   148.84026
    72.00000,    10.00000,   294.55000,    92.57715,   803.00000,   635.00000,   148.93670
    72.00000,    11.00000,   297.60000,    92.57715,   907.00000,   803.00000,   116.82982
    72.00000,    12.00000,   300.00000,    92.57715,   830.00000,   888.00000,   175.84776
    72.00000,    13.00000,   301.90000,    92.57715,   923.00000,   967.00000,   133.66423
    72.00000,    14.00000,   303.35000,    92.57715,   915.00000,   946.00000,   133.48543
    72.00000,    15.00000,   304.20000,    92.57715,   880.00000,   846.00000,   129.29034
    72.00000,    16.00000,   304.45000,    92.57715,   872.00000,   707.00000,   107.74919
    72.00000,    17.00000,   304.05000,    92.57715,   823.00000,   521.00000,    97.17246
    72.00000,    18.00000,   302.80000,    92.57715,   513.00000,   256.00000,    97.23982
    72.00000,    19.00000,   300.85000,    92.57715,   254.00000,    49.00000,    23.66333
    72.00000,    20.00000,   299.25000,    92.57715,     0.00000,     0.00000,     0.00000
    72.00000,    21.00000,   298.25000,    92.57715,     0.00000,     0.00000,     0.00000
    72.00000,    22.00000,   297.30000,    92.57715,     0.00000,     0.00000,     0.00000
    72.00000,    23.00000,   296.35000,    92.57715,     0.00000,     0.00000,     0.00000
    72.00000,     0.00000,   295.35000,    92.57715,     0.00000,     0.00000,     0.00000
    73.00000,     1.00000,   294.45000,    92.57715,     0.00000,     0.00000,     0.00000
    73.00000,     2.00000,   293.60000,    92.57715,     0.00000,     0.00000,     0.00000
    73.00000,     3.00000,   292.70000,    92.57715,     0.00000,     0.00000,     0.00000
    73.00000,     4.00000,   291.85000,    92.57715,     0.00000,     0.00000,     0.00000
    73.00000,     5.00000,   291.00000,    92.57715,     0.00000,     0.00000,     0.00000
    73.00000,     6.00000,   290.10000,    92.57715,     0.00000,     0.00000,     0.00000
    73.00000,     7.00000,   289.25000,    92.57715,     0.00000,     0.00000,     0.00000
    73.00000,     8.00000,   290.70000,    92.57715,   532.00000,   149.00000,    45.04045
    73.00000,     9.00000,   294.00000,    92.57715,   776.00000,   379.00000,    58.91565
    73.00000,    10.00000,   296.75000,    92.57715,   822.00000,   588.00000,    92.30117
    73.00000,    11.00000,   299.35000,    92.57715,   873.00000,   783.00000,   124.66488
    73.00000,    12.00000,   301.65000,    92.57715,   850.00000,   884.00000,   156.92269
    73.00000,    13.00000,   303.40000,    92.57715,   814.00000,   925.00000,   192.42182
    73.00000,    14.00000,   304.65000,    92.57715,   855.00000,   920.00000,   163.46828
    73.00000,    15.00000,   305.40000,    92.57715,   821.00000,   823.00000,   157.17345
    73.00000,    16.00000,   305.60000,    92.57715,   813.00000,   675.00000,   119.32134
    73.00000,    17.00000,   305.10000,    92.57715,   679.00000,   481.00000,   134.02246
    73.00000,    18.00000,   303.75000,    92.57715,   268.00000,   205.00000,   123.17646
    73.00000,    19.00000,   301.75000,    92.57715,   166.00000,    45.00000,    28.79535
    73.00000,    20.00000,   300.20000,    92.57715,     0.00000,     0.00000,     0.00000
    73.00000,    21.00000,   299.30000,    92.57715,     0.00000,     0.00000,     0.00000
    73.00000,    22.00000,   298.40000,    92.57715,     0.00000,     0.00000,     0.00000
    73.00000,    23.00000,   297.45000,    92.57715,     0.00000,     0.00000,     0.00000
    73.00000,     0.00000,   296.50000,    92.57715,     0.00000,     0.00000,     0.00000
    74.00000,     1.00000,   295.70000,    92.57715,     0.00000,     0.00000,     0.00000
    74.00000,     2.00000,   295.00000,    92.57715,     0.00000,     0.00000,     0.00000
    74.00000,     3.00000,   294.30000,    92.57715,     0.00000,     0.00000,     0.00000
    74.00000,     4.00000,   293.60000,    92.57715,     0.00000,     0.00000,     0.00000
    74.00000,     5.00000,   292.85000,    92.57715,     0.00000,     0.00000,     0.00000
    74.00000,     6.00000,   292.10000,    92.57715,     0.00000,     0.00000,     0.00000
    74.00000,     7.00000,   291.40000,    92.57715,     0.00000,     0.00000,     0.00000
    74.00000,     8.00000,   292.25000,    92.57715,   129.00000,    97.00000,    72.07144
    74.00000,     9.00000,   294.95000,    92.57715,   494.00000,   335.00000,   132.31666
    74.00000,    10.00000,   297.85000,    92.57715,   679.00000,   546.00000,   138.08756
    74.00000,    11.00000,   300.55000,    92.57715,   771.00000,   745.00000,   165.47137
    74.00000,    12.00000,   302.95000,    92.57715,   780.00000,   859.00000,   193.88039
    74.00000,    13.00000,   304.80000,    92.57715,   650.00000,   876.00000,   292.92086
    74.00000,    14.00000,   306.00000,    92.57715,   602.00000,   838.00000,   307.26493
    74.00000,    15.00000,   306.75000,    92.57715,   742.00000,   801.00000,   201.83999
    74.00000,    16.00000,   307.05000,    92.57715,   726.00000,   647.00000,   153.52536
    74.00000,    17.00000,   306.60000,    92.57715,   689.00000,   455.00000,   105.67769
    74.00000,    18.00000,   305.40000,    92.57715,   517.00000,   239.00000,    83.32647
    74.00000,    19.00000,   303.65000,    92.57715,   150.00000,    37.00000,    22.67980
    74.00000,    20.00000,   302.20000,    92.57715,     0.00000,     0.00000,     0.00000
    74.00000,    21.00000,   301.30000,    92.57715,     0.00000,     0.00000,     0.00000
    74.00000,    22.00000,   300.40000,    92.57715,     0.00000,     0.00000,     0.00000
    74.00000,    23.00000,   299.50000,    92.57715,     0.00000,     0.00000,     0.00000
    74.00000,     0.00000,   298.60000,    92.57715,     0.00000,     0.00000,     0.00000
    75.00000,     1.00000,   297.80000,    92.57715,     0.00000,     0.00000,     0.00000
    75.00000,     2.00000,   297.05000,    92.57715,     0.00000,     0.00000,     0.00000
    75.00000,     3.00000,   296.25000,    92.57715,     0.00000,     0.00000,     0.00000
    75.00000,     4.00000,   295.50000,    92.57715,     0.00000,     0.00000,     0.00000
    75.00000,     5.00000,   294.75000,    92.57715,     0.00000,     0.00000,     0.00000
    75.00000,     6.00000,   293.95000,    92.57715,     0.00000,     0.00000,     0.00000
    75.00000,     7.00000,   293.15000,    92.57715,     0.00000,     0.00000,     0.00000
    75.00000,     8.00000,   294.25000,    92.57715,   307.00000,   121.00000,    62.33691
    75.00000,     9.00000,   297.25000,    92.57715,   644.00000,   356.00000,    93.18584
    75.00000,    10.00000,   300.10000,    92.57715,   760.00000,   566.00000,   111.17562
    75.00000,    11.00000,   302.55000,    92.57715,   678.00000,   715.00000,   207.05439
    75.00000,    12.00000,   304.75000,    92.57715,   808.00000,   881.00000,   194.19020
    75.00000,    13.00000,   306.60000,    92.57715,   679.00000,   882.00000,   274.92565
    75.00000,    14.00000,   307.75000,    92.57715,   618.00000,   839.00000,   296.17539
    75.00000,    15.00000,   308.30000,    92.57715,   589.00000,   737.00000,   263.47915
    75.00000,    16.00000,   308.50000,    92.57715,   725.00000,   658.00000,   167.97782
    75.00000,    17.00000,   308.10000,    92.57715,   603.00000,   453.00000,   149.72706
    75.00000,    18.00000,   306.80000,    92.57715,   252.00000,   187.00000,   112.18892
    75.00000,    19.00000,   304.90000,    92.57715,     7.00000,    25.00000,    24.34689
    75.00000,    20.00000,   303.45000,    92.57715,     0.00000,     0.00000,     0.00000
    75.00000,    21.00000,   302.65000,    92.57715,     0.00000,     0.00000,     0.00000
    75.00000,    22.00000,   301.85000,    92.57715,     0.00000,     0.00000,     0.00000
    75.00000,    23.00000,   301.05000,    92.57715,     0.00000,     0.00000,     0.00000
    75.00000,     0.00000,   300.25000,    92.57715,     0.00000,     0.00000,     0.00000
    76.00000,     1.00000,   299.55000,    92.57715,     0.00000,     0.00000,     0.00000
    76.00000,     2.00000,   299.00000,    92.57715,     0.00000,     0.00000,     0.00000
    76.00000,     3.00000,   298.45000,    92.57715,     0.00000,     0.00000,     0.00000
    76.00000,     4.00000,   297.85000,    92.57715,     0.00000,     0.00000,     0.00000
    76.00000,     5.00000,   297.25000,    92.57715,     0.00000,     0.00000,     0.00000
    76.00000,     6.00000,   296.65000,    92.57715,     0.00000,     0.00000,     0.00000
    76.00000,     7.00000,   296.10000,    92.57715,     0.00000,     0.00000,     0.00000
    76.00000,     8.00000,   297.35000,    92.57715,   376.00000,   123.00000,    51.96115
    76.00000,     9.00000,   299.85000,    92.57715,   317.00000,   289.00000,   160.33021
    76.00000,    10.00000,   302.15000,    92.57715,   595.00000,   524.00000,   169.29973
    76.00000,    11.00000,   304.60000,    92.57715,   617.00000,   685.00000,   224.29948
    76.00000,    12.00000,   306.80000,    92.57715,   699.00000,   833.00000,   240.75870
    76.00000,    13.00000,   308.65000,    92.57715,   660.00000,   872.00000,   283.90505
    76.00000,    14.00000,   310.00000,    92.57715,   763.00000,   885.00000,   217.34045
    76.00000,    15.00000,   310.80000,    92.57715,   649.00000,   763.00000,   243.58114
    76.00000,    16.00000,   311.10000,    92.57715,   773.00000,   656.00000,   136.52849
    76.00000,    17.00000,   310.85000,    92.57715,   711.00000,   478.00000,   123.32593
    76.00000,    18.00000,   309.80000,    92.57715,   242.00000,   189.00000,   118.19221
    76.00000,    19.00000,   308.10000,    92.57715,   168.00000,    35.00000,    19.69214
    76.00000,    20.00000,   306.65000,    92.57715,     0.00000,     0.00000,     0.00000
    76.00000,    21.00000,   305.65000,    92.57715,     0.00000,     0.00000,     0.00000
    76.00000,    22.00000,   304.65000,    92.57715,     0.00000,     0.00000,     0.00000
    76.00000,    23.00000,   303.65000,    92.57715,     0.00000,     0.00000,     0.00000
    76.00000,     0.00000,   302.65000,    92.57715,     0.00000,     0.00000,     0.00000
    77.00000,     1.00000,   301.60000,    92.57715,     0.00000,     0.00000,     0.00000
    77.00000,     2.00000,   300.50000,    92.57715,     0.00000,     0.00000,     0.00000
    77.00000,     3.00000,   299.40000,    92.57715,     0.00000,     0.00000,     0.00000
    77.00000,     4.00000,   298.30000,    92.57715,     0.00000,     0.00000,     0.00000
    77.00000,     5.00000,   297.15000,    92.57715,     0.00000,     0.00000,     0.00000
    77.00000,     6.00000,   296.00000,    92.57715,     0.00000,     0.00000,     0.00000
    77.00000,     7.00000,   294.90000,    92.57715,     0.00000,     0.00000,     0.00000
    77.00000,     8.00000,   295.75000,    92.57715,   238.00000,   114.00000,    69.54436
    77.00000,     9.00000,   298.70000,    92.57715,   661.00000,   372.00000,   105.15744
    77.00000,    10.00000,   301.90000,    92.57715,   867.00000,   638.00000,   123.17569
    77.00000,    11.00000,   304.80000,    92.57715,   865.00000,   786.00000,   142.31339
    77.00000,    12.00000,   306.95000,    92.57715,   788.00000,   856.00000,   190.54228
    77.00000,    13.00000,   308.50000,    92.57715,   702.00000,   881.00000,   257.63046
    77.00000,    14.00000,   309.55000,    92.57715,   652.00000,   846.00000,   277.66088
    77.00000,    15.00000,   310.05000,    92.57715,   588.00000,   727.00000,   258.54891
    77.00000,    16.00000,   309.90000,    92.57715,   427.00000,   557.00000,   271.72076
    77.00000,    17.00000,   309.20000,    92.57715,   658.00000,   458.00000,   132.49021
    77.00000,    18.00000,   307.95000,    92.57715,   444.00000,   215.00000,    87.00089
    77.00000,    19.00000,   306.15000,    92.57715,    57.00000,    27.00000,    21.93148
    77.00000,    20.00000,   304.65000,    92.57715,     0.00000,     0.00000,     0.00000
    77.00000,    21.00000,   303.70000,    92.57715,     0.00000,     0.00000,     0.00000
    77.00000,    22.00000,   302.75000,    92.57715,     0.00000,     0.00000,     0.00000
    77.00000,    23.00000,   301.75000,    92.57715,     0.00000,     0.00000,     0.00000
    77.00000,     0.00000,   300.80000,    92.57715,     0.00000,     0.00000,     0.00000
    78.00000,     1.00000,   300.00000,    92.57715,     0.00000,     0.00000,     0.00000
    78.00000,     2.00000,   299.30000,    92.57715,     0.00000,     0.00000,     0.00000
    78.00000,     3.00000,   298.60000,    92.57715,     0.00000,     0.00000,     0.00000
    78.00000,     4.00000,   297.95000,    92.57715,     0.00000,     0.00000,     0.00000
    78.00000,     5.00000,   297.30000,    92.57715,     0.00000,     0.00000,     0.00000
    78.00000,     6.00000,   296.60000,    92.57715,     0.00000,     0.00000,     0.00000
    78.00000,     7.00000,   295.90000,    92.57715,     0.00000,     0.00000,     0.00000
    78.00000,     8.00000,   297.00000,    92.57715,   332.00000,   120.00000,    58.69612
    78.00000,     9.00000,   299.25000,    92.57715,   221.00000,   255.00000,   166.27147
    78.00000,    10.00000,   301.75000,    92.57715,   750.00000,   624.00000,   180.41467
    78.00000,    11.00000,   304.25000,    92.57715,   322.00000,   593.00000,   354.20916
    78.00000,    12.00000,   306.00000,    92.57715,   608.00000,   796.00000,   284.26292
    78.00000,    13.00000,   307.30000,    92.57715,   312.00000,   672.00000,   395.91572
    78.00000,    14.00000,   307.50000,    92.57715,    44.00000,   447.00000,   408.79570
    78.00000,    15.00000,   307.05000,    92.57715,    31.00000,   381.00000,   356.41741
    78.00000,    16.00000,   306.55000,    92.57715,   125.00000,   396.00000,   312.98272
    78.00000,    17.00000,   306.10000,    92.57715,   290.00000,   351.00000,   208.75076
    78.00000,    18.00000,   305.25000,    92.57715,    86.00000,   140.00000,   115.58046
    78.00000,    19.00000,   303.95000,    92.57715,    21.00000,    25.00000,    23.17905
    78.00000,    20.00000,   302.70000,    92.57715,     0.00000,     0.00000,     0.00000
    78.00000,    21.00000,   301.60000,    92.57715,     0.00000,     0.00000,     0.00000
    78.00000,    22.00000,   300.45000,    92.57715,     0.00000,     0.00000,     0.00000
    78.00000,    23.00000,   299.30000,    92.57715,     0.00000,     0.00000,     0.00000
    78.00000,     0.00000,   298.20000,    92.57715,     0.00000,     0.00000,     0.00000
    79.00000,     1.00000,   297.05000,    92.57715,     0.00000,     0.00000,     0.00000
    79.00000,     2.00000,   295.90000,    92.57715,     0.00000,     0.00000,     0.00000
    79.00000,     3.00000,   294.75000,    92.57715,     0.00000,     0.00000,     0.00000
    79.00000,     4.00000,   293.55000,    92.57715,     0.00000,     0.00000,     0.00000
    79.00000,     5.00000,   292.35000,    92.57715,     0.00000,     0.00000,     0.00000
    79.00000,     6.00000,   291.15000,    92.57715,     0.00000,     0.00000,     0.00000
    79.00000,     7.00000,   289.95000,    92.57715,     0.00000,     0.00000,     0.00000
    79.00000,     8.00000,   290.60000,    92.57715,   169.00000,    99.00000,    68.15446
    79.00000,     9.00000,   292.55000,    92.57715,   115.00000,   221.00000,   175.08375
    79.00000,    10.00000,   294.50000,    92.57715,   373.00000,   463.00000,   243.27431
    79.00000,    11.00000,   297.05000,    92.57715,   578.00000,   669.00000,   241.85884
    79.00000,    12.00000,   299.25000,    92.57715,   497.00000,   732.00000,   315.10659
    79.00000,    13.00000,   300.85000,    92.57715,   506.00000,   784.00000,   337.84065
    79.00000,    14.00000,   302.10000,    92.57715,   583.00000,   807.00000,   302.80524
    79.00000,    15.00000,   302.90000,    92.57715,   575.00000,   714.00000,   260.18541
    79.00000,    16.00000,   303.10000,    92.57715,   526.00000,   564.00000,   216.77006
    79.00000,    17.00000,   302.70000,    92.57715,   516.00000,   411.00000,   160.07059
    79.00000,    18.00000,   301.55000,    92.57715,   100.00000,   138.00000,   110.04176
    79.00000,    19.00000,   299.85000,    92.57715,    85.00000,    34.00000,    26.81829
    79.00000,    20.00000,   298.50000,    92.57715,     0.00000,     0.00000,     0.00000
    79.00000,    21.00000,   297.55000,    92.57715,     0.00000,     0.00000,     0.00000
    79.00000,    22.00000,   296.60000,    92.57715,     0.00000,     0.00000,     0.00000
    79.00000,    23.00000,   295.65000,    92.57715,     0.00000,     0.00000,     0.00000
    79.00000,     0.00000,   294.70000,    92.57715,     0.00000,     0.00000,     0.00000
    80.00000,     1.00000,   293.90000,    92.57715,     0.00000,     0.00000,     0.00000
    80.00000,     2.00000,   293.15000,    92.57715,     0.00000,     0.00000,     0.00000
    80.00000,     3.00000,   292.35000,    92.57715,     0.00000,     0.00000,     0.00000
    80.00000,     4.00000,   291.60000,    92.57715,     0.00000,     0.00000,     0.00000
    80.00000,     5.00000,   290.85000,    92.57715,     0.00000,     0.00000,     0.00000
    80.00000,     6.00000,   290.10000,    92.57715,     0.00000,     0.00000,     0.00000
    80.00000,     7.00000,   289.35000,    92.57715,     0.00000,     0.00000,     0.00000
    80.00000,     8.00000,   290.35000,    92.57715,   326.00000,   112.00000,    53.19255
    80.00000,     9.00000,   293.10000,    92.57715,   579.00000,   330.00000,   100.10783
    80.00000,    10.00000,   295.80000,    92.57715,   745.00000,   552.00000,   114.91684
    80.00000,    11.00000,   298.40000,    92.57715,   803.00000,   735.00000,   143.68468
    80.00000,    12.00000,   300.75000,    92.57715,   866.00000,   864.00000,   140.08403
    80.00000,    13.00000,   302.65000,    92.57715,   880.00000,   919.00000,   145.87715
    80.00000,    14.00000,   304.00000,    92.57715,   849.00000,   896.00000,   164.72880
    80.00000,    15.00000,   304.85000,    92.57715,   879.00000,   840.00000,   149.58501
    80.00000,    16.00000,   305.10000,    92.57715,   729.00000,   635.00000,   156.71215
    80.00000,    17.00000,   304.65000,    92.57715,   751.00000,   479.00000,   116.98334
    80.00000,    18.00000,   303.35000,    92.57715,   277.00000,   183.00000,   106.77198
    80.00000,    19.00000,   301.40000,    92.57715,     0.00000,    18.00000,    18.00000
    80.00000,    20.00000,   299.95000,    92.57715,     0.00000,     0.00000,     0.00000
    80.00000,    21.00000,   299.20000,    92.57715,     0.00000,     0.00000,     0.00000
    80.00000,    22.00000,   298.50000,    92.57715,     0.00000,     0.00000,     0.00000
    80.00000,    23.00000,   297.75000,    92.57715,     0.00000,     0.00000,     0.00000
    80.00000,     0.00000,   297.00000,    92.57715,     0.00000,     0.00000,     0.00000
    81.00000,     1.00000,   296.35000,    92.57715,     0.00000,     0.00000,     0.00000
    81.00000,     2.00000,   295.75000,    92.57715,     0.00000,     0.00000,     0.00000
    81.00000,     3.00000,   295.15000,    92.57715,     0.00000,     0.00000,     0.00000
    81.00000,     4.00000,   294.55000,    92.57715,     0.00000,     0.00000,     0.00000
    81.00000,     5.00000,   293.95000,    92.57715,     0.00000,     0.00000,     0.00000
    81.00000,     6.00000,   293.35000,    92.57715,     0.00000,     0.00000,     0.00000
    81.00000,     7.00000,   292.75000,    92.57715,     0.00000,     0.00000,     0.00000
    81.00000,     8.00000,   293.95000,    92.57715,   366.00000,   119.00000,    53.75374
    81.00000,     9.00000,   297.00000,    92.57715,   690.00000,   373.00000,   100.57291
    81.00000,    10.00000,   299.85000,    92.57715,   708.00000,   550.00000,   136.32798
    81.00000,    11.00000,   302.40000,    92.57715,   835.00000,   742.00000,   129.32794
    81.00000,    12.00000,   304.60000,    92.57715,   798.00000,   839.00000,   174.26113
    81.00000,    13.00000,   306.30000,    92.57715,   808.00000,   891.00000,   183.74231
    81.00000,    14.00000,   307.50000,    92.57715,   715.00000,   843.00000,   229.67734
    81.00000,    15.00000,   308.20000,    92.57715,   745.00000,   765.00000,   182.68906
    81.00000,    16.00000,   308.35000,    92.57715,   760.00000,   624.00000,   128.47685
    81.00000,    17.00000,   307.85000,    92.57715,   790.00000,   449.00000,    71.56677
    81.00000,    18.00000,   306.65000,    92.57715,   642.00000,   223.00000,    49.16057
    81.00000,    19.00000,   304.85000,    92.57715,     0.00000,    21.00000,    21.00000
    81.00000,    20.00000,   303.35000,    92.57715,     0.00000,     0.00000,     0.00000
    81.00000,    21.00000,   302.40000,    92.57715,     0.00000,     0.00000,     0.00000
    81.00000,    22.00000,   301.45000,    92.57715,     0.00000,     0.00000,     0.00000
    81.00000,    23.00000,   300.50000,    92.57715,     0.00000,     0.00000,     0.00000
    81.00000,     0.00000,   299.55000,    92.57715,     0.00000,     0.00000,     0.00000
    82.00000,     1.00000,   298.65000,    92.57715,     0.00000,     0.00000,     0.00000
    82.00000,     2.00000,   297.85000,    92.57715,     0.00000,     0.00000,     0.00000
    82.00000,     3.00000,   297.00000,    92.57715,     0.00000,     0.00000,     0.00000
    82.00000,     4.00000,   296.15000,    92.57715,     0.00000,     0.00000,     0.00000
    82.00000,     5.00000,   295.30000,    92.57715,     0.00000,     0.00000,     0.00000
    82.00000,     6.00000,   294.45000,    92.57715,     0.00000,     0.00000,     0.00000
    82.00000,     7.00000,   293.60000,    92.57715,     0.00000,     0.00000,     0.00000
    82.00000,     8.00000,   294.20000,    92.57715,    98.00000,    87.00000,    69.73731
    82.00000,     9.00000,   296.00000,    92.57715,   122.00000,   219.00000,   171.10454
    82.00000,    10.00000,   298.20000,    92.57715,   588.00000,   514.00000,   171.86762
    82.00000,    11.00000,   300.95000,    92.57715,   644.00000,   700.00000,   229.19252
    82.00000,    12.00000,   302.80000,    92.57715,   283.00000,   620.00000,   385.09684
    82.00000,    13.00000,   303.70000,    92.57715,   205.00000,   610.00000,   431.22986
    82.00000,    14.00000,   304.20000,    92.57715,   160.00000,   559.00000,   422.32575
    82.00000,    15.00000,   304.35000,    92.57715,   139.00000,   478.00000,   369.89196
    82.00000,    16.00000,   304.20000,    92.57715,   181.00000,   430.00000,   312.73285
    82.00000,    17.00000,   303.60000,    92.57715,   105.00000,   263.00000,   213.28754
    82.00000,    18.00000,   302.45000,    92.57715,     0.00000,    81.00000,    81.00000
    82.00000,    19.00000,   301.05000,    92.57715,     0.00000,    12.00000,    12.00000
    82.00000,    20.00000,   300.00000,    92.57715,     0.00000,     0.00000,     0.00000
    82.00000,    21.00000,   299.30000,    92.57715,     0.00000,     0.00000,     0.00000
    82.00000,    22.00000,   298.60000,    92.57715,     0.00000,     0.00000,     0.00000
    82.00000,    23.00000,   297.90000,    92.57715,     0.00000,     0.00000,     0.00000
    82.00000,     0.00000,   297.20000,    92.57715,     0.00000,     0.00000,     0.00000
    83.00000,     1.00000,   296.60000,    92.57715,     0.00000,     0.00000,     0.00000
    83.00000,     2.00000,   296.10000,    92.57715,     0.00000,     0.00000,     0.00000
    83.00000,     3.00000,   295.60000,    92.57715,     0.00000,     0.00000,     0.00000
    83.00000,     4.00000,   295.10000,    92.57715,     0.00000,     0.00000,     0.00000
    83.00000,     5.00000,   294.60000,    92.57715,     0.00000,     0.00000,     0.00000
    83.00000,     6.00000,   294.10000,    92.57715,     0.00000,     0.00000,     0.00000
    83.00000,     7.00000,   293.60000,    92.57715,     0.00000,     0.00000,     0.00000
    83.00000,     8.00000,   293.95000,    92.57715,     0.00000,    49.00000,    49.00000
    83.00000,     9.00000,   295.85000,    92.57715,   311.00000,   273.00000,   151.60379
    83.00000,    10.00000,   298.25000,    92.57715,   352.00000,   435.00000,   231.04612
    83.00000,    11.00000,   300.15000,    92.57715,   212.00000,   513.00000,   358.58590
    83.00000,    12.00000,   301.60000,    92.57715,   229.00000,   588.00000,   398.60500
    83.00000,    13.00000,   302.90000,    92.57715,   331.00000,   690.00000,   402.44661
    83.00000,    14.00000,   304.05000,    92.57715,   428.00000,   720.00000,   355.94569
    83.00000,    15.00000,   304.65000,    92.57715,   209.00000,   527.00000,   365.26585
    83.00000,    16.00000,   304.40000,    92.57715,    50.00000,   322.00000,   289.81341
    83.00000,    17.00000,   303.65000,    92.57715,   101.00000,   258.00000,   210.61950
    83.00000,    18.00000,   302.65000,    92.57715,    13.00000,    99.00000,    95.59538
    83.00000,    19.00000,   301.40000,    92.57715,     0.00000,    18.00000,    18.00000
    83.00000,    20.00000,   300.40000,    92.57715,     0.00000,     0.00000,     0.00000
    83.00000,    21.00000,   299.65000,    92.57715,     0.00000,     0.00000,     0.00000
    83.00000,    22.00000,   298.90000,    92.57715,     0.00000,     0.00000,     0.00000
    83.00000,    23.00000,   298.20000,    92.57715,     0.00000,     0.00000,     0.00000
    83.00000,     0.00000,   297.50000,    92.57715,     0.00000,     0.00000,     0.00000
    84.00000,     1.00000,   296.80000,    92.57715,     0.00000,     0.00000,     0.00000
    84.00000,     2.00000,   296.05000,    92.57715,     0.00000,     0.00000,     0.00000
    84.00000,     3.00000,   295.25000,    92.57715,     0.00000,     0.00000,     0.00000
    84.00000,     4.00000,   294.45000,    92.57715,     0.00000,     0.00000,     0.00000
    84.00000,     5.00000,   293.65000,    92.57715,     0.00000,     0.00000,     0.00000
    84.00000,     6.00000,   292.85000,    92.57715,     0.00000,     0.00000,     0.00000
    84.00000,     7.00000,   292.10000,    92.57715,     0.00000,     0.00000,     0.00000
    84.00000,     8.00000,   293.35000,    92.57715,   330.00000,   130.00000,    73.26578
    84.00000,     9.00000,   295.90000,    92.57715,   362.00000,   284.00000,   143.51191
    84.00000,    10.00000,   297.70000,    92.57715,   298.00000,   417.00000,   245.06825
    84.00000,    11.00000,   299.65000,    92.57715,   490.00000,   621.00000,   265.43553
