 TIME                    	LPT3pin                  	LPT2pin                  	LPT1pin                  	LPT3mout                 	LPT2mout                 	LPT1mout                 	
  +8.3375000000000000E+01	  +3.5299355086179179E-01	  +1.7579991819177194E+00	  +4.6359894637395200E+00	  +2.3098887470823684E+04	  +5.5127462921260820E+04	  +5.9660161891578195E+04	
  +8.3500000000000000E+01	  +3.5404691955331680E-01	  +1.7650458533234561E+00	  +4.6551668567492301E+00	  +2.3291050170188199E+04	  +5.5350452516385463E+04	  +5.9908795213027159E+04	
  +8.3625000000000000E+01	  +3.5557204313159740E-01	  +1.7726518166964365E+00	  +4.6758082546396640E+00	  +2.3497196049867289E+04	  +5.5588542174541930E+04	  +6.0175734536175456E+04	
  +8.3750000000000000E+01	  +3.5683369812104587E-01	  +1.7778486406747795E+00	  +4.6901552654847034E+00	  +2.3637585923236078E+04	  +5.5751796331247839E+04	  +6.0353934614100835E+04	
  +8.3875000000000000E+01	  +3.5817119224825050E-01	  +1.7814243082346144E+00	  +4.6988396379485176E+00	  +2.3786047931709923E+04	  +5.5868649802928587E+04	  +6.0468946506613902E+04	
  +8.4000000000000000E+01	  +3.5864153799664189E-01	  +1.7839406050504549E+00	  +4.7060496249142325E+00	  +2.3838167925918682E+04	  +5.5947306894093970E+04	  +6.0562968398730249E+04	
  +8.4125000000000000E+01	  +3.6139797585281469E-01	  +1.7887404915445675E+00	  +4.7171458974728493E+00	  +2.4137814681972162E+04	  +5.6089063593706320E+04	  +6.0702385971224750E+04	
  +8.4250000000000000E+01	  +3.6531853551222160E-01	  +1.7927467425698955E+00	  +4.7250979850861237E+00	  +2.4558826927422106E+04	  +5.6189379324967500E+04	  +6.0799068330024304E+04	
  +8.4375000000000000E+01	  +3.6977303932090377E-01	  +1.7975545429768383E+00	  +4.7343335124666766E+00	  +2.5035319632707971E+04	  +5.6318539713700455E+04	  +6.0910465935751308E+04	
  +8.4500000000000000E+01	  +3.7398192951502929E-01	  +1.8013968177354744E+00	  +4.7414866281786558E+00	  +2.5482065335642055E+04	  +5.6413768719437154E+04	  +6.0996064469054036E+04	
  +8.4625000000000000E+01	  +3.7669872540434246E-01	  +1.8049801617431427E+00	  +4.7489534842437235E+00	  +2.5770344805184632E+04	  +5.6515214140458163E+04	  +6.1087855516872420E+04	
  +8.4750000000000000E+01	  +3.7744437599057379E-01	  +1.8074128118011745E+00	  +4.7543810130227229E+00	  +2.5850544535592344E+04	  +5.6590991851185339E+04	  +6.1155558886921724E+04	
  +8.4875000000000000E+01	  +3.7805968104272486E-01	  +1.8096442764837486E+00	  +4.7616259962640992E+00	  +2.5916656773759820E+04	  +5.6664030857302998E+04	  +6.1251738702429800E+04	
  +8.5000000000000000E+01	  +3.7872444615180095E-01	  +1.8125053020965751E+00	  +4.7688300858782355E+00	  +2.5988014836053742E+04	  +5.6748395621910531E+04	  +6.1343705759679928E+04	
  +8.5125000000000000E+01	  +3.8000032233341619E-01	  +1.8150636692495321E+00	  +4.7752220647123353E+00	  +2.6120537789516453E+04	  +5.6827601000052498E+04	  +6.1425191889497517E+04	
  +8.5250000000000000E+01	  +3.8172181957327644E-01	  +1.8177996260113858E+00	  +4.7807511247077867E+00	  +2.6296247122328386E+04	  +5.6899668219396015E+04	  +6.1492687810977062E+04	
  +8.5375000000000000E+01	  +3.8311192482550760E-01	  +1.8179940734454825E+00	  +4.7799796527777101E+00	  +2.6436232667431526E+04	  +5.6893423484532934E+04	  +6.1482178011527685E+04	
  +8.5500000000000000E+01	  +3.8563128887380760E-01	  +1.8231218147563206E+00	  +4.7924803328564245E+00	  +2.6696173343851271E+04	  +5.7043945280409302E+04	  +6.1638157407620718E+04	
  +8.5625000000000000E+01	  +3.8588149952747897E-01	  +1.8231218147563206E+00	  +4.7903465145713211E+00	  +2.6718579416677137E+04	  +5.7043945280409302E+04	  +6.1606534739025905E+04	
  +8.5750000000000000E+01	  +3.8701081511016289E-01	  +1.8264215440602014E+00	  +4.8006158351434385E+00	  +2.6838564198896536E+04	  +5.7142464589790980E+04	  +6.1741450548576453E+04	
  +8.5875000000000000E+01	  +3.8693759813012951E-01	  +1.8264215440602014E+00	  +4.7988967208135236E+00	  +2.6830790875900446E+04	  +5.7142464589790980E+04	  +6.1716233770581981E+04	
  +8.6000000000000000E+01	  +3.8796593174009636E-01	  +1.8295602630305432E+00	  +4.8089448407981159E+00	  +2.6939896050734831E+04	  +5.7238650371032840E+04	  +6.1846131165400555E+04	
  +8.6125000000000000E+01	  +3.8724503568325824E-01	  +1.8295602630305432E+00	  +4.8081560106919570E+00	  +2.6864336140323969E+04	  +5.7238650371032840E+04	  +6.1837517930836177E+04	
  +8.6250000000000000E+01	  +3.8861303486558474E-01	  +1.8341527473795649E+00	  +4.8205786096085932E+00	  +2.7011190101823868E+04	  +5.7384597210790089E+04	  +6.1997548156136036E+04	
  +8.6375000000000000E+01	  +3.8774170122532303E-01	  +1.8338599884307474E+00	  +4.8181580225010725E+00	  +2.6920657278560811E+04	  +5.7375007203950459E+04	  +6.1963327096699461E+04	
  +8.6500000000000000E+01	  +3.8839031281757030E-01	  +1.8364678120911422E+00	  +4.8273197091564422E+00	  +2.6991213221819733E+04	  +5.7466462458516609E+04	  +6.2086181297391166E+04	
  +8.6625000000000000E+01	  +3.8839031281757030E-01	  +1.8359038624976862E+00	  +4.8257779523810376E+00	  +2.6991213221819733E+04	  +5.7450029520640775E+04	  +6.2066222914651371E+04	
  +8.6750000000000000E+01	  +3.8817099659180310E-01	  +1.8361031656555302E+00	  +4.8259341281210419E+00	  +2.6968879824942007E+04	  +5.7450029520640775E+04	  +6.2067431222765801E+04	
  +8.6875000000000000E+01	  +3.8960435292617263E-01	  +1.8406304012824963E+00	  +4.8389465571236858E+00	  +2.7120621415639660E+04	  +5.7589905611417526E+04	  +6.2234614025500145E+04	
  +8.7000000000000000E+01	  +3.8902379412332361E-01	  +1.8406304012824963E+00	  +4.8379740349524214E+00	  +2.7059196008877647E+04	  +5.7589905611417526E+04	  +6.2222585499537316E+04	
  +8.7125000000000000E+01	  +3.8968840642889274E-01	  +1.8436313953917898E+00	  +4.8462326863260721E+00	  +2.7132911931359096E+04	  +5.7692216822937844E+04	  +6.2329609352530271E+04	
  +8.7250000000000000E+01	  +3.8834960767057253E-01	  +1.8429647198473240E+00	  +4.8445843121077710E+00	  +2.6998043933207045E+04	  +5.7675039064735640E+04	  +6.2307018696081701E+04	
  +8.7375000000000000E+01	  +3.8817706658819123E-01	  +1.8457770308966017E+00	  +4.8534592331908586E+00	  +2.6986570888045691E+04	  +5.7768075947446254E+04	  +6.2426005249115777E+04	
  +8.7500000000000000E+01	  +3.8698433621464395E-01	  +1.8450523737560096E+00	  +4.8516730733481319E+00	  +2.6866969625005357E+04	  +5.7750699434319904E+04	  +6.2403290856718035E+04	
  +8.7625000000000000E+01	  +3.8743231067013695E-01	  +1.8482440193553953E+00	  +4.8616950494403612E+00	  +2.6917849823431123E+04	  +5.7858078363193825E+04	  +6.2535738338470823E+04	
  +8.7750000000000000E+01	  +3.8732568754625890E-01	  +1.8477548264928716E+00	  +4.8598295426181686E+00	  +2.6906550627630593E+04	  +5.7838205257571899E+04	  +6.2510484735988983E+04	
  +8.7875000000000000E+01	  +3.8789761110329013E-01	  +1.8501740779528388E+00	  +4.8667003259250556E+00	  +2.6967140123258414E+04	  +5.7918601079637869E+04	  +6.2599965304966165E+04	
  +8.8000000000000000E+01	  +3.8789761110329013E-01	  +1.8501740779528388E+00	  +4.8667548509871219E+00	  +2.6967140123258414E+04	  +5.7918601079637869E+04	  +6.2600785146881906E+04	
  +8.8125000000000000E+01	  +3.8875050871121491E-01	  +1.8497831133393043E+00	  +4.8666484770020997E+00	  +2.7053230559199659E+04	  +5.7901419734890980E+04	  +6.2601420309315035E+04	
  +8.8250000000000000E+01	  +3.9036570917587576E-01	  +1.8503984146384187E+00	  +4.8663856870336080E+00	  +2.7215593660649138E+04	  +5.7904569363877024E+04	  +6.2597160448576586E+04	
  +8.8375000000000000E+01	  +3.9352392253225232E-01	  +1.8556835544968104E+00	  +4.8782068737427355E+00	  +2.7540147660704661E+04	  +5.8055801710221174E+04	  +6.2738492493289974E+04	
  +8.8500000000000000E+01	  +3.9492482958429725E-01	  +1.8559711789706399E+00	  +4.8791806613635220E+00	  +2.7679133028657579E+04	  +5.8055475297253135E+04	  +6.2756125830588928E+04	
  +8.8625000000000000E+01	  +3.9575887112437530E-01	  +1.8569659724906360E+00	  +4.8800557242862679E+00	  +2.7762568736668363E+04	  +5.8088068153352469E+04	  +6.2761948456456390E+04	
  +8.8750000000000000E+01	  +3.9607373763735593E-01	  +1.8571107527478647E+00	  +4.8801748586639659E+00	  +2.7795607299108957E+04	  +5.8092490929056490E+04	  +6.2762911534874831E+04	
  +8.8875000000000000E+01	  +3.9607373763735593E-01	  +1.8572785088953057E+00	  +4.8776498689123899E+00	  +2.7795607299108957E+04	  +5.8092490929056490E+04	  +6.2723977002730593E+04	
  +8.9000000000000000E+01	  +3.9610557584805933E-01	  +1.8573779720847639E+00	  +4.8777458346811953E+00	  +2.7798947319814080E+04	  +5.8093550760491758E+04	  +6.2724850718166330E+04	
  +8.9125000000000000E+01	  +4.0259256849253011E-01	  +1.8624269838364207E+00	  +4.8859583381105889E+00	  +2.8399691065752395E+04	  +5.8216985708344604E+04	  +6.2819445518807632E+04	
  +8.9250000000000000E+01	  +4.1302529889828271E-01	  +1.8612337591452193E+00	  +4.8744437645966672E+00	  +2.9324413577963431E+04	  +5.8096705118450904E+04	  +6.2649485415568837E+04	
  +8.9375000000000000E+01	  +4.2191397926123425E-01	  +1.8525643734979280E+00	  +4.8425066564156340E+00	  +3.0076508899898588E+04	  +5.7748556911830667E+04	  +6.2214219954306682E+04	
  +8.9500000000000000E+01	  +4.3055255945636900E-01	  +1.8452128756931070E+00	  +4.8116255671860486E+00	  +3.0791454234055262E+04	  +5.7441734824734129E+04	  +6.1799749988271549E+04	
  +8.9625000000000000E+01	  +4.3370832538264842E-01	  +1.8352413329804931E+00	  +4.7817343936852748E+00	  +3.1025073961087372E+04	  +5.7088360122524238E+04	  +6.1401302789961017E+04	
  +8.9750000000000000E+01	  +4.3203118708928712E-01	  +1.8287720359805852E+00	  +4.7630537727550495E+00	  +3.0852317865834379E+04	  +5.6888275893257713E+04	  +6.1169293246981368E+04	
  +8.9875000000000000E+01	  +4.3176085654909724E-01	  +1.8287085821606253E+00	  +4.7645070899859894E+00	  +3.0824444333478565E+04	  +5.6886185336498893E+04	  +6.1185524628141233E+04	
  +9.0000000000000000E+01	  +4.3007116348346131E-01	  +1.8242022970378200E+00	  +4.7517252325635635E+00	  +3.0650045015566506E+04	  +5.6752968789885017E+04	  +6.1022670242757507E+04	
  +9.0125000000000000E+01	  +4.3146110842411417E-01	  +1.8246259296759153E+00	  +4.7531392770133376E+00	  +3.0778869646504289E+04	  +5.6756113388722995E+04	  +6.1040367001991217E+04	
  +9.0250000000000000E+01	  +4.3135607523159997E-01	  +1.8186456669397060E+00	  +4.7353290575089728E+00	  +3.0738438605623425E+04	  +5.6567643871689463E+04	  +6.0809253917805501E+04	
  +9.0375000000000000E+01	  +4.3113564181154657E-01	  +1.8156247185629903E+00	  +4.7262153605006896E+00	  +3.0685695832782229E+04	  +5.6462046586672477E+04	  +6.0687662494473872E+04	
  +9.0500000000000000E+01	  +4.3161920715422497E-01	  +1.8125076189512148E+00	  +4.7168831823401227E+00	  +3.0705428720180229E+04	  +5.6355520319917960E+04	  +6.0564710512472127E+04	
  +9.0625000000000000E+01	  +4.3112488916574132E-01	  +1.8083031322904453E+00	  +4.7052694826013202E+00	  +3.0638961086835585E+04	  +5.6220810632310109E+04	  +6.0414502608070718E+04	
  +9.0750000000000000E+01	  +4.3047868330707073E-01	  +1.8046974538267080E+00	  +4.6963808577600599E+00	  +3.0571994450155533E+04	  +5.6100275187720195E+04	  +6.0298289752616736E+04	
  +9.0875000000000000E+01	  +4.3015881521328941E-01	  +1.8027734919849052E+00	  +4.6906291912469777E+00	  +3.0538829273592215E+04	  +5.6043605295915433E+04	  +6.0222785156845930E+04	
  +9.1000000000000000E+01	  +4.2915566894818752E-01	  +1.7996101235571758E+00	  +4.6826965327832566E+00	  +3.0434745267092196E+04	  +5.5949729718972216E+04	  +6.0120978716269252E+04	
  +9.1125000000000000E+01	  +4.2988452626704060E-01	  +1.7996101235571758E+00	  +4.6790618967406381E+00	  +3.0509422643003480E+04	  +5.5949729718972216E+04	  +6.0066845673376614E+04	
  +9.1250000000000000E+01	  +4.2891436652178827E-01	  +1.7943383631532741E+00	  +4.6686837532701704E+00	  +3.0406806240516551E+04	  +5.5770180364945380E+04	  +5.9941032834664758E+04	
  +9.1375000000000000E+01	  +4.3008132504307678E-01	  +1.7952664290828024E+00	  +4.6710209633196875E+00	  +3.0526001603096818E+04	  +5.5799227562640881E+04	  +5.9972484056146357E+04	
  +9.1500000000000000E+01	  +4.2978917652358040E-01	  +1.7916623605804323E+00	  +4.6592380618080673E+00	  +3.0493772318924806E+04	  +5.5682692679620945E+04	  +5.9814520708396762E+04	
  +9.1625000000000000E+01	  +4.3065880409065987E-01	  +1.7916623605804323E+00	  +4.6614423462916683E+00	  +3.0583009501023593E+04	  +5.5682692679620945E+04	  +5.9847440487091772E+04	
  +9.1750000000000000E+01	  +4.2903020551927057E-01	  +1.7870056407781998E+00	  +4.6471236389734836E+00	  +3.0414021451774253E+04	  +5.5528151072603127E+04	  +5.9658700777527491E+04	
  +9.1875000000000000E+01	  +4.2908365384364633E-01	  +1.7872949302388295E+00	  +4.6497054744549278E+00	  +3.0419572114043465E+04	  +5.5544673667719624E+04	  +5.9695920604374085E+04	
  +9.2000000000000000E+01	  +4.2838493344507561E-01	  +1.7843018163003894E+00	  +4.6409827656647940E+00	  +3.0346983871295513E+04	  +5.5445538619141626E+04	  +5.9581849135808799E+04	
  +9.2125000000000000E+01	  +4.3157481604358094E-01	  +1.7858668463270468E+00	  +4.6416758060843746E+00	  +3.0636626406588970E+04	  +5.5477353542297118E+04	  +5.9587096737157764E+04	
  +9.2250000000000000E+01	  +4.3613592482638441E-01	  +1.7813182031682346E+00	  +4.6240969961139973E+00	  +3.1025229573396424E+04	  +5.5299192610078397E+04	  +5.9350743453230738E+04	
  +9.2375000000000000E+01	  +4.4054807752341729E-01	  +1.7770664171003290E+00	  +4.6077718844529461E+00	  +3.1396112726682564E+04	  +5.5123129261629569E+04	  +5.9129305321092310E+04	
  +9.2500000000000000E+01	  +4.4498099939421315E-01	  +1.7728383152372447E+00	  +4.5914148552329896E+00	  +3.1766885153051029E+04	  +5.4946859166501759E+04	  +5.8907256845041069E+04	
  +9.2625000000000000E+01	  +4.4622243773793635E-01	  +1.7670873974308448E+00	  +4.5742770255650136E+00	  +3.1850911601882144E+04	  +5.4745837027128779E+04	  +5.8672136100982476E+04	
  +9.2750000000000000E+01	  +4.4447980626407474E-01	  +1.7629094929148710E+00	  +4.5626952396171356E+00	  +3.1671014691327946E+04	  +5.4613678049368144E+04	  +5.8531112058067956E+04	
  +9.2875000000000000E+01	  +4.4514044573782113E-01	  +1.7630741513143486E+00	  +4.5640879236987297E+00	  +3.1739251525332653E+04	  +5.4619125308666939E+04	  +5.8546242350253910E+04	
  +9.3000000000000000E+01	  +4.4364321747880842E-01	  +1.7569890603397040E+00	  +4.5472992471891898E+00	  +3.1584538655527209E+04	  +5.4432400972233649E+04	  +5.8334371021215105E+04	
  +9.3125000000000000E+01	  +4.5492633822662415E-01	  +1.7621576835193999E+00	  +4.5506643381053324E+00	  +3.2525131348826970E+04	  +5.4493656789118693E+04	  +5.8352471351323074E+04	
  +9.3250000000000000E+01	  +4.7273449691834091E-01	  +1.7504478195406881E+00	  +4.4997909715350008E+00	  +3.3877197067663161E+04	  +5.3951022829905953E+04	  +5.7650052030376981E+04	
  +9.3375000000000000E+01	  +4.8893531444354366E-01	  +1.7316599380566997E+00	  +4.4291505761575953E+00	  +3.5011904345716786E+04	  +5.3171681009309490E+04	  +5.6695785978489301E+04	
  +9.3500000000000000E+01	  +5.0557984306131509E-01	  +1.7135415915426004E+00	  +4.3602011205289832E+00	  +3.6136098006645523E+04	  +5.2408168980695176E+04	  +5.5758894937291625E+04	
  +9.3625000000000000E+01	  +5.0972500667627330E-01	  +1.6872104105182524E+00	  +4.2812020251395486E+00	  +3.6243837773253421E+04	  +5.1489643390637808E+04	  +5.4713434037192419E+04	
  +9.3750000000000000E+01	  +5.0514966955137386E-01	  +1.6712780818912301E+00	  +4.2395704300701276E+00	  +3.5769121497188265E+04	  +5.1001011394986890E+04	  +5.4189306403563569E+04	
  +9.3875000000000000E+01	  +5.0360617166739796E-01	  +1.6650265686699941E+00	  +4.2235030058623053E+00	  +3.5608523861110094E+04	  +5.0814219304520637E+04	  +5.3982921721242150E+04	
  +9.4000000000000000E+01	  +5.0084212302185804E-01	  +1.6554033812318629E+00	  +4.1997212288034564E+00	  +3.5320346747113428E+04	  +5.0520735279934313E+04	  +5.3670676014004981E+04	
  +9.4125000000000000E+01	  +4.9838417008203223E-01	  +1.6475813887020436E+00	  +4.1790623986803848E+00	  +3.5063846062049124E+04	  +5.0281849809672502E+04	  +5.3415546385609203E+04	
  +9.4250000000000000E+01	  +4.9544505216274048E-01	  +1.6392140429246216E+00	  +4.1578423680149417E+00	  +3.4756656833414643E+04	  +5.0031123930170950E+04	  +5.3144046121603620E+04	
  +9.4375000000000000E+01	  +4.9259775012190360E-01	  +1.6312037111833155E+00	  +4.1378453349212378E+00	  +3.4458238123035982E+04	  +4.9790535923807387E+04	  +5.2888596887825275E+04	
  +9.4500000000000000E+01	  +4.8983159497439593E-01	  +1.6234563804442705E+00	  +4.1185584291284130E+00	  +3.4167524676515277E+04	  +4.9558066943640224E+04	  +5.2642743014642401E+04	
  +9.4625000000000000E+01	  +4.8748788201612114E-01	  +1.6159844593978827E+00	  +4.0999161706829241E+00	  +3.3920267449103543E+04	  +4.9330504097345736E+04	  +5.2405704639479998E+04	
  +9.4750000000000000E+01	  +4.8582988993095599E-01	  +1.6091481803287144E+00	  +4.0821442664910643E+00	  +3.3744684397078177E+04	  +4.9118563698232756E+04	  +5.2179456529653500E+04	
  +9.4875000000000000E+01	  +4.8402796590356723E-01	  +1.6023147891710359E+00	  +4.0647137767794153E+00	  +3.3553500867384209E+04	  +4.8907990434613130E+04	  +5.1954659699953430E+04	
  +9.5000000000000000E+01	  +4.8233986642812476E-01	  +1.5960538261439703E+00	  +4.0482939361601566E+00	  +3.3374050302498727E+04	  +4.8714288719812059E+04	  +5.1743319746181936E+04	
  +9.5125000000000000E+01	  +4.8045731259771096E-01	  +1.5897526426867932E+00	  +4.0322052977522338E+00	  +3.3174141162754146E+04	  +4.8521760222158220E+04	  +5.1536934555856154E+04	
  +9.5250000000000000E+01	  +4.7841698116967063E-01	  +1.5836514678419897E+00	  +4.0167983875523392E+00	  +3.2957566032465053E+04	  +4.8337227033841620E+04	  +5.1339846447467651E+04	
  +9.5375000000000000E+01	  +4.7642686987619892E-01	  +1.5777301058385094E+00	  +4.0019131681416305E+00	  +3.2745873574596721E+04	  +4.8158241458702178E+04	  +5.1149738019637727E+04	
  +9.5500000000000000E+01	  +4.7449781336466823E-01	  +1.5720286017674237E+00	  +3.9875922780894753E+00	  +3.2540254408768909E+04	  +4.7986024988100915E+04	  +5.0966899696214721E+04	
  +9.5625000000000000E+01	  +4.7281901444537650E-01	  +1.5665346434061322E+00	  +3.9736995381739928E+00	  +3.2360471991254246E+04	  +4.7818188542418626E+04	  +5.0791330074540805E+04	
  +9.5750000000000000E+01	  +4.7145810557596873E-01	  +1.5614607915296053E+00	  +3.9605837892121465E+00	  +3.2213958644052189E+04	  +4.7661054958939050E+04	  +5.0623373295391488E+04	
  +9.5875000000000000E+01	  +4.7015019184096080E-01	  +1.5565239428509536E+00	  +3.9478010414785674E+00	  +3.2072920592940631E+04	  +4.7508364860345362E+04	  +5.0459227557176833E+04	
  +9.6000000000000000E+01	  +4.6888411833096394E-01	  +1.5517477989842594E+00	  +3.9354431587860557E+00	  +3.1936176698321986E+04	  +4.7360586156399942E+04	  +5.0300552945338335E+04	
  +9.6125000000000000E+01	  +4.6893286948985297E-01	  +1.5477352838727931E+00	  +3.9238838204782645E+00	  +3.1905481404349463E+04	  +4.7225678162418822E+04	  +5.0148676554606667E+04	
  +9.6250000000000000E+01	  +4.6985480320119477E-01	  +1.5426814125626045E+00	  +3.9084631478260272E+00	  +3.1932648943531385E+04	  +4.7048382334817419E+04	  +4.9946151675084366E+04	
  +9.6375000000000000E+01	  +4.7036171546880706E-01	  +1.5367659625186738E+00	  +3.8906858468043439E+00	  +3.1914014579526141E+04	  +4.6843333042042606E+04	  +4.9712559360470259E+04	
  +9.6500000000000000E+01	  +4.7130418725396933E-01	  +1.5313361594253687E+00	  +3.8741849529119321E+00	  +3.1941788568359596E+04	  +4.6652191227051022E+04	  +4.9494707592991945E+04	
  +9.6625000000000000E+01	  +4.7061452934830489E-01	  +1.5250625948541781E+00	  +3.8564925285363172E+00	  +3.1829101790081797E+04	  +4.6446654956566017E+04	  +4.9264830795706701E+04	
  +9.6750000000000000E+01	  +4.6884889170735655E-01	  +1.5194940079407417E+00	  +3.8421232085911128E+00	  +3.1636681407137763E+04	  +4.6270813726096902E+04	  +4.9077107700978602E+04	
  +9.6875000000000000E+01	  +4.6814695721811062E-01	  +1.5162342137587359E+00	  +3.8332814378325657E+00	  +3.1560060228872739E+04	  +4.6161090615021218E+04	  +4.8962276064867656E+04	
  +9.7000000000000000E+01	  +4.6678819800176186E-01	  +1.5114072525681190E+00	  +3.8206561062585238E+00	  +3.1411538999649325E+04	  +4.6020045505925198E+04	  +4.8798170249640098E+04	
  +9.7125000000000000E+01	  +4.6617873352609568E-01	  +1.5077971616712620E+00	  +3.8110198049967239E+00	  +3.1325559030125620E+04	  +4.5897630646213889E+04	  +4.8675722646317176E+04	
  +9.7250000000000000E+01	  +4.6540193325749801E-01	  +1.5030334227554130E+00	  +3.7981650731257046E+00	  +3.1201527107211434E+04	  +4.5744210139369425E+04	  +4.8509607245114938E+04	
  +9.7375000000000000E+01	  +4.6464671171289218E-01	  +1.4982674642412359E+00	  +3.7851876500709123E+00	  +3.1079262192396898E+04	  +4.5592095203377088E+04	  +4.8341646628227514E+04	
  +9.7500000000000000E+01	  +4.6394977104164437E-01	  +1.4936069457268952E+00	  +3.7724686717592419E+00	  +3.0962820818934109E+04	  +4.5443025846765078E+04	  +4.8176967189864641E+04	
  +9.7625000000000000E+01	  +4.6296494223684242E-01	  +1.4891299560490410E+00	  +3.7597463347743636E+00	  +3.0834068854401259E+04	  +4.5292194333490610E+04	  +4.8011135340271772E+04	
  +9.7750000000000000E+01	  +4.6199927758406029E-01	  +1.4853936538825789E+00	  +3.7494218795679166E+00	  +3.0727248841642784E+04	  +4.5173621369243752E+04	  +4.7877176890542876E+04	
  +9.7875000000000000E+01	  +4.6111002890591563E-01	  +1.4819331123928277E+00	  +3.7403320496782344E+00	  +3.0628750575072925E+04	  +4.5067368756849311E+04	  +4.7760263531950113E+04	
  +9.8000000000000000E+01	  +4.6020934301623145E-01	  +1.4784575574524357E+00	  +3.7313086425509061E+00	  +3.0528855898208109E+04	  +4.4960408124996582E+04	  +4.7644446284133082E+04	
  +9.8125000000000000E+01	  +4.5924150916697520E-01	  +1.4752002081425726E+00	  +3.7227753088619004E+00	  +3.0420691288356553E+04	  +4.4859996143782439E+04	  +4.7534742458235800E+04	
  +9.8250000000000000E+01	  +4.5814363961181420E-01	  +1.4715069977904325E+00	  +3.7142942439278830E+00	  +3.0297214436291528E+04	  +4.4766734364545468E+04	  +4.7425856545716539E+04	
  +9.8375000000000000E+01	  +4.5704896392948086E-01	  +1.4681729748475911E+00	  +3.7059062313665727E+00	  +3.0173882258703779E+04	  +4.4665899613007357E+04	  +4.7320563857387868E+04	
  +9.8500000000000000E+01	  +4.5606055393207029E-01	  +1.4653147639534292E+00	  +3.6983411162910484E+00	  +3.0062206872029965E+04	  +4.4569603708826799E+04	  +4.7223970020505629E+04	
  +9.8625000000000000E+01	  +4.5519563810766489E-01	  +1.4622312702912541E+00	  +3.6905053292141963E+00	  +2.9964854769556572E+04	  +4.4476094809415677E+04	  +4.7123788462567754E+04	
  +9.8750000000000000E+01	  +4.5447841330451189E-01	  +1.4597625813708333E+00	  +3.6833510589900476E+00	  +2.9884596424783507E+04	  +4.4392594691717735E+04	  +4.7030239678119025E+04	
  +9.8875000000000000E+01	  +4.5381418554755504E-01	  +1.4570296358860884E+00	  +3.6763263636597050E+00	  +2.9810189104545600E+04	  +4.4309911488947961E+04	  +4.6940239661012172E+04	
  +9.9000000000000000E+01	  +4.5314990126078208E-01	  +1.4544330474777767E+00	  +3.6695663124681333E+00	  +2.9735698489268871E+04	  +4.4229956690466606E+04	  +4.6853429727666902E+04	
  +9.9125000000000000E+01	  +4.5257709431635318E-01	  +1.4519885275121818E+00	  +3.6631665674429175E+00	  +2.9668655966105762E+04	  +4.4154568421269265E+04	  +4.6771164584418300E+04	
  +9.9250000000000000E+01	  +4.5203388121912969E-01	  +1.4494776572106141E+00	  +3.6566286547810245E+00	  +2.9602112662864165E+04	  +4.4076944299712057E+04	  +4.6687204839407859E+04	
  +9.9375000000000000E+01	  +4.5151340145152719E-01	  +1.4470641622870282E+00	  +3.6502418808042623E+00	  +2.9538046641789719E+04	  +4.4001637541867880E+04	  +4.6604949796116343E+04	
  +9.9500000000000000E+01	  +4.5101100526959426E-01	  +1.4447230735221024E+00	  +3.6440357096100424E+00	  +2.9475941396926817E+04	  +4.3928458342360274E+04	  +4.6524995690030541E+04	
  +9.9625000000000000E+01	  +4.5047626337324070E-01	  +1.4424534153139348E+00	  +3.6380122149438341E+00	  +2.9412897295281746E+04	  +4.3857446095742351E+04	  +4.6447379793881773E+04	
  +9.9750000000000000E+01	  +4.4993996966036903E-01	  +1.4403593065308313E+00	  +3.6324492603889516E+00	  +2.9352400224505764E+04	  +4.3792159594918492E+04	  +4.6375686018484928E+04	
  +9.9875000000000000E+01	  +4.4943119519472452E-01	  +1.4383559866405682E+00	  +3.6272002137605983E+00	  +2.9294958817319006E+04	  +4.3730274458399195E+04	  +4.6308202213633216E+04	
  +1.0000000000000000E+02	  +4.4893419290595488E-01	  +1.4363949488973911E+00	  +3.6220898179703345E+00	  +2.9238800479218160E+04	  +4.3669830820828400E+04	  +4.6242564818157633E+04	
  +1.0012500000000000E+02	  +4.4893419290595488E-01	  +1.4345223679349710E+00	  +3.6171963661963651E+00	  +2.9238800479218160E+04	  +4.3612078320004075E+04	  +4.6179682520989802E+04	
  +1.0025000000000000E+02	  +4.4852076949780423E-01	  +1.4322761043432430E+00	  +3.6112636240160794E+00	  +2.9191309029701071E+04	  +4.3541603756458382E+04	  +4.6103300660778776E+04	
  +1.0037500000000000E+02	  +4.4897206148042357E-01	  +1.4325879157933292E+00	  +3.6123034142621555E+00	  +2.9241846137250006E+04	  +4.3549903234732505E+04	  +4.6117179506800712E+04	
  +1.0050000000000000E+02	  +4.4831280268743612E-01	  +1.4287073296858739E+00	  +3.6016089382516343E+00	  +2.9166789316810718E+04	  +4.3420874254250208E+04	  +4.5978479018728867E+04	
  +1.0062500000000000E+02	  +4.4863880025122232E-01	  +1.4290408917862671E+00	  +3.6033218284929682E+00	  +2.9203422696479196E+04	  +4.3439101192512942E+04	  +4.6002424543774439E+04	
  +1.0075000000000000E+02	  +4.4785169225660471E-01	  +1.4260933203385249E+00	  +3.5949405715388112E+00	  +2.9114341013306435E+04	  +4.3336253450878510E+04	  +4.5893162286870494E+04	
