 TIME                    	LPT3pin                  	LPT2pin                  	LPT1pin                  	LPT3mout                 	LPT2mout                 	LPT1mout                 	
  +4.0500000000000000E+01	  +4.2094846123814467E-01	  +1.7210933142080653E+00	  +4.4681840683537164E+00	  +2.9472931118087017E+04	  +5.3432214324344975E+04	  +5.7344715352446801E+04	
  +4.0625000000000000E+01	  +4.2094846123814467E-01	  +1.7216029977460430E+00	  +4.4688500007738465E+00	  +2.9472931118087017E+04	  +5.3445755969725411E+04	  +5.7351792192013265E+04	
  +4.0750000000000000E+01	  +4.2102889228890100E-01	  +1.7218603926951428E+00	  +4.4694927430360503E+00	  +2.9479332425980436E+04	  +5.3450175710760603E+04	  +5.7359984150920624E+04	
  +4.0875000000000000E+01	  +4.2114100565190354E-01	  +1.7221391155952073E+00	  +4.4679464042779529E+00	  +2.9491120202607071E+04	  +5.3458728651912541E+04	  +5.7335060572973292E+04	
  +4.1000000000000000E+01	  +4.2116579070716909E-01	  +1.7224761988947741E+00	  +4.4674717659966792E+00	  +2.9493725930190107E+04	  +5.3468952647110375E+04	  +5.7325948234149007E+04	
  +4.1125000000000000E+01	  +4.2124585353155242E-01	  +1.7216983508388928E+00	  +4.4663490910276229E+00	  +2.9502142651222643E+04	  +5.3443071026430938E+04	  +5.7313546848664919E+04	
  +4.1250000000000000E+01	  +4.2028758074633188E-01	  +1.7215194068223589E+00	  +4.4666384598171947E+00	  +2.9408605330612034E+04	  +5.3436516108047370E+04	  +5.7318947689936693E+04	
  +4.1375000000000000E+01	  +4.1974187403364721E-01	  +1.7213641636670307E+00	  +4.4664273853808956E+00	  +2.9356005288566968E+04	  +5.3432785174144068E+04	  +5.7316668249826238E+04	
  +4.1500000000000000E+01	  +4.1921370857671725E-01	  +1.7211721590608811E+00	  +4.4657773669966225E+00	  +2.9305225429962997E+04	  +5.3432785174144068E+04	  +5.7307986828209388E+04	
  +4.1625000000000000E+01	  +4.1921370857671725E-01	  +1.7209662226544939E+00	  +4.4652358721453940E+00	  +2.9305225429962997E+04	  +5.3430383228234066E+04	  +5.7301021935938152E+04	
  +4.1750000000000000E+01	  +4.1898681313131592E-01	  +1.7205831770692379E+00	  +4.4641064781733073E+00	  +2.9283743220636439E+04	  +5.3421989175416922E+04	  +5.7286225314359763E+04	
  +4.1875000000000000E+01	  +4.1899167573980312E-01	  +1.7202017049066793E+00	  +4.4661749507286688E+00	  +2.9284255434176695E+04	  +5.3411222032128077E+04	  +5.7319613629450309E+04	
  +4.2000000000000000E+01	  +4.1892248100522633E-01	  +1.7196763037869118E+00	  +4.4668943571250388E+00	  +2.9276966371054819E+04	  +5.3393840534363670E+04	  +5.7333503222058513E+04	
  +4.2125000000000000E+01	  +4.1818916668098255E-01	  +1.7206701998714196E+00	  +4.4680792117364883E+00	  +2.9207970884068938E+04	  +5.3427202801737090E+04	  +5.7345590960094640E+04	
  +4.2250000000000000E+01	  +4.1759779129762997E-01	  +1.7209929769500618E+00	  +4.4677593417771568E+00	  +2.9162153703454242E+04	  +5.3438611018404714E+04	  +5.7338897175294049E+04	
  +4.2375000000000000E+01	  +4.1675191723694849E-01	  +1.7211382706113219E+00	  +4.4685837531329806E+00	  +2.9089424233230024E+04	  +5.3448537847569060E+04	  +5.7350477592797724E+04	
  +4.2500000000000000E+01	  +4.1597133593073149E-01	  +1.7210049875448854E+00	  +4.4689080153784744E+00	  +2.9023494470117235E+04	  +5.3448878050068422E+04	  +5.7356137639035747E+04	
  +4.2625000000000000E+01	  +4.1691524266627855E-01	  +1.7247663740587769E+00	  +4.4793731252582258E+00	  +2.9131191294322503E+04	  +5.3585960834690282E+04	  +5.7492011699646049E+04	
  +4.2750000000000000E+01	  +4.1675464215686875E-01	  +1.7241384413115854E+00	  +4.4810529166585686E+00	  +2.9114267870796411E+04	  +5.3557725412736414E+04	  +5.7520964643707048E+04	
  +4.2875000000000000E+01	  +4.1638346108623636E-01	  +1.7240996134214985E+00	  +4.4810998120480994E+00	  +2.9075141629240556E+04	  +5.3557725412736414E+04	  +5.7521896305582894E+04	
  +4.3000000000000000E+01	  +4.1638346108623636E-01	  +1.7250318089650367E+00	  +4.4813464317588458E+00	  +2.9075141629240556E+04	  +5.3589152232242872E+04	  +5.7520206794378661E+04	
  +4.3125000000000000E+01	  +4.1646266171654978E-01	  +1.7249922362710017E+00	  +4.4797254532626454E+00	  +2.9083491667751961E+04	  +5.3590131359660838E+04	  +5.7496010394322075E+04	
  +4.3250000000000000E+01	  +4.1626477457615990E-01	  +1.7250080658342495E+00	  +4.4799550778111659E+00	  +2.9069307698505017E+04	  +5.3590022830578841E+04	  +5.7499378768207593E+04	
  +4.3375000000000000E+01	  +4.1588617674915429E-01	  +1.7243307537951509E+00	  +4.4814447440536149E+00	  +2.9033835437225171E+04	  +5.3566576066128400E+04	  +5.7525753438996449E+04	
  +4.3500000000000000E+01	  +4.1531635868567723E-01	  +1.7244520339980804E+00	  +4.4835985346309108E+00	  +2.8978175206189415E+04	  +5.3573255718898356E+04	  +5.7557500715227252E+04	
  +4.3625000000000000E+01	  +4.1531635868567723E-01	  +1.7251200119642571E+00	  +4.4850409441251635E+00	  +2.8978175206189415E+04	  +5.3598303586484915E+04	  +5.7575361403899296E+04	
  +4.3750000000000000E+01	  +4.1530077338898702E-01	  +1.7258444326255427E+00	  +4.4857107827891598E+00	  +2.8978754430998091E+04	  +5.3626725349148786E+04	  +5.7581254847268880E+04	
  +4.3875000000000000E+01	  +4.1553599197488261E-01	  +1.7263434941865927E+00	  +4.4868642023882872E+00	  +2.9003568671883364E+04	  +5.3643309305117589E+04	  +5.7595740302094957E+04	
  +4.4000000000000000E+01	  +4.1578646122676866E-01	  +1.7265410810174129E+00	  +4.4888550027811140E+00	  +2.9029983880003518E+04	  +5.3647959462482657E+04	  +5.7624589598731553E+04	
  +4.4125000000000000E+01	  +4.1589372277902226E-01	  +1.7269868666802541E+00	  +4.4916302638686307E+00	  +2.9041293507915550E+04	  +5.3660674343484337E+04	  +5.7663818004584602E+04	
  +4.4250000000000000E+01	  +4.1577778162321583E-01	  +1.7277914233854095E+00	  +4.4928086305088355E+00	  +2.9026472116459136E+04	  +5.3686359778561935E+04	  +5.7676909747924467E+04	
  +4.4375000000000000E+01	  +4.1563496094462454E-01	  +1.7289076627990938E+00	  +4.4942220155458950E+00	  +2.9006206118736096E+04	  +5.3724096055110669E+04	  +5.7691735497614223E+04	
  +4.4500000000000000E+01	  +4.1562197400191747E-01	  +1.7291837748865333E+00	  +4.4947188035472712E+00	  +2.8999622637419099E+04	  +5.3734334978651430E+04	  +5.7697620021875176E+04	
  +4.4625000000000000E+01	  +4.1572239673526790E-01	  +1.7295131336503529E+00	  +4.4951288692824640E+00	  +2.9004996622233411E+04	  +5.3745300235829578E+04	  +5.7701889216475458E+04	
  +4.4750000000000000E+01	  +4.1568017115278788E-01	  +1.7296418763392341E+00	  +4.4947871179615149E+00	  +2.8997925913425497E+04	  +5.3748750220357804E+04	  +5.7695993596984154E+04	
  +4.4875000000000000E+01	  +4.1579027502223792E-01	  +1.7296913444098345E+00	  +4.4940240836171750E+00	  +2.9009545073428199E+04	  +5.3750716380059472E+04	  +5.7684209628148572E+04	
  +4.5000000000000000E+01	  +4.1582837469567774E-01	  +1.7294839487196867E+00	  +4.4932589609768314E+00	  +2.9013565329643112E+04	  +5.3743003542079750E+04	  +5.7673883610593744E+04	
  +4.5125000000000000E+01	  +4.1542794371107206E-01	  +1.7291085695487125E+00	  +4.4919296736664815E+00	  +2.8970215705144354E+04	  +5.3730320966738756E+04	  +5.7656030965199192E+04	
  +4.5250000000000000E+01	  +4.1462761007211818E-01	  +1.7288211671549660E+00	  +4.4910322383735473E+00	  +2.8883498546889390E+04	  +5.3720636061254212E+04	  +5.7644175226556777E+04	
  +4.5375000000000000E+01	  +4.1393506477138603E-01	  +1.7282075939579673E+00	  +4.4916146307841487E+00	  +2.8808085679152991E+04	  +5.3703781205854910E+04	  +5.7656508571296523E+04	
  +4.5500000000000000E+01	  +4.1318362708315098E-01	  +1.7279101913552313E+00	  +4.4913514195383923E+00	  +2.8726360071316998E+04	  +5.3700312281882456E+04	  +5.7654266795502699E+04	
  +4.5625000000000000E+01	  +4.1288869230941322E-01	  +1.7275694879194547E+00	  +4.4911938931113022E+00	  +2.8694022228922295E+04	  +5.3694553324427412E+04	  +5.7653868107672097E+04	
  +4.5750000000000000E+01	  +4.1288869230941322E-01	  +1.7274762683217302E+00	  +4.4912151007837355E+00	  +2.8694022228922295E+04	  +5.3697411044864275E+04	  +5.7654727850786949E+04	
  +4.5875000000000000E+01	  +4.1281931122146392E-01	  +1.7274144981449222E+00	  +4.4909276309758672E+00	  +2.8686671827333721E+04	  +5.3697699511297673E+04	  +5.7650754734131762E+04	
  +4.6000000000000000E+01	  +4.1287827965043367E-01	  +1.7274222153834142E+00	  +4.4906536129582770E+00	  +2.8692919127765050E+04	  +5.3698500636469755E+04	  +5.7646581564837383E+04	
  +4.6125000000000000E+01	  +4.1227784958690206E-01	  +1.7272268485159665E+00	  +4.4903704284304773E+00	  +2.8628887320990296E+04	  +5.3691594904619735E+04	  +5.7643447244509807E+04	
  +4.6250000000000000E+01	  +4.1104954830760099E-01	  +1.7264989983524091E+00	  +4.4900682879961344E+00	  +2.8497757373236069E+04	  +5.3681982732512042E+04	  +5.7640588362329232E+04	
  +4.6375000000000000E+01	  +4.1002176398324292E-01	  +1.7259290198245476E+00	  +4.4898774102164003E+00	  +2.8387737831192662E+04	  +5.3671252988130087E+04	  +5.7642192129998672E+04	
  +4.6500000000000000E+01	  +4.0886333617960025E-01	  +1.7255097689080818E+00	  +4.4900798901899375E+00	  +2.8263652416339992E+04	  +5.3666494246120230E+04	  +5.7647818734381253E+04	
  +4.6625000000000000E+01	  +4.0837945510951329E-01	  +1.7254103038547706E+00	  +4.4898780563005287E+00	  +2.8211696738032082E+04	  +5.3663216672872419E+04	  +5.7646551172055078E+04	
  +4.6750000000000000E+01	  +4.0837945510951329E-01	  +1.7252917459917918E+00	  +4.4894279611441155E+00	  +2.8211696738032082E+04	  +5.3659683701091395E+04	  +5.7640457329282537E+04	
  +4.6875000000000000E+01	  +4.0833505627633138E-01	  +1.7251884821914991E+00	  +4.4892161227841587E+00	  +2.8206964916961279E+04	  +5.3659683701091395E+04	  +5.7637864017978121E+04	
  +4.7000000000000000E+01	  +4.0831909199984157E-01	  +1.7250089349969531E+00	  +4.4886156133136632E+00	  +2.8205263450383849E+04	  +5.3654113922854449E+04	  +5.7629857414012266E+04	
  +4.7125000000000000E+01	  +4.0760590892990589E-01	  +1.7249329320097677E+00	  +4.4882815481936857E+00	  +2.8132357947410634E+04	  +5.3651734142597110E+04	  +5.7625265065619235E+04	
  +4.7250000000000000E+01	  +4.0624565232492660E-01	  +1.7241152842678733E+00	  +4.4877819465771092E+00	  +2.7993432653804695E+04	  +5.3640929279229727E+04	  +5.7619598266757806E+04	
  +4.7375000000000000E+01	  +4.0502654194699972E-01	  +1.7233419122961859E+00	  +4.4873620843282707E+00	  +2.7869394243438681E+04	  +5.3624905169165912E+04	  +5.7618771748983709E+04	
  +4.7500000000000000E+01	  +4.0360966026765172E-01	  +1.7227612537341808E+00	  +4.4871048621754399E+00	  +2.7723988626755985E+04	  +5.3616731717952774E+04	  +5.7618574167940416E+04	
  +4.7625000000000000E+01	  +4.0297939380696635E-01	  +1.7224492550155734E+00	  +4.4868480904168386E+00	  +2.7659580342529232E+04	  +5.3606457546751742E+04	  +5.7618043052092216E+04	
  +4.7750000000000000E+01	  +4.0297939380696635E-01	  +1.7224582998640265E+00	  +4.4873139008195837E+00	  +2.7659580342529232E+04	  +5.3607610769000537E+04	  +5.7625006317373663E+04	
  +4.7875000000000000E+01	  +4.0287221797975264E-01	  +1.7223367010793826E+00	  +4.4881076012103520E+00	  +2.7648083571750984E+04	  +5.3607610769000537E+04	  +5.7637662734213060E+04	
  +4.8000000000000000E+01	  +4.0289057812622570E-01	  +1.7225144887565167E+00	  +4.4887191761316103E+00	  +2.7650053190270191E+04	  +5.3614290342122324E+04	  +5.7645845655948156E+04	
  +4.8125000000000000E+01	  +4.0291953507981598E-01	  +1.7229080628444167E+00	  +4.4902131515129700E+00	  +2.7653159498069337E+04	  +5.3627108021160246E+04	  +5.7666070483959076E+04	
  +4.8250000000000000E+01	  +4.0367970341412562E-01	  +1.7231420003705404E+00	  +4.4910153719192580E+00	  +2.7728657300796207E+04	  +5.3634587784763949E+04	  +5.7676799977218463E+04	
  +4.8375000000000000E+01	  +4.0408842487705754E-01	  +1.7236968352650144E+00	  +4.4914525605218580E+00	  +2.7768449166498565E+04	  +5.3650861953911735E+04	  +5.7680177669903293E+04	
  +4.8500000000000000E+01	  +4.0462974543760949E-01	  +1.7241352784181072E+00	  +4.4922028035050081E+00	  +2.7822422057076648E+04	  +5.3661437333807131E+04	  +5.7688942435049619E+04	
  +4.8625000000000000E+01	  +4.0462974543760949E-01	  +1.7243309493039085E+00	  +4.4925263632816836E+00	  +2.7822422057076648E+04	  +5.3664728062435264E+04	  +5.7692684368651877E+04	
  +4.8750000000000000E+01	  +4.0482847842561381E-01	  +1.7246497130104195E+00	  +4.4934653040441255E+00	  +2.7841697020200521E+04	  +5.3671045490801778E+04	  +5.7704982775204313E+04	
  +4.8875000000000000E+01	  +4.0483926587434849E-01	  +1.7249263431425594E+00	  +4.4923690355266963E+00	  +2.7842851802563575E+04	  +5.3678619979404422E+04	  +5.7686872324802782E+04	
  +4.9000000000000000E+01	  +4.0487928953095792E-01	  +1.7252763221305434E+00	  +4.4921553358181203E+00	  +2.7847136133364798E+04	  +5.3690062536327954E+04	  +5.7681629294804334E+04	
  +4.9125000000000000E+01	  +4.0452328460818449E-01	  +1.7247654302865403E+00	  +4.4911187819646061E+00	  +2.7808185114577002E+04	  +5.3672927766585592E+04	  +5.7668971844147112E+04	
  +4.9250000000000000E+01	  +4.0329514395545130E-01	  +1.7239781004628947E+00	  +4.4914254502117235E+00	  +2.7674865066959930E+04	  +5.3659225295436707E+04	  +5.7673855613415442E+04	
  +4.9375000000000000E+01	  +4.0234049397892929E-01	  +1.7238763858595603E+00	  +4.4907801903968023E+00	  +2.7570690757749762E+04	  +5.3655876116560394E+04	  +5.7669013431616266E+04	
  +4.9500000000000000E+01	  +4.0132058158065720E-01	  +1.7232912829867859E+00	  +4.4903376759739517E+00	  +2.7459342845073323E+04	  +5.3643957400675048E+04	  +5.7665731141516306E+04	
  +4.9625000000000000E+01	  +4.0072454315280348E-01	  +1.7232583631504650E+00	  +4.4900995826284724E+00	  +2.7394333658529700E+04	  +5.3643295193764934E+04	  +5.7662335636739481E+04	
  +4.9750000000000000E+01	  +4.0072454315280348E-01	  +1.7230333309359527E+00	  +4.4889371962102169E+00	  +2.7394333658529700E+04	  +5.3643295193764934E+04	  +5.7646130191128555E+04	
  +4.9875000000000000E+01	  +4.0080417555399700E-01	  +1.7227768859837735E+00	  +4.4887762131495643E+00	  +2.7402909158635539E+04	  +5.3639420415748049E+04	  +5.7645188076640807E+04	
  +5.0000000000000000E+01	  +4.0081785420109406E-01	  +1.7221400586095115E+00	  +4.4876261274381397E+00	  +2.7404382094086395E+04	  +5.3617848144188254E+04	  +5.7631548125281479E+04	
  +5.0125000000000000E+01	  +3.9939425111907212E-01	  +1.7214442201974940E+00	  +4.4866781616495253E+00	  +2.7256528411516199E+04	  +5.3605728724317072E+04	  +5.7617252923507454E+04	
  +5.0250000000000000E+01	  +3.9714802380929343E-01	  +1.7202300222880098E+00	  +4.4861619764818812E+00	  +2.7025069481864150E+04	  +5.3582880409180529E+04	  +5.7617530116315458E+04	
  +5.0375000000000000E+01	  +3.9488536365539539E-01	  +1.7193796366809471E+00	  +4.4855925279957258E+00	  +2.6791174839243518E+04	  +5.3572045048340107E+04	  +5.7613859651876977E+04	
  +5.0500000000000000E+01	  +3.9266653874291979E-01	  +1.7183725729684469E+00	  +4.4844306821456810E+00	  +2.6561370960730561E+04	  +5.3555641909788508E+04	  +5.7602251629686645E+04	
  +5.0625000000000000E+01	  +3.9156304603580372E-01	  +1.7176442956540470E+00	  +4.4836410751592446E+00	  +2.6446864515477289E+04	  +5.3531693267164126E+04	  +5.7597497953953563E+04	
  +5.0750000000000000E+01	  +3.9131759346058081E-01	  +1.7174152304154504E+00	  +4.4849725483438245E+00	  +2.6420104398996256E+04	  +5.3525519054756660E+04	  +5.7618864327568546E+04	
  +5.0875000000000000E+01	  +3.9131759346058081E-01	  +1.7172045824759423E+00	  +4.4861023325925533E+00	  +2.6420104398996256E+04	  +5.3525519054756660E+04	  +5.7637086296956077E+04	
  +5.1000000000000000E+01	  +3.9129494091635919E-01	  +1.7177985585949376E+00	  +4.4876946156641342E+00	  +2.6417634217702103E+04	  +5.3546887601825903E+04	  +5.7657633271105253E+04	
  +5.1125000000000000E+01	  +3.9135488699515120E-01	  +1.7183470931902594E+00	  +4.4896172844072719E+00	  +2.6424170937868941E+04	  +5.3565091743794539E+04	  +5.7683415512797379E+04	
  +5.1250000000000000E+01	  +3.9137679794934721E-01	  +1.7195820773836734E+00	  +4.4912465720467623E+00	  +2.6425987613388646E+04	  +5.3605245383855785E+04	  +5.7700825629782470E+04	
  +5.1375000000000000E+01	  +3.9118667375489730E-01	  +1.7195870641689668E+00	  +4.4923989730696308E+00	  +2.6404107915018532E+04	  +5.3605245383855785E+04	  +5.7718145029914900E+04	
  +5.1500000000000000E+01	  +3.9090106487219356E-01	  +1.7199570175191585E+00	  +4.4928374666714124E+00	  +2.6370652163805324E+04	  +5.3618829978174632E+04	  +5.7722614116305682E+04	
  +5.1625000000000000E+01	  +3.9090106487219356E-01	  +1.7204561786695103E+00	  +4.4935145216833519E+00	  +2.6370652163805324E+04	  +5.3634986654282802E+04	  +5.7729929666173142E+04	
  +5.1750000000000000E+01	  +3.9088656156157836E-01	  +1.7203976285595159E+00	  +4.4931935442935806E+00	  +2.6368494993892553E+04	  +5.3635449143055637E+04	  +5.7725435062867633E+04	
  +5.1875000000000000E+01	  +3.9104195321086821E-01	  +1.7205086605010764E+00	  +4.4923446752061347E+00	  +2.6385451994397918E+04	  +5.3639207448219880E+04	  +5.7712015519437773E+04	
  +5.2000000000000000E+01	  +3.9106225404826211E-01	  +1.7203547823789243E+00	  +4.4921318919743234E+00	  +2.6387667001263497E+04	  +5.3632988075286674E+04	  +5.7709699298683670E+04	
  +5.2125000000000000E+01	  +3.9061565042554980E-01	  +1.7199854011953248E+00	  +4.4921755411259143E+00	  +2.6341005672857351E+04	  +5.3620693221620379E+04	  +5.7712485836093947E+04	
  +5.2250000000000000E+01	  +3.8972844222144321E-01	  +1.7198695947870821E+00	  +4.4914958631636166E+00	  +2.6248253798031499E+04	  +5.3616702390837680E+04	  +5.7702921229592102E+04	
  +5.2375000000000000E+01	  +3.8901211392243751E-01	  +1.7198695418938330E+00	  +4.4919018468481102E+00	  +2.6174089687765911E+04	  +5.3620220749509492E+04	  +5.7709033378478773E+04	
