 TIME                    	HPT2pin                  	HPT1pin                  	HPT2mout                 	HPT1mout                 	
  +6.0625000000000000E+01	  +1.4959149550796957E+01	  +6.8315193740238456E+01	  +6.0931001811755137E+04	  +6.6676722090320720E+04	
  +6.0750000000000000E+01	  +1.4958650784200039E+01	  +6.8315222074468295E+01	  +6.0931001811755137E+04	  +6.6676722090320720E+04	
  +6.0875000000000000E+01	  +1.4959277341806638E+01	  +6.8320474217672185E+01	  +6.0931001811755137E+04	  +6.6681965770225826E+04	
  +6.1000000000000000E+01	  +1.4957456003693158E+01	  +6.8293486965773752E+01	  +6.0922913120182086E+04	  +6.6654708051469890E+04	
  +6.1125000000000000E+01	  +1.4957553569570967E+01	  +6.8269043930739556E+01	  +6.0922913120182086E+04	  +6.6629627391842136E+04	
  +6.1250000000000000E+01	  +1.4952139734648789E+01	  +6.8237424021186328E+01	  +6.0899456039079720E+04	  +6.6598426715019436E+04	
  +6.1375000000000000E+01	  +1.4947318118468043E+01	  +6.8192451107368584E+01	  +6.0878034286668430E+04	  +6.6553403224159745E+04	
  +6.1500000000000000E+01	  +1.4910987798134505E+01	  +6.8089015324496074E+01	  +6.0728769834640312E+04	  +6.6452910114748171E+04	
  +6.1625000000000000E+01	  +1.4910584052430087E+01	  +6.8086379808418627E+01	  +6.0728769834640312E+04	  +6.6452910114748171E+04	
  +6.1750000000000000E+01	  +1.4909968549379313E+01	  +6.8111605278169591E+01	  +6.0728769834640312E+04	  +6.6478908525504361E+04	
  +6.1875000000000000E+01	  +1.4914139226576829E+01	  +6.8062413473495312E+01	  +6.0747491234281384E+04	  +6.6427541645905731E+04	
  +6.2000000000000000E+01	  +1.4914016758626454E+01	  +6.8035423064389434E+01	  +6.0747491234281384E+04	  +6.6399898173963913E+04	
  +6.2125000000000000E+01	  +1.4903510503785467E+01	  +6.8003360659298892E+01	  +6.0698862741584351E+04	  +6.6369388045009546E+04	
  +6.2250000000000000E+01	  +1.4892390144905839E+01	  +6.7996653068856034E+01	  +6.0649143321429299E+04	  +6.6365009163599287E+04	
  +6.2375000000000000E+01	  +1.4891461566501006E+01	  +6.7970566551690226E+01	  +6.0649143321429299E+04	  +6.6338474097989325E+04	
  +6.2500000000000000E+01	  +1.4890515236771890E+01	  +6.7945959572463082E+01	  +6.0649022485123001E+04	  +6.6313459498943033E+04	
  +6.2625000000000000E+01	  +1.4884999920763230E+01	  +6.7923815864135960E+01	  +6.0625138748087025E+04	  +6.6291996664163395E+04	
  +6.2750000000000000E+01	  +1.4879785485517036E+01	  +6.7893055742898142E+01	  +6.0602505072376720E+04	  +6.6261632577785174E+04	
  +6.2875000000000000E+01	  +1.4874964045737160E+01	  +6.7903041827877175E+01	  +6.0582561548954422E+04	  +6.6272953409839189E+04	
  +6.3000000000000000E+01	  +1.4868119207060674E+01	  +6.7900333113776597E+01	  +6.0554051716569433E+04	  +6.6271713366134878E+04	
  +6.3125000000000000E+01	  +1.4870207764160623E+01	  +6.7882031056700214E+01	  +6.0565511118886658E+04	  +6.6252481526373420E+04	
  +6.3250000000000000E+01	  +1.4870011657554324E+01	  +6.7860185693491161E+01	  +6.0567208539802283E+04	  +6.6230129746202132E+04	
  +6.3375000000000000E+01	  +1.4865523969057312E+01	  +6.7848688457156499E+01	  +6.0546788083442741E+04	  +6.6219350838696118E+04	
  +6.3500000000000000E+01	  +1.4860779287381989E+01	  +6.7848833324111780E+01	  +6.0525284279803062E+04	  +6.6220564922332764E+04	
  +6.3625000000000000E+01	  +1.4858359259860141E+01	  +6.7814134719016124E+01	  +6.0516180420526762E+04	  +6.6185535697872503E+04	
  +6.3750000000000000E+01	  +1.4858110585523336E+01	  +6.7781751063118847E+01	  +6.0517723485767652E+04	  +6.6152391433789555E+04	
  +6.3875000000000000E+01	  +1.4850900282532976E+01	  +6.7746756409231665E+01	  +6.0486495455211305E+04	  +6.6118134454403800E+04	
  +6.4000000000000000E+01	  +1.4843712484890277E+01	  +6.7742156969843478E+01	  +6.0454807837205481E+04	  +6.6115034083929815E+04	
  +6.4125000000000000E+01	  +1.4836428081994981E+01	  +6.7721433821103489E+01	  +6.0425074512162748E+04	  +6.6095424948753251E+04	
  +6.4250000000000000E+01	  +1.4835646993838806E+01	  +6.7699634168166554E+01	  +6.0425080899212044E+04	  +6.6073251355361863E+04	
  +6.4375000000000000E+01	  +1.4831671814282402E+01	  +6.7740864787422126E+01	  +6.0409135716382480E+04	  +6.6116413093597512E+04	
  +6.4500000000000000E+01	  +1.4835173490154826E+01	  +6.7745218666918689E+01	  +6.0425572265029485E+04	  +6.6120090506876804E+04	
  +6.4625000000000000E+01	  +1.4834749148725761E+01	  +6.7759097615742249E+01	  +6.0425572265029485E+04	  +6.6134413993895738E+04	
  +6.4750000000000000E+01	  +1.4835046929907874E+01	  +6.7762449898825295E+01	  +6.0425908931747945E+04	  +6.6137783786282103E+04	
  +6.4875000000000000E+01	  +1.4838051719436828E+01	  +6.7766027983320271E+01	  +6.0439214651197632E+04	  +6.6140777472192945E+04	
  +6.5000000000000000E+01	  +1.4838421626377158E+01	  +6.7760416333221016E+01	  +6.0440845380399354E+04	  +6.6134941541194668E+04	
  +6.5125000000000000E+01	  +1.4839133394113926E+01	  +6.7771666988970168E+01	  +6.0442960535034654E+04	  +6.6146315589363090E+04	
  +6.5250000000000000E+01	  +1.4837994872301653E+01	  +6.7759444563387262E+01	  +6.0437656957074782E+04	  +6.6134041113804968E+04	
  +6.5375000000000000E+01	  +1.4840405693029847E+01	  +6.7761636280627187E+01	  +6.0447900229590297E+04	  +6.6135746759202098E+04	
  +6.5500000000000000E+01	  +1.4837887516871435E+01	  +6.7768732577054735E+01	  +6.0437210832383316E+04	  +6.6143586986041191E+04	
  +6.5625000000000000E+01	  +1.4838342296040105E+01	  +6.7754175539172138E+01	  +6.0438251941538867E+04	  +6.6128561447675398E+04	
  +6.5750000000000000E+01	  +1.4840084456655884E+01	  +6.7763298079902356E+01	  +6.0446990806339141E+04	  +6.6137522521154358E+04	
  +6.5875000000000000E+01	  +1.4836987659530168E+01	  +6.7756846436027658E+01	  +6.0433026646969025E+04	  +6.6131603697581028E+04	
  +6.6000000000000000E+01	  +1.4838737929941296E+01	  +6.7748469717830176E+01	  +6.0440124984645430E+04	  +6.6122623123843310E+04	
  +6.6125000000000000E+01	  +1.4837720901695899E+01	  +6.7749716442785157E+01	  +6.0436993507539184E+04	  +6.6124129597472318E+04	
  +6.6250000000000000E+01	  +1.4835650388399937E+01	  +6.7739692546730240E+01	  +6.0426911956641685E+04	  +6.6114318194592852E+04	
  +6.6375000000000000E+01	  +1.4836045384488131E+01	  +6.7736445933653130E+01	  +6.0429116594033891E+04	  +6.6110901140719405E+04	
  +6.6500000000000000E+01	  +1.4834174621490940E+01	  +6.7715773734315221E+01	  +6.0421431842454083E+04	  +6.6090128374197535E+04	
  +6.6625000000000000E+01	  +1.4833278419378471E+01	  +6.7712791626429478E+01	  +6.0416938850750535E+04	  +6.6087272414215491E+04	
  +6.6750000000000000E+01	  +1.4829191298295548E+01	  +6.7692188344241032E+01	  +6.0399397766364389E+04	  +6.6067068003347697E+04	
  +6.6875000000000000E+01	  +1.4828484811697070E+01	  +6.7699669517015451E+01	  +6.0396700153300786E+04	  +6.6074896267720454E+04	
  +6.7000000000000000E+01	  +1.4824329209768655E+01	  +6.7679278597541312E+01	  +6.0379549191770639E+04	  +6.6054924958751944E+04	
  +6.7125000000000000E+01	  +1.4825932056884682E+01	  +6.7677101649660315E+01	  +6.0387067261464290E+04	  +6.6052333223177877E+04	
  +6.7250000000000000E+01	  +1.4821736975656986E+01	  +6.7664729890565425E+01	  +6.0370089020831263E+04	  +6.6040591934731579E+04	
  +6.7375000000000000E+01	  +1.4821065127797295E+01	  +6.7649622251077986E+01	  +6.0366297513953788E+04	  +6.6025254592609665E+04	
  +6.7500000000000000E+01	  +1.4818510516851601E+01	  +6.7649078024851690E+01	  +6.0356737575756742E+04	  +6.6025270387262775E+04	
  +6.7625000000000000E+01	  +1.4815294809569378E+01	  +6.7617713826316901E+01	  +6.0342372358152395E+04	  +6.5993838224169027E+04	
  +6.7750000000000000E+01	  +1.4815025574024384E+01	  +6.7621994372255102E+01	  +6.0342404016267035E+04	  +6.5998287108447563E+04	
  +6.7875000000000000E+01	  +1.4808734446230671E+01	  +6.7600718220516811E+01	  +6.0315372019225775E+04	  +6.5977887876587483E+04	
  +6.8000000000000000E+01	  +1.4809289543213412E+01	  +6.7591234179558157E+01	  +6.0318051258769890E+04	  +6.5968040205926707E+04	
  +6.8125000000000000E+01	  +1.4805191639190070E+01	  +6.7592197896541208E+01	  +6.0302329919148055E+04	  +6.5969948540402402E+04	
  +6.8250000000000000E+01	  +1.4802843382848641E+01	  +6.7582733738001068E+01	  +6.0291587313094555E+04	  +6.5960773335763297E+04	
  +6.8375000000000000E+01	  +1.4803188151544363E+01	  +6.7588838954245560E+01	  +6.0294715421543064E+04	  +6.5966954880478908E+04	
  +6.8500000000000000E+01	  +1.4801140467403727E+01	  +6.7581328662601067E+01	  +6.0286885702306376E+04	  +6.5959715247464977E+04	
  +6.8625000000000000E+01	  +1.4801966721679067E+01	  +6.7582074563416128E+01	  +6.0290487715327654E+04	  +6.5960294409677677E+04	
  +6.8750000000000000E+01	  +1.4800326103703396E+01	  +6.7586706970124382E+01	  +6.0284065042275295E+04	  +6.5965411790994869E+04	
  +6.8875000000000000E+01	  +1.4800073260209754E+01	  +6.7578315426495735E+01	  +6.0283183671513027E+04	  +6.5956865755986073E+04	
  +6.9000000000000000E+01	  +1.4801206036087754E+01	  +6.7573484618860334E+01	  +6.0288882852111739E+04	  +6.5951658950203680E+04	
