 TIME                    	HPT2pin                  	HPT1pin                  	HPT2mout                 	HPT1mout                 	
  +1.1625000000000000E+01	  +1.8797725708900167E+01	  +8.6214820750565792E+01	  +7.6643531344175659E+04	  +8.4164617495938408E+04	
  +1.1750000000000000E+01	  +1.8853843143145724E+01	  +8.6475165267444282E+01	  +7.6872091885839400E+04	  +8.4418949809978250E+04	
  +1.1875000000000000E+01	  +1.8906615651157232E+01	  +8.6719160998704041E+01	  +7.7087816729403989E+04	  +8.4657214437915420E+04	
  +1.2000000000000000E+01	  +1.8964138315379568E+01	  +8.6988893087641614E+01	  +7.7322655930046094E+04	  +8.4920802065489115E+04	
  +1.2125000000000000E+01	  +1.9007989242626568E+01	  +8.7188190470099457E+01	  +7.7502687275089906E+04	  +8.5115308965958335E+04	
  +1.2250000000000000E+01	  +1.9050861269209285E+01	  +8.7387850401137385E+01	  +7.7677782924163068E+04	  +8.5310547815134967E+04	
  +1.2375000000000000E+01	  +1.9100934368084573E+01	  +8.7623212067741349E+01	  +7.7881756893789294E+04	  +8.5540501571140543E+04	
  +1.2500000000000000E+01	  +1.9136317180416832E+01	  +8.7781239380119928E+01	  +7.8026455569598693E+04	  +8.5694647151175101E+04	
  +1.2625000000000000E+01	  +1.9163795260833709E+01	  +8.7907582650830363E+01	  +7.8139482509280235E+04	  +8.5817948276117357E+04	
  +1.2750000000000000E+01	  +1.9206016459160981E+01	  +8.8109375539718556E+01	  +7.8311394401862795E+04	  +8.6015242012464325E+04	
  +1.2875000000000000E+01	  +1.9243197999806092E+01	  +8.8280176777566169E+01	  +7.8462987485270758E+04	  +8.6182084536169772E+04	
  +1.3000000000000000E+01	  +1.9279227640578995E+01	  +8.8445762498639326E+01	  +7.8610228214814328E+04	  +8.6343617450638674E+04	
  +1.3125000000000000E+01	  +1.9318584486314851E+01	  +8.8631206573420016E+01	  +7.8771170490147852E+04	  +8.6524892963007122E+04	
  +1.3250000000000000E+01	  +1.9365104770893691E+01	  +8.8850805049250852E+01	  +7.8961252140023207E+04	  +8.6739522578162025E+04	
  +1.3375000000000000E+01	  +1.9419731130683189E+01	  +8.9109485003156991E+01	  +7.9184755522227439E+04	  +8.6992506991512506E+04	
  +1.3500000000000000E+01	  +1.9483570117067224E+01	  +8.9409211787280583E+01	  +7.9444197445466925E+04	  +8.7285410626628625E+04	
  +1.3625000000000000E+01	  +1.9528978428918748E+01	  +8.9612028538504603E+01	  +7.9630067986119742E+04	  +8.7483178928450099E+04	
  +1.3750000000000000E+01	  +1.9568851594370852E+01	  +8.9794706148164423E+01	  +7.9793228809042281E+04	  +8.7661419537002759E+04	
  +1.3875000000000000E+01	  +1.9604706989085507E+01	  +8.9961560171434144E+01	  +7.9940238688747064E+04	  +8.7824480251156070E+04	
  +1.4000000000000000E+01	  +1.9639818991802784E+01	  +9.0125393874656552E+01	  +8.0083812375806912E+04	  +8.7984596470506192E+04	
  +1.4125000000000000E+01	  +1.9673353435283342E+01	  +9.0279770661578169E+01	  +8.0220461128431605E+04	  +8.8135526860727012E+04	
  +1.4250000000000000E+01	  +1.9673374694971471E+01	  +9.0279622469088224E+01	  +8.0220461128431605E+04	  +8.8135526860727012E+04	
  +1.4375000000000000E+01	  +1.9644473301980536E+01	  +9.0122415987700890E+01	  +8.0102512294770553E+04	  +8.7981014645223477E+04	
  +1.4500000000000000E+01	  +1.9613253738460791E+01	  +8.9974009968535540E+01	  +7.9974298621928727E+04	  +8.7835866069873562E+04	
  +1.4625000000000000E+01	  +1.9579296644208664E+01	  +8.9813639037250439E+01	  +7.9834639877451293E+04	  +8.7679074956199795E+04	
  +1.4750000000000000E+01	  +1.9579312172698803E+01	  +8.9813771955421913E+01	  +7.9834639877451293E+04	  +8.7679074956199795E+04	
  +1.4875000000000000E+01	  +1.9579874954770517E+01	  +8.9792430956069282E+01	  +7.9834639877451293E+04	  +8.7657075786427798E+04	
  +1.5000000000000000E+01	  +1.9599884602425035E+01	  +8.9927442758647317E+01	  +7.9916532013019678E+04	  +8.7790833648303407E+04	
  +1.5125000000000000E+01	  +1.9600155029491241E+01	  +8.9927354934720896E+01	  +7.9916532013019678E+04	  +8.7790833648303407E+04	
  +1.5250000000000000E+01	  +1.9599828201659442E+01	  +8.9944097735641520E+01	  +7.9916532013019678E+04	  +8.7808066772239836E+04	
  +1.5375000000000000E+01	  +1.9580432724162641E+01	  +8.9821003281020097E+01	  +7.9838175345539014E+04	  +8.7686377351018484E+04	
  +1.5500000000000000E+01	  +1.9558003004659330E+01	  +8.9714774186340591E+01	  +7.9744964938148347E+04	  +8.7582518384222582E+04	
  +1.5625000000000000E+01	  +1.9522870696772586E+01	  +8.9546692645986411E+01	  +7.9602393781031526E+04	  +8.7418204761248839E+04	
  +1.5750000000000000E+01	  +1.9522332384756464E+01	  +8.9546828220455396E+01	  +7.9602393781031526E+04	  +8.7418204761248839E+04	
  +1.5875000000000000E+01	  +1.9523180623488582E+01	  +8.9534367142203607E+01	  +7.9602393781031526E+04	  +8.7405243238223396E+04	
  +1.6000000000000000E+01	  +1.9516858808747426E+01	  +8.9533000094124930E+01	  +7.9574346564247360E+04	  +8.7405254744181701E+04	
  +1.6125000000000000E+01	  +1.9516982559051051E+01	  +8.9520475925181188E+01	  +7.9574346564247360E+04	  +8.7392390555907710E+04	
  +1.6250000000000000E+01	  +1.9517329862753051E+01	  +8.9507988553372456E+01	  +7.9578277730065252E+04	  +8.7379514022856223E+04	
  +1.6375000000000000E+01	  +1.9514904711535753E+01	  +8.9488250381831904E+01	  +7.9568391841240169E+04	  +8.7359825304875121E+04	
  +1.6500000000000000E+01	  +1.9512166362067003E+01	  +8.9512879157554949E+01	  +7.9556055486474594E+04	  +8.7385680431998451E+04	
  +1.6625000000000000E+01	  +1.9508249271578414E+01	  +8.9535103806051637E+01	  +7.9539474151015427E+04	  +8.7409333975629212E+04	
  +1.6750000000000000E+01	  +1.9512937243609290E+01	  +8.9534020340055946E+01	  +7.9561992283422762E+04	  +8.7407176489733800E+04	
  +1.6875000000000000E+01	  +1.9517819553726046E+01	  +8.9552626775853739E+01	  +7.9585577897805066E+04	  +8.7425156150228024E+04	
  +1.7000000000000000E+01	  +1.9517002200538045E+01	  +8.9555394407205995E+01	  +7.9580310091406456E+04	  +8.7428175344688469E+04	
  +1.7125000000000000E+01	  +1.9520848385585435E+01	  +8.9556240560878678E+01	  +7.9595212342590865E+04	  +8.7428183408380457E+04	
  +1.7250000000000000E+01	  +1.9521369604702070E+01	  +8.9561399450564693E+01	  +7.9597652881412941E+04	  +8.7433354486741795E+04	
  +1.7375000000000000E+01	  +1.9521043483477232E+01	  +8.9571802372338368E+01	  +7.9594500468962186E+04	  +8.7444089601391635E+04	
  +1.7500000000000000E+01	  +1.9522452810336290E+01	  +8.9530011015129944E+01	  +7.9600731590304436E+04	  +8.7400941072512825E+04	
  +1.7625000000000000E+01	  +1.9524821784045610E+01	  +8.9475227333955033E+01	  +7.9612422713024716E+04	  +8.7344259635701019E+04	
  +1.7750000000000000E+01	  +1.9515894492743708E+01	  +8.9435859636381281E+01	  +7.9571572042613872E+04	  +8.7305904833538312E+04	
  +1.7875000000000000E+01	  +1.9504428457188865E+01	  +8.9396991725715424E+01	  +7.9519582946828552E+04	  +8.7268630080373638E+04	
  +1.8000000000000000E+01	  +1.9496600838232773E+01	  +8.9381737119893415E+01	  +7.9488570270810102E+04	  +8.7254744728421647E+04	
  +1.8125000000000000E+01	  +1.9488799067797210E+01	  +8.9366029568994421E+01	  +7.9457816603948202E+04	  +8.7240389104703238E+04	
  +1.8250000000000000E+01	  +1.9485928943134866E+01	  +8.9356305351494342E+01	  +7.9448389549351166E+04	  +8.7231063707461595E+04	
  +1.8375000000000000E+01	  +1.9482922176127317E+01	  +8.9350573981803890E+01	  +7.9438574670920148E+04	  +8.7225861328664731E+04	
  +1.8500000000000000E+01	  +1.9480162348055213E+01	  +8.9406457214332505E+01	  +7.9427616866279830E+04	  +8.7283754460302895E+04	
  +1.8625000000000000E+01	  +1.9489640914817176E+01	  +8.9453449977258657E+01	  +7.9470803668748893E+04	  +8.7329801308164897E+04	
  +1.8750000000000000E+01	  +1.9497660524514018E+01	  +8.9469252844808210E+01	  +7.9507889848685591E+04	  +8.7344206928030660E+04	
  +1.8875000000000000E+01	  +1.9498505114918494E+01	  +8.9476455730077063E+01	  +7.9507889848685591E+04	  +8.7351400686800276E+04	
  +1.9000000000000000E+01	  +1.9501307225845022E+01	  +8.9479965667849271E+01	  +7.9517771511765284E+04	  +8.7354372225799656E+04	
  +1.9125000000000000E+01	  +1.9503043045990864E+01	  +8.9497303508951987E+01	  +7.9524799165387507E+04	  +8.7371754488003688E+04	
  +1.9250000000000000E+01	  +1.9470182934809170E+01	  +8.9306172308597084E+01	  +7.9388832251333763E+04	  +8.7183367444067495E+04	
  +1.9375000000000000E+01	  +1.9408126769157832E+01	  +8.9004217354074683E+01	  +7.9134226048754805E+04	  +8.6887841417714371E+04	
  +1.9500000000000000E+01	  +1.9336595700183583E+01	  +8.8664603385241051E+01	  +7.8840897162534689E+04	  +8.6555846565335785E+04	
  +1.9625000000000000E+01	  +1.9271879438613055E+01	  +8.8363530295512973E+01	  +7.8575284183397060E+04	  +8.6261688220053446E+04	
  +1.9750000000000000E+01	  +1.9239011044016298E+01	  +8.8222497286681005E+01	  +7.8439410953091108E+04	  +8.6124447944629283E+04	
  +1.9875000000000000E+01	  +1.9238536826194302E+01	  +8.8222686610736233E+01	  +7.8439410953091108E+04	  +8.6124447944629283E+04	
  +2.0000000000000000E+01	  +1.9206107123891357E+01	  +8.8069260201022885E+01	  +7.8304476181520702E+04	  +8.5974556480317726E+04	
  +2.0125000000000000E+01	  +1.9206169432991025E+01	  +8.8069386613561008E+01	  +7.8304476181520702E+04	  +8.5974556480317726E+04	
  +2.0250000000000000E+01	  +1.9169992108023724E+01	  +8.7897540381127001E+01	  +7.8157164801030187E+04	  +8.5806605298346025E+04	
  +2.0375000000000000E+01	  +1.9169870342108585E+01	  +8.7897609278911460E+01	  +7.8157164801030187E+04	  +8.5806605298346025E+04	
  +2.0500000000000000E+01	  +1.9126377938248780E+01	  +8.7691353696165621E+01	  +7.7978853479603829E+04	  +8.5605042599411740E+04	
  +2.0625000000000000E+01	  +1.9126276923572686E+01	  +8.7691448209684722E+01	  +7.7978853479603829E+04	  +8.5605042599411740E+04	
  +2.0750000000000000E+01	  +1.9086163562193356E+01	  +8.7504613865661781E+01	  +7.7814002657044417E+04	  +8.5422615322510188E+04	
  +2.0875000000000000E+01	  +1.9085982154856726E+01	  +8.7504675930783819E+01	  +7.7814002657044417E+04	  +8.5422615322510188E+04	
  +2.1000000000000000E+01	  +1.9061681444157109E+01	  +8.7396337965624383E+01	  +7.7713606769303136E+04	  +8.5317053537287546E+04	
  +2.1125000000000000E+01	  +1.9061259661933946E+01	  +8.7396293272034896E+01	  +7.7713606769303136E+04	  +8.5317053537287546E+04	
  +2.1250000000000000E+01	  +1.9033535894208949E+01	  +8.7266116394211494E+01	  +7.7598587732515094E+04	  +8.5189916106257559E+04	
  +2.1375000000000000E+01	  +1.9033593896703270E+01	  +8.7266218558821151E+01	  +7.7598587732515094E+04	  +8.5189916106257559E+04	
  +2.1500000000000000E+01	  +1.8996609608847642E+01	  +8.7089054644300759E+01	  +7.7447519369875590E+04	  +8.5016745030188147E+04	
  +2.1625000000000000E+01	  +1.8996049169920237E+01	  +8.7089076829503611E+01	  +7.7447519369875590E+04	  +8.5016745030188147E+04	
  +2.1750000000000000E+01	  +1.8964422706140773E+01	  +8.6942968785079572E+01	  +7.7315933260565100E+04	  +8.4874158720003281E+04	
  +2.1875000000000000E+01	  +1.8964037403061816E+01	  +8.6942981646778620E+01	  +7.7315933260565100E+04	  +8.4874158720003281E+04	
  +2.2000000000000000E+01	  +1.8964610336975124E+01	  +8.6934349551822393E+01	  +7.7315933260565100E+04	  +8.4865182961498562E+04	
  +2.2125000000000000E+01	  +1.8960089445711379E+01	  +8.6853607158787455E+01	  +7.7295805556597261E+04	  +8.4783433748997864E+04	
  +2.2250000000000000E+01	  +1.8909270153496049E+01	  +8.6678486401488342E+01	  +7.7092431298641619E+04	  +8.4615481644422194E+04	
  +2.2375000000000000E+01	  +1.8909353129540303E+01	  +8.6678678504473609E+01	  +7.7092431298641619E+04	  +8.4615481644422194E+04	
  +2.2500000000000000E+01	  +1.8909750975416124E+01	  +8.6734429968864177E+01	  +7.7092431298641619E+04	  +8.4672535812650953E+04	
  +2.2625000000000000E+01	  +1.8916629792508267E+01	  +8.6654579760415700E+01	  +7.7123865255848636E+04	  +8.4589152915239014E+04	
  +2.2750000000000000E+01	  +1.8899023009020169E+01	  +8.6588843002634064E+01	  +7.7046041915378257E+04	  +8.4521814039363060E+04	
  +2.2875000000000000E+01	  +1.8857036585024975E+01	  +8.6440492677478545E+01	  +7.6873647251936738E+04	  +8.4380084841609874E+04	
  +2.3000000000000000E+01	  +1.8856450465346587E+01	  +8.6437477046155450E+01	  +7.6873647251936738E+04	  +8.4380084841609874E+04	
  +2.3125000000000000E+01	  +1.8855900474636471E+01	  +8.6482449222050647E+01	  +7.6873647251936738E+04	  +8.4426302577386537E+04	
  +2.3250000000000000E+01	  +1.8793605739295938E+01	  +8.6135211857860369E+01	  +7.6617758747625921E+04	  +8.4084396209583487E+04	
  +2.3375000000000000E+01	  +1.8682152022004651E+01	  +8.5595276406043553E+01	  +7.6161605951190781E+04	  +8.3556363830125032E+04	
  +2.3500000000000000E+01	  +1.8585119581994171E+01	  +8.5147225886235475E+01	  +7.5761884786363313E+04	  +8.3118490368704050E+04	
  +2.3625000000000000E+01	  +1.8477703617344588E+01	  +8.4641053530149620E+01	  +7.5322602271678232E+04	  +8.2623666526424437E+04	
  +2.3750000000000000E+01	  +1.8418574632672595E+01	  +8.4382914006518575E+01	  +7.5079589357839228E+04	  +8.2372195509015190E+04	
  +2.3875000000000000E+01	  +1.8418345952061465E+01	  +8.4382943361124319E+01	  +7.5079589357839228E+04	  +8.2372195509015190E+04	
  +2.4000000000000000E+01	  +1.8358761245488907E+01	  +8.4104330612127981E+01	  +7.4835522373271291E+04	  +8.2100072345087538E+04	
  +2.4125000000000000E+01	  +1.8358185827758064E+01	  +8.4104327345483497E+01	  +7.4835522373271291E+04	  +8.2100072345087538E+04	
  +2.4250000000000000E+01	  +1.8231319808583002E+01	  +8.3481449153096477E+01	  +7.4312694598459944E+04	  +8.1490469160872322E+04	
  +2.4375000000000000E+01	  +1.8076533657990957E+01	  +8.2750775053147393E+01	  +7.3677833392492292E+04	  +8.0775998685083512E+04	
  +2.4500000000000000E+01	  +1.7930365091064658E+01	  +8.2071243761135250E+01	  +7.3078183523000262E+04	  +8.0112156264049961E+04	
  +2.4625000000000000E+01	  +1.7760545354719266E+01	  +8.1272378186431453E+01	  +7.2384463202940431E+04	  +7.9331259609270230E+04	
  +2.4750000000000000E+01	  +1.7664647030423765E+01	  +8.0854619589561068E+01	  +7.1993144415198563E+04	  +7.8924397214873024E+04	
  +2.4875000000000000E+01	  +1.7610734606038616E+01	  +8.0618553625694759E+01	  +7.1772645817843644E+04	  +7.8694380934365297E+04	
  +2.5000000000000000E+01	  +1.7553831307513658E+01	  +8.0354442279923276E+01	  +7.1540808566779830E+04	  +7.8436642829339558E+04	
  +2.5125000000000000E+01	  +1.7501452945773302E+01	  +8.0115332903374551E+01	  +7.1326641506322965E+04	  +7.8203286277249048E+04	
  +2.5250000000000000E+01	  +1.7456601625183961E+01	  +7.9913092564172118E+01	  +7.1143017284932605E+04	  +7.8006124712230740E+04	
  +2.5375000000000000E+01	  +1.7397255768154341E+01	  +7.9633403586102119E+01	  +7.0900954079338961E+04	  +7.7732637367587391E+04	
  +2.5500000000000000E+01	  +1.7346134772560784E+01	  +7.9401062039662037E+01	  +7.0692627372132469E+04	  +7.7505842677567183E+04	
  +2.5625000000000000E+01	  +1.7302464988491710E+01	  +7.9204862747052871E+01	  +7.0513887377011095E+04	  +7.7314656567666418E+04	
  +2.5750000000000000E+01	  +1.7250077029631772E+01	  +7.8959365835852637E+01	  +7.0300182314320278E+04	  +7.7074645062622207E+04	
  +2.5875000000000000E+01	  +1.7203350090487856E+01	  +7.8746015249776775E+01	  +7.0109766296790724E+04	  +7.6866332435042670E+04	
  +2.6000000000000000E+01	  +1.7171444801036060E+01	  +7.8607130484740168E+01	  +6.9979211184399232E+04	  +7.6731213991767087E+04	
  +2.6125000000000000E+01	  +1.7123709610688206E+01	  +7.8379572991185626E+01	  +6.9784143919714639E+04	  +7.6508586954755010E+04	
  +2.6250000000000000E+01	  +1.7085430640377123E+01	  +7.8208196922173656E+01	  +6.9628089422157194E+04	  +7.6341529118398917E+04	
  +2.6375000000000000E+01	  +1.7044802490382391E+01	  +7.8019349858295115E+01	  +6.9462015882865977E+04	  +7.6157046080067783E+04	
  +2.6500000000000000E+01	  +1.7005093622565497E+01	  +7.7836856819846332E+01	  +6.9299769109368513E+04	  +7.5978865049487242E+04	
  +2.6625000000000000E+01	  +1.6966363781706864E+01	  +7.7658902242869061E+01	  +6.9141591868112082E+04	  +7.5805115966965765E+04	
  +2.6750000000000000E+01	  +1.6930038753050439E+01	  +7.7492634268416992E+01	  +6.8993240753162201E+04	  +7.5642804665537260E+04	
  +2.6875000000000000E+01	  +1.6896461189041258E+01	  +7.7339062675541498E+01	  +6.8856115998958703E+04	  +7.5492887088556861E+04	
  +2.7000000000000000E+01	  +1.6863681326838659E+01	  +7.7188376212793173E+01	  +6.8722284114392620E+04	  +7.5345753130054072E+04	
  +2.7125000000000000E+01	  +1.6832275347907952E+01	  +7.7044896012609200E+01	  +6.8594138197760141E+04	  +7.5205567558802461E+04	
  +2.7250000000000000E+01	  +1.6763844265000376E+01	  +7.6711427150046603E+01	  +6.8311264808942709E+04	  +7.4878841524577962E+04	
  +2.7375000000000000E+01	  +1.6656697250644367E+01	  +7.6198544921920771E+01	  +6.7871184524973869E+04	  +7.4377407421042240E+04	
  +2.7500000000000000E+01	  +1.6552211370646170E+01	  +7.5752299847044455E+01	  +6.7438908521653924E+04	  +7.3941660422653513E+04	
  +2.7625000000000000E+01	  +1.6451577826996449E+01	  +7.5249969252197886E+01	  +6.7031950585465645E+04	  +7.3450975973330904E+04	
  +2.7750000000000000E+01	  +1.6387825193238321E+01	  +7.4971698568036729E+01	  +6.6770353224153194E+04	  +7.3179830234510242E+04	
  +2.7875000000000000E+01	  +1.6353919684611505E+01	  +7.4825720181204531E+01	  +6.6632103748681897E+04	  +7.3038047316506156E+04	
  +2.8000000000000000E+01	  +1.6312044611078552E+01	  +7.4629752390931870E+01	  +6.6460928398786651E+04	  +7.2846586862360840E+04	
  +2.8125000000000000E+01	  +1.6270945071237453E+01	  +7.4437597126895994E+01	  +6.6289907772444465E+04	  +7.2658833264340676E+04	
  +2.8250000000000000E+01	  +1.6145852909432314E+01	  +7.3827828895881325E+01	  +6.5775305601868371E+04	  +7.2061201992473507E+04	
  +2.8375000000000000E+01	  +1.5926842273296426E+01	  +7.2855909736510128E+01	  +6.4875388490180580E+04	  +7.1114718238348418E+04	
  +2.8500000000000000E+01	  +1.5734697851800645E+01	  +7.1969791757177816E+01	  +6.4089032118620336E+04	  +7.0245232960067093E+04	
  +2.8625000000000000E+01	  +1.5539180547993571E+01	  +7.1045504856045739E+01	  +6.3286773220402742E+04	  +6.9342864790733191E+04	
  +2.8750000000000000E+01	  +1.5428309571329262E+01	  +7.0475916477757124E+01	  +6.2838093508134385E+04	  +6.8786933118103741E+04	
  +2.8875000000000000E+01	  +1.5369885812094481E+01	  +7.0223054481392808E+01	  +6.2598496660335775E+04	  +6.8540405125928373E+04	
  +2.9000000000000000E+01	  +1.5296027211412525E+01	  +6.9868426099179956E+01	  +6.2297741050418517E+04	  +6.8193798135197314E+04	
  +2.9125000000000000E+01	  +1.5231245358320034E+01	  +6.9568089273648823E+01	  +6.2033022073015745E+04	  +6.7900142964297032E+04	
  +2.9250000000000000E+01	  +1.5164110862233597E+01	  +6.9251987913577594E+01	  +6.1759121882211897E+04	  +6.7591218033798810E+04	
  +2.9375000000000000E+01	  +1.5097489941091238E+01	  +6.8938539677912260E+01	  +6.1487290929007409E+04	  +6.7284779428890994E+04	
  +2.9500000000000000E+01	  +1.5032655709924937E+01	  +6.8634447998295599E+01	  +6.1222640590116440E+04	  +6.6987572680844169E+04	
  +2.9625000000000000E+01	  +1.4969360442657809E+01	  +6.8337456228495697E+01	  +6.0964276218488274E+04	  +6.6697304635646738E+04	
  +2.9750000000000000E+01	  +1.4909233167949578E+01	  +6.8056421848030524E+01	  +6.0718764342199822E+04	  +6.6422720493323854E+04	
  +2.9875000000000000E+01	  +1.4855079548310631E+01	  +6.7802975911697388E+01	  +6.0498084775834432E+04	  +6.6175226742068640E+04	
  +3.0000000000000000E+01	  +1.4801008836237559E+01	  +6.7549409340787847E+01	  +6.0277453292179387E+04	  +6.5927377367544745E+04	
  +3.0125000000000000E+01	  +1.4749953388034115E+01	  +6.7310445905893587E+01	  +6.0069187608234162E+04	  +6.5693864441866113E+04	
  +3.0250000000000000E+01	  +1.4702045595322978E+01	  +6.7086637603902844E+01	  +5.9873669950402335E+04	  +6.5475153465596624E+04	
  +3.0375000000000000E+01	  +1.4656970203212859E+01	  +6.6876152450944772E+01	  +5.9689849427388093E+04	  +6.5269455523270815E+04	
  +3.0500000000000000E+01	  +1.4614032757831971E+01	  +6.6675253422189854E+01	  +5.9514529102453031E+04	  +6.5073134073097594E+04	
  +3.0625000000000000E+01	  +1.4577286383142946E+01	  +6.6505975841056852E+01	  +5.9364249617038418E+04	  +6.4907928033450342E+04	
  +3.0750000000000000E+01	  +1.4530192245526971E+01	  +6.6280951800913073E+01	  +5.9172288127715343E+04	  +6.4687758324771385E+04	
  +3.0875000000000000E+01	  +1.4488524017480380E+01	  +6.6086450593419599E+01	  +5.9002418225069334E+04	  +6.4497644030861877E+04	
  +3.1000000000000000E+01	  +1.4455835024543891E+01	  +6.5937610529157098E+01	  +5.8868730525192266E+04	  +6.4352484822508333E+04	
  +3.1125000000000000E+01	  +1.4412230487541660E+01	  +6.5730101095845683E+01	  +5.8691895449660595E+04	  +6.4149303785961907E+04	
  +3.1250000000000000E+01	  +1.4447521356765206E+01	  +6.5927381411013783E+01	  +5.8839708546043948E+04	  +6.4343699408730216E+04	
  +3.1375000000000000E+01	  +1.4542487832484804E+01	  +6.6397024206845842E+01	  +5.9229474251925763E+04	  +6.4803559353672950E+04	
  +3.1500000000000000E+01	  +1.4644517134758178E+01	  +6.6885597290316127E+01	  +5.9648568727471102E+04	  +6.5281183161688445E+04	
  +3.1625000000000000E+01	  +1.4750332456577556E+01	  +6.7385271727640742E+01	  +6.0080190924945375E+04	  +6.5769842154383528E+04	
  +3.1750000000000000E+01	  +1.4793046660165343E+01	  +6.7564778119736943E+01	  +6.0255981654669769E+04	  +6.5944496110270164E+04	
  +3.1875000000000000E+01	  +1.4776675011106553E+01	  +6.7467468734798686E+01	  +6.0189763870862749E+04	  +6.5848346051526139E+04	
  +3.2000000000000000E+01	  +1.4792835841031303E+01	  +6.7557117010410806E+01	  +6.0255136431129235E+04	  +6.5936828082133492E+04	
  +3.2125000000000000E+01	  +1.4793162742751518E+01	  +6.7557256459791589E+01	  +6.0255136431129235E+04	  +6.5936828082133492E+04	
  +3.2250000000000000E+01	  +1.4792701565467608E+01	  +6.7499883385884260E+01	  +6.0255136431129235E+04	  +6.5878113304155311E+04	
  +3.2375000000000000E+01	  +1.4815642152394236E+01	  +6.7666961329433249E+01	  +6.0347343368922076E+04	  +6.6043869104935642E+04	
  +3.2500000000000000E+01	  +1.4816067407707864E+01	  +6.7666684934128369E+01	  +6.0347343368922076E+04	  +6.6043869104935642E+04	
  +3.2625000000000000E+01	  +1.4850349192201026E+01	  +6.7832197329539682E+01	  +6.0488953142155908E+04	  +6.6205696837536743E+04	
  +3.2750000000000000E+01	  +1.4850915795102507E+01	  +6.7832170382037148E+01	  +6.0488953142155908E+04	  +6.6205696837536743E+04	
  +3.2875000000000000E+01	  +1.4850288386716498E+01	  +6.7828415574601451E+01	  +6.0488953142155908E+04	  +6.6201988372960259E+04	
  +3.3000000000000000E+01	  +1.4852886329709369E+01	  +6.7877207903624594E+01	  +6.0500466998810618E+04	  +6.6251424786760297E+04	
  +3.3125000000000000E+01	  +1.4862466241877096E+01	  +6.7913194622529247E+01	  +6.0543840812487957E+04	  +6.6286167002415052E+04	
  +3.3250000000000000E+01	  +1.4870182990373380E+01	  +6.7942318475709186E+01	  +6.0569612361203632E+04	  +6.6314663089932234E+04	
  +3.3375000000000000E+01	  +1.4870182990373380E+01	  +6.8002178826202012E+01	  +6.0569612361203632E+04	  +6.6375655921913625E+04	
  +3.3500000000000000E+01	  +1.4875565416252423E+01	  +6.7979871081263724E+01	  +6.0594035879666357E+04	  +6.6351580913495025E+04	
  +3.3625000000000000E+01	  +1.4888020427471403E+01	  +6.8019387194455319E+01	  +6.0649471796071099E+04	  +6.6389296184485342E+04	
  +3.3750000000000000E+01	  +1.4890769770142253E+01	  +6.8043640758684219E+01	  +6.0659363750510849E+04	  +6.6413542712244511E+04	
  +3.3875000000000000E+01	  +1.4891892834627527E+01	  +6.8067547436444116E+01	  +6.0659363750510849E+04	  +6.6437798291827916E+04	
  +3.4000000000000000E+01	  +1.4897242435769165E+01	  +6.8097638511617106E+01	  +6.0681735074611352E+04	  +6.6467445585387424E+04	
  +3.4125000000000000E+01	  +1.4902135931917766E+01	  +6.8077894358650624E+01	  +6.0703642247106160E+04	  +6.6446107373012244E+04	
  +3.4250000000000000E+01	  +1.4908576670495531E+01	  +6.8102698062816060E+01	  +6.0730037046293284E+04	  +6.6470089610356794E+04	
  +3.4375000000000000E+01	  +1.4905107343569846E+01	  +6.8130344420376517E+01	  +6.0712864961732586E+04	  +6.6499209303515847E+04	
  +3.4500000000000000E+01	  +1.4910031223776500E+01	  +6.8145623409432375E+01	  +6.0732030666779836E+04	  +6.6513767847664509E+04	
  +3.4625000000000000E+01	  +1.4916251265928514E+01	  +6.8174019699903752E+01	  +6.0761047625437204E+04	  +6.6541482566882769E+04	
  +3.4750000000000000E+01	  +1.4919386949935259E+01	  +6.8186157545085692E+01	  +6.0773269772582506E+04	  +6.6553222096666257E+04	
  +3.4875000000000000E+01	  +1.4925386348506150E+01	  +6.8199155235850057E+01	  +6.0797289123951254E+04	  +6.6565200661804236E+04	
  +3.5000000000000000E+01	  +1.4928266411508252E+01	  +6.8220649026893469E+01	  +6.0808983054063443E+04	  +6.6586588651370825E+04	
  +3.5125000000000000E+01	  +1.4930519665983393E+01	  +6.8232163042351516E+01	  +6.0816458485188574E+04	  +6.6597886608778761E+04	
  +3.5250000000000000E+01	  +1.4935303511927030E+01	  +6.8253071240328296E+01	  +6.0836601592673927E+04	  +6.6618247198027500E+04	
  +3.5375000000000000E+01	  +1.4938045293775028E+01	  +6.8241401013162303E+01	  +6.0847928644523367E+04	  +6.6605668382513075E+04	
  +3.5500000000000000E+01	  +1.4942324148163882E+01	  +6.8244883363477200E+01	  +6.0865230025672528E+04	  +6.6608278025270280E+04	
  +3.5625000000000000E+01	  +1.4940223709141369E+01	  +6.8239138370972782E+01	  +6.0854490402434043E+04	  +6.6602859923029275E+04	
  +3.5750000000000000E+01	  +1.4940826682891734E+01	  +6.8239197356633099E+01	  +6.0855833713968779E+04	  +6.6602785053792482E+04	
  +3.5875000000000000E+01	  +1.4939982146003409E+01	  +6.8232877107762121E+01	  +6.0852837238663036E+04	  +6.6596495322809526E+04	
  +3.6000000000000000E+01	  +1.4940256839018168E+01	  +6.8242108127000776E+01	  +6.0853440945979855E+04	  +6.6605896964849700E+04	
