400.15	0
400.15	0.5
400.15	1
400.15	1.5
400.15	2
400.15	2.5
400.15	3
400.15	3.5
400.15	4
400.15	4.5
400.15	5
400.15	5.5
400.15	6
400.15	6.5
400.15	7
400.15	7.5
400.15	8
400.15	8.5
400.15	9
400.15	9.5
400.15	10
400.15	10.5
400.15	11
400.15	11.5
400.15	12
400.15	12.5
400.15	13
400.15	13.5
400.15	14
400.15	14.5
400.15	15
400.15	15.5
400.15	16
400.15	16.5
400.15	17
400.15	17.5
400.15	18
400.15	18.5
400.15	19
400.15	19.5
400.15	20
400.15	20.5
400.15	21
400.15	21.5
400.15	22
400.15	22.5
400.15	23
400.15	23.5
400.15	24
400.15	24.5
400.15	25
400.15	25.5
400.15	26
400.15	26.5
400.15	27
400.15	27.5
400.15	28
400.15	28.5
400.15	29
400.15	29.5
400.15	30
400.15	30.5
400.15	31
400.15	31.5
400.15	32
400.15	32.5
400.15	33
400.15	33.5
400.15	34
400.15	34.5
400.15	35
400.15	35.5
400.15	36
400.15	36.5
400.15	37
400.15	37.5
400.15	38
400.15	38.5
400.15	39
400.15	39.5
400.15	40
400.15	40.5
400.15	41
400.15	41.5
400.15	42
400.15	42.5
400.15	43
400.15	43.5
400.15	44
400.15	44.5
400.15	45
400.15	45.5
400.15	46
400.15	46.5
400.15	47
400.15	47.5
400.15	48
400.15	48.5
400.15	49
400.15	49.5
400.15	50
400.15	50.5
400.15	51
400.15	51.5
400.15	52
400.15	52.5
400.15	53
400.15	53.5
400.15	54
400.15	54.5
400.15	55
400.15	55.5
400.15	56
400.15	56.5
400.15	57
400.15	57.5
400.15	58
400.15	58.5
400.15	59
400.15	59.5
400.15	60
400.15	60.5
400.15	61
400.15	61.5
400.15	62
400.15	62.5
400.15	63
400.15	63.5
400.15	64
400.15	64.5
400.15	65
400.15	65.5
400.15	66
400.15	66.5
400.15	67
400.15	67.5
400.15	68
400.15	68.5
400.15	69
400.15	69.5
400.15	70
400.15	70.5
400.15	71
400.15	71.5
400.15	72
400.15	72.5
400.15	73
400.15	73.5
400.15	74
400.15	74.5
400.15	75
400.15	75.5
400.15	76
400.15	76.5
400.15	77
400.15	77.5
400.15	78
400.15	78.5
400.15	79
400.15	79.5
400.15	80
400.15	80.5
400.15	81
400.15	81.5
400.15	82
400.15	82.5
400.15	83
400.15	83.5
400.15	84
400.15	84.5
400.15	85
400.15	85.5
400.15	86
400.15	86.5
400.15	87
400.15	87.5
400.15	88
400.15	88.5
400.15	89
400.15	89.5
400.15	90
400.15	90.5
400.15	91
400.15	91.5
400.15	92
400.15	92.5
400.15	93
400.15	93.5
400.15	94
400.15	94.5
400.15	95
400.15	95.5
400.15	96
400.15	96.5
400.15	97
400.15	97.5
400.15	98
400.15	98.5
400.15	99
400.15	99.5
400.15	100
400.15	100.5
400.15	101
400.15	101.5
400.15	102
400.15	102.5
400.15	103
400.15	103.5
400.15	104
400.15	104.5
400.15	105
400.15	105.5
400.15	106
400.15	106.5
400.15	107
400.15	107.5
400.15	108
400.15	108.5
400.15	109
400.15	109.5
400.15	110
400.15	110.5
400.15	111
400.15	111.5
400.15	112
400.15	112.5
400.15	113
400.15	113.5
400.15	114
400.15	114.5
400.15	115
400.15	115.5
400.15	116
400.15	116.5
400.15	117
400.15	117.5
400.15	118
400.15	118.5
400.15	119
400.15	119.5
400.15	120
400.15	120.5
400.15	121
400.15	121.5
400.15	122
400.15	122.5
400.15	123
400.15	123.5
400.15	124
400.15	124.5
400.15	125
400.15	125.5
400.15	126
400.15	126.5
400.15	127
400.15	127.5
400.15	128
400.15	128.5
400.15	129
400.15	129.5
400.15	130
400.15	130.5
400.15	131
400.15	131.5
400.15	132
400.15	132.5
400.15	133
400.15	133.5
400.15	134
400.15	134.5
400.15	135
400.15	135.5
400.15	136
400.15	136.5
400.15	137
400.15	137.5
400.15	138
400.15	138.5
400.15	139
400.15	139.5
400.15	140
400.15	140.5
400.15	141
400.15	141.5
400.15	142
400.15	142.5
400.15	143
400.15	143.5
400.15	144
400.15	144.5
400.15	145
400.15	145.5
400.15	146
400.15	146.5
400.15	147
400.15	147.5
400.15	148
400.15	148.5
400.15	149
400.15	149.5
400.15	150
400.15	150.5
400.15	151
400.15	151.5
400.15	152
400.15	152.5
400.15	153
400.15	153.5
400.15	154
400.15	154.5
400.15	155
400.15	155.5
400.15	156
400.15	156.5
400.15	157
400.15	157.5
400.15	158
400.15	158.5
400.15	159
400.15	159.5
400.15	160
400.15	160.5
400.15	161
400.15	161.5
400.15	162
400.15	162.5
400.15	163
400.15	163.5
400.15	164
400.15	164.5
400.15	165
400.15	165.5
400.15	166
400.15	166.5
400.15	167
400.15	167.5
