 TIME                    	HPT_powerMW              	LPT_powerMW              	P1_powerMW               	P2_powerMW               	P3_powerMW               	Wnet_MW                  	Wgross_MW                	eta_net                  	eta_gross                	eta_CHP                  	m_fuel_h                 	
  +8.4125000000000000E+01	  +1.1367649885475089E+01	  +6.5155601383760118E+00	  +6.7141620942205057E-05	  +5.9861767955268590E-03	  +1.2327795133075545E-01	  +1.5978490878693488E+01	  +1.7883210023851102E+01	  +2.5940097738084666E-01	  +2.9032292186489900E-01	  +7.9467874663117133E-01	  +1.8315977836657148E+04	
  +8.4250000000000000E+01	  +1.1386009177905171E+01	  +6.5203688065677996E+00	  +7.0996613679185765E-05	  +5.9984656896648059E-03	  +1.2369274632348311E-01	  +1.5998954198261531E+01	  +1.7906377984472972E+01	  +2.5935051349197846E-01	  +2.9027074316889723E-01	  +7.9405342497606046E-01	  +1.8343003176400511E+04	
  +8.4375000000000000E+01	  +1.1406984072413033E+01	  +6.5322017423032230E+00	  +7.4855156875334609E-05	  +6.0253336655673138E-03	  +1.2417438138995381E-01	  +1.6028020120053476E+01	  +1.7939185814716257E+01	  +2.5935584735874606E-01	  +2.9028118900852795E-01	  +7.9370646476243323E-01	  +1.8375949698734214E+04	
  +8.4500000000000000E+01	  +1.1422561434994853E+01	  +6.5380712823201916E+00	  +7.8905896196153236E-05	  +6.0438458815062421E-03	  +1.2453249469043697E-01	  +1.6046979723762213E+01	  +1.7960632717315043E+01	  +2.5933308012171274E-01	  +2.9025936865981777E-01	  +7.9331998168096207E-01	  +1.8399301837233848E+04	
  +8.4625000000000000E+01	  +1.1439318464646281E+01	  +6.5503024175422366E+00	  +8.1214136028477340E-05	  +6.0633301967370238E-03	  +1.2491933900253023E-01	  +1.6072701298967896E+01	  +1.7989620882188515E+01	  +2.5937977289390984E-01	  +2.9031484453513923E-01	  +7.9331058502394125E-01	  +1.8425476434250497E+04	
  +8.4750000000000000E+01	  +1.1453868560341697E+01	  +6.5616905845803766E+00	  +8.1811215672666622E-05	  +6.0884828418601867E-03	  +1.2525365388403900E-01	  +1.6095721677282452E+01	  +1.8015559144922072E+01	  +2.5944004021909967E-01	  +2.9038507765234212E-01	  +7.9347163797078279E-01	  +1.8447580285409113E+04	
  +8.4875000000000000E+01	  +1.1470656061987617E+01	  +6.5753456281529354E+00	  +8.2476725480195749E-05	  +6.1061417784728164E-03	  +1.2562414033173544E-01	  +1.6122770038174373E+01	  +1.8046001690140546E+01	  +2.5952274744703269E-01	  +2.9048035343617534E-01	  +7.9339686722033176E-01	  +1.8472691938228556E+04	
  +8.5000000000000000E+01	  +1.1488037269263254E+01	  +6.5829617108664253E+00	  +8.3081368971697623E-05	  +6.1247695148017667E-03	  +1.2601805830715054E-01	  +1.6144895763844875E+01	  +1.8070998980129676E+01	  +2.5950598372147388E-01	  +2.9046532326768643E-01	  +7.9329009837239106E-01	  +1.8499237474885151E+04	
  +8.5125000000000000E+01	  +1.1503650697684272E+01	  +6.5960012910948880E+00	  +8.4310130017148927E-05	  +6.1425995546973856E-03	  +1.2637044101185127E-01	  +1.6170349174274332E+01	  +1.8099651988779158E+01	  +2.5958828157394348E-01	  +2.9056005570544152E-01	  +7.9327138943744147E-01	  +1.8522528547402071E+04	
  +8.5250000000000000E+01	  +1.1516725678982507E+01	  +6.5987565220218780E+00	  +8.6066179899236023E-05	  +6.1461745387043111E-03	  +1.2666988460032377E-01	  +1.6184322068116909E+01	  +1.8115482201004383E+01	  +2.5953763184862783E-01	  +2.9050641296288138E-01	  +7.9306868941389030E-01	  +1.8542151836501493E+04	
  +8.5375000000000000E+01	  +1.1516121100042536E+01	  +6.5943056372737523E+00	  +8.7667835580744976E-05	  +6.1609781139353795E-03	  +1.2679980657108436E-01	  +1.6179640456316122E+01	  +1.8110426737316292E+01	  +2.5948375143475394E-01	  +2.9044906668791831E-01	  +7.9304772399038093E-01	  +1.8540637244197587E+04	
  +8.5500000000000000E+01	  +1.1542277130770964E+01	  +6.6098346742295471E+00	  +9.0117872316710434E-05	  +6.1911157437987271E-03	  +1.2725367167734966E-01	  +1.6216719209736343E+01	  +1.8152111805000512E+01	  +2.5948477234738743E-01	  +2.9045311437081123E-01	  +7.9292474834665527E-01	  +1.8583053562039928E+04	
  +8.5625000000000000E+01	  +1.1541032499415842E+01	  +6.6100373230803910E+00	  +9.0125000549402383E-05	  +6.1873009141652051E-03	  +1.2728576390689875E-01	  +1.6215755969407155E+01	  +1.8151069822496233E+01	  +2.5950969624525272E-01	  +2.9048159241228277E-01	  +7.9270120959518886E-01	  +1.8580165113773975E+04	
  +8.5750000000000000E+01	  +1.1562685577136156E+01	  +6.6225902094029561E+00	  +9.1472728657362551E-05	  +6.2127293393510561E-03	  +1.2771827973050706E-01	  +1.6246127974266539E+01	  +1.8185275786539112E+01	  +2.5953335636792690E-01	  +2.9051141717169482E-01	  +7.9280977016203835E-01	  +1.8613268625061621E+04	
  +8.5875000000000000E+01	  +1.1561619531534228E+01	  +6.6216830336567361E+00	  +9.1446235173586095E-05	  +6.2150136167098509E-03	  +1.2779535925579508E-01	  +1.6244280671474957E+01	  +1.8183302565190964E+01	  +2.5953743187050954E-01	  +2.9051749019463413E-01	  +7.9281333145654775E-01	  +1.8610859911239651E+04	
  +8.6000000000000000E+01	  +1.1585747939656304E+01	  +6.6371914761888986E+00	  +9.2425625092654298E-05	  +6.2392262025210872E-03	  +1.2824545037607155E-01	  +1.6279526082277364E+01	  +1.8222939415845200E+01	  +2.5957388258043546E-01	  +2.9056123085477908E-01	  +7.9274581721692594E-01	  +1.8648621013627850E+04	
  +8.6125000000000000E+01	  +1.1585578944001789E+01	  +6.6341980908598046E+00	  +9.2122579527522403E-05	  +6.2315821742504919E-03	  +1.2831754771971879E-01	  +1.6276622204149287E+01	  +1.8219777034861593E+01	  +2.5956439857622443E-01	  +2.9055202049484025E-01	  +7.9250192990899648E-01	  +1.8645975810281874E+04	
  +8.6250000000000000E+01	  +1.1610700549794071E+01	  +6.6554212159722352E+00	  +9.3082920545161827E-05	  +6.2688313397588138E-03	  +1.2881544221736835E-01	  +1.6317849968359770E+01	  +1.8266121765766307E+01	  +2.5965509943879261E-01	  +2.9065665345910080E-01	  +7.9297409592637536E-01	  +1.8686675236576608E+04	
  +8.6375000000000000E+01	  +1.1609502777886577E+01	  +6.6500144864432977E+00	  +9.2669741138520363E-05	  +6.2652376082840151E-03	  +1.2882435074976964E-01	  +1.6311901505607615E+01	  +1.8259517264329876E+01	  +2.5960031554478424E-01	  +2.9059619087853855E-01	  +7.9268975041380196E-01	  +1.8683805292139226E+04	
  +8.6500000000000000E+01	  +1.1629284120026222E+01	  +6.6721435004364249E+00	  +9.2458784047753359E-05	  +6.2843724745159325E-03	  +1.2923804186463575E-01	  +1.6349231472605503E+01	  +1.8301427620462647E+01	  +2.5977987991543022E-01	  +2.9079915331133582E-01	  +7.9296473586992255E-01	  +1.8713619260911124E+04	
  +8.6625000000000000E+01	  +1.1628625693402368E+01	  +6.6727845318779631E+00	  +9.2270985234451825E-05	  +6.2890277086752331E-03	  +1.2929994553588869E-01	  +1.6349156082945477E+01	  +1.8301410225280328E+01	  +2.5980919364834310E-01	  +2.9083303193965110E-01	  +7.9324350199814164E-01	  +1.8711421559429484E+04	
  +8.6750000000000000E+01	  +1.1634117228768927E+01	  +6.6664426004296127E+00	  +9.2795293981705118E-05	  +6.2898106637450510E-03	  +1.2942948059284379E-01	  +1.6348272968383174E+01	  +1.8300559829198541E+01	  +2.5969048783281712E-01	  +2.9070234628754432E-01	  +7.9271085534283336E-01	  +1.8718963466940269E+04	
  +8.6875000000000000E+01	  +1.1661533626542639E+01	  +6.6875418605579027E+00	  +9.4094818954564330E-05	  +6.3224450655869910E-03	  +1.2996305400091182E-01	  +1.6391426303893578E+01	  +1.8349075487100542E+01	  +2.5977152719182173E-01	  +2.9079637570709083E-01	  +7.9282302171702501E-01	  +1.8762519483269396E+04	
  +8.7000000000000000E+01	  +1.1660777365568180E+01	  +6.6847898051463952E+00	  +9.3881703906796679E-05	  +6.3148836612815134E-03	  +1.2996428093190296E-01	  +1.6388274711975740E+01	  +1.8345567170714578E+01	  +2.5976112309800925E-01	  +2.9078504088367646E-01	  +7.9253614809236139E-01	  +1.8759663341623051E+04	
  +8.7125000000000000E+01	  +1.1676110993261190E+01	  +6.7041475304353177E+00	  +9.4191308703168883E-05	  +6.3387647757636107E-03	  +1.3031040373443836E-01	  +1.6419163647489842E+01	  +1.8380258523696508E+01	  +2.5991580191014435E-01	  +2.9095998651750449E-01	  +7.9309015322382270E-01	  +1.8783836787476866E+04	
  +8.7250000000000000E+01	  +1.1675304683392785E+01	  +6.7004691656545745E+00	  +9.2869695029318490E-05	  +6.3366036055075240E-03	  +1.3034315362954482E-01	  +1.6415101099905549E+01	  +1.8375773849047359E+01	  +2.5987745463532763E-01	  +2.9091805806010679E-01	  +7.9300496893458472E-01	  +1.8781960195089829E+04	
  +8.7375000000000000E+01	  +1.1695530598084218E+01	  +6.7144117148939184E+00	  +9.2743263349527044E-05	  +6.3584097424752607E-03	  +1.3074703040701535E-01	  +1.6445469716608766E+01	  +1.8409942312978135E+01	  +2.5992901761768100E-01	  +2.9097850668125280E-01	  +7.9309228787696018E-01	  +1.8812974866349308E+04	
  +8.7500000000000000E+01	  +1.1694610540161220E+01	  +6.7134619992204740E+00	  +9.1552744528530984E-05	  +6.3584844493412354E-03	  +1.3082212071150795E-01	  +1.6443720343328685E+01	  +1.8408072539381696E+01	  +2.5993171675282128E-01	  +2.9098292827712735E-01	  +7.9318205554995769E-01	  +1.8810778318207304E+04	
  +8.7625000000000000E+01	  +1.1716878671478604E+01	  +6.7331553662906272E+00	  +9.1653454143820868E-05	  +6.3819034537216266E-03	  +1.3123344115910529E-01	  +1.6481094335732035E+01	  +1.8450034037769232E+01	  +2.6004624403646870E-01	  +2.9111307514725093E-01	  +7.9321557210143567E-01	  +1.8845228954283717E+04	
  +8.7750000000000000E+01	  +1.1716187890049580E+01	  +6.7278570089039285E+00	  +9.1972217303375048E-05	  +6.3855465584160328E-03	  +1.3128445611072065E-01	  +1.6475654631660362E+01	  +1.8444044898953511E+01	  +2.5999412437091335E-01	  +2.9105631372888097E-01	  +7.9313286010465656E-01	  +1.8842785508356566E+04	
  +8.7875000000000000E+01	  +1.1732441549419461E+01	  +6.7434408499586640E+00	  +9.2068902256992413E-05	  +6.3916377592058730E-03	  +1.3159258890127370E-01	  +1.6504025493433851E+01	  +1.8475882399378126E+01	  +2.6009561251396629E-01	  +2.9117114193225985E-01	  +7.9308052243218441E-01	  +1.8867867507341864E+04	
  +8.8000000000000000E+01	  +1.1732417929246690E+01	  +6.7435086733816609E+00	  +9.2068902256992413E-05	  +6.3974933583749198E-03	  +1.3165120867923344E-01	  +1.6504007248519642E+01	  +1.8475926602628356E+01	  +2.6012067205917699E-01	  +2.9120021413119507E-01	  +7.9315752296954689E-01	  +1.8866028955736205E+04	
  +8.8125000000000000E+01	  +1.1736682420103124E+01	  +6.7434051924642366E+00	  +9.2737605339143737E-05	  +6.3982093252598271E-03	  +1.3176487053605457E-01	  +1.6507648615590632E+01	  +1.8480087612567356E+01	  +2.6007878657985084E-01	  +2.9115465649217692E-01	  +7.9279371436466617E-01	  +1.8873230497397442E+04	
  +8.8250000000000000E+01	  +1.1746509761609337E+01	  +6.7365689379711977E+00	  +9.4913564760146652E-05	  +6.3986093899767362E-03	  +1.3191531826531516E-01	  +1.6510202872524431E+01	  +1.8483078699580531E+01	  +2.5989154630826844E-01	  +2.9094711560239767E-01	  +7.9189566506687725E-01	  +1.8889750209922557E+04	
  +8.8375000000000000E+01	  +1.1766530241386521E+01	  +6.7496918532042187E+00	  +9.8099076324765963E-05	  +6.4308430581928614E-03	  +1.3231130699207361E-01	  +1.6539643660917733E+01	  +1.8516222094590738E+01	  +2.6000002646344783E-01	  +2.9107146038293447E-01	  +7.9238711718955901E-01	  +1.8915538728039828E+04	
  +8.8500000000000000E+01	  +1.1763280290478798E+01	  +6.7509868796265655E+00	  +9.9509689517022552E-05	  +6.4282277938163129E-03	  +1.3221444095191642E-01	  +1.6537972492503105E+01	  +1.8514267170105366E+01	  +2.6001094923430174E-01	  +2.9108236716796937E-01	  +7.9200378827211393E-01	  +1.8912832958322750E+04	
  +8.8625000000000000E+01	  +1.1754366223803192E+01	  +6.7573408160986101E+00	  +9.9839817245024723E-05	  +6.4270392285738116E-03	  +1.3230084155165323E-01	  +1.6535591387373895E+01	  +1.8511707039901800E+01	  +2.6016924084765597E-01	  +2.9126123490466477E-01	  +7.9244404356078824E-01	  +1.8898604676743686E+04	
  +8.8750000000000000E+01	  +1.1759800597842709E+01	  +6.7592314432050982E+00	  +9.9958630603665783E-05	  +6.4280964951814509E-03	  +1.3227071572084709E-01	  +1.6542209943181060E+01	  +1.8519032041047808E+01	  +2.6009950259830972E-01	  +2.9118183356536631E-01	  +7.9232577772550161E-01	  +1.8911238204101202E+04	
  +8.8875000000000000E+01	  +1.1765537464999230E+01	  +6.7522038833679625E+00	  +1.0047579710724162E-04	  +6.4323139593239599E-03	  +1.3239509001770788E-01	  +1.6540932121733746E+01	  +1.8517741348367192E+01	  +2.5994417001851100E-01	  +2.9101013594596836E-01	  +7.9189368828053242E-01	  +1.8921077135846001E+04	
  +8.9000000000000000E+01	  +1.1772515788751447E+01	  +6.7507114195187716E+00	  +1.0069453769703879E-04	  +6.4327428340366175E-03	  +1.3254351890364466E-01	  +1.6545735226795355E+01	  +1.8523227208270217E+01	  +2.5994246296890178E-01	  +2.9100993317314910E-01	  +7.9177627174838927E-01	  +1.8926695671442896E+04	
  +8.9125000000000000E+01	  +1.1777909661647259E+01	  +6.7561090887996071E+00	  +1.0688052377980122E-04	  +6.4483302716412082E-03	  +1.3266592182768303E-01	  +1.6555317856041388E+01	  +1.8534018750446865E+01	  +2.5994384195410719E-01	  +2.9101247603545710E-01	  +7.9188402372590261E-01	  +1.8937556794875072E+04	
  +8.9250000000000000E+01	  +1.1732524437908406E+01	  +6.7173983157070030E+00	  +1.1817919344281814E-04	  +6.4158973814202351E-03	  +1.3168734405507110E-01	  +1.6480531199686926E+01	  +1.8449922753615407E+01	  +2.5975675266601755E-01	  +2.9079718143484651E-01	  +7.9213668976995077E-01	  +1.8865586782768620E+04	
  +8.9375000000000000E+01	  +1.1645268737439896E+01	  +6.6492336144528217E+00	  +1.2729460265744485E-04	  +6.3253027809515175E-03	  +1.2969185326403293E-01	  +1.6342522111120573E+01	  +1.8294502351892721E+01	  +2.5932870372827005E-01	  +2.9030339062792437E-01	  +7.9229251056802930E-01	  +1.8738483920210263E+04	
  +8.9500000000000000E+01	  +1.1561012721788126E+01	  +6.5860179756251300E+00	  +1.3654784017946917E-04	  +6.2343276981191619E-03	  +1.2788644995247186E-01	  +1.6211496034730235E+01	  +1.8147030697413253E+01	  +2.5889855187443245E-01	  +2.8980915507834826E-01	  +7.9157864632463526E-01	  +1.8619132027482152E+04	
  +8.9625000000000000E+01	  +1.1485706571253026E+01	  +6.5245867860036180E+00	  +1.3925301258909645E-04	  +6.1528320762846162E-03	  +1.2609528167806017E-01	  +1.6090115391440737E+01	  +1.8010293357256643E+01	  +2.5861967965844290E-01	  +2.8948308854801980E-01	  +7.9189655717737206E-01	  +1.8499651519299019E+04	
  +8.9750000000000000E+01	  +1.1441168718207443E+01	  +6.4971939128048142E+00	  +1.3794806119404198E-04	  +6.1034446145897189E-03	  +1.2513135296463279E-01	  +1.6026290896834659E+01	  +1.7938362631012257E+01	  +2.5857220138313886E-01	  +2.8942204684591077E-01	  +7.9216549644284950E-01	  +1.8429652520539905E+04	
  +8.9875000000000000E+01	  +1.1442057484646543E+01	  +6.4958082379154511E+00	  +1.3782343199231280E-04	  +6.1040536663051464E-03	  +1.2503743287589134E-01	  +1.6025927771329027E+01	  +1.7937865722561998E+01	  +2.5850296694253033E-01	  +2.8934309302171823E-01	  +7.9171245864035100E-01	  +1.8434170812229047E+04	
  +9.0000000000000000E+01	  +1.1413495765237681E+01	  +6.4777480852765139E+00	  +1.3562521805048682E-04	  +6.0629190213634240E-03	  +1.2450286272301650E-01	  +1.5984488199196587E+01	  +1.7891243850514194E+01	  +2.5846522618923479E-01	  +2.8929699412348603E-01	  +7.9160451324314751E-01	  +1.8389188819303079E+04	
  +9.0125000000000000E+01	  +1.1413923287273461E+01	  +6.4772864180371048E+00	  +1.3720536725730595E-04	  +6.0718180059958797E-03	  +1.2439993731682082E-01	  +1.5984540670158442E+01	  +1.7891209705310565E+01	  +2.5842015742176316E-01	  +2.8924504769434234E-01	  +7.9184741219858346E-01	  +1.8392456289815163E+04	
  +9.0250000000000000E+01	  +1.1371023962663363E+01	  +6.4510246389639363E+00	  +1.3622692350417152E-04	  +6.0276502954354190E-03	  +1.2356554557080406E-01	  +1.5923087260953800E+01	  +1.7822048601627298E+01	  +2.5839087426435975E-01	  +2.8920614726823668E-01	  +7.9234606527406060E-01	  +1.8323821905620822E+04	
  +9.0375000000000000E+01	  +1.1347900231856944E+01	  +6.4282714579616931E+00	  +1.3655421091428603E-04	  +5.9931533883304756E-03	  +1.2304416573842047E-01	  +1.5882298034832875E+01	  +1.7776171689818639E+01	  +2.5818802179922190E-01	  +2.8897547405871366E-01	  +7.9166314752776934E-01	  +1.8291242592052833E+04	
  +9.0500000000000000E+01	  +1.1324116392149362E+01	  +6.4099071502670286E+00	  +1.3699260379932215E-04	  +5.9672734493255849E-03	  +1.2251830462043485E-01	  +1.5844860874568548E+01	  +1.7734023542416391E+01	  +2.5808236963987735E-01	  +2.8885320327565328E-01	  +7.9164681219528266E-01	  +1.8255597462655034E+04	
  +9.0625000000000000E+01	  +1.1295019205453912E+01	  +6.3892472136166401E+00	  +1.3633845825410345E-04	  +5.9350653258645773E-03	  +1.2187243754676833E-01	  +1.5800690319965701E+01	  +1.7684266419070553E+01	  +2.5799737215172408E-01	  +2.8875284384164085E-01	  +7.9171897147522463E-01	  +1.8210704081105589E+04	
  +9.0750000000000000E+01	  +1.1275374828830257E+01	  +6.3707927832508782E+00	  +1.3619352361117889E-04	  +5.9174084328366934E-03	  +1.2143799278399751E-01	  +1.5766808415606622E+01	  +1.7646167612081136E+01	  +2.5784470122968539E-01	  +2.8857906405980471E-01	  +7.9170593708862580E-01	  +1.8182413822638413E+04	
  +9.0875000000000000E+01	  +1.1259490557452509E+01	  +6.3633979789516033E+00	  +1.3551239665780321E-04	  +5.9069364269489057E-03	  +1.2108823722099574E-01	  +1.5746182065323556E+01	  +1.7622888536404108E+01	  +2.5783702167317463E-01	  +2.8856729044885454E-01	  +7.9203828499784124E-01	  +1.8159168191278233E+04	
  +9.1000000000000000E+01	  +1.1241216136386354E+01	  +6.3515184967856317E+00	  +1.3401465263025312E-04	  +5.8802573072277561E-03	  +1.2067649618508502E-01	  +1.5719439478524340E+01	  +1.7592734633171986E+01	  +2.5780616669860995E-01	  +2.8852908424122231E-01	  +7.9194504835534396E-01	  +1.8130497150274419E+04	
  +9.1125000000000000E+01	  +1.1226679453060660E+01	  +6.3500711872108901E+00	  +1.3439675538813662E-04	  +5.8819043182134247E-03	  +1.2040093562368660E-01	  +1.5705300063216837E+01	  +1.7576750640271552E+01	  +2.5781597365659198E-01	  +2.8853744034181533E-01	  +7.9259789704513040E-01	  +1.8113499984071714E+04	
  +9.1250000000000000E+01	  +1.1205967848484331E+01	  +6.3239103202654405E+00	  +1.3441490220165027E-04	  +5.8436331859997147E-03	  +1.1990794307597959E-01	  +1.5663592959827028E+01	  +1.7529878168749768E+01	  +2.5763735708115287E-01	  +2.8833432360854483E-01	  +7.9173947560927582E-01	  +1.8077922149815691E+04	
  +9.1375000000000000E+01	  +1.1207054533740250E+01	  +6.3307904194535087E+00	  +1.3508365490555747E-04	  +5.8421884166518423E-03	  +1.1986466514718830E-01	  +1.5670802714377512E+01	  +1.7537844953193758E+01	  +2.5771107476456989E-01	  +2.8841514722122430E-01	  +7.9189713411791107E-01	  +1.8081069659787569E+04	
  +9.1500000000000000E+01	  +1.1180776813615115E+01	  +6.3133291941419740E+00	  +1.3473068933305942E-04	  +5.8165728719809405E-03	  +1.1935732448773004E-01	  +1.5631917641737241E+01	  +1.7494106007757090E+01	  +2.5765594840340095E-01	  +2.8834980955013234E-01	  +7.9192405211134909E-01	  +1.8040062727850553E+04	
  +9.1625000000000000E+01	  +1.1181747184517857E+01	  +6.3180345530184781E+00	  +1.3521304103130920E-04	  +5.8189425969671629E-03	  +1.1925741229760101E-01	  +1.5637113152640660E+01	  +1.7499781737536335E+01	  +2.5769069772193676E-01	  +2.8838641262666914E-01	  +7.9211816571748361E-01	  +1.8043625131266261E+04	
  +9.1750000000000000E+01	  +1.1151075470803706E+01	  +6.2893088602666865E+00	  +1.3383330214526148E-04	  +5.7851311814390138E-03	  +1.1870329375152729E-01	  +1.5584185865551756E+01	  +1.7440384331070394E+01	  +2.5751551297918313E-01	  +2.8818762534764536E-01	  +7.9193550834638538E-01	  +1.7994785785899618E+04	
  +9.1875000000000000E+01	  +1.1152036995656937E+01	  +6.2949990695940832E+00	  +1.3385772717770119E-04	  +5.7818949221121732E-03	  +1.1866007183732866E-01	  +1.5590214216687960E+01	  +1.7447036065251019E+01	  +2.5755431133543055E-01	  +2.8822948140251881E-01	  +7.9189992512094698E-01	  +1.7999034807802331E+04	
  +9.2000000000000000E+01	  +1.1130794297604240E+01	  +6.2769633824257669E+00	  +1.3370216183282609E-04	  +5.7663880469323216E-03	  +1.1825958179409857E-01	  +1.5555238207224431E+01	  +1.7407757680030009E+01	  +2.5744432734555522E-01	  +2.8810413616477826E-01	  +7.9203967779513151E-01	  +1.7966326908132538E+04	
  +9.2125000000000000E+01	  +1.1130546095128151E+01	  +6.2784817338721011E+00	  +1.3665353056337444E-04	  +5.7701633066261178E-03	  +1.1815355950945937E-01	  +1.5556470707388247E+01	  +1.7409027829000255E+01	  +2.5742285174195501E-01	  +2.8807829706952154E-01	  +7.9182623474378167E-01	  +1.7969249414657621E+04	
  +9.2250000000000000E+01	  +1.1084843296114604E+01	  +6.2491362941837210E+00	  +1.4127007063810353E-04	  +5.7244123407518520E-03	  +1.1727201625244693E-01	  +1.5489757702471039E+01	  +1.7333979590298323E+01	  +2.5730125768913886E-01	  +2.8793573372875436E-01	  +7.9207766971647087E-01	  +1.7900644746090864E+04	
  +9.2375000000000000E+01	  +1.1040441331504200E+01	  +6.2157308476224955E+00	  +1.4621702047083989E-04	  +5.6796484545616295E-03	  +1.1631800458331455E-01	  +1.5420625478161513E+01	  +1.7256172179126697E+01	  +2.5709349449810742E-01	  +2.8769582747960160E-01	  +7.9194261196174398E-01	  +1.7835153871161747E+04	
  +9.2500000000000000E+01	  +1.0995332248143649E+01	  +6.1822649896674395E+00	  +1.5126923339999474E-04	  +5.6355437572667942E-03	  +1.1535842052659749E-01	  +1.5350806803864442E+01	  +1.7177597237811089E+01	  +2.5688384819694987E-01	  +2.8745376953837765E-01	  +7.9184032126717008E-01	  +1.7768892741790845E+04	
  +9.2625000000000000E+01	  +1.0947878843666816E+01	  +6.1470894983645241E+00	  +1.5258636943990095E-04	  +5.5896121964592368E-03	  +1.1434871099166377E-01	  +1.5277389689226395E+01	  +1.7094968342031336E+01	  +2.5666888466926369E-01	  +2.8720524559897759E-01	  +7.9184983713576040E-01	  +1.7698721340061275E+04	
  +9.2750000000000000E+01	  +1.0919663139511915E+01	  +6.1259732460890337E+00	  +1.5091757581703233E-04	  +5.5535947286231152E-03	  +1.1374589571135663E-01	  +1.5233567379826635E+01	  +1.7045636385600947E+01	  +2.5658814606904035E-01	  +2.8710991520871848E-01	  +7.9154357925899788E-01	  +1.7653506725322241E+04	
  +9.2875000000000000E+01	  +1.0919537995283489E+01	  +6.1291342165446734E+00	  +1.5124273551493869E-04	  +5.5610838417485611E-03	  +1.1363418057868679E-01	  +1.5236393134204995E+01	  +1.7048672211828166E+01	  +2.5657756179294766E-01	  +2.8709594911265024E-01	  +7.9185326128589040E-01	  +1.7657509740266378E+04	
  +9.3000000000000000E+01	  +1.0880981642479902E+01	  +6.1042049799294418E+00	  +1.4920149338430895E-04	  +5.5217101095522787E-03	  +1.1292353265055589E-01	  +1.5179932960340267E+01	  +1.6985186622409344E+01	  +2.5654488806586251E-01	  +2.8705415315128741E-01	  +7.9226611225290355E-01	  +1.7594318384347414E+04	
  +9.3125000000000000E+01	  +1.0877289806856020E+01	  +6.0852177354183077E+00	  +1.6362702124098741E-04	  +5.5249225167860868E-03	  +1.1280846099382694E-01	  +1.5159609478568226E+01	  +1.6962507542274327E+01	  +2.5612473685868359E-01	  +2.8658507244995157E-01	  +7.9143951267952384E-01	  +1.7599585795977338E+04	
  +9.3250000000000000E+01	  +1.0737166923697108E+01	  +5.9655727377024554E+00	  +1.8445144225360209E-04	  +5.3888207648625673E-03	  +1.1002090189517966E-01	  +1.4928430938567544E+01	  +1.6702739661399566E+01	  +2.5519553305292436E-01	  +2.8552662827564973E-01	  +7.9125511344994859E-01	  +1.7394303900817889E+04	
  +9.3375000000000000E+01	  +1.0544382899926655E+01	  +5.8070469228078370E+00	  +2.0439485283536862E-04	  +5.2054905342682218E-03	  +1.0607345770184756E-01	  +1.4615951831680988E+01	  +1.6351429822734495E+01	  +2.5400724953368092E-01	  +2.8416772051841871E-01	  +7.9124069867063862E-01	  +1.7109879447026597E+04	
  +9.3500000000000000E+01	  +1.0355334985522600E+01	  +5.6514908944449607E+00	  +2.2486300568046939E-04	  +5.0284447900342394E-03	  +1.0226222987995816E-01	  +1.4309379308062701E+01	  +1.6006825879967561E+01	  +2.5281362583009787E-01	  +2.8280357950015944E-01	  +7.9133082089486195E-01	  +1.6830083745957938E+04	
  +9.3625000000000000E+01	  +1.0153122425114434E+01	  +5.4970969117486845E+00	  +2.2854188256572831E-04	  +4.8367785171763746E-03	  +9.8157156698042217E-02	  +1.3992297173788801E+01	  +1.5650219336863119E+01	  +2.5182435323019997E-01	  +2.8166256858802552E-01	  +7.9196964062475195E-01	  +1.6521795845675795E+04	
  +9.3750000000000000E+01	  +1.0048693697119795E+01	  +5.4292575212448293E+00	  +2.2168438070889742E-04	  +4.7339521881171603E-03	  +9.6059086255988288E-02	  +1.3839242845985829E+01	  +1.5477951218364625E+01	  +2.5148855552024557E-01	  +2.8126738128946122E-01	  +7.9215011137171898E-01	  +1.6362891934034378E+04	
  +9.3875000000000000E+01	  +1.0009605493912110E+01	  +5.4045477775813149E+00	  +2.1877060857826465E-04	  +4.6968903155348522E-03	  +9.5330868888436948E-02	  +1.3782516067512789E+01	  +1.5414153271493426E+01	  +2.5139400941330065E-01	  +2.8115518049464311E-01	  +7.9225625244156728E-01	  +1.6301949420693312E+04	
  +9.4000000000000000E+01	  +9.9488775998579957E+00	  +5.3621184339319816E+00	  +2.1455973909905872E-04	  +4.6373187845838507E-03	  +9.4114603295213428E-02	  +1.3690826596773976E+01	  +1.5310996033789980E+01	  +2.5108970291295019E-01	  +2.8080360365761731E-01	  +7.9205699836833143E-01	  +1.6213124789064850E+04	
  +9.4125000000000000E+01	  +9.8987978201335256E+00	  +5.3306362574474084E+00	  +2.1105960838227334E-04	  +4.5893347424450235E-03	  +9.3155281506437232E-02	  +1.3618330561551300E+01	  +1.5229434077580931E+01	  +2.5091700455648452E-01	  +2.8060149976281368E-01	  +7.9216786295134400E-01	  +1.6138372511511177E+04	
  +9.4250000000000000E+01	  +9.8461923452947904E+00	  +5.2951148005813033E+00	  +2.0676160425648919E-04	  +4.5398249902351704E-03	  +9.2141254354104751E-02	  +1.3539977374434747E+01	  +1.5141307145876093E+01	  +2.5070873953392070E-01	  +2.8035925943318024E-01	  +7.9233677024633098E-01	  +1.6058849335530058E+04	
