 TIME                    	Pump1flow                	PumpDeaLPflow            	PumpDeaHPflow            	
  +6.9125000000000000E+01	  +2.7923892927950990E+04	  +5.6796046464941202E+04	  +6.5955971779991349E+04	
  +6.9250000000000000E+01	  +2.7635415755315091E+04	  +5.6784394753455657E+04	  +6.5974177455875906E+04	
  +6.9375000000000000E+01	  +2.7362813952485598E+04	  +5.6800503478720115E+04	  +6.6010094984808966E+04	
  +6.9500000000000000E+01	  +2.7067176013782853E+04	  +5.6789832168301058E+04	  +6.6043925160573068E+04	
  +6.9625000000000000E+01	  +2.6928139304933960E+04	  +5.6809403565831162E+04	  +6.6093893889205312E+04	
  +6.9750000000000000E+01	  +2.7027533203052921E+04	  +5.6958406663156973E+04	  +6.6125569399285378E+04	
  +6.9875000000000000E+01	  +2.7015988263016472E+04	  +5.6958013950111635E+04	  +6.6089805302784545E+04	
  +7.0000000000000000E+01	  +2.7001588975616763E+04	  +5.6947809614931430E+04	  +6.6105128736985236E+04	
  +7.0125000000000000E+01	  +2.7118458155685199E+04	  +5.6942308055048248E+04	  +6.6123076743292841E+04	
  +7.0250000000000000E+01	  +2.7357998817013391E+04	  +5.6965478479614649E+04	  +6.6113637315547065E+04	
  +7.0375000000000000E+01	  +2.7587112616878403E+04	  +5.6948716491251755E+04	  +6.6081210588662711E+04	
  +7.0500000000000000E+01	  +2.7819259143945317E+04	  +5.6929534981491102E+04	  +6.6047273176463685E+04	
  +7.0625000000000000E+01	  +2.7975240827755497E+04	  +5.6913525238089060E+04	  +6.6004072716291863E+04	
  +7.0750000000000000E+01	  +2.7879978783181068E+04	  +5.6820957171207185E+04	  +6.5951477571406082E+04	
  +7.0875000000000000E+01	  +2.7879978783181068E+04	  +5.6813668893789596E+04	  +6.5989474017223722E+04	
  +7.1000000000000000E+01	  +2.7892605489366790E+04	  +5.6806333443315387E+04	  +6.5984077358711511E+04	
  +7.1125000000000000E+01	  +2.7910582934830949E+04	  +5.6821011724800934E+04	  +6.5970594883470039E+04	
  +7.1250000000000000E+01	  +2.7916241132340467E+04	  +5.6839696378201057E+04	  +6.5951598364384205E+04	
  +7.1375000000000000E+01	  +2.7884151840524552E+04	  +5.6846030593326228E+04	  +6.5935501250294852E+04	
  +7.1500000000000000E+01	  +2.7884151840524552E+04	  +5.6807955708485497E+04	  +6.5939678341099469E+04	
  +7.1625000000000000E+01	  +2.7922986396793283E+04	  +5.6803300025966455E+04	  +6.5925580184638980E+04	
  +7.1750000000000000E+01	  +2.7922986396793283E+04	  +5.6848131273910039E+04	  +6.5892464443240635E+04	
  +7.1875000000000000E+01	  +2.7916841685912997E+04	  +5.6848272863079612E+04	  +6.5881692011880659E+04	
  +7.2000000000000000E+01	  +2.7901132176629057E+04	  +5.6839301685447303E+04	  +6.5875504537164466E+04	
  +7.2125000000000000E+01	  +2.7880275355958704E+04	  +5.6827068129565014E+04	  +6.5873230642272218E+04	
  +7.2250000000000000E+01	  +2.7878282798468943E+04	  +5.6813511561393883E+04	  +6.5874594385752891E+04	
  +7.2375000000000000E+01	  +2.7853665017930318E+04	  +5.6823946776897690E+04	  +6.5867364612506892E+04	
  +7.2500000000000000E+01	  +2.7846007472378053E+04	  +5.6809878034260932E+04	  +6.5874725770157354E+04	
  +7.2625000000000000E+01	  +2.7788158405868471E+04	  +5.6743164811315968E+04	  +6.5874284341799823E+04	
  +7.2750000000000000E+01	  +2.7788158405868471E+04	  +5.6743301180374467E+04	  +6.5903715254420647E+04	
  +7.2875000000000000E+01	  +2.7788223684964316E+04	  +5.6738450399261426E+04	  +6.5901915780217503E+04	
  +7.3000000000000000E+01	  +2.7787390756677625E+04	  +5.6740980802315818E+04	  +6.5900310073158646E+04	
  +7.3125000000000000E+01	  +2.7784579555961562E+04	  +5.6740212612926101E+04	  +6.5900909654505624E+04	
  +7.3250000000000000E+01	  +2.7792604517282540E+04	  +5.6735290286971896E+04	  +6.5894153006843393E+04	
  +7.3375000000000000E+01	  +2.7787340738273007E+04	  +5.6740211376543906E+04	  +6.5871302881765296E+04	
  +7.3500000000000000E+01	  +2.7796206953753459E+04	  +5.6730948144911752E+04	  +6.5853569957235901E+04	
  +7.3625000000000000E+01	  +2.7798546827195318E+04	  +5.6740376494825592E+04	  +6.5825769297818508E+04	
  +7.3750000000000000E+01	  +2.7825720626993090E+04	  +5.6744573504355983E+04	  +6.5807731156885551E+04	
  +7.3875000000000000E+01	  +2.7821504056428817E+04	  +5.6773540950827111E+04	  +6.5782354858382168E+04	
  +7.4000000000000000E+01	  +2.7815799341332891E+04	  +5.6766478076504216E+04	  +6.5773460067880034E+04	
  +7.4125000000000000E+01	  +2.7714827873406673E+04	  +5.6749843212958775E+04	  +6.5764505378749032E+04	
  +7.4250000000000000E+01	  +2.7502240760019136E+04	  +5.6685911523495444E+04	  +6.5761193478286354E+04	
  +7.4375000000000000E+01	  +2.7314842471484950E+04	  +5.6688142936232936E+04	  +6.5773215984244336E+04	
  +7.4500000000000000E+01	  +2.7085667944903129E+04	  +5.6666699852931531E+04	  +6.5778859235238051E+04	
  +7.4625000000000000E+01	  +2.7014977741662653E+04	  +5.6671802652287501E+04	  +6.5811234549469082E+04	
  +7.4750000000000000E+01	  +2.7014977741662653E+04	  +5.6677174269312098E+04	  +6.5802996371952453E+04	
  +7.4875000000000000E+01	  +2.6999651577728371E+04	  +5.6666814782895883E+04	  +6.5800543480390348E+04	
  +7.5000000000000000E+01	  +2.6989613019206055E+04	  +5.6652029596622750E+04	  +6.5808389784686806E+04	
  +7.5125000000000000E+01	  +2.7065157189243997E+04	  +5.6655918474282480E+04	  +6.5814867788415591E+04	
  +7.5250000000000000E+01	  +2.7222250360544822E+04	  +5.6700241626050170E+04	  +6.5802656723288790E+04	
  +7.5375000000000000E+01	  +2.7367705129927286E+04	  +5.6692491378993684E+04	  +6.5768619680406089E+04	
  +7.5500000000000000E+01	  +2.7513917910342381E+04	  +5.6687834190937006E+04	  +6.5732173619730602E+04	
  +7.5625000000000000E+01	  +2.7580602761988186E+04	  +5.6665645592806206E+04	  +6.5691480535107170E+04	
  +7.5750000000000000E+01	  +2.7496844348598763E+04	  +5.6567191008376227E+04	  +6.5664589095061703E+04	
  +7.5875000000000000E+01	  +2.7496844348598763E+04	  +5.6556993135393343E+04	  +6.5697139515475894E+04	
  +7.6000000000000000E+01	  +2.7505147425092793E+04	  +5.6551337969810469E+04	  +6.5688351004601514E+04	
  +7.6125000000000000E+01	  +2.7524974544475408E+04	  +5.6560018782245264E+04	  +6.5674240012297596E+04	
  +7.6250000000000000E+01	  +2.7529798780065259E+04	  +5.6580684514973138E+04	  +6.5637330565991142E+04	
  +7.6375000000000000E+01	  +2.7518471135771135E+04	  +5.6589110837050801E+04	  +6.5592395059969684E+04	
  +7.6500000000000000E+01	  +2.7517974102677897E+04	  +5.6574975423498567E+04	  +6.5553258911149489E+04	
  +7.6625000000000000E+01	  +2.7411159400228513E+04	  +5.6433600612792361E+04	  +6.5503529679931053E+04	
  +7.6750000000000000E+01	  +2.7423335025434415E+04	  +5.6434078332520337E+04	  +6.5525555529451012E+04	
  +7.6875000000000000E+01	  +2.7447169297031152E+04	  +5.6450997296633133E+04	  +6.5500574344423541E+04	
  +7.7000000000000000E+01	  +2.7439516042218122E+04	  +5.6478208104355654E+04	  +6.5472219781937732E+04	
  +7.7125000000000000E+01	  +2.7142929450647720E+04	  +5.6399057001301509E+04	  +6.5457940754964715E+04	
  +7.7250000000000000E+01	  +2.6628319611941795E+04	  +5.6390498465651734E+04	  +6.5499883161796432E+04	
  +7.7375000000000000E+01	  +2.6241791895560127E+04	  +5.6573644194713022E+04	  +6.5577001215590251E+04	
  +7.7500000000000000E+01	  +2.5741605471037215E+04	  +5.6462414903985016E+04	  +6.5591254450493230E+04	
  +7.7625000000000000E+01	  +2.5513534522899528E+04	  +5.6512178557038125E+04	  +6.5648119416723173E+04	
  +7.7750000000000000E+01	  +2.5582852114246372E+04	  +5.6557057233996733E+04	  +6.5687906699632513E+04	
  +7.7875000000000000E+01	  +2.5582852114246372E+04	  +5.6557296670211996E+04	  +6.5661393685397808E+04	
  +7.8000000000000000E+01	  +2.5578757663648463E+04	  +5.6568733277455343E+04	  +6.5667222556777066E+04	
  +7.8125000000000000E+01	  +2.5457172193092272E+04	  +5.6518416894362541E+04	  +6.5675659383448598E+04	
  +7.8250000000000000E+01	  +2.5312930180343723E+04	  +5.6547871907506909E+04	  +6.5699101733905729E+04	
  +7.8375000000000000E+01	  +2.5145626393780665E+04	  +5.6548870628680139E+04	  +6.5685626484305336E+04	
  +7.8500000000000000E+01	  +2.4959658373584964E+04	  +5.6531204421474489E+04	  +6.5685146496399349E+04	
  +7.8625000000000000E+01	  +2.4884597513284727E+04	  +5.6556550846279402E+04	  +6.5693677759700600E+04	
  +7.8750000000000000E+01	  +2.4884597513284727E+04	  +5.6558287513293377E+04	  +6.5693685294559822E+04	
  +7.8875000000000000E+01	  +2.4883648367914549E+04	  +5.6553615377759212E+04	  +6.5698456538045662E+04	
  +7.9000000000000000E+01	  +2.4888978881042101E+04	  +5.6553873862249216E+04	  +6.5704956712692423E+04	
  +7.9125000000000000E+01	  +2.4649135716898039E+04	  +5.6545050063041330E+04	  +6.5707372285553385E+04	
  +7.9250000000000000E+01	  +2.4162358626916215E+04	  +5.6504338259954093E+04	  +6.5754951935422258E+04	
  +7.9375000000000000E+01	  +2.3827921486777617E+04	  +5.6766941837757324E+04	  +6.5854441633772294E+04	
  +7.9500000000000000E+01	  +2.3317372255526807E+04	  +5.6663394897304126E+04	  +6.5897812263225031E+04	
  +7.9625000000000000E+01	  +2.3177016818155036E+04	  +5.6881369348270688E+04	  +6.6015916348352330E+04	
  +7.9750000000000000E+01	  +2.3177016818155036E+04	  +5.6861154413386001E+04	  +6.6056518363518611E+04	
  +7.9875000000000000E+01	  +2.3177016818155036E+04	  +5.6861700557063930E+04	  +6.6090163366064691E+04	
  +8.0000000000000000E+01	  +2.3154830523036730E+04	  +5.6851890455666835E+04	  +6.6123808368610771E+04	
  +8.0125000000000000E+01	  +2.3068356562269371E+04	  +5.6793730678022330E+04	  +6.6167298626399759E+04	
  +8.0250000000000000E+01	  +2.2961222737928445E+04	  +5.6807143934476684E+04	  +6.6228373407331193E+04	
  +8.0375000000000000E+01	  +2.2889430642689687E+04	  +5.6951554824020110E+04	  +6.6286611081813084E+04	
  +8.0500000000000000E+01	  +2.2755106120587156E+04	  +5.6893410094002531E+04	  +6.6330701152444904E+04	
  +8.0625000000000000E+01	  +2.2921664369698658E+04	  +5.7181799508580618E+04	  +6.6408640641311562E+04	
  +8.0750000000000000E+01	  +2.2921664369698658E+04	  +5.7189340194026234E+04	  +6.6338313633198821E+04	
  +8.0875000000000000E+01	  +2.2876412595549609E+04	  +5.7133143219380720E+04	  +6.6370126821492595E+04	
  +8.1000000000000000E+01	  +2.2876412595549609E+04	  +5.7133143219380720E+04	  +6.6421973594990792E+04	
  +8.1125000000000000E+01	  +2.2884708698689181E+04	  +5.7071588839391079E+04	  +6.6456012737196172E+04	
  +8.1250000000000000E+01	  +2.3204662923395033E+04	  +5.7304904796026996E+04	  +6.6532211224532890E+04	
  +8.1375000000000000E+01	  +2.3287358384591069E+04	  +5.7246388665494502E+04	  +6.6483615889745794E+04	
  +8.1500000000000000E+01	  +2.3434691821633551E+04	  +5.7265082212435700E+04	  +6.6557166545702188E+04	
  +8.1625000000000000E+01	  +2.3464923137306709E+04	  +5.7188815852457505E+04	  +6.6602586569788007E+04	
  +8.1750000000000000E+01	  +2.3501115388408551E+04	  +5.7194107799085083E+04	  +6.6661177879246185E+04	
  +8.1875000000000000E+01	  +2.3501115388408551E+04	  +5.7232668562909625E+04	  +6.6676216846399999E+04	
  +8.2000000000000000E+01	  +2.3642354244902246E+04	  +5.7400259962578202E+04	  +6.6711519724001875E+04	
  +8.2125000000000000E+01	  +2.3320586036470464E+04	  +5.7346273035012404E+04	  +6.6661318845412839E+04	
  +8.2250000000000000E+01	  +2.2898249142319415E+04	  +5.7635440525440259E+04	  +6.6953558181753877E+04	
  +8.2375000000000000E+01	  +2.2618462596282487E+04	  +5.7974567034235741E+04	  +6.7455020991259691E+04	
  +8.2500000000000000E+01	  +2.2316077824388274E+04	  +5.8289395541599733E+04	  +6.7879941445141536E+04	
  +8.2625000000000000E+01	  +2.2383558979288300E+04	  +5.8682376405410563E+04	  +6.8385464453061111E+04	
  +8.2750000000000000E+01	  +2.2590704767060466E+04	  +5.9010024759713859E+04	  +6.8605933392492472E+04	
  +8.2875000000000000E+01	  +2.2573838486400713E+04	  +5.8895202902454475E+04	  +6.8666477546208174E+04	
  +8.3000000000000000E+01	  +2.2779946411912784E+04	  +5.9189334686832903E+04	  +6.8833319731643278E+04	
  +8.3125000000000000E+01	  +2.2695875830206267E+04	  +5.9110568177851361E+04	  +6.8886972733936826E+04	
  +8.3250000000000000E+01	  +2.2897279156288576E+04	  +5.9373534798180561E+04	  +6.9208532705201273E+04	
  +8.3375000000000000E+01	  +2.3098887470823684E+04	  +5.9631534784644042E+04	  +6.9501365840046725E+04	
  +8.3500000000000000E+01	  +2.3291050170188199E+04	  +5.9893058052086897E+04	  +6.9808021865160699E+04	
  +8.3625000000000000E+01	  +2.3497196049867289E+04	  +6.0155824848027252E+04	  +7.0137170155423752E+04	
  +8.3750000000000000E+01	  +2.3637585923236078E+04	  +6.0333471646435020E+04	  +7.0347062654456036E+04	
  +8.3875000000000000E+01	  +2.3786047931709923E+04	  +6.0505120587318372E+04	  +7.0467541333503963E+04	
  +8.4000000000000000E+01	  +2.3838167925918682E+04	  +6.0512599289289574E+04	  +7.0585269798772148E+04	
  +8.4125000000000000E+01	  +2.4137814681972162E+04	  +6.0715226339228255E+04	  +7.0746998318899830E+04	
  +8.4250000000000000E+01	  +2.4558826927422106E+04	  +6.0722876332058921E+04	  +7.0861485734245274E+04	
  +8.4375000000000000E+01	  +2.5035319632707971E+04	  +6.0858532373386559E+04	  +7.0995645884964644E+04	
  +8.4500000000000000E+01	  +2.5482065335642055E+04	  +6.0940733775504777E+04	  +7.1094227694738423E+04	
  +8.4625000000000000E+01	  +2.5770344805184632E+04	  +6.1024851723345309E+04	  +7.1201469972471677E+04	
  +8.4750000000000000E+01	  +2.5850544535592344E+04	  +6.1183570767285302E+04	  +7.1293571862637662E+04	
  +8.4875000000000000E+01	  +2.5916656773759820E+04	  +6.1270561324040435E+04	  +7.1396095393059979E+04	
  +8.5000000000000000E+01	  +2.5988014836053742E+04	  +6.1352697773822074E+04	  +7.1504830932411758E+04	
  +8.5125000000000000E+01	  +2.6120537789516453E+04	  +6.1437428977811833E+04	  +7.1601563916167506E+04	
  +8.5250000000000000E+01	  +2.6296247122328386E+04	  +6.1457927321750423E+04	  +7.1683524841599181E+04	
  +8.5375000000000000E+01	  +2.6436232667431526E+04	  +6.1525638838010585E+04	  +7.1753217370287617E+04	
  +8.5500000000000000E+01	  +2.6696173343851271E+04	  +6.1683891173235374E+04	  +7.1845528602977312E+04	
  +8.5625000000000000E+01	  +2.6718579416677137E+04	  +6.1618095467050989E+04	  +7.1856386176889675E+04	
  +8.5750000000000000E+01	  +2.6838564198896536E+04	  +6.1776821856569506E+04	  +7.1972102886938708E+04	
  +8.5875000000000000E+01	  +2.6830790875900446E+04	  +6.1775905379276941E+04	  +7.2009523328980111E+04	
  +8.6000000000000000E+01	  +2.6939896050734831E+04	  +6.1899219913453104E+04	  +7.2116514044166048E+04	
  +8.6125000000000000E+01	  +2.6864336140323969E+04	  +6.1819752416060073E+04	  +7.2150300630034792E+04	
  +8.6250000000000000E+01	  +2.7011190101823868E+04	  +6.2046381212822867E+04	  +7.2272191433576634E+04	
  +8.6375000000000000E+01	  +2.6920657278560811E+04	  +6.1984719511105257E+04	  +7.2270052836913514E+04	
  +8.6500000000000000E+01	  +2.6991213221819733E+04	  +6.2090822123325052E+04	  +7.2386317357174543E+04	
  +8.6625000000000000E+01	  +2.6991213221819733E+04	  +6.2122262194554110E+04	  +7.2415418761848472E+04	
  +8.6750000000000000E+01	  +2.6968879824942007E+04	  +6.2129996130925014E+04	  +7.2487896290881530E+04	
  +8.6875000000000000E+01	  +2.7120621415639660E+04	  +6.2297110893733487E+04	  +7.2584125563580979E+04	
  +8.7000000000000000E+01	  +2.7059196008877647E+04	  +6.2208971920861695E+04	  +7.2577779188711866E+04	
  +8.7125000000000000E+01	  +2.7132911931359096E+04	  +6.2356029050696554E+04	  +7.2676857304965175E+04	
  +8.7250000000000000E+01	  +2.6998043933207045E+04	  +6.2317327560146921E+04	  +7.2690495077031839E+04	
  +8.7375000000000000E+01	  +2.6986570888045691E+04	  +6.2447590653747262E+04	  +7.2795401376818889E+04	
  +8.7500000000000000E+01	  +2.6866969625005357E+04	  +6.2427759110460654E+04	  +7.2831763897689627E+04	
  +8.7625000000000000E+01	  +2.6917849823431123E+04	  +6.2560609342686461E+04	  +7.2927084553065564E+04	
  +8.7750000000000000E+01	  +2.6906550627630593E+04	  +6.2573990471364014E+04	  +7.2949358386805921E+04	
  +8.7875000000000000E+01	  +2.6967140123258414E+04	  +6.2561657091200010E+04	  +7.3023143115345345E+04	
  +8.8000000000000000E+01	  +2.6967140123258414E+04	  +6.2618971976848799E+04	  +7.3050996028837137E+04	
  +8.8125000000000000E+01	  +2.7053230559199659E+04	  +6.2624762108752417E+04	  +7.3114059529056452E+04	
  +8.8250000000000000E+01	  +2.7215593660649138E+04	  +6.2630217540261838E+04	  +7.3169253004031780E+04	
  +8.8375000000000000E+01	  +2.7540147660704661E+04	  +6.2794772584819686E+04	  +7.3215410763294145E+04	
  +8.8500000000000000E+01	  +2.7679133028657579E+04	  +6.2752498621769628E+04	  +7.3161809245174867E+04	
  +8.8625000000000000E+01	  +2.7762568736668363E+04	  +6.2726816761289730E+04	  +7.3207357692749356E+04	
  +8.8750000000000000E+01	  +2.7795607299108957E+04	  +6.2724487118311772E+04	  +7.3244970871904588E+04	
  +8.8875000000000000E+01	  +2.7795607299108957E+04	  +6.2765640557043909E+04	  +7.3269399663178425E+04	
  +8.9000000000000000E+01	  +2.7798947319814080E+04	  +6.2768102608710215E+04	  +7.3313357017016271E+04	
  +8.9125000000000000E+01	  +2.8399691065752395E+04	  +6.2836472541864438E+04	  +7.3354292239894508E+04	
  +8.9250000000000000E+01	  +2.9324413577963431E+04	  +6.2686501085630662E+04	  +7.3040969029270724E+04	
  +8.9375000000000000E+01	  +3.0076508899898588E+04	  +6.2260056821137739E+04	  +7.2505404510703840E+04	
  +8.9500000000000000E+01	  +3.0791454234055262E+04	  +6.1791713014529647E+04	  +7.2013665479075484E+04	
  +8.9625000000000000E+01	  +3.1025073961087372E+04	  +6.1430047547168724E+04	  +7.1522149445539166E+04	
  +8.9750000000000000E+01	  +3.0852317865834379E+04	  +6.1206494177857472E+04	  +7.1250856128203915E+04	
  +8.9875000000000000E+01	  +3.0824444333478565E+04	  +6.1212601863374133E+04	  +7.1208844570602872E+04	
  +9.0000000000000000E+01	  +3.0650045015566506E+04	  +6.0954772025291721E+04	  +7.1078552149692725E+04	
  +9.0125000000000000E+01	  +3.0778869646504289E+04	  +6.1053101395617421E+04	  +7.1028203408220812E+04	
  +9.0250000000000000E+01	  +3.0738438605623425E+04	  +6.0845840980578294E+04	  +7.0816327364237251E+04	
  +9.0375000000000000E+01	  +3.0685695832782229E+04	  +6.0624281353320912E+04	  +7.0673637027084682E+04	
  +9.0500000000000000E+01	  +3.0705428720180229E+04	  +6.0495818121636490E+04	  +7.0526912002217316E+04	
  +9.0625000000000000E+01	  +3.0638961086835585E+04	  +6.0337253679768975E+04	  +7.0345305318082246E+04	
  +9.0750000000000000E+01	  +3.0571994450155533E+04	  +6.0272596608838197E+04	  +7.0224728903364943E+04	
  +9.0875000000000000E+01	  +3.0538829273592215E+04	  +6.0256349804352387E+04	  +7.0127091256888307E+04	
  +9.1000000000000000E+01	  +3.0434745267092196E+04	  +6.0093975161905582E+04	  +7.0010803948995541E+04	
  +9.1125000000000000E+01	  +3.0509422643003480E+04	  +6.0128902085776295E+04	  +6.9935773534023509E+04	
  +9.1250000000000000E+01	  +3.0406806240516551E+04	  +5.9910449572566249E+04	  +6.9793224692617980E+04	
  +9.1375000000000000E+01	  +3.0526001603096818E+04	  +5.9925582069346987E+04	  +6.9774446021334559E+04	
  +9.1500000000000000E+01	  +3.0493772318924806E+04	  +5.9772801131130145E+04	  +6.9636846286042375E+04	
  +9.1625000000000000E+01	  +3.0583009501023593E+04	  +5.9823996237213003E+04	  +6.9585793397904432E+04	
  +9.1750000000000000E+01	  +3.0414021451774253E+04	  +5.9625085639821082E+04	  +6.9450447290817698E+04	
  +9.1875000000000000E+01	  +3.0419572114043465E+04	  +5.9618432445327468E+04	  +6.9433862489234423E+04	
  +9.2000000000000000E+01	  +3.0346983871295513E+04	  +5.9549808952774350E+04	  +6.9325520021640797E+04	
  +9.2125000000000000E+01	  +3.0636626406588970E+04	  +5.9586550210853668E+04	  +6.9269460445672681E+04	
  +9.2250000000000000E+01	  +3.1025229573396424E+04	  +5.9352246508870441E+04	  +6.9040134472547274E+04	
  +9.2375000000000000E+01	  +3.1396112726682564E+04	  +5.9128938108366609E+04	  +6.8766563189679888E+04	
  +9.2500000000000000E+01	  +3.1766885153051029E+04	  +5.8906501668503632E+04	  +6.8490184441647871E+04	
  +9.2625000000000000E+01	  +3.1850911601882144E+04	  +5.8681505193610436E+04	  +6.8197765546804032E+04	
  +9.2750000000000000E+01	  +3.1671014691327946E+04	  +5.8461897948236088E+04	  +6.8025384205115668E+04	
  +9.2875000000000000E+01	  +3.1739251525332653E+04	  +5.8544985457719340E+04	  +6.7967091663747502E+04	
  +9.3000000000000000E+01	  +3.1584538655527209E+04	  +5.8353791568496425E+04	  +6.7784533163268468E+04	
  +9.3125000000000000E+01	  +3.2525131348826970E+04	  +5.8338755186866503E+04	  +6.7726511622044913E+04	
  +9.3250000000000000E+01	  +3.3877197067663161E+04	  +5.7632610858274689E+04	  +6.6936181681320246E+04	
  +9.3375000000000000E+01	  +3.5011904345716786E+04	  +5.6683029269444058E+04	  +6.5757344396794957E+04	
  +9.3500000000000000E+01	  +3.6136098006645523E+04	  +5.5743332926687835E+04	  +6.4597886565911554E+04	
  +9.3625000000000000E+01	  +3.6243837773253421E+04	  +5.4752658640957881E+04	  +6.3323818453657201E+04	
  +9.3750000000000000E+01	  +3.5769121497188265E+04	  +5.4200704695370499E+04	  +6.2663056717558531E+04	
  +9.3875000000000000E+01	  +3.5608523861110094E+04	  +5.3999961385279232E+04	  +6.2427280691742366E+04	
  +9.4000000000000000E+01	  +3.5320346747113428E+04	  +5.3675844292653390E+04	  +6.2043543129081605E+04	
  +9.4125000000000000E+01	  +3.5063846062049124E+04	  +5.3407691992382272E+04	  +6.1735317302712225E+04	
  +9.4250000000000000E+01	  +3.4756656833414643E+04	  +5.3141378150390614E+04	  +6.1407738365188823E+04	
  +9.4375000000000000E+01	  +3.4458238123035982E+04	  +5.2885890919657089E+04	  +6.1100365706413664E+04	
  +9.4500000000000000E+01	  +3.4167524676515277E+04	  +5.2640303823044458E+04	  +6.0804595040680942E+04	
  +9.4625000000000000E+01	  +3.3920267449103543E+04	  +5.2399024327024235E+04	  +6.0519151948091501E+04	
  +9.4750000000000000E+01	  +3.3744684397078177E+04	  +5.2192562396604299E+04	  +6.0247068529772587E+04	
  +9.4875000000000000E+01	  +3.3553500867384209E+04	  +5.1973434769043590E+04	  +5.9977302958870554E+04	
  +9.5000000000000000E+01	  +3.3374050302498727E+04	  +5.1766875426606945E+04	  +5.9723179171094685E+04	
  +9.5125000000000000E+01	  +3.3174141162754146E+04	  +5.1560646947970461E+04	  +5.9474978882337819E+04	
  +9.5250000000000000E+01	  +3.2957566032465053E+04	  +5.1362816504615002E+04	  +5.9238170884371313E+04	
  +9.5375000000000000E+01	  +3.2745873574596721E+04	  +5.1171898960447485E+04	  +5.9009828157985918E+04	
  +9.5500000000000000E+01	  +3.2540254408768909E+04	  +5.0984565055880201E+04	  +5.8790270133136335E+04	
  +9.5625000000000000E+01	  +3.2360471991254246E+04	  +5.0802664283524842E+04	  +5.8578334424804081E+04	
  +9.5750000000000000E+01	  +3.2213958644052189E+04	  +5.0632478640896552E+04	  +5.8376458012043215E+04	
  +9.5875000000000000E+01	  +3.2072920592940631E+04	  +5.0468288314911202E+04	  +5.8178984859971839E+04	
  +9.6000000000000000E+01	  +3.1936176698321986E+04	  +5.0309230217983350E+04	  +5.7988374075959888E+04	
  +9.6125000000000000E+01	  +3.1905481404349463E+04	  +5.0159981515694002E+04	  +5.7805038114269308E+04	
  +9.6250000000000000E+01	  +3.1932648943531385E+04	  +4.9964295975443638E+04	  +5.7561740309839050E+04	
  +9.6375000000000000E+01	  +3.1914014579526141E+04	  +4.9709399306865453E+04	  +5.7282169735416603E+04	
  +9.6500000000000000E+01	  +3.1941788568359596E+04	  +4.9512965565482715E+04	  +5.7022974744344210E+04	
  +9.6625000000000000E+01	  +3.1829101790081797E+04	  +4.9261974025451957E+04	  +5.6747740245392321E+04	
  +9.6750000000000000E+01	  +3.1636681407137763E+04	  +4.9038821771074130E+04	  +5.6549432175015652E+04	
  +9.6875000000000000E+01	  +3.1560060228872739E+04	  +4.8951134746716896E+04	  +5.6407539178721388E+04	
  +9.7000000000000000E+01	  +3.1411538999649325E+04	  +4.8765084272355554E+04	  +5.6217942243034100E+04	
  +9.7125000000000000E+01	  +3.1325559030125620E+04	  +4.8662523804856071E+04	  +5.6069240722560862E+04	
  +9.7250000000000000E+01	  +3.1201527107211434E+04	  +4.8489124096695341E+04	  +5.5877021375402925E+04	
  +9.7375000000000000E+01	  +3.1079262192396898E+04	  +4.8317665729487911E+04	  +5.5677653059642937E+04	
  +9.7500000000000000E+01	  +3.0962820818934109E+04	  +4.8153765586701258E+04	  +5.5481873964094375E+04	
  +9.7625000000000000E+01	  +3.0834068854401259E+04	  +4.7989003963197458E+04	  +5.5285358477486174E+04	
  +9.7750000000000000E+01	  +3.0727248841642784E+04	  +4.7861489085475703E+04	  +5.5123460811444493E+04	
  +9.7875000000000000E+01	  +3.0628750575072925E+04	  +4.7746620903427160E+04	  +5.4983575226452580E+04	
  +9.8000000000000000E+01	  +3.0528855898208109E+04	  +4.7630206567056870E+04	  +5.4846462262258123E+04	
  +9.8125000000000000E+01	  +3.0420691288356553E+04	  +4.7520969121620918E+04	  +5.4716170898166223E+04	
  +9.8250000000000000E+01	  +3.0297214436291528E+04	  +4.7404279996897574E+04	  +5.4587375797401510E+04	
  +9.8375000000000000E+01	  +3.0173882258703779E+04	  +4.7300684623202935E+04	  +5.4463219398726258E+04	
  +9.8500000000000000E+01	  +3.0062206872029965E+04	  +4.7205756655629077E+04	  +5.4348548607371325E+04	
  +9.8625000000000000E+01	  +2.9964854769556572E+04	  +4.7115186314036553E+04	  +5.4230724844596429E+04	
  +9.8750000000000000E+01	  +2.9884596424783507E+04	  +4.7016395879728312E+04	  +5.4119486009174332E+04	
  +9.8875000000000000E+01	  +2.9810189104545600E+04	  +4.6929716336460420E+04	  +5.4012657012839038E+04	
  +9.9000000000000000E+01	  +2.9735698489268871E+04	  +4.6843093012190380E+04	  +5.3910016758605343E+04	
  +9.9125000000000000E+01	  +2.9668655966105762E+04	  +4.6761197689231645E+04	  +5.3812418362863005E+04	
  +9.9250000000000000E+01	  +2.9602112662864165E+04	  +4.6676987709033616E+04	  +5.3713406467122222E+04	
  +9.9375000000000000E+01	  +2.9538046641789719E+04	  +4.6595152806301594E+04	  +5.3616096762919995E+04	
  +9.9500000000000000E+01	  +2.9475941396926817E+04	  +4.6515532735880261E+04	  +5.3521405926494495E+04	
