 TIME                    	Pump1flow                	PumpDeaLPflow            	PumpDeaHPflow            	
  +8.1250000000000000E+00	  +1.8725565251220592E+04	  +5.8839071565039776E+04	  +6.8591374482615982E+04	
  +8.2500000000000000E+00	  +1.7521006337279614E+04	  +5.9724510142155821E+04	  +6.9589953945189161E+04	
  +8.3750000000000000E+00	  +1.6585720924118643E+04	  +6.0854958440693816E+04	  +7.0969125647227469E+04	
  +8.5000000000000000E+00	  +1.5711772349612460E+04	  +6.1957948453227269E+04	  +7.2324783298249560E+04	
  +8.6250000000000000E+00	  +1.5885258966439746E+04	  +6.3164554550810739E+04	  +7.3780149063601420E+04	
  +8.7500000000000000E+00	  +1.6453450744846610E+04	  +6.3797411531952886E+04	  +7.4567073435590122E+04	
  +8.8750000000000000E+00	  +1.6704742137866429E+04	  +6.4050445582270113E+04	  +7.4973380934963818E+04	
  +9.0000000000000000E+00	  +1.7120934956593017E+04	  +6.4589070175583292E+04	  +7.5554669871141290E+04	
  +9.1250000000000000E+00	  +1.7379441112457738E+04	  +6.4976406174067743E+04	  +7.6007805534496467E+04	
  +9.2500000000000000E+00	  +1.7625084324936739E+04	  +6.5487004307644987E+04	  +7.6631831094535373E+04	
  +9.3750000000000000E+00	  +1.8088494745880242E+04	  +6.6074176176475288E+04	  +7.7373302483942505E+04	
  +9.5000000000000000E+00	  +1.8282917949582406E+04	  +6.6590054309314612E+04	  +7.7969570513702231E+04	
  +9.6250000000000000E+00	  +1.8779811914628932E+04	  +6.7228535401422778E+04	  +7.8758098790870004E+04	
  +9.7500000000000000E+00	  +1.9169310613990150E+04	  +6.7581016492390816E+04	  +7.9244074574367609E+04	
  +9.8750000000000000E+00	  +1.9501440375026556E+04	  +6.7953117674487614E+04	  +7.9659060516580503E+04	
  +1.0000000000000000E+01	  +1.9823143879594943E+04	  +6.8307608533070728E+04	  +8.0084593692025403E+04	
  +1.0125000000000000E+01	  +2.0232862558973866E+04	  +6.8661345223955810E+04	  +8.0494160907331476E+04	
  +1.0250000000000000E+01	  +2.0824112173807669E+04	  +6.9160965457371174E+04	  +8.0875502658882309E+04	
  +1.0375000000000000E+01	  +2.1258913466367434E+04	  +6.9268231282489083E+04	  +8.1208471428033459E+04	
  +1.0500000000000000E+01	  +2.1799200256742930E+04	  +6.9569756027145835E+04	  +8.1575350230523443E+04	
  +1.0625000000000000E+01	  +2.2220237623298010E+04	  +6.9813195786317083E+04	  +8.1872271743268313E+04	
  +1.0750000000000000E+01	  +2.2458551930977519E+04	  +7.0215313102970482E+04	  +8.2153228225939063E+04	
  +1.0875000000000000E+01	  +2.2722064200517292E+04	  +7.0473488894699287E+04	  +8.2492001995890867E+04	
  +1.1000000000000000E+01	  +2.2940328243075142E+04	  +7.0708315771576075E+04	  +8.2782387741243263E+04	
  +1.1125000000000000E+01	  +2.3224701778327151E+04	  +7.0959337319608079E+04	  +8.3082535483428102E+04	
  +1.1250000000000000E+01	  +2.3510962797235319E+04	  +7.1037287257845048E+04	  +8.3363824344057881E+04	
  +1.1375000000000000E+01	  +2.3827262948610565E+04	  +7.1274698574204289E+04	  +8.3644860640970131E+04	
  +1.1500000000000000E+01	  +2.4137993378347630E+04	  +7.1494647685949210E+04	  +8.3910188496642746E+04	
  +1.1625000000000000E+01	  +2.4370385923196009E+04	  +7.1696240017517906E+04	  +8.4164617495938408E+04	
  +1.1750000000000000E+01	  +2.4552339434482434E+04	  +7.1909542269553029E+04	  +8.4418949809978250E+04	
  +1.1875000000000000E+01	  +2.4674255983412477E+04	  +7.2127431793521158E+04	  +8.4657214437915420E+04	
  +1.2000000000000000E+01	  +2.4891854192937521E+04	  +7.2326188443205727E+04	  +8.4920802065489115E+04	
  +1.2125000000000000E+01	  +2.5116689015350938E+04	  +7.2639779532121160E+04	  +8.5115308965958335E+04	
  +1.2250000000000000E+01	  +2.5228334905488278E+04	  +7.2659203117407757E+04	  +8.5310547815134967E+04	
  +1.2375000000000000E+01	  +2.5467372021319265E+04	  +7.2847000320534920E+04	  +8.5540501571140543E+04	
  +1.2500000000000000E+01	  +2.5747969769647178E+04	  +7.3096137158528174E+04	  +8.5694647151175101E+04	
  +1.2625000000000000E+01	  +2.5854326913536046E+04	  +7.3174681988874974E+04	  +8.5817948276117357E+04	
  +1.2750000000000000E+01	  +2.5998799152643536E+04	  +7.3355210741107148E+04	  +8.6015242012464325E+04	
  +1.2875000000000000E+01	  +2.6129735056081903E+04	  +7.3504507145165073E+04	  +8.6182084536169772E+04	
  +1.3000000000000000E+01	  +2.6213687176871121E+04	  +7.3601742302553452E+04	  +8.6343617450638674E+04	
  +1.3125000000000000E+01	  +2.6353259238035724E+04	  +7.3760715787224239E+04	  +8.6524892963007122E+04	
  +1.3250000000000000E+01	  +2.6545111865059334E+04	  +7.3953581004994208E+04	  +8.6739522578162025E+04	
  +1.3375000000000000E+01	  +2.6652375176709815E+04	  +7.4020964088037072E+04	  +8.6992506991512506E+04	
  +1.3500000000000000E+01	  +2.6944895588610467E+04	  +7.4227653278102109E+04	  +8.7285410626628625E+04	
  +1.3625000000000000E+01	  +2.7174829646630642E+04	  +7.4586747529023574E+04	  +8.7483178928450099E+04	
  +1.3750000000000000E+01	  +2.7269516521209749E+04	  +7.4686765231807629E+04	  +8.7661419537002759E+04	
  +1.3875000000000000E+01	  +2.7363572310227653E+04	  +7.4800346107120436E+04	  +8.7824480251156070E+04	
  +1.4000000000000000E+01	  +2.7463487478304334E+04	  +7.4929343650741619E+04	  +8.7984596470506192E+04	
  +1.4125000000000000E+01	  +2.7762191847383423E+04	  +7.5058495383497488E+04	  +8.8135526860727012E+04	
  +1.4250000000000000E+01	  +2.8120365719799636E+04	  +7.5045903510692428E+04	  +8.8109659820752757E+04	
  +1.4375000000000000E+01	  +2.8425055514709187E+04	  +7.4803672570914423E+04	  +8.7981014645223477E+04	
  +1.4500000000000000E+01	  +2.8727683188874595E+04	  +7.4652163179592724E+04	  +8.7835866069873562E+04	
  +1.4625000000000000E+01	  +2.8836523301798072E+04	  +7.4534938850627514E+04	  +8.7679074956199795E+04	
  +1.4750000000000000E+01	  +2.8906387257239905E+04	  +7.4680683209651281E+04	  +8.7657075786427798E+04	
  +1.4875000000000000E+01	  +2.8869695081021280E+04	  +7.4696368135750032E+04	  +8.7699384047216357E+04	
  +1.5000000000000000E+01	  +2.8961012194170515E+04	  +7.4762419940943335E+04	  +8.7790833648303407E+04	
  +1.5125000000000000E+01	  +2.8961012194170515E+04	  +7.4742795401844138E+04	  +8.7808066772239836E+04	
  +1.5250000000000000E+01	  +2.9001276373048277E+04	  +7.4708775260833572E+04	  +8.7800916752566758E+04	
  +1.5375000000000000E+01	  +2.8970227425631034E+04	  +7.4618655972500434E+04	  +8.7686377351018484E+04	
  +1.5500000000000000E+01	  +2.9025071161670960E+04	  +7.4596254242793555E+04	  +8.7582518384222582E+04	
  +1.5625000000000000E+01	  +2.8921054897026857E+04	  +7.4390812923119869E+04	  +8.7418204761248839E+04	
  +1.5750000000000000E+01	  +2.8921054897026857E+04	  +7.4385369377647570E+04	  +8.7405243238223396E+04	
  +1.5875000000000000E+01	  +2.8941877017319865E+04	  +7.4372902685978610E+04	  +8.7405254744181701E+04	
  +1.6000000000000000E+01	  +2.8963952353334185E+04	  +7.4403130913219182E+04	  +8.7392390555907710E+04	
  +1.6125000000000000E+01	  +2.8967287035055699E+04	  +7.4474360600977510E+04	  +8.7379514022856223E+04	
  +1.6250000000000000E+01	  +2.8866731928583169E+04	  +7.4457358251322759E+04	  +8.7359825304875121E+04	
  +1.6375000000000000E+01	  +2.8764605537242292E+04	  +7.4393654439777587E+04	  +8.7385680431998451E+04	
  +1.6500000000000000E+01	  +2.8723491748742854E+04	  +7.4476874749238224E+04	  +8.7409333975629212E+04	
  +1.6625000000000000E+01	  +2.8668470360792060E+04	  +7.4489232062541632E+04	  +8.7407176489733800E+04	
  +1.6750000000000000E+01	  +2.8668470360792060E+04	  +7.4425813581690338E+04	  +8.7425156150228024E+04	
  +1.6875000000000000E+01	  +2.8672782225736657E+04	  +7.4415730739160528E+04	  +8.7428175344688469E+04	
  +1.7000000000000000E+01	  +2.8671155121384661E+04	  +7.4423202965751538E+04	  +8.7428183408380457E+04	
  +1.7125000000000000E+01	  +2.8580656204091239E+04	  +7.4383466978888158E+04	  +8.7433354486741795E+04	
  +1.7250000000000000E+01	  +2.8503463174452358E+04	  +7.4400372623007264E+04	  +8.7444089601391635E+04	
  +1.7375000000000000E+01	  +2.8441163393191680E+04	  +7.4501486479810133E+04	  +8.7400941072512825E+04	
  +1.7500000000000000E+01	  +2.8337592974183433E+04	  +7.4430028071954061E+04	  +8.7344259635701019E+04	
  +1.7625000000000000E+01	  +2.8306481766254503E+04	  +7.4480141161325664E+04	  +8.7305904833538312E+04	
  +1.7750000000000000E+01	  +2.8306481766254503E+04	  +7.4443539136930951E+04	  +8.7268630080373638E+04	
  +1.7875000000000000E+01	  +2.8310154908527977E+04	  +7.4441861675846798E+04	  +8.7254744728421647E+04	
  +1.8000000000000000E+01	  +2.8306296522614975E+04	  +7.4456493573356915E+04	  +8.7240389104703238E+04	
  +1.8125000000000000E+01	  +2.8250437271220071E+04	  +7.4523409621949992E+04	  +8.7231063707461595E+04	
  +1.8250000000000000E+01	  +2.8035126267889209E+04	  +7.4352754456799186E+04	  +8.7225861328664731E+04	
  +1.8375000000000000E+01	  +2.7872533661014408E+04	  +7.4323555350348994E+04	  +8.7283754460302895E+04	
  +1.8500000000000000E+01	  +2.7765546478360404E+04	  +7.4285205763407925E+04	  +8.7329801308164897E+04	
  +1.8625000000000000E+01	  +2.7721310020263394E+04	  +7.4351362880653847E+04	  +8.7344206928030660E+04	
  +1.8750000000000000E+01	  +2.7721310020263394E+04	  +7.4321761587426474E+04	  +8.7351400686800276E+04	
  +1.8875000000000000E+01	  +2.7698685411223254E+04	  +7.4315357605262732E+04	  +8.7354372225799656E+04	
  +1.9000000000000000E+01	  +2.7698956838789149E+04	  +7.4293888192624450E+04	  +8.7371754488003688E+04	
  +1.9125000000000000E+01	  +2.8035590092101527E+04	  +7.4422453409263573E+04	  +8.7376011532995937E+04	
  +1.9250000000000000E+01	  +2.8450417658382947E+04	  +7.4177805186958474E+04	  +8.7183367444067495E+04	
  +1.9375000000000000E+01	  +2.8926248550177217E+04	  +7.4068243453513598E+04	  +8.6887841417714371E+04	
  +1.9500000000000000E+01	  +2.9288240471587029E+04	  +7.3760571266618135E+04	  +8.6555846565335785E+04	
  +1.9625000000000000E+01	  +2.9369220753798982E+04	  +7.3586377506842138E+04	  +8.6261688220053446E+04	
  +1.9750000000000000E+01	  +2.9214539141665286E+04	  +7.3319536441819742E+04	  +8.6124447944629283E+04	
  +1.9875000000000000E+01	  +2.9270847903821166E+04	  +7.3321057099090147E+04	  +8.6101089761633164E+04	
  +2.0000000000000000E+01	  +2.9137933712837053E+04	  +7.3225501742004897E+04	  +8.5974556480317726E+04	
  +2.0125000000000000E+01	  +2.9232196218139899E+04	  +7.3314218236044238E+04	  +8.5951332198991586E+04	
  +2.0250000000000000E+01	  +2.9093220958447571E+04	  +7.3068681371521452E+04	  +8.5806605298346025E+04	
  +2.0375000000000000E+01	  +2.9233486240369253E+04	  +7.3180771899447660E+04	  +8.5777944446774331E+04	
  +2.0500000000000000E+01	  +2.9081277980298983E+04	  +7.2890488355607595E+04	  +8.5605042599411740E+04	
  +2.0625000000000000E+01	  +2.9203385642747635E+04	  +7.3008548828209765E+04	  +8.5580889884492790E+04	
  +2.0750000000000000E+01	  +2.8990674112148976E+04	  +7.2744315226367267E+04	  +8.5422615322510188E+04	
  +2.0875000000000000E+01	  +2.9077257109659935E+04	  +7.2852914598098301E+04	  +8.5445544567292280E+04	
  +2.1000000000000000E+01	  +2.8941864917243940E+04	  +7.2691046875253523E+04	  +8.5317053537287546E+04	
  +2.1125000000000000E+01	  +2.8987593292404388E+04	  +7.2668743619224027E+04	  +8.5304503252158320E+04	
  +2.1250000000000000E+01	  +2.8918500521920592E+04	  +7.2602637735904354E+04	  +8.5189916106257559E+04	
  +2.1375000000000000E+01	  +2.8965857478553473E+04	  +7.2571164966512646E+04	  +8.5136961232626170E+04	
  +2.1500000000000000E+01	  +2.8839259188136471E+04	  +7.2425341438572010E+04	  +8.5016745030188147E+04	
  +2.1625000000000000E+01	  +2.8911277999838981E+04	  +7.2491057294052924E+04	  +8.4996115285363849E+04	
  +2.1750000000000000E+01	  +2.8782900289136225E+04	  +7.2341597253310290E+04	  +8.4874158720003281E+04	
  +2.1875000000000000E+01	  +2.8793548775711781E+04	  +7.2331868331377831E+04	  +8.4865182961498562E+04	
  +2.2000000000000000E+01	  +2.8809918491329212E+04	  +7.2353442599274102E+04	  +8.4783433748997864E+04	
  +2.2125000000000000E+01	  +2.8704239975911572E+04	  +7.2351926904606516E+04	  +8.4701352626106702E+04	
  +2.2250000000000000E+01	  +2.8232184949685798E+04	  +7.2118954386629994E+04	  +8.4615481644422194E+04	
  +2.2375000000000000E+01	  +2.8029060458791158E+04	  +7.2115956806732516E+04	  +8.4672535812650953E+04	
  +2.2500000000000000E+01	  +2.7788908927803335E+04	  +7.2161020829932924E+04	  +8.4589152915239014E+04	
  +2.2625000000000000E+01	  +2.7687746473661122E+04	  +7.2213012153274613E+04	  +8.4521814039363060E+04	
  +2.2750000000000000E+01	  +2.7687746473661122E+04	  +7.2217065370192126E+04	  +8.4446427005446676E+04	
  +2.2875000000000000E+01	  +2.7500398954412769E+04	  +7.1965867132616404E+04	  +8.4380084841609874E+04	
  +2.3000000000000000E+01	  +2.7547496541413369E+04	  +7.1967169835960623E+04	  +8.4426302577386537E+04	
  +2.3125000000000000E+01	  +2.7872311403933367E+04	  +7.1904574407744556E+04	  +8.4350035989155847E+04	
  +2.3250000000000000E+01	  +2.8580821230009613E+04	  +7.1798680807879995E+04	  +8.4084396209583487E+04	
  +2.3375000000000000E+01	  +2.9094320211487764E+04	  +7.1385973940728814E+04	  +8.3556363830125032E+04	
  +2.3500000000000000E+01	  +2.9660979349140478E+04	  +7.1015093024076457E+04	  +8.3118490368704050E+04	
  +2.3625000000000000E+01	  +2.9768121851924509E+04	  +7.0607910163111475E+04	  +8.2623666526424437E+04	
  +2.3750000000000000E+01	  +2.9582944964012313E+04	  +7.0409614149982503E+04	  +8.2372195509015190E+04	
  +2.3875000000000000E+01	  +2.9582944964012313E+04	  +7.0377562355373113E+04	  +8.2292200372370455E+04	
  +2.4000000000000000E+01	  +2.9323064607020817E+04	  +7.0027802231524038E+04	  +8.2100072345087538E+04	
  +2.4125000000000000E+01	  +2.9823613598281619E+04	  +7.0209984178029918E+04	  +8.2053793172312697E+04	
  +2.4250000000000000E+01	  +3.0285298307164951E+04	  +6.9710992404958321E+04	  +8.1490469160872322E+04	
  +2.4375000000000000E+01	  +3.0645263415620437E+04	  +6.9134445996106209E+04	  +8.0775998685083512E+04	
  +2.4500000000000000E+01	  +3.1107877282842273E+04	  +6.8573918031852911E+04	  +8.0112156264049961E+04	
  +2.4625000000000000E+01	  +3.1036683835995722E+04	  +6.7930980012406566E+04	  +7.9331259609270230E+04	
  +2.4750000000000000E+01	  +3.0790685359967585E+04	  +6.7571162212493335E+04	  +7.8924397214873024E+04	
  +2.4875000000000000E+01	  +3.0645779029909532E+04	  +6.7371428679561795E+04	  +7.8694380934365297E+04	
  +2.5000000000000000E+01	  +3.0468230709628217E+04	  +6.7161103693345867E+04	  +7.8436642829339558E+04	
  +2.5125000000000000E+01	  +3.0177040669689621E+04	  +6.6822388365402148E+04	  +7.8203286277249048E+04	
  +2.5250000000000000E+01	  +3.0023781921165479E+04	  +6.6709793134140986E+04	  +7.8006124712230740E+04	
  +2.5375000000000000E+01	  +2.9819158600005841E+04	  +6.6591961254211303E+04	  +7.7732637367587391E+04	
  +2.5500000000000000E+01	  +2.9518679966492746E+04	  +6.6238595532248204E+04	  +7.7505842677567183E+04	
  +2.5625000000000000E+01	  +2.9402341450462412E+04	  +6.6140258889930934E+04	  +7.7314656567666418E+04	
  +2.5750000000000000E+01	  +2.9299457324200070E+04	  +6.6023696841938217E+04	  +7.7074645062622207E+04	
  +2.5875000000000000E+01	  +2.9052087980432025E+04	  +6.5718932658295627E+04	  +7.6866332435042670E+04	
  +2.6000000000000000E+01	  +2.9000234003171732E+04	  +6.5670674852817552E+04	  +7.6731213991767087E+04	
  +2.6125000000000000E+01	  +2.8840937358615833E+04	  +6.5447376619086295E+04	  +7.6508586954755010E+04	
  +2.6250000000000000E+01	  +2.8730833758366109E+04	  +6.5322002493209104E+04	  +7.6341529118398917E+04	
  +2.6375000000000000E+01	  +2.8613746562897064E+04	  +6.5167706713936816E+04	  +7.6157046080067783E+04	
  +2.6500000000000000E+01	  +2.8500007603728242E+04	  +6.5019758957372032E+04	  +7.5978865049487242E+04	
  +2.6625000000000000E+01	  +2.8388093429256780E+04	  +6.4877553935014759E+04	  +7.5805115966965765E+04	
  +2.6750000000000000E+01	  +2.8279263456307632E+04	  +6.4745368827286693E+04	  +7.5642804665537260E+04	
  +2.6875000000000000E+01	  +2.8178538919343093E+04	  +6.4623948739212537E+04	  +7.5492887088556861E+04	
  +2.7000000000000000E+01	  +2.8077292102252395E+04	  +6.4501009846249450E+04	  +7.5345753130054072E+04	
  +2.7125000000000000E+01	  +2.8404078486253464E+04	  +6.4344608366985085E+04	  +7.5205567558802461E+04	
  +2.7250000000000000E+01	  +2.9122411992074754E+04	  +6.4207690618760607E+04	  +7.4878841524577962E+04	
  +2.7375000000000000E+01	  +2.9687971030374731E+04	  +6.3808960685743965E+04	  +7.4377407421042240E+04	
  +2.7500000000000000E+01	  +3.0340288880724183E+04	  +6.3480106141096068E+04	  +7.3941660422653513E+04	
  +2.7625000000000000E+01	  +3.0437549724492521E+04	  +6.3046831422165269E+04	  +7.3450975973330904E+04	
  +2.7750000000000000E+01	  +3.0220353174872234E+04	  +6.2808889723687033E+04	  +7.3179830234510242E+04	
  +2.7875000000000000E+01	  +3.0072518541713052E+04	  +6.2585773359205457E+04	  +7.3038047316506156E+04	
  +2.8000000000000000E+01	  +2.9952994301661063E+04	  +6.2437696984618648E+04	  +7.2846586862360840E+04	
  +2.8125000000000000E+01	  +3.0588057177049926E+04	  +6.2241578998020173E+04	  +7.2658833264340676E+04	
  +2.8250000000000000E+01	  +3.1845035039140381E+04	  +6.1911051119755357E+04	  +7.2061201992473507E+04	
  +2.8375000000000000E+01	  +3.2819067233923939E+04	  +6.1105396708401968E+04	  +7.1114718238348418E+04	
  +2.8500000000000000E+01	  +3.3757493065849470E+04	  +6.0334248369343477E+04	  +7.0245232960067093E+04	
  +2.8625000000000000E+01	  +3.3980010179577592E+04	  +5.9644074625041656E+04	  +6.9342864790733191E+04	
  +2.8750000000000000E+01	  +3.3593012783608865E+04	  +5.9211210334139440E+04	  +6.8786933118103741E+04	
  +2.8875000000000000E+01	  +3.3435833485530849E+04	  +5.9000547599872618E+04	  +6.8540405125928373E+04	
  +2.9000000000000000E+01	  +3.3183830476203977E+04	  +5.8713426820179760E+04	  +6.8193798135197314E+04	
  +2.9125000000000000E+01	  +3.2993859180642699E+04	  +5.8443150252708023E+04	  +6.7900142964297032E+04	
  +2.9250000000000000E+01	  +3.2815331478212349E+04	  +5.8197565333818464E+04	  +6.7591218033798810E+04	
  +2.9375000000000000E+01	  +3.2640958046289081E+04	  +5.7945663931787065E+04	  +6.7284779428890994E+04	
  +2.9500000000000000E+01	  +3.2473098371441050E+04	  +5.7701159295941412E+04	  +6.6987572680844169E+04	
  +2.9625000000000000E+01	  +3.2313299317681925E+04	  +5.7476780390669825E+04	  +6.6697304635646738E+04	
  +2.9750000000000000E+01	  +3.2122496197882891E+04	  +5.7255794942872308E+04	  +6.6422720493323854E+04	
  +2.9875000000000000E+01	  +3.1953596531122319E+04	  +5.7058611681139824E+04	  +6.6175226742068640E+04	
  +3.0000000000000000E+01	  +3.1780894795337037E+04	  +5.6853790102685256E+04	  +6.5927377367544745E+04	
  +3.0125000000000000E+01	  +3.1633648671355801E+04	  +5.6654967721065630E+04	  +6.5693864441866113E+04	
  +3.0250000000000000E+01	  +3.1514394662352937E+04	  +5.6467294584979711E+04	  +6.5475153465596624E+04	
  +3.0375000000000000E+01	  +3.1399442866042886E+04	  +5.6290223608825618E+04	  +6.5269455523270815E+04	
  +3.0500000000000000E+01	  +3.1230864973080188E+04	  +5.6050734671091988E+04	  +6.5073134073097594E+04	
  +3.0625000000000000E+01	  +3.1169976967370178E+04	  +5.5954307869702228E+04	  +6.4907928033450342E+04	
  +3.0750000000000000E+01	  +3.1057210426892580E+04	  +5.5822726244483667E+04	  +6.4687758324771385E+04	
  +3.0875000000000000E+01	  +3.0847544441006150E+04	  +5.5572679184484623E+04	  +6.4497644030861877E+04	
  +3.1000000000000000E+01	  +3.0780291327440558E+04	  +5.5497222522711520E+04	  +6.4352484822508333E+04	
  +3.1125000000000000E+01	  +3.0127605038279988E+04	  +5.5377821779866921E+04	  +6.4149303785961907E+04	
  +3.1250000000000000E+01	  +2.9173196271143817E+04	  +5.5589714302443121E+04	  +6.4343699408730216E+04	
  +3.1375000000000000E+01	  +2.8295730791332284E+04	  +5.5830674047261302E+04	  +6.4803559353672950E+04	
  +3.1500000000000000E+01	  +2.7531731844891121E+04	  +5.6221136730334169E+04	  +6.5281183161688445E+04	
  +3.1625000000000000E+01	  +2.7317580639843545E+04	  +5.6612979717767885E+04	  +6.5769842154383528E+04	
  +3.1750000000000000E+01	  +2.7511664176277201E+04	  +5.6868175195015305E+04	  +6.5944496110270164E+04	
  +3.1875000000000000E+01	  +2.7357358895126781E+04	  +5.6671776452367347E+04	  +6.5848346051526139E+04	
  +3.2000000000000000E+01	  +2.7497350756259744E+04	  +5.6834995134333418E+04	  +6.5936828082133492E+04	
  +3.2125000000000000E+01	  +2.7547362991701018E+04	  +5.6768370802600388E+04	  +6.5878113304155311E+04	
  +3.2250000000000000E+01	  +2.7682053199696245E+04	  +5.6809556413314385E+04	  +6.5943192720566687E+04	
  +3.2375000000000000E+01	  +2.7919696955219220E+04	  +5.6925884116778230E+04	  +6.6043869104935642E+04	
  +3.2500000000000000E+01	  +2.8042088433777262E+04	  +5.6907344610747285E+04	  +6.6089830627745774E+04	
  +3.2625000000000000E+01	  +2.8246547442253224E+04	  +5.7068200153205638E+04	  +6.6205696837536743E+04	
  +3.2750000000000000E+01	  +2.8209363733386701E+04	  +5.7067184786207115E+04	  +6.6201988372960259E+04	
  +3.2875000000000000E+01	  +2.8209363733386701E+04	  +5.7017692711474607E+04	  +6.6251424786760297E+04	
  +3.3000000000000000E+01	  +2.8219134095764857E+04	  +5.7013566707299746E+04	  +6.6286167002415052E+04	
  +3.3125000000000000E+01	  +2.8222588103311598E+04	  +5.6977659174124572E+04	  +6.6314663089932234E+04	
  +3.3250000000000000E+01	  +2.8404054475904108E+04	  +5.7078456257989055E+04	  +6.6375655921913625E+04	
  +3.3375000000000000E+01	  +2.8478411024360001E+04	  +5.7084530359101263E+04	  +6.6351580913495025E+04	
  +3.3500000000000000E+01	  +2.8568287062738447E+04	  +5.7079584279159411E+04	  +6.6389296184485342E+04	
  +3.3625000000000000E+01	  +2.8613493631386082E+04	  +5.7026581934942486E+04	  +6.6413542712244511E+04	
  +3.3750000000000000E+01	  +2.8613493631386082E+04	  +5.7080203265125230E+04	  +6.6437798291827916E+04	
  +3.3875000000000000E+01	  +2.8693447603150380E+04	  +5.7165484140776120E+04	  +6.6467445585387424E+04	
  +3.4000000000000000E+01	  +2.8693447603150380E+04	  +5.7165275404294218E+04	  +6.6446107373012244E+04	
  +3.4125000000000000E+01	  +2.8719478432611646E+04	  +5.7140082549059553E+04	  +6.6470089610356794E+04	
  +3.4250000000000000E+01	  +2.8798318421855314E+04	  +5.7173978670538185E+04	  +6.6499209303515847E+04	
  +3.4375000000000000E+01	  +2.8855283018746683E+04	  +5.7165343483827812E+04	  +6.6513767847664509E+04	
  +3.4500000000000000E+01	  +2.8941093750610638E+04	  +5.7183799371434136E+04	  +6.6541482566882769E+04	
  +3.4625000000000000E+01	  +2.8990660720818840E+04	  +5.7153861116689819E+04	  +6.6553222096666257E+04	
  +3.4750000000000000E+01	  +2.8990660720818840E+04	  +5.7212024915106653E+04	  +6.6565200661804236E+04	
  +3.4875000000000000E+01	  +2.9001763087875257E+04	  +5.7211896802318101E+04	  +6.6586588651370825E+04	
  +3.5000000000000000E+01	  +2.8998501326185324E+04	  +5.7217798499447323E+04	  +6.6597886608778761E+04	
  +3.5125000000000000E+01	  +2.9071399966060562E+04	  +5.7264676347222638E+04	  +6.6618247198027500E+04	
  +3.5250000000000000E+01	  +2.9131878356471101E+04	  +5.7278432624550340E+04	  +6.6605668382513075E+04	
  +3.5375000000000000E+01	  +2.9201840733300927E+04	  +5.7310517725583966E+04	  +6.6608278025270280E+04	
  +3.5500000000000000E+01	  +2.9257751687367709E+04	  +5.7317112731178029E+04	  +6.6602859923029275E+04	
  +3.5625000000000000E+01	  +2.9301320135836595E+04	  +5.7295403552958531E+04	  +6.6602785053792482E+04	
  +3.5750000000000000E+01	  +2.9301320135836595E+04	  +5.7338603040212343E+04	  +6.6596495322809526E+04	
  +3.5875000000000000E+01	  +2.9298139436485730E+04	  +5.7341366368820592E+04	  +6.6605896964849700E+04	
  +3.6000000000000000E+01	  +2.9304750489699964E+04	  +5.7331647557328455E+04	  +6.6615631852635182E+04	
  +3.6125000000000000E+01	  +2.9322838051974642E+04	  +5.7310686705966946E+04	  +6.6619529746120956E+04	
  +3.6250000000000000E+01	  +2.9401228583690663E+04	  +5.7352573196372265E+04	  +6.6623879462979676E+04	
  +3.6375000000000000E+01	  +2.9445919859213638E+04	  +5.7298661470101033E+04	  +6.6594504902561923E+04	
  +3.6500000000000000E+01	  +2.9500701560388788E+04	  +5.7352413459427691E+04	  +6.6584484889821979E+04	
  +3.6625000000000000E+01	  +2.9500701560388788E+04	  +5.7325485584109287E+04	  +6.6566046325332834E+04	
  +3.6750000000000000E+01	  +2.9516870011421557E+04	  +5.7325163963507570E+04	  +6.6573756944878987E+04	
  +3.6875000000000000E+01	  +2.9529546944516442E+04	  +5.7341107163975837E+04	  +6.6562765397668045E+04	
  +3.7000000000000000E+01	  +2.9532573846950865E+04	  +5.7352703073338045E+04	  +6.6553895336965681E+04	
  +3.7125000000000000E+01	  +2.9540831342225803E+04	  +5.7339991397733917E+04	  +6.6549965791217895E+04	
  +3.7250000000000000E+01	  +2.9553422489415600E+04	  +5.7323158753403230E+04	  +6.6541641385762472E+04	
  +3.7375000000000000E+01	  +2.9552658235401592E+04	  +5.7310264361469039E+04	  +6.6528795541175816E+04	
  +3.7500000000000000E+01	  +2.9572661673164705E+04	  +5.7283006533385254E+04	  +6.6521229599985105E+04	
  +3.7625000000000000E+01	  +2.9583960301025716E+04	  +5.7292034721330805E+04	  +6.6501386099212978E+04	
  +3.7750000000000000E+01	  +2.9603213784203261E+04	  +5.7303674415530804E+04	  +6.6487026528500995E+04	
  +3.7875000000000000E+01	  +2.9595395126008421E+04	  +5.7322221189204225E+04	  +6.6468789164109621E+04	
  +3.8000000000000000E+01	  +2.9587093982891442E+04	  +5.7311404864687640E+04	  +6.6465422467903118E+04	
  +3.8125000000000000E+01	  +2.9587002909854378E+04	  +5.7302002175119611E+04	  +6.6461911711971406E+04	
  +3.8250000000000000E+01	  +2.9584796816523845E+04	  +5.7302807241823808E+04	  +6.6459638715146881E+04	
  +3.8375000000000000E+01	  +2.9572126953458835E+04	  +5.7300295976362577E+04	  +6.6464756883273134E+04	
  +3.8500000000000000E+01	  +2.9565869273295837E+04	  +5.7285931110381920E+04	  +6.6477160274988390E+04	
