 TIME                    	pcond_low                	hcond_low                	hsteam_low               	
  +3.8250000000000000E+01	  +2.4363574696018975E-01	  +2.6796847892184240E+02	  +2.3906408391028885E+03	
  +3.8375000000000000E+01	  +2.4358007460173028E-01	  +2.6794740694660828E+02	  +2.3907268631028755E+03	
  +3.8500000000000000E+01	  +2.4352445070557946E-01	  +2.6792635331434712E+02	  +2.3907420068163128E+03	
  +3.8625000000000000E+01	  +2.4349665692331435E-01	  +2.6791583337397162E+02	  +2.3908437237508892E+03	
  +3.8750000000000000E+01	  +2.4349665692331435E-01	  +2.6791583337397162E+02	  +2.3908918616407454E+03	
  +3.8875000000000000E+01	  +2.4349665692331435E-01	  +2.6791583337397162E+02	  +2.3909136910195598E+03	
  +3.9000000000000000E+01	  +2.4349665692331435E-01	  +2.6791583337397162E+02	  +2.3908045078103901E+03	
  +3.9125000000000000E+01	  +2.4344621120046250E-01	  +2.6789673967914678E+02	  +2.3907522216386533E+03	
  +3.9250000000000000E+01	  +2.4334543947412962E-01	  +2.6785859760325235E+02	  +2.3908342506839290E+03	
  +3.9375000000000000E+01	  +2.4324482725328317E-01	  +2.6782051590014885E+02	  +2.3908223050234537E+03	
  +3.9500000000000000E+01	  +2.4314437439372291E-01	  +2.6778249451525647E+02	  +2.3907967415396702E+03	
  +3.9625000000000000E+01	  +2.4309420767942738E-01	  +2.6776350642510789E+02	  +2.3907967415396702E+03	
  +3.9750000000000000E+01	  +2.4309420767942738E-01	  +2.6776350642510789E+02	  +2.3905982770348305E+03	
  +3.9875000000000000E+01	  +2.4309420767942738E-01	  +2.6776350642510789E+02	  +2.3905039847147118E+03	
  +4.0000000000000000E+01	  +2.4309420767942738E-01	  +2.6776350642510789E+02	  +2.3903335607064591E+03	
  +4.0125000000000000E+01	  +2.4312790860496658E-01	  +2.6777626221789228E+02	  +2.3901889547654109E+03	
  +4.0250000000000000E+01	  +2.4319536435700498E-01	  +2.6780179420496250E+02	  +2.3899199478012592E+03	
  +4.0375000000000000E+01	  +2.4326289201336021E-01	  +2.6782735340780050E+02	  +2.3898212335995618E+03	
  +4.0500000000000000E+01	  +2.4333049161771866E-01	  +2.6785293984294162E+02	  +2.3897344461179041E+03	
  +4.0625000000000000E+01	  +2.4336431841406403E-01	  +2.6786574327779812E+02	  +2.3897344461179041E+03	
  +4.0750000000000000E+01	  +2.4336431841406403E-01	  +2.6786574327779812E+02	  +2.3899792636922157E+03	
  +4.0875000000000000E+01	  +2.4336431841406403E-01	  +2.6786574327779812E+02	  +2.3900343478124491E+03	
  +4.1000000000000000E+01	  +2.4336431841406403E-01	  +2.6786574327779812E+02	  +2.3900827774426880E+03	
  +4.1125000000000000E+01	  +2.4332459316222316E-01	  +2.6785070727885488E+02	  +2.3901128484338087E+03	
  +4.1250000000000000E+01	  +2.4324521711821309E-01	  +2.6782066346393765E+02	  +2.3905802418728449E+03	
  +4.1375000000000000E+01	  +2.4316594029474969E-01	  +2.6779065720397512E+02	  +2.3908416237449305E+03	
  +4.1500000000000000E+01	  +2.4308676262109477E-01	  +2.6776068847219290E+02	  +2.3907939475107946E+03	
  +4.1625000000000000E+01	  +2.4304721094336512E-01	  +2.6774571817101207E+02	  +2.3907939475107946E+03	
  +4.1750000000000000E+01	  +2.4304721094336512E-01	  +2.6774571817101207E+02	  +2.3906298487906515E+03	
  +4.1875000000000000E+01	  +2.4304721094336512E-01	  +2.6774571817101207E+02	  +2.3904454902750927E+03	
  +4.2000000000000000E+01	  +2.4304721094336512E-01	  +2.6774571817101207E+02	  +2.3903980236134785E+03	
  +4.2125000000000000E+01	  +2.4291186733099396E-01	  +2.6769449064397890E+02	  +2.3905814059222989E+03	
  +4.2250000000000000E+01	  +2.4264205093462388E-01	  +2.6759236519825680E+02	  +2.3902812235901542E+03	
  +4.2375000000000000E+01	  +2.4237339328892232E-01	  +2.6749067833940370E+02	  +2.3901647414496292E+03	
  +4.2500000000000000E+01	  +2.4210589158036289E-01	  +2.6738942900250061E+02	  +2.3901576430097916E+03	
  +4.2625000000000000E+01	  +2.4197257332673536E-01	  +2.6733896807329916E+02	  +2.3882658518339895E+03	
  +4.2750000000000000E+01	  +2.4197257332673536E-01	  +2.6733896807329916E+02	  +2.3883124759919187E+03	
  +4.2875000000000000E+01	  +2.4197257332673536E-01	  +2.6733896807329916E+02	  +2.3889954476503026E+03	
  +4.3000000000000000E+01	  +2.4197257332673536E-01	  +2.6733896807329916E+02	  +2.3889954476503026E+03	
  +4.3125000000000000E+01	  +2.4193621059057660E-01	  +2.6732520478579016E+02	  +2.3889295989172469E+03	
  +4.3250000000000000E+01	  +2.4186354952826217E-01	  +2.6729770258994387E+02	  +2.3888886426505237E+03	
  +4.3375000000000000E+01	  +2.4179097429867430E-01	  +2.6727023288176548E+02	  +2.3890904880085650E+03	
  +4.3500000000000000E+01	  +2.4171848484514100E-01	  +2.6724279563980451E+02	  +2.3895755737766890E+03	
  +4.3625000000000000E+01	  +2.4168227226670394E-01	  +2.6722908918695958E+02	  +2.3895755737766890E+03	
  +4.3750000000000000E+01	  +2.4168227226670394E-01	  +2.6722908918695958E+02	  +2.3894565674434439E+03	
  +4.3875000000000000E+01	  +2.4168227226670394E-01	  +2.6722908918695958E+02	  +2.3889448634344330E+03	
  +4.4000000000000000E+01	  +2.4168227226670394E-01	  +2.6722908918695958E+02	  +2.3884713877110398E+03	
  +4.4125000000000000E+01	  +2.4172462815764245E-01	  +2.6724512088221326E+02	  +2.3884233281715883E+03	
  +4.4250000000000000E+01	  +2.4180942789967477E-01	  +2.6727721756561976E+02	  +2.3886539434504552E+03	
  +4.4375000000000000E+01	  +2.4189434499740842E-01	  +2.6730935866813303E+02	  +2.3887824214447555E+03	
  +4.4500000000000000E+01	  +2.4197937954155180E-01	  +2.6734154422408602E+02	  +2.3886755623887316E+03	
  +4.4625000000000000E+01	  +2.4202194088440912E-01	  +2.6735765368284507E+02	  +2.3884274011504026E+03	
  +4.4750000000000000E+01	  +2.4202194088440912E-01	  +2.6735765368284507E+02	  +2.3884673149370810E+03	
  +4.4875000000000000E+01	  +2.4202194088440912E-01	  +2.6735765368284507E+02	  +2.3885189674963817E+03	
  +4.5000000000000000E+01	  +2.4202194088440912E-01	  +2.6735765368284507E+02	  +2.3885607175019682E+03	
  +4.5125000000000000E+01	  +2.4203961264760718E-01	  +2.6736434244126593E+02	  +2.3888532683185636E+03	
  +4.5250000000000000E+01	  +2.4207497136556827E-01	  +2.6737772570811148E+02	  +2.3892394772154548E+03	
  +4.5375000000000000E+01	  +2.4211035034437153E-01	  +2.6739111664368130E+02	  +2.3895198020961866E+03	
  +4.5500000000000000E+01	  +2.4214574959052632E-01	  +2.6740451525043920E+02	  +2.3897309099826343E+03	
  +4.5625000000000000E+01	  +2.4216345681589604E-01	  +2.6741121743128406E+02	  +2.3894638144554515E+03	
  +4.5750000000000000E+01	  +2.4216345681589604E-01	  +2.6741121743128406E+02	  +2.3894638144554515E+03	
  +4.5875000000000000E+01	  +2.4216345681589604E-01	  +2.6741121743128406E+02	  +2.3892625734668891E+03	
  +4.6000000000000000E+01	  +2.4216345681589604E-01	  +2.6741121743128406E+02	  +2.3890380911382667E+03	
  +4.6125000000000000E+01	  +2.4216985477210703E-01	  +2.6741363905627992E+02	  +2.3890995730986165E+03	
  +4.6250000000000000E+01	  +2.4218265266931432E-01	  +2.6741848305751262E+02	  +2.3894965926750506E+03	
  +4.6375000000000000E+01	  +2.4219545321315786E-01	  +2.6742332806049649E+02	  +2.3893671520977991E+03	
  +4.6500000000000000E+01	  +2.4220825640394517E-01	  +2.6742817406534795E+02	  +2.3894402171080023E+03	
  +4.6625000000000000E+01	  +2.4221465899203881E-01	  +2.6743059744351041E+02	  +2.3892161091930552E+03	
  +4.6750000000000000E+01	  +2.4221465899203881E-01	  +2.6743059744351041E+02	  +2.3892161091930552E+03	
  +4.6875000000000000E+01	  +2.4221465899203881E-01	  +2.6743059744351041E+02	  +2.3891567513190193E+03	
  +4.7000000000000000E+01	  +2.4221465899203881E-01	  +2.6743059744351041E+02	  +2.3891377775199803E+03	
  +4.7125000000000000E+01	  +2.4216508498820224E-01	  +2.6741183369413807E+02	  +2.3892295345913499E+03	
  +4.7250000000000000E+01	  +2.4206605602821035E-01	  +2.6737435125491407E+02	  +2.3895755322426176E+03	
  +4.7375000000000000E+01	  +2.4196718567959910E-01	  +2.6733692885006224E+02	  +2.3893970983910590E+03	
  +4.7500000000000000E+01	  +2.4186847379994461E-01	  +2.6729956642567515E+02	  +2.3894506537476791E+03	
  +4.7625000000000000E+01	  +2.4181917724153384E-01	  +2.6728090768933447E+02	  +2.3891779543034099E+03	
  +4.7750000000000000E+01	  +2.4181917724153384E-01	  +2.6728090768933447E+02	  +2.3891779543034099E+03	
  +4.7875000000000000E+01	  +2.4181917724153384E-01	  +2.6728090768933447E+02	  +2.3891602915051508E+03	
  +4.8000000000000000E+01	  +2.4181917724153384E-01	  +2.6728090768933447E+02	  +2.3890730620637723E+03	
  +4.8125000000000000E+01	  +2.4185032508760643E-01	  +2.6729269714211136E+02	  +2.3889259114313477E+03	
  +4.8250000000000000E+01	  +2.4191266819696997E-01	  +2.6731629399507182E+02	  +2.3885423446317318E+03	
  +4.8375000000000000E+01	  +2.4197507455917894E-01	  +2.6733991478922002E+02	  +2.3884310718700685E+03	
  +4.8500000000000000E+01	  +2.4203754421013166E-01	  +2.6736355953814365E+02	  +2.3882857475326441E+03	
  +4.8625000000000000E+01	  +2.4206880278011572E-01	  +2.6737539089989639E+02	  +2.3882857475326441E+03	
  +4.8750000000000000E+01	  +2.4206880278011572E-01	  +2.6737539089989639E+02	  +2.3883383393322747E+03	
  +4.8875000000000000E+01	  +2.4206880278011572E-01	  +2.6737539089989639E+02	  +2.3885267472440687E+03	
  +4.9000000000000000E+01	  +2.4206880278011572E-01	  +2.6737539089989639E+02	  +2.3886492518629630E+03	
  +4.9125000000000000E+01	  +2.4208181914329127E-01	  +2.6738031759044918E+02	  +2.3887645431083561E+03	
  +4.9250000000000000E+01	  +2.4210786010259502E-01	  +2.6739017408772543E+02	  +2.3893361872642186E+03	
  +4.9375000000000000E+01	  +2.4213391204133144E-01	  +2.6740003474071460E+02	  +2.3893153768446678E+03	
  +4.9500000000000000E+01	  +2.4215997496209737E-01	  +2.6740989955039947E+02	  +2.3895758939131761E+03	
  +4.9625000000000000E+01	  +2.4217301054155357E-01	  +2.6741483351431020E+02	  +2.3894710897872301E+03	
  +4.9750000000000000E+01	  +2.4217301054155357E-01	  +2.6741483351431020E+02	  +2.3894710897872301E+03	
  +4.9875000000000000E+01	  +2.4217301054155357E-01	  +2.6741483351431020E+02	  +2.3894342219328141E+03	
  +5.0000000000000000E+01	  +2.4217301054155357E-01	  +2.6741483351431020E+02	  +2.3891723779325207E+03	
  +5.0125000000000000E+01	  +2.4208742895065363E-01	  +2.6738244090128200E+02	  +2.3895369309776465E+03	
  +5.0250000000000000E+01	  +2.4191662095652891E-01	  +2.6731779011368144E+02	  +2.3898701413575350E+03	
  +5.0375000000000000E+01	  +2.4174628593393985E-01	  +2.6725331834570136E+02	  +2.3899742517658829E+03	
  +5.0500000000000000E+01	  +2.4157642315030403E-01	  +2.6718902532005950E+02	  +2.3898095370419815E+03	
  +5.0625000000000000E+01	  +2.4149166861974014E-01	  +2.6715694574918371E+02	  +2.3893590397173057E+03	
  +5.0750000000000000E+01	  +2.4149166861974014E-01	  +2.6715694574918371E+02	  +2.3894842794751385E+03	
  +5.0875000000000000E+01	  +2.4149166861974014E-01	  +2.6715694574918371E+02	  +2.3894842794751385E+03	
  +5.1000000000000000E+01	  +2.4149166861974014E-01	  +2.6715694574918371E+02	  +2.3893641752985354E+03	
  +5.1125000000000000E+01	  +2.4150017661644305E-01	  +2.6716016602403420E+02	  +2.3890201766072346E+03	
  +5.1250000000000000E+01	  +2.4151719617544229E-01	  +2.6716660792331157E+02	  +2.3886840668049613E+03	
  +5.1375000000000000E+01	  +2.4153422048918116E-01	  +2.6717305162225676E+02	  +2.3885625492049812E+03	
  +5.1500000000000000E+01	  +2.4155124955839816E-01	  +2.6717949712114944E+02	  +2.3885535281924572E+03	
  +5.1625000000000000E+01	  +2.4155976587654202E-01	  +2.6718272054566347E+02	  +2.3885535281924572E+03	
  +5.1750000000000000E+01	  +2.4155976587654202E-01	  +2.6718272054566347E+02	  +2.3885238311490616E+03	
  +5.1875000000000000E+01	  +2.4155976587654202E-01	  +2.6718272054566347E+02	  +2.3884167989970083E+03	
  +5.2000000000000000E+01	  +2.4155976587654202E-01	  +2.6718272054566347E+02	  +2.3883548463787442E+03	
  +5.2125000000000000E+01	  +2.4152890354440518E-01	  +2.6717103915984745E+02	  +2.3886559168490785E+03	
  +5.2250000000000000E+01	  +2.4146722572980234E-01	  +2.6714769412080523E+02	  +2.3891176953975510E+03	
