 TIME                    	pcond_low                	hcond_low                	hsteam_low               	
  +7.6250000000000000E+00	  +2.2271741380767840E-01	  +2.6005089449886430E+02	  +2.3783284866751414E+03	
  +7.7500000000000000E+00	  +2.2271741380767840E-01	  +2.6005089449886430E+02	  +2.3776213242576023E+03	
  +7.8750000000000000E+00	  +2.2271741380767840E-01	  +2.6005089449886430E+02	  +2.3772782940755792E+03	
  +8.0000000000000000E+00	  +2.2271741380767840E-01	  +2.6005089449886430E+02	  +2.3763903953030472E+03	
  +8.1250000000000000E+00	  +2.2058610656870728E-01	  +2.5924419518526088E+02	  +2.3749772806014075E+03	
  +8.2500000000000000E+00	  +2.1676630549340764E-01	  +2.5779840133198553E+02	  +2.3713194185246257E+03	
  +8.3750000000000000E+00	  +2.1351638648914217E-01	  +2.5656830771522795E+02	  +2.3671491095924462E+03	
  +8.5000000000000000E+00	  +2.1081503083001049E-01	  +2.5554584520199955E+02	  +2.3635860792448902E+03	
  +8.6250000000000000E+00	  +2.0966440367130748E-01	  +2.5511033307959565E+02	  +2.3603459040712137E+03	
  +8.7500000000000000E+00	  +2.0966440367130748E-01	  +2.5511033307959565E+02	  +2.3595102737797015E+03	
  +8.8750000000000000E+00	  +2.0966440367130748E-01	  +2.5511033307959565E+02	  +2.3572527951638572E+03	
  +9.0000000000000000E+00	  +2.0966440367130748E-01	  +2.5511033307959565E+02	  +2.3556018004539651E+03	
  +9.1250000000000000E+00	  +2.0939774646016757E-01	  +2.5500940338477704E+02	  +2.3552862827956997E+03	
  +9.2500000000000000E+00	  +2.0888875262149656E-01	  +2.5481674933060020E+02	  +2.3533112979187149E+03	
  +9.3750000000000000E+00	  +2.0841201545872226E-01	  +2.5463630442104093E+02	  +2.3538194755155178E+03	
  +9.5000000000000000E+00	  +2.0796734157821753E-01	  +2.5446799545665448E+02	  +2.3505823091988032E+03	
  +9.6250000000000000E+00	  +2.0775697151502406E-01	  +2.5438837043475348E+02	  +2.3489303174495499E+03	
  +9.7500000000000000E+00	  +2.0775697151502406E-01	  +2.5438837043475348E+02	  +2.3484972352019581E+03	
  +9.8750000000000000E+00	  +2.0775697151502406E-01	  +2.5438837043475348E+02	  +2.3479089743766826E+03	
  +1.0000000000000000E+01	  +2.0775697151502406E-01	  +2.5438837043475348E+02	  +2.3471844282607749E+03	
  +1.0125000000000000E+01	  +2.0778115446202045E-01	  +2.5439752367478673E+02	  +2.3479284997487011E+03	
  +1.0250000000000000E+01	  +2.0782984641818378E-01	  +2.5441595356931188E+02	  +2.3435749357980585E+03	
  +1.0375000000000000E+01	  +2.0787897334892785E-01	  +2.5443454810161862E+02	  +2.3456682155688300E+03	
  +1.0500000000000000E+01	  +2.0792853552639684E-01	  +2.5445330737471352E+02	  +2.3448656806579866E+03	
  +1.0625000000000000E+01	  +2.0795347991836113E-01	  +2.5446274882149689E+02	  +2.3452381913462541E+03	
  +1.0750000000000000E+01	  +2.0795347991836113E-01	  +2.5446274882149689E+02	  +2.3423302060581605E+03	
  +1.0875000000000000E+01	  +2.0795347991836113E-01	  +2.5446274882149689E+02	  +2.3418685274782370E+03	
  +1.1000000000000000E+01	  +2.0795347991836113E-01	  +2.5446274882149689E+02	  +2.3415581138845337E+03	
  +1.1125000000000000E+01	  +2.0796560225723748E-01	  +2.5446733712405231E+02	  +2.3408452293085229E+03	
  +1.1250000000000000E+01	  +2.0798992362069890E-01	  +2.5447654275468656E+02	  +2.3428600735364130E+03	
  +1.1375000000000000E+01	  +2.0801434725813414E-01	  +2.5448578709599713E+02	  +2.3423887179654043E+03	
  +1.1500000000000000E+01	  +2.0803887320129508E-01	  +2.5449507016000206E+02	  +2.3419465235157722E+03	
  +1.1625000000000000E+01	  +2.0805117454748198E-01	  +2.5449972621678438E+02	  +2.3415671362527855E+03	
  +1.1750000000000000E+01	  +2.0805117454748198E-01	  +2.5449972621678438E+02	  +2.3411606924448402E+03	
  +1.1875000000000000E+01	  +2.0805117454748198E-01	  +2.5449972621678438E+02	  +2.3408872263766316E+03	
  +1.2000000000000000E+01	  +2.0805117454748198E-01	  +2.5449972621678438E+02	  +2.3403729337979721E+03	
  +1.2125000000000000E+01	  +2.0807883009334624E-01	  +2.5451019383471305E+02	  +2.3380822133120218E+03	
  +1.2250000000000000E+01	  +2.0813452675611538E-01	  +2.5453127500912288E+02	  +2.3398211029582903E+03	
  +1.2375000000000000E+01	  +2.0819073781692071E-01	  +2.5455255088307462E+02	  +2.3394902993154551E+03	
  +1.2500000000000000E+01	  +2.0824746364269664E-01	  +2.5457402159545254E+02	  +2.3375724551154917E+03	
  +1.2625000000000000E+01	  +2.0827601970804011E-01	  +2.5458483005980278E+02	  +2.3376885951150252E+03	
  +1.2750000000000000E+01	  +2.0827601970804011E-01	  +2.5458483005980278E+02	  +2.3369717984218851E+03	
  +1.2875000000000000E+01	  +2.0827601970804011E-01	  +2.5458483005980278E+02	  +2.3367910859151334E+03	
  +1.3000000000000000E+01	  +2.0827601970804011E-01	  +2.5458483005980278E+02	  +2.3367981241945804E+03	
  +1.3125000000000000E+01	  +2.0819855293863088E-01	  +2.5455550890489522E+02	  +2.3362831475990520E+03	
  +1.3250000000000000E+01	  +2.0804648218577843E-01	  +2.5449795015892838E+02	  +2.3355417345571213E+03	
  +1.3375000000000000E+01	  +2.0789822236500421E-01	  +2.5444183384990140E+02	  +2.3370808847800968E+03	
  +1.3500000000000000E+01	  +2.0775376629960179E-01	  +2.5438715726143249E+02	  +2.3365226148966608E+03	
  +1.3625000000000000E+01	  +2.0768296248308310E-01	  +2.5436035803270485E+02	  +2.3340194829063767E+03	
  +1.3750000000000000E+01	  +2.0768296248308310E-01	  +2.5436035803270485E+02	  +2.3343309102219441E+03	
  +1.3875000000000000E+01	  +2.0768296248308310E-01	  +2.5436035803270485E+02	  +2.3341984273897001E+03	
  +1.4000000000000000E+01	  +2.0768296248308310E-01	  +2.5436035803270485E+02	  +2.3339166394715953E+03	
  +1.4125000000000000E+01	  +2.0790595159570030E-01	  +2.5444475936199240E+02	  +2.3336757895222568E+03	
  +1.4250000000000000E+01	  +2.0837947359162046E-01	  +2.5462398733161598E+02	  +2.3336833337401117E+03	
  +1.4375000000000000E+01	  +2.0888990667289137E-01	  +2.5481718613879525E+02	  +2.3362067604558047E+03	
  +1.4500000000000000E+01	  +2.0943748930378148E-01	  +2.5502444604220244E+02	  +2.3371138569032337E+03	
  +1.4625000000000000E+01	  +2.0972529099882653E-01	  +2.5513337891945326E+02	  +2.3375728022597737E+03	
  +1.4750000000000000E+01	  +2.0972529099882653E-01	  +2.5513337891945326E+02	  +2.3358365967129353E+03	
  +1.4875000000000000E+01	  +2.0972529099882653E-01	  +2.5513337891945326E+02	  +2.3359683741238168E+03	
  +1.5000000000000000E+01	  +2.0972529099882653E-01	  +2.5513337891945326E+02	  +2.3353812349459013E+03	
  +1.5125000000000000E+01	  +2.0987667257175838E-01	  +2.5519067681097425E+02	  +2.3353812349459013E+03	
  +1.5250000000000000E+01	  +2.1018687337935896E-01	  +2.5530808774732111E+02	  +2.3353788723729413E+03	
  +1.5375000000000000E+01	  +2.1050702306406238E-01	  +2.5542926433142796E+02	  +2.3370936005289745E+03	
  +1.5500000000000000E+01	  +2.1083716110388323E-01	  +2.5555422150571428E+02	  +2.3374510904738286E+03	
  +1.5625000000000000E+01	  +2.1100598843398441E-01	  +2.5561812261242471E+02	  +2.3383307052195746E+03	
  +1.5750000000000000E+01	  +2.1100598843398441E-01	  +2.5561812261242471E+02	  +2.3383307052195746E+03	
  +1.5875000000000000E+01	  +2.1100598843398441E-01	  +2.5561812261242471E+02	  +2.3382559253293084E+03	
  +1.6000000000000000E+01	  +2.1100598843398441E-01	  +2.5561812261242471E+02	  +2.3379344488622119E+03	
  +1.6125000000000000E+01	  +2.1099167591514614E-01	  +2.5561270532724325E+02	  +2.3375967394322383E+03	
  +1.6250000000000000E+01	  +2.1096310430552404E-01	  +2.5560189097938706E+02	  +2.3375091115340997E+03	
  +1.6375000000000000E+01	  +2.1093460391248506E-01	  +2.5559110358699164E+02	  +2.3381541759898269E+03	
  +1.6500000000000000E+01	  +2.1090617471109765E-01	  +2.5558034314062039E+02	  +2.3375603967578400E+03	
  +1.6625000000000000E+01	  +2.1089198679949919E-01	  +2.5557497301925142E+02	  +2.3376785651185073E+03	
  +1.6750000000000000E+01	  +2.1089198679949919E-01	  +2.5557497301925142E+02	  +2.3376785651185073E+03	
  +1.6875000000000000E+01	  +2.1089198679949919E-01	  +2.5557497301925142E+02	  +2.3377015091413123E+03	
  +1.7000000000000000E+01	  +2.1089198679949919E-01	  +2.5557497301925142E+02	  +2.3375421568031029E+03	
  +1.7125000000000000E+01	  +2.1091512579674496E-01	  +2.5558373112453731E+02	  +2.3378490281338104E+03	
  +1.7250000000000000E+01	  +2.1096154567626557E-01	  +2.5560130103856108E+02	  +2.3379255100308274E+03	
  +1.7375000000000000E+01	  +2.1100815482580673E-01	  +2.5561894259124526E+02	  +2.3378784679075407E+03	
  +1.7500000000000000E+01	  +2.1105495335373581E-01	  +2.5563665582360693E+02	  +2.3381317132652080E+03	
  +1.7625000000000000E+01	  +2.1107842366858251E-01	  +2.5564553933253080E+02	  +2.3379823882334535E+03	
  +1.7750000000000000E+01	  +2.1107842366858251E-01	  +2.5564553933253080E+02	  +2.3379823882334535E+03	
  +1.7875000000000000E+01	  +2.1107842366858251E-01	  +2.5564553933253080E+02	  +2.3377653689386239E+03	
  +1.8000000000000000E+01	  +2.1107842366858251E-01	  +2.5564553933253080E+02	  +2.3375277737100428E+03	
  +1.8125000000000000E+01	  +2.1104918759647631E-01	  +2.5563447348577284E+02	  +2.3374703947132029E+03	
  +1.8250000000000000E+01	  +2.1099093603647487E-01	  +2.5561242528333153E+02	  +2.3388790010388061E+03	
  +1.8375000000000000E+01	  +2.1093297841364636E-01	  +2.5559048833604450E+02	  +2.3386123458829452E+03	
  +1.8500000000000000E+01	  +2.1087531451879890E-01	  +2.5556866256473256E+02	  +2.3384554501671669E+03	
  +1.8625000000000000E+01	  +2.1084659265428896E-01	  +2.5555779134543488E+02	  +2.3379047180404518E+03	
  +1.8750000000000000E+01	  +2.1084659265428896E-01	  +2.5555779134543488E+02	  +2.3379047180404518E+03	
  +1.8875000000000000E+01	  +2.1084659265428896E-01	  +2.5555779134543488E+02	  +2.3379407475787748E+03	
  +1.9000000000000000E+01	  +2.1084659265428896E-01	  +2.5555779134543488E+02	  +2.3379568123491322E+03	
  +1.9125000000000000E+01	  +2.1120646327857431E-01	  +2.5569400229629579E+02	  +2.3362837984674297E+03	
  +1.9250000000000000E+01	  +2.1195997020270790E-01	  +2.5597920449867161E+02	  +2.3393653955767404E+03	
  +1.9375000000000000E+01	  +2.1275884656229324E-01	  +2.5628157902222580E+02	  +2.3392387173994512E+03	
  +1.9500000000000000E+01	  +2.1360353277944458E-01	  +2.5660129256663015E+02	  +2.3402858775135037E+03	
  +1.9625000000000000E+01	  +2.1404319921295478E-01	  +2.5676770621344838E+02	  +2.3401245837825136E+03	
  +1.9750000000000000E+01	  +2.1404319921295478E-01	  +2.5676770621344838E+02	  +2.3419547681771960E+03	
  +1.9875000000000000E+01	  +2.1404319921295478E-01	  +2.5676770621344838E+02	  +2.3410604466522404E+03	
  +2.0000000000000000E+01	  +2.1404319921295478E-01	  +2.5676770621344838E+02	  +2.3420056962250155E+03	
  +2.0125000000000000E+01	  +2.1410176983296364E-01	  +2.5678987518003117E+02	  +2.3407293954093793E+03	
  +2.0250000000000000E+01	  +2.1421951266854949E-01	  +2.5683444081698491E+02	  +2.3424937553633181E+03	
  +2.0375000000000000E+01	  +2.1433805856581548E-01	  +2.5687931041260504E+02	  +2.3409826552251807E+03	
  +2.0500000000000000E+01	  +2.1445740865266399E-01	  +2.5692448439380252E+02	  +2.3430673490401387E+03	
  +2.0625000000000000E+01	  +2.1451738562177736E-01	  +2.5694718566320705E+02	  +2.3414313657090961E+03	
  +2.0750000000000000E+01	  +2.1451738562177736E-01	  +2.5694718566320705E+02	  +2.3432922552010536E+03	
  +2.0875000000000000E+01	  +2.1451738562177736E-01	  +2.5694718566320705E+02	  +2.3418385141805593E+03	
  +2.1000000000000000E+01	  +2.1451738562177736E-01	  +2.5694718566320705E+02	  +2.3430224134982368E+03	
  +2.1125000000000000E+01	  +2.1455502608002694E-01	  +2.5696143256824189E+02	  +2.3428869817448890E+03	
  +2.1250000000000000E+01	  +2.1463054389904401E-01	  +2.5699001604586164E+02	  +2.3433043983648126E+03	
  +2.1375000000000000E+01	  +2.1470637782282218E-01	  +2.5701871916906276E+02	  +2.3431641577237706E+03	
  +2.1500000000000000E+01	  +2.1478252813409532E-01	  +2.5704754204486005E+02	  +2.3440840310643903E+03	
  +2.1625000000000000E+01	  +2.1482072202372482E-01	  +2.5706199842354846E+02	  +2.3431860219946930E+03	
  +2.1750000000000000E+01	  +2.1482072202372482E-01	  +2.5706199842354846E+02	  +2.3442142751631691E+03	
  +2.1875000000000000E+01	  +2.1482072202372482E-01	  +2.5706199842354846E+02	  +2.3441761671452323E+03	
  +2.2000000000000000E+01	  +2.1482072202372482E-01	  +2.5706199842354846E+02	  +2.3436790073987213E+03	
  +2.2125000000000000E+01	  +2.1479970565224649E-01	  +2.5705404373164100E+02	  +2.3434525762390435E+03	
  +2.2250000000000000E+01	  +2.1475774476225301E-01	  +2.5703816154415682E+02	  +2.3449360783170014E+03	
  +2.2375000000000000E+01	  +2.1471587963678113E-01	  +2.5702231560352260E+02	  +2.3442325725633737E+03	
  +2.2500000000000000E+01	  +2.1467411022861180E-01	  +2.5700650589186591E+02	  +2.3442550044788381E+03	
  +2.2625000000000000E+01	  +2.1465326140378971E-01	  +2.5699861461633049E+02	  +2.3439042697535174E+03	
  +2.2750000000000000E+01	  +2.1465326140378971E-01	  +2.5699861461633049E+02	  +2.3439042697535174E+03	
  +2.2875000000000000E+01	  +2.1465326140378971E-01	  +2.5699861461633049E+02	  +2.3450237051000108E+03	
  +2.3000000000000000E+01	  +2.1465326140378971E-01	  +2.5699861461633049E+02	  +2.3440594981486524E+03	
  +2.3125000000000000E+01	  +2.1534500408236215E-01	  +2.5726043906556566E+02	  +2.3447480415944819E+03	
  +2.3250000000000000E+01	  +2.1680550452326208E-01	  +2.5781323815602445E+02	  +2.3462168165853982E+03	
  +2.3375000000000000E+01	  +2.1837016452822244E-01	  +2.5840546161820043E+02	  +2.3476589222402799E+03	
  +2.3500000000000000E+01	  +2.2004086322350438E-01	  +2.5903782070096344E+02	  +2.3491449819560730E+03	
  +2.3625000000000000E+01	  +2.2091659983961223E-01	  +2.5936928681443317E+02	  +2.3504416954004214E+03	
  +2.3750000000000000E+01	  +2.2091659983961223E-01	  +2.5936928681443317E+02	  +2.3498852894950423E+03	
  +2.3875000000000000E+01	  +2.2091659983961223E-01	  +2.5936928681443317E+02	  +2.3498852894950423E+03	
  +2.4000000000000000E+01	  +2.2091659983961223E-01	  +2.5936928681443317E+02	  +2.3524964664532977E+03	
  +2.4125000000000000E+01	  +2.2212187533747704E-01	  +2.5982548332099600E+02	  +2.3501643044146972E+03	
  +2.4250000000000000E+01	  +2.2467933669973331E-01	  +2.6079348187501728E+02	  +2.3543138810484488E+03	
  +2.4375000000000000E+01	  +2.2743726122495136E-01	  +2.6183735569141618E+02	  +2.3553656439735837E+03	
  +2.4500000000000000E+01	  +2.3040153415806464E-01	  +2.6295933233408459E+02	  +2.3579946767296910E+03	
  +2.4625000000000000E+01	  +2.3196301435661471E-01	  +2.6355035224024499E+02	  +2.3600299641811744E+03	
  +2.4750000000000000E+01	  +2.3196301435661471E-01	  +2.6355035224024499E+02	  +2.3619125813186097E+03	
  +2.4875000000000000E+01	  +2.3196301435661471E-01	  +2.6355035224024499E+02	  +2.3614516606117950E+03	
  +2.5000000000000000E+01	  +2.3196301435661471E-01	  +2.6355035224024499E+02	  +2.3618330816043372E+03	
  +2.5125000000000000E+01	  +2.3200071773915681E-01	  +2.6356462296211043E+02	  +2.3646054851179483E+03	
  +2.5250000000000000E+01	  +2.3207621575658682E-01	  +2.6359319894483389E+02	  +2.3644294524267725E+03	
  +2.5375000000000000E+01	  +2.3215183551975804E-01	  +2.6362182100829318E+02	  +2.3633077494110735E+03	
  +2.5500000000000000E+01	  +2.3222757711993908E-01	  +2.6365048918703349E+02	  +2.3660800590905283E+03	
  +2.5625000000000000E+01	  +2.3226549363747151E-01	  +2.6366484058044517E+02	  +2.3655753932922389E+03	
  +2.5750000000000000E+01	  +2.3226549363747151E-01	  +2.6366484058044517E+02	  +2.3645149783381503E+03	
  +2.5875000000000000E+01	  +2.3226549363747151E-01	  +2.6366484058044517E+02	  +2.3667737498733341E+03	
  +2.6000000000000000E+01	  +2.3226549363747151E-01	  +2.6366484058044517E+02	  +2.3662727095833975E+03	
  +2.6125000000000000E+01	  +2.3230651959524770E-01	  +2.6368036889629411E+02	  +2.3673851174651368E+03	
  +2.6250000000000000E+01	  +2.3238867848974121E-01	  +2.6371146601949738E+02	  +2.3673464491732580E+03	
  +2.6375000000000000E+01	  +2.3247098011944342E-01	  +2.6374261716794530E+02	  +2.3677795012628721E+03	
  +2.6500000000000000E+01	  +2.3255342460048112E-01	  +2.6377382238559176E+02	  +2.3681293123076725E+03	
  +2.6625000000000000E+01	  +2.3259470044659766E-01	  +2.6378944528412165E+02	  +2.3684498283003122E+03	
  +2.6750000000000000E+01	  +2.3259470044659766E-01	  +2.6378944528412165E+02	  +2.3686852994377723E+03	
  +2.6875000000000000E+01	  +2.3259470044659766E-01	  +2.6378944528412165E+02	  +2.3688778584024053E+03	
  +2.7000000000000000E+01	  +2.3259470044659766E-01	  +2.6378944528412165E+02	  +2.3691365843694452E+03	
  +2.7125000000000000E+01	  +2.3353660953411212E-01	  +2.6414595766322924E+02	  +2.3699519774731984E+03	
  +2.7250000000000000E+01	  +2.3547584312671385E-01	  +2.6487995714461022E+02	  +2.3709431032590455E+03	
  +2.7375000000000000E+01	  +2.3749013505022967E-01	  +2.6564236618746673E+02	  +2.3730961422430200E+03	
  +2.7500000000000000E+01	  +2.3958093994463012E-01	  +2.6643373537270236E+02	  +2.3735866527905191E+03	
  +2.7625000000000000E+01	  +2.4065550501330890E-01	  +2.6684045801103207E+02	  +2.3761467778525380E+03	
  +2.7750000000000000E+01	  +2.4065550501330890E-01	  +2.6684045801103207E+02	  +2.3758062133219623E+03	
  +2.7875000000000000E+01	  +2.4065550501330890E-01	  +2.6684045801103207E+02	  +2.3776140963711632E+03	
  +2.8000000000000000E+01	  +2.4065550501330890E-01	  +2.6684045801103207E+02	  +2.3780019463761732E+03	
  +2.8125000000000000E+01	  +2.4299835639135037E-01	  +2.6772722673399346E+02	  +2.3797799292543759E+03	
  +2.8250000000000000E+01	  +2.4795725793999904E-01	  +2.6960416986184254E+02	  +2.3811583373848739E+03	
  +2.8375000000000000E+01	  +2.5329404686712320E-01	  +2.7162414327798672E+02	  +2.3863929488277531E+03	
  +2.8500000000000000E+01	  +2.5902620541999688E-01	  +2.7379376400911195E+02	  +2.3914747737214907E+03	
  +2.8625000000000000E+01	  +2.6204638094661931E-01	  +2.7493689977092924E+02	  +2.3942613033925754E+03	
  +2.8750000000000000E+01	  +2.6204638094661931E-01	  +2.7493689977092924E+02	  +2.3960713005493817E+03	
  +2.8875000000000000E+01	  +2.6204638094661931E-01	  +2.7493689977092924E+02	  +2.3954329393871808E+03	
  +2.9000000000000000E+01	  +2.6204638094661931E-01	  +2.7493689977092924E+02	  +2.3969276084660573E+03	
  +2.9125000000000000E+01	  +2.6213790530726810E-01	  +2.7497154172097919E+02	  +2.3975037427937987E+03	
  +2.9250000000000000E+01	  +2.6232123615840403E-01	  +2.7504093240715969E+02	  +2.3982779595219308E+03	
  +2.9375000000000000E+01	  +2.6250494362921645E-01	  +2.7511046564380354E+02	  +2.3989926317047120E+03	
  +2.9500000000000000E+01	  +2.6268902825658680E-01	  +2.7518014163412033E+02	  +2.3996870741390130E+03	
  +2.9625000000000000E+01	  +2.6278121217207306E-01	  +2.7521503322552871E+02	  +2.3995558791247345E+03	
  +2.9750000000000000E+01	  +2.6278121217207306E-01	  +2.7521503322552871E+02	  +2.4001399659541125E+03	
  +2.9875000000000000E+01	  +2.6278121217207306E-01	  +2.7521503322552871E+02	  +2.4006538559271376E+03	
  +3.0000000000000000E+01	  +2.6278121217207306E-01	  +2.7521503322552871E+02	  +2.4011813748054665E+03	
  +3.0125000000000000E+01	  +2.6273639619506922E-01	  +2.7519807038824916E+02	  +2.4016680276176157E+03	
  +3.0250000000000000E+01	  +2.6264683117365922E-01	  +2.7516417004766328E+02	  +2.4021071269152021E+03	
  +3.0375000000000000E+01	  +2.6255735534418501E-01	  +2.7513030346620513E+02	  +2.4025178146733037E+03	
  +3.0500000000000000E+01	  +2.6246796864486910E-01	  +2.7509647062049197E+02	  +2.4045831282767758E+03	
  +3.0625000000000000E+01	  +2.6242330869973274E-01	  +2.7507956684123940E+02	  +2.4045155308043318E+03	
  +3.0750000000000000E+01	  +2.6242330869973274E-01	  +2.7507956684123940E+02	  +2.4037257760571456E+03	
  +3.0875000000000000E+01	  +2.6242330869973274E-01	  +2.7507956684123940E+02	  +2.4059041674977534E+03	
  +3.1000000000000000E+01	  +2.6242330869973274E-01	  +2.7507956684123940E+02	  +2.4056439595692150E+03	
  +3.1125000000000000E+01	  +2.5987445672401810E-01	  +2.7411482693809978E+02	  +2.4035971351067542E+03	
  +3.1250000000000000E+01	  +2.5499491134499841E-01	  +2.7226792010271924E+02	  +2.3992897712124854E+03	
  +3.1375000000000000E+01	  +2.5039692492556603E-01	  +2.7052758327061406E+02	  +2.3968168212165665E+03	
  +3.1500000000000000E+01	  +2.4606990708989393E-01	  +2.6888980798690062E+02	  +2.3936976362689147E+03	
  +3.1625000000000000E+01	  +2.4400488087600172E-01	  +2.6810819602647581E+02	  +2.3916630971128220E+03	
  +3.1750000000000000E+01	  +2.4400488087600172E-01	  +2.6810819602647581E+02	  +2.3905289077204138E+03	
  +3.1875000000000000E+01	  +2.4400488087600172E-01	  +2.6810819602647581E+02	  +2.3932811682312813E+03	
  +3.2000000000000000E+01	  +2.4400488087600172E-01	  +2.6810819602647581E+02	  +2.3914387953593014E+03	
  +3.2125000000000000E+01	  +2.4381584985985730E-01	  +2.6803664782911352E+02	  +2.3912398104462336E+03	
  +3.2250000000000000E+01	  +2.4343945082402046E-01	  +2.6789418087817455E+02	  +2.3910607353823225E+03	
  +3.2375000000000000E+01	  +2.4306526289358360E-01	  +2.6775255083013514E+02	  +2.3902671421853320E+03	
  +3.2500000000000000E+01	  +2.4269327864074400E-01	  +2.6761175487357383E+02	  +2.3903539582383146E+03	
  +3.2625000000000000E+01	  +2.4250811058471017E-01	  +2.6754166880575008E+02	  +2.3892408171288062E+03	
  +3.2750000000000000E+01	  +2.4250811058471017E-01	  +2.6754166880575008E+02	  +2.3901622675505987E+03	
  +3.2875000000000000E+01	  +2.4250811058471017E-01	  +2.6754166880575008E+02	  +2.3901622675505987E+03	
  +3.3000000000000000E+01	  +2.4250811058471017E-01	  +2.6754166880575008E+02	  +2.3901356486473323E+03	
  +3.3125000000000000E+01	  +2.4252016843820981E-01	  +2.6754623270060478E+02	  +2.3901082182175564E+03	
  +3.3250000000000000E+01	  +2.4254429113877335E-01	  +2.6755536313737667E+02	  +2.3898239283004696E+03	
  +3.3375000000000000E+01	  +2.4256842316578511E-01	  +2.6756449710420708E+02	  +2.3896290977708427E+03	
  +3.3500000000000000E+01	  +2.4259256452128120E-01	  +2.6757363460186673E+02	  +2.3896957506828185E+03	
  +3.3625000000000000E+01	  +2.4260463869784712E-01	  +2.6757820467499835E+02	  +2.3899346766641797E+03	
  +3.3750000000000000E+01	  +2.4260463869784712E-01	  +2.6757820467499835E+02	  +2.3899346766641797E+03	
  +3.3875000000000000E+01	  +2.4260463869784712E-01	  +2.6757820467499835E+02	  +2.3897068472818560E+03	
  +3.4000000000000000E+01	  +2.4260463869784712E-01	  +2.6757820467499835E+02	  +2.3897068472818560E+03	
  +3.4125000000000000E+01	  +2.4261370581860278E-01	  +2.6758163657817789E+02	  +2.3896386318559926E+03	
  +3.4250000000000000E+01	  +2.4263184400594859E-01	  +2.6758850187803444E+02	  +2.3897495686711572E+03	
  +3.4375000000000000E+01	  +2.4264998745512653E-01	  +2.6759536916949321E+02	  +2.3898437968228372E+03	
  +3.4500000000000000E+01	  +2.4266813616699956E-01	  +2.6760223845288090E+02	  +2.3895983940837273E+03	
  +3.4625000000000000E+01	  +2.4267721249671628E-01	  +2.6760567384165006E+02	  +2.3894690215763462E+03	
  +3.4750000000000000E+01	  +2.4267721249671628E-01	  +2.6760567384165006E+02	  +2.3894690215763462E+03	
  +3.4875000000000000E+01	  +2.4267721249671628E-01	  +2.6760567384165006E+02	  +2.3897700514534317E+03	
  +3.5000000000000000E+01	  +2.4267721249671628E-01	  +2.6760567384165006E+02	  +2.3899984118234897E+03	
  +3.5125000000000000E+01	  +2.4270338794501267E-01	  +2.6761558124298011E+02	  +2.3896713745242469E+03	
  +3.5250000000000000E+01	  +2.4275577166900611E-01	  +2.6763540847080384E+02	  +2.3895276732794655E+03	
  +3.5375000000000000E+01	  +2.4280819918012925E-01	  +2.6765525227204643E+02	  +2.3893658569984273E+03	
  +3.5500000000000000E+01	  +2.4286067049911222E-01	  +2.6767511265455408E+02	  +2.3893517564223093E+03	
  +3.5625000000000000E+01	  +2.4288692259303435E-01	  +2.6768504906623627E+02	  +2.3894249886179159E+03	
  +3.5750000000000000E+01	  +2.4288692259303435E-01	  +2.6768504906623627E+02	  +2.3894249886179159E+03	
  +3.5875000000000000E+01	  +2.4288692259303435E-01	  +2.6768504906623627E+02	  +2.3896189337138435E+03	
  +3.6000000000000000E+01	  +2.4288692259303435E-01	  +2.6768504906623627E+02	  +2.3897452703950948E+03	
  +3.6125000000000000E+01	  +2.4294400271501809E-01	  +2.6770665387964971E+02	  +2.3897543131854750E+03	
  +3.6250000000000000E+01	  +2.4305831830018779E-01	  +2.6774992230308692E+02	  +2.3898492788977342E+03	
  +3.6375000000000000E+01	  +2.4317284118487056E-01	  +2.6779326918934350E+02	  +2.3898063225511892E+03	
  +3.6500000000000000E+01	  +2.4328757158291187E-01	  +2.6783669461935989E+02	  +2.3897726298196503E+03	
  +3.6625000000000000E+01	  +2.4334501466637920E-01	  +2.6785843681361376E+02	  +2.3897726298196503E+03	
  +3.6750000000000000E+01	  +2.4334501466637920E-01	  +2.6785843681361376E+02	  +2.3899170163790054E+03	
  +3.6875000000000000E+01	  +2.4334501466637920E-01	  +2.6785843681361376E+02	  +2.3899371456604681E+03	
  +3.7000000000000000E+01	  +2.4334501466637920E-01	  +2.6785843681361376E+02	  +2.3900118957693953E+03	
  +3.7125000000000000E+01	  +2.4339168613311088E-01	  +2.6787610195334059E+02	  +2.3900605853327611E+03	
  +3.7250000000000000E+01	  +2.4348513185363929E-01	  +2.6791147113767556E+02	  +2.3901067378125686E+03	
  +3.7375000000000000E+01	  +2.4357871471945744E-01	  +2.6794689223147191E+02	  +2.3904060662876345E+03	
  +3.7500000000000000E+01	  +2.4367243484576231E-01	  +2.6798236527833188E+02	  +2.3904867437557918E+03	
  +3.7625000000000000E+01	  +2.4371934641764462E-01	  +2.6800012129780453E+02	  +2.3905081383858733E+03	
  +3.7750000000000000E+01	  +2.4371934641764462E-01	  +2.6800012129780453E+02	  +2.3903802800009425E+03	
  +3.7875000000000000E+01	  +2.4371934641764462E-01	  +2.6800012129780453E+02	  +2.3904467973604756E+03	
  +3.8000000000000000E+01	  +2.4371934641764462E-01	  +2.6800012129780453E+02	  +2.3906184677921851E+03	
  +3.8125000000000000E+01	  +2.4369146780515483E-01	  +2.6798956924920805E+02	  +2.3906552805347601E+03	
