 TIME                    	DeaLPmout                	ColdPHm_c_out            	DeaHPmout                	HotPHm_c_out             	DeaLPTout                	ColdPhT_c_out            	DeaHPTout                	HotPhT_c_out             	
  +3.4750000000000000E+01	  +5.7212024915106653E+04	  +5.7183799371434136E+04	  +6.6424669044935028E+04	  +6.6553222096666257E+04	  +7.6056711790003817E+01	  +1.1393103391251036E+02	  +1.4554923836893610E+02	  +1.9350156352929955E+02	
  +3.4875000000000000E+01	  +5.7211896802318101E+04	  +5.7212024915106653E+04	  +6.6455334218138887E+04	  +6.6565200661804236E+04	  +7.6081834885425920E+01	  +1.1394136230879285E+02	  +1.4555977472247008E+02	  +1.9352032745928054E+02	
  +3.5000000000000000E+01	  +5.7217798499447323E+04	  +5.7212024915106653E+04	  +6.6460000286315699E+04	  +6.6586588651370825E+04	  +7.6087401239250354E+01	  +1.1395743127255334E+02	  +1.4557622310566691E+02	  +1.9352854006900372E+02	
  +3.5125000000000000E+01	  +5.7264676347222638E+04	  +5.7211896802318101E+04	  +6.6461021296880106E+04	  +6.6597886608778761E+04	  +7.6085765826306826E+01	  +1.1396461102728340E+02	  +1.4558316580501517E+02	  +1.9353574737234968E+02	
  +3.5250000000000000E+01	  +5.7278432624550340E+04	  +5.7217798499447323E+04	  +6.6467876155634789E+04	  +6.6618247198027500E+04	  +7.6094052550769007E+01	  +1.1397641502197580E+02	  +1.4559837056603587E+02	  +1.9355015567156812E+02	
  +3.5375000000000000E+01	  +5.7310517725583966E+04	  +5.7264676347222638E+04	  +6.6520443810591707E+04	  +6.6605668382513075E+04	  +7.6155110213932801E+01	  +1.1398442859554791E+02	  +1.4560570246689494E+02	  +1.9356134973645786E+02	
  +3.5500000000000000E+01	  +5.7317112731178029E+04	  +5.7278432624550340E+04	  +6.6532653604483494E+04	  +6.6608278025270280E+04	  +7.6155110213932801E+01	  +1.1399617981359067E+02	  +1.4561117542909187E+02	  +1.9357576382932490E+02	
  +3.5625000000000000E+01	  +5.7295403552958531E+04	  +5.7310517725583966E+04	  +6.6569033989818039E+04	  +6.6602859923029275E+04	  +7.6191865503903657E+01	  +1.1399869515431597E+02	  +1.4562191086904934E+02	  +1.9356953180527972E+02	
  +3.5750000000000000E+01	  +5.7338603040212343E+04	  +5.7317112731178029E+04	  +6.6573778949697560E+04	  +6.6602785053792482E+04	  +7.6221580544900036E+01	  +1.1400584065376239E+02	  +1.4562975809283213E+02	  +1.9357191524188818E+02	
  +3.5875000000000000E+01	  +5.7331647557328455E+04	  +5.7295403552958531E+04	  +6.6549491653682504E+04	  +6.6596495322809526E+04	  +7.6242696626981513E+01	  +1.1401797567672844E+02	  +1.4563766105282494E+02	  +1.9356999501846562E+02	
  +3.6000000000000000E+01	  +5.7331647557328455E+04	  +5.7338603040212343E+04	  +6.6593230442289059E+04	  +6.6605896964849700E+04	  +7.6242696626981513E+01	  +1.1401413139313418E+02	  +1.4563310035982462E+02	  +1.9357026761580127E+02	
  +3.6125000000000000E+01	  +5.7310686705966946E+04	  +5.7341366368820592E+04	  +6.6596798146128262E+04	  +6.6615631852635182E+04	  +7.6246021970894290E+01	  +1.1401452257702995E+02	  +1.4563674865181289E+02	  +1.9356534577216439E+02	
  +3.6250000000000000E+01	  +5.7352573196372265E+04	  +5.7331647557328455E+04	  +6.6586960061931371E+04	  +6.6619529746120956E+04	  +7.6268130762156986E+01	  +1.1401293284522656E+02	  +1.4563348250686315E+02	  +1.9357210208473140E+02	
  +3.6375000000000000E+01	  +5.7298661470101033E+04	  +5.7310686705966946E+04	  +6.6565397554225608E+04	  +6.6623879462979676E+04	  +7.6268130762156986E+01	  +1.1401559535814695E+02	  +1.4563348473507796E+02	  +1.9357802249186685E+02	
  +3.6500000000000000E+01	  +5.7352413459427691E+04	  +5.7352573196372265E+04	  +6.6611083930497101E+04	  +6.6594504902561923E+04	  +7.6325841272245938E+01	  +1.1401554035289217E+02	  +1.4563131366071050E+02	  +1.9358391221380035E+02	
  +3.6625000000000000E+01	  +5.7325485584109287E+04	  +5.7298661470101033E+04	  +6.6551538610099538E+04	  +6.6584484889821979E+04	  +7.6325841272245938E+01	  +1.1402554553428554E+02	  +1.4563729749339547E+02	  +1.9358738835320267E+02	
  +3.6750000000000000E+01	  +5.7325163963507570E+04	  +5.7352413459427691E+04	  +6.6608190081712964E+04	  +6.6566046325332834E+04	  +7.6356948764996403E+01	  +1.1402986305929282E+02	  +1.4564088160615574E+02	  +1.9356957320236680E+02	
  +3.6875000000000000E+01	  +5.7341107163975837E+04	  +5.7325485584109287E+04	  +6.6574480574945061E+04	  +6.6573756944878987E+04	  +7.6366852976750650E+01	  +1.1403611352383469E+02	  +1.4564569487939798E+02	  +1.9356156768449037E+02	
  +3.7000000000000000E+01	  +5.7352703073338045E+04	  +5.7325163963507570E+04	  +6.6573582696512298E+04	  +6.6562765397668045E+04	  +7.6373241524296333E+01	  +1.1403754890136918E+02	  +1.4564648033318926E+02	  +1.9355118727550359E+02	
  +3.7125000000000000E+01	  +5.7339991397733917E+04	  +5.7341107163975837E+04	  +6.6587380881134173E+04	  +6.6553895336965681E+04	  +7.6374767068711776E+01	  +1.1402474433559827E+02	  +1.4563421192394344E+02	  +1.9355731118451462E+02	
  +3.7250000000000000E+01	  +5.7323158753403230E+04	  +5.7352703073338045E+04	  +6.6599906273944784E+04	  +6.6549965791217895E+04	  +7.6378929071973687E+01	  +1.1402173692051147E+02	  +1.4562957807125528E+02	  +1.9354989501484584E+02	
  +3.7375000000000000E+01	  +5.7310264361469039E+04	  +5.7339991397733917E+04	  +6.6585823971200036E+04	  +6.6541641385762472E+04	  +7.6386702492963039E+01	  +1.1401615918128948E+02	  +1.4562009101460666E+02	  +1.9354401235236745E+02	
  +3.7500000000000000E+01	  +5.7283006533385254E+04	  +5.7323158753403230E+04	  +6.6567127664339030E+04	  +6.6528795541175816E+04	  +7.6389173766069703E+01	  +1.1402057954790065E+02	  +1.4562338378808960E+02	  +1.9354138431910570E+02	
  +3.7625000000000000E+01	  +5.7292034721330805E+04	  +5.7310264361469039E+04	  +6.6552527183612794E+04	  +6.6521229599985105E+04	  +7.6402117220902781E+01	  +1.1401929605957012E+02	  +1.4561875981590518E+02	  +1.9353621290388602E+02	
  +3.7750000000000000E+01	  +5.7303674415530804E+04	  +5.7283006533385254E+04	  +6.6521628003714650E+04	  +6.6501386099212978E+04	  +7.6410677246047541E+01	  +1.1401700593915008E+02	  +1.4561517706209693E+02	  +1.9352825388184462E+02	
  +3.7875000000000000E+01	  +5.7322221189204225E+04	  +5.7292034721330805E+04	  +6.6528789707315140E+04	  +6.6487026528500995E+04	  +7.6421816807999775E+01	  +1.1401754523005098E+02	  +1.4561363435363103E+02	  +1.9352466878683722E+02	
  +3.8000000000000000E+01	  +5.7311404864687640E+04	  +5.7303674415530804E+04	  +6.6539694597457768E+04	  +6.6468789164109621E+04	  +7.6417875229065260E+01	  +1.1401527977538038E+02	  +1.4561018545915542E+02	  +1.9351224151546950E+02	
  +3.8125000000000000E+01	  +5.7302002175119611E+04	  +5.7322221189204225E+04	  +6.6556201062901033E+04	  +6.6465422467903118E+04	  +7.6413690797063438E+01	  +1.1400809083232814E+02	  +1.4560361870074402E+02	  +1.9350195392345231E+02	
  +3.8250000000000000E+01	  +5.7302807241823808E+04	  +5.7311404864687640E+04	  +6.6543620334646519E+04	  +6.6461911711971406E+04	  +7.6413644891225573E+01	  +1.1400537862614723E+02	  +1.4560005405362875E+02	  +1.9348926271853514E+02	
  +3.8375000000000000E+01	  +5.7300295976362577E+04	  +5.7302002175119611E+04	  +6.6532149647931699E+04	  +6.6459638715146881E+04	  +7.6411680691547772E+01	  +1.1399610073507881E+02	  +1.4558913016465522E+02	  +1.9348657156549891E+02	
  +3.8500000000000000E+01	  +5.7285931110381920E+04	  +5.7302807241823808E+04	  +6.6533109727964489E+04	  +6.6464756883273134E+04	  +7.6403591133306932E+01	  +1.1398941148316682E+02	  +1.4558220343913266E+02	  +1.9348264733474508E+02	
  +3.8625000000000000E+01	  +5.7278303967387459E+04	  +5.7300295976362577E+04	  +6.6531434402509898E+04	  +6.6477160274988390E+04	  +7.6398735077487501E+01	  +1.1398254211282025E+02	  +1.4557324676951509E+02	  +1.9347905660257891E+02	
  +3.8750000000000000E+01	  +5.7256611431315294E+04	  +5.7285931110381920E+04	  +6.6517704747923344E+04	  +6.6487904607192715E+04	  +7.6387566964114001E+01	  +1.1398103374481437E+02	  +1.4557082074755763E+02	  +1.9348028742935870E+02	
  +3.8875000000000000E+01	  +5.7244671662313056E+04	  +5.7278303967387459E+04	  +6.6511722839627284E+04	  +6.6502726264038065E+04	  +7.6381305581491958E+01	  +1.1397998919266846E+02	  +1.4556856087551870E+02	  +1.9348687448286157E+02	
  +3.9000000000000000E+01	  +5.7232759931140965E+04	  +5.7256611431315294E+04	  +6.6491135966114365E+04	  +6.6509563293673316E+04	  +7.6375315718288704E+01	  +1.1397931738334157E+02	  +1.4556742617778693E+02	  +1.9349284102898747E+02	
  +3.9125000000000000E+01	  +5.7266550025867669E+04	  +5.7244671662313056E+04	  +6.6480062519371102E+04	  +6.6518147981025395E+04	  +7.6375204778199063E+01	  +1.1398197612199314E+02	  +1.4556953694669207E+02	  +1.9350209941008518E+02	
  +3.9250000000000000E+01	  +5.7230934746516410E+04	  +5.7232759931140965E+04	  +6.6469524333612077E+04	  +6.6521054997186788E+04	  +7.6355149538056139E+01	  +1.1398873606316562E+02	  +1.4557568549902030E+02	  +1.9350664749670855E+02	
  +3.9375000000000000E+01	  +5.7297542228987026E+04	  +5.7266550025867669E+04	  +6.6506173664756279E+04	  +6.6534618816728893E+04	  +7.6355149538056139E+01	  +1.1399077846793899E+02	  +1.4558082699673875E+02	  +1.9351152672012432E+02	
  +3.9500000000000000E+01	  +5.7255446385366558E+04	  +5.7297542228987026E+04	  +6.6540863101334937E+04	  +6.6552206812644727E+04	  +7.6292257575736144E+01	  +1.1399338995560490E+02	  +1.4558872370914145E+02	  +1.9351223887642396E+02	
  +3.9625000000000000E+01	  +5.7288806763157212E+04	  +5.7297542228987026E+04	  +6.6542267519851099E+04	  +6.6563737712239716E+04	  +7.6292257575736144E+01	  +1.1399107242204144E+02	  +1.4559072249758324E+02	  +1.9352116932297722E+02	
  +3.9750000000000000E+01	  +5.7277539004089544E+04	  +5.7312178664553772E+04	  +6.6559867519937528E+04	  +6.6581055673719471E+04	  +7.6252361187815737E+01	  +1.1398779778411118E+02	  +1.4559342528757463E+02	  +1.9353217096079280E+02	
  +3.9875000000000000E+01	  +5.7277539004089544E+04	  +5.7288806763157212E+04	  +6.6537340376153457E+04	  +6.6574554728537900E+04	  +7.6252361187815737E+01	  +1.1399244819922603E+02	  +1.4559413292612001E+02	  +1.9354130468121852E+02	
  +4.0000000000000000E+01	  +5.7280346015107105E+04	  +5.7286065762833481E+04	  +6.6535265461409945E+04	  +6.6590087502974580E+04	  +7.6251950191024591E+01	  +1.1399220461401879E+02	  +1.4559932784653390E+02	  +1.9355214043155107E+02	
  +4.0125000000000000E+01	  +5.7270062281853687E+04	  +5.7277539004089544E+04	  +6.6529171253786742E+04	  +6.6597981713632558E+04	  +7.6253602646862404E+01	  +1.1400119309726146E+02	  +1.4560962900523276E+02	  +1.9354741869646747E+02	
  +4.0250000000000000E+01	  +5.7317414141757719E+04	  +5.7280346015107105E+04	  +6.6531418129557016E+04	  +6.6604007478543004E+04	  +7.6266981100233764E+01	  +1.1400470554795641E+02	  +1.4561453739288677E+02	  +1.9355805239299340E+02	
  +4.0375000000000000E+01	  +5.7280560988926976E+04	  +5.7270062281853687E+04	  +6.6521665965879147E+04	  +6.6613154534731089E+04	  +7.6266981100233764E+01	  +1.1401286741757529E+02	  +1.4562378643468256E+02	  +1.9356365215903941E+02	
  +4.0500000000000000E+01	  +5.7287533189488007E+04	  +5.7317414141757719E+04	  +6.6572536387286615E+04	  +6.6588306720119377E+04	  +7.6295916880242530E+01	  +1.1401007514771476E+02	  +1.4562086675011915E+02	  +1.9357130044408754E+02	
  +4.0625000000000000E+01	  +5.7323670068069267E+04	  +5.7280560988926976E+04	  +6.6531096324718485E+04	  +6.6579333448564750E+04	  +7.6317499029950682E+01	  +1.1401983994464767E+02	  +1.4562917119820912E+02	  +1.9357864599611773E+02	
  +4.0750000000000000E+01	  +5.7323230786594424E+04	  +5.7287533189488007E+04	  +6.6538670328441440E+04	  +6.6562044430177950E+04	  +7.6344272404094610E+01	  +1.1402428608082334E+02	  +1.4563204938977418E+02	  +1.9356456061637041E+02	
  +4.0875000000000000E+01	  +5.7327296833471970E+04	  +5.7323670068069267E+04	  +6.6572508597391497E+04	  +6.6568104730836261E+04	  +7.6348532193404779E+01	  +1.1402816172449279E+02	  +1.4563724965604297E+02	  +1.9355746638537997E+02	
  +4.1000000000000000E+01	  +5.7340419793271089E+04	  +5.7323230786594424E+04	  +6.6571538031002798E+04	  +6.6562127466144244E+04	  +7.6354469941336120E+01	  +1.1403417333431460E+02	  +1.4564226883036852E+02	  +1.9354733460015765E+02	
  +4.1125000000000000E+01	  +5.7365812107823258E+04	  +5.7327296833471970E+04	  +6.6573146222459938E+04	  +6.6553603080451168E+04	  +7.6355782607433085E+01	  +1.1402084903714660E+02	  +1.4563019347100655E+02	  +1.9355250611699731E+02	
  +4.1250000000000000E+01	  +5.7323658541317025E+04	  +5.7326447251659512E+04	  +6.6571762533285684E+04	  +6.6550304127707408E+04	  +7.6350878416044665E+01	  +1.1401794994459269E+02	  +1.4561997973271247E+02	  +1.9354855187677080E+02	
  +4.1375000000000000E+01	  +5.7318196294106077E+04	  +5.7326447251659512E+04	  +6.6572053310138945E+04	  +6.6533224825188459E+04	  +7.6350878416044665E+01	  +1.1401526827001854E+02	  +1.4561997973271247E+02	  +1.9354418089712095E+02	
  +4.1500000000000000E+01	  +5.7365039884284473E+04	  +5.7326447251659512E+04	  +6.6570760827258739E+04	  +6.6568053740599862E+04	  +7.6309270851487227E+01	  +1.1401200057608109E+02	  +1.4561997973271247E+02	  +1.9353742719550476E+02	
  +4.1625000000000000E+01	  +5.7336298193638911E+04	  +5.7375086637610533E+04	  +6.6625836073004437E+04	  +6.6581733327876806E+04	  +7.6280369132570030E+01	  +1.1400697466488504E+02	  +1.4561833145243941E+02	  +1.9352400369368664E+02	
  +4.1750000000000000E+01	  +5.7338542145243031E+04	  +5.7365039884284473E+04	  +6.6614728273187196E+04	  +6.6598321045339835E+04	  +7.6252396433640101E+01	  +1.1400037600114710E+02	  +1.4561325545887664E+02	  +1.9354547528002863E+02	
  +4.1875000000000000E+01	  +5.7319498896236968E+04	  +5.7336298193638911E+04	  +6.6589389441764899E+04	  +6.6592321748025759E+04	  +7.6240379597060752E+01	  +1.1399446758316233E+02	  +1.4560902692558338E+02	  +1.9355562184793865E+02	
  +4.2000000000000000E+01	  +5.7321071627555728E+04	  +5.7338542145243031E+04	  +6.6592713924852389E+04	  +6.6611023636472804E+04	  +7.6240637130531454E+01	  +1.1398519178290235E+02	  +1.4560020748805536E+02	  +1.9356432497418504E+02	
  +4.2125000000000000E+01	  +5.7287627876263505E+04	  +5.7319498896236968E+04	  +6.6576187592444636E+04	  +6.6617069183139742E+04	  +7.6231998414418442E+01	  +1.1400255692852319E+02	  +1.4561636019024019E+02	  +1.9355914896048611E+02	
  +4.2250000000000000E+01	  +5.7369590829066168E+04	  +5.7321071627555728E+04	  +6.6578287381798989E+04	  +6.6627186538745271E+04	  +7.6231998414418442E+01	  +1.1400802815871816E+02	  +1.4562197803478944E+02	  +1.9357165394945912E+02	
  +4.2375000000000000E+01	  +5.7333647485846319E+04	  +5.7369590829066168E+04	  +6.6631581483619186E+04	  +6.6674162776592333E+04	  +7.6166814222705071E+01	  +1.1400899129562315E+02	  +1.4563123056445025E+02	  +1.9357115507758849E+02	
  +4.2500000000000000E+01	  +5.7348423499489007E+04	  +5.7369590829066168E+04	  +6.6634811268542137E+04	  +6.6712279174610623E+04	  +7.6166814222705071E+01	  +1.1400675028339138E+02	  +1.4562873269993781E+02	  +1.9357569782539571E+02	
  +4.2625000000000000E+01	  +5.7546063229994608E+04	  +5.7521028534356527E+04	  +6.6824425352271908E+04	  +6.6826656979021034E+04	  +7.6130665082091440E+01	  +1.1406490200776469E+02	  +1.4570751001952237E+02	  +1.9366052479604306E+02	
  +4.2750000000000000E+01	  +5.7546063229994608E+04	  +5.7521028534356527E+04	  +6.6826720869670506E+04	  +6.6826656979021034E+04	  +7.6130665082091440E+01	  +1.1405433441133016E+02	  +1.4571942473514147E+02	  +1.9370546151228427E+02	
  +4.2875000000000000E+01	  +5.7527156544901227E+04	  +5.7521028534356527E+04	  +6.6818833718199050E+04	  +6.6792373421775454E+04	  +7.6122159357912082E+01	  +1.1405365222668902E+02	  +1.4573254222618675E+02	  +1.9371422523571090E+02	
  +4.3000000000000000E+01	  +5.7479388152763124E+04	  +5.7546063229994608E+04	  +6.6843723593591771E+04	  +6.6819270866217281E+04	  +7.6117690556267760E+01	  +1.1406924444659209E+02	  +1.4573254222618675E+02	  +1.9369214227651267E+02	
  +4.3125000000000000E+01	  +5.7492756868616540E+04	  +5.7527156544901227E+04	  +6.6823654309625490E+04	  +6.6856302570776621E+04	  +7.6102500866049240E+01	  +1.1406905510582590E+02	  +1.4573290843228361E+02	  +1.9368924253920747E+02	
  +4.3250000000000000E+01	  +5.7535097252776490E+04	  +5.7479388152763124E+04	  +6.6774580567124038E+04	  +6.6875798657528154E+04	  +7.6106695489831907E+01	  +1.1407070228267762E+02	  +1.4573483428560482E+02	  +1.9370588077051491E+02	
  +4.3375000000000000E+01	  +5.7553049157057736E+04	  +5.7492756868616540E+04	  +6.6792616529945284E+04	  +6.6886220993784111E+04	  +7.6114021756364991E+01	  +1.1405861547411970E+02	  +1.4572217606452801E+02	  +1.9373161583754020E+02	
  +4.3500000000000000E+01	  +5.7486897956415218E+04	  +5.7535097252776490E+04	  +6.6842041120307054E+04	  +6.6906121339244695E+04	  +7.6076163692988715E+01	  +1.1405945472171958E+02	  +1.4572396920262739E+02	  +1.9374226412312814E+02	
  +4.3625000000000000E+01	  +5.7503931440313143E+04	  +5.7486897956415218E+04	  +6.6795375389955996E+04	  +6.6937967278382217E+04	  +7.6076163692988715E+01	  +1.1407198403070335E+02	  +1.4573560200631468E+02	  +1.9374645712965366E+02	
  +4.3750000000000000E+01	  +5.7501875375957447E+04	  +5.7486897956415218E+04	  +6.6798993372736295E+04	  +6.6981985392737595E+04	  +7.6045984988710842E+01	  +1.1408432248953835E+02	  +1.4575242095693278E+02	  +1.9375597483424679E+02	
  +4.3875000000000000E+01	  +5.7508820677569405E+04	  +5.7503931440313143E+04	  +6.6821232303614175E+04	  +6.7000403822499356E+04	  +7.6045159560227532E+01	  +1.1409231853947088E+02	  +1.4576368473267340E+02	  +1.9377738375329884E+02	
  +4.4000000000000000E+01	  +5.7542829907429208E+04	  +5.7501875375957447E+04	  +6.6821731558725063E+04	  +6.7023381990087335E+04	  +7.6057617206973731E+01	  +1.1409546586096735E+02	  +1.4576891550280055E+02	  +1.9380697216785546E+02	
  +4.4125000000000000E+01	  +5.7591543347697741E+04	  +5.7508820677569405E+04	  +6.6834017243287875E+04	  +6.7033924855244521E+04	  +7.6070882559492119E+01	  +1.1410285432980267E+02	  +1.4577792255645014E+02	  +1.9382032338257662E+02	
  +4.4250000000000000E+01	  +5.7635675612085506E+04	  +5.7542829907429208E+04	  +6.6872302984773327E+04	  +6.7041754409004934E+04	  +7.6076563345822578E+01	  +1.1411565589202672E+02	  +1.4579346871671771E+02	  +1.9383666159016940E+02	
  +4.4375000000000000E+01	  +5.7653854238626824E+04	  +5.7591543347697741E+04	  +6.6926313116596852E+04	  +6.7035410669779987E+04	  +7.6070422870328755E+01	  +1.1413333574028006E+02	  +1.4581514073055016E+02	  +1.9384603379967672E+02	
  +4.4500000000000000E+01	  +5.7669595592726495E+04	  +5.7635675612085506E+04	  +6.6972087123460573E+04	  +6.7021991155291849E+04	  +7.6062858801549197E+01	  +1.1413679546545650E+02	  +1.4582434259564349E+02	  +1.9385428665580650E+02	
  +4.4625000000000000E+01	  +5.7684055686783118E+04	  +5.7653854238626824E+04	  +6.6989348933546964E+04	  +6.7009594149312572E+04	  +7.6062170987089559E+01	  +1.1414180755393437E+02	  +1.4583537971939791E+02	  +1.9385273578095408E+02	
  +4.4750000000000000E+01	  +5.7692437447323588E+04	  +5.7669595592726495E+04	  +6.7003681301246907E+04	  +6.6987230309827253E+04	  +7.6067489575893262E+01	  +1.1414346607989641E+02	  +1.4583925913690064E+02	  +1.9384775862185825E+02	
  +4.4875000000000000E+01	  +5.7685659649426867E+04	  +5.7684055686783118E+04	  +6.7015321283372992E+04	  +6.6973600902805192E+04	  +7.6065253224593945E+01	  +1.1414387657809722E+02	  +1.4584246134022678E+02	  +1.9384136224097224E+02	
  +4.5000000000000000E+01	  +5.7698715611643231E+04	  +5.7692437447323588E+04	  +6.7021770142636218E+04	  +6.6982492505472954E+04	  +7.6071084545727771E+01	  +1.1414015400808889E+02	  +1.4583979260416146E+02	  +1.9382597232743782E+02	
  +4.5125000000000000E+01	  +5.7738984042679396E+04	  +5.7685659649426867E+04	  +6.7012968880044107E+04	  +6.6979369671883964E+04	  +7.6073102380632477E+01	  +1.1413394587462652E+02	  +1.4583383406896652E+02	  +1.9381686048206853E+02	
  +4.5250000000000000E+01	  +5.7671984631015410E+04	  +5.7698715611643231E+04	  +6.7025835957383548E+04	  +6.6980465625866287E+04	  +7.6051894754825796E+01	  +1.1412871025954044E+02	  +1.4582785922626809E+02	  +1.9382293249078484E+02	
  +4.5375000000000000E+01	  +5.7665582890585501E+04	  +5.7660323973859558E+04	  +6.6986944195954420E+04	  +6.6981674238367850E+04	  +7.6009507484639528E+01	  +1.1411884379269928E+02	  +1.4581501865179342E+02	  +1.9381998942078229E+02	
  +4.5500000000000000E+01	  +5.7654276232628399E+04	  +5.7648603146387970E+04	  +6.6975971601843834E+04	  +6.6981761090362983E+04	  +7.5972828900422144E+01	  +1.1411379838878895E+02	  +1.4581296323517532E+02	  +1.9381951420555413E+02	
  +4.5625000000000000E+01	  +5.7691651755443454E+04	  +5.7648603146387970E+04	  +6.6976603762224899E+04	  +6.6974848449150013E+04	  +7.5972828900422144E+01	  +1.1410800330116263E+02	  +1.4581296323517532E+02	  +1.9382065493257204E+02	
  +4.5750000000000000E+01	  +5.7652843298466061E+04	  +5.7648603146387970E+04	  +6.6976516665989810E+04	  +6.6971545310255053E+04	  +7.5933031257577838E+01	  +1.1410639258517483E+02	  +1.4581296323517532E+02	  +1.9381985455338270E+02	
  +4.5875000000000000E+01	  +5.7653050783454979E+04	  +5.7691651755443454E+04	  +6.7022155587956600E+04	  +6.6967966182732474E+04	  +7.5917410922091136E+01	  +1.1410404040304412E+02	  +1.4581173311130615E+02	  +1.9381524064989449E+02	
  +4.6000000000000000E+01	  +5.7650581152593193E+04	  +5.7652843298466061E+04	  +6.6979909694113318E+04	  +6.6968835411817927E+04	  +7.5913736360911173E+01	  +1.1410497251370188E+02	  +1.4581189872202020E+02	  +1.9381245464545694E+02	
  +4.6125000000000000E+01	  +5.7656978463789535E+04	  +5.7656986048334482E+04	  +6.6984130002679347E+04	  +6.6976383038708795E+04	  +7.5916717375629531E+01	  +1.1410140500813135E+02	  +1.4580530267561360E+02	  +1.9380948672192071E+02	
  +4.6250000000000000E+01	  +5.7635275157095428E+04	  +5.7625882127457939E+04	  +6.6952575093656429E+04	  +6.6975864690247661E+04	  +7.5803212787811844E+01	  +1.1408887588104274E+02	  +1.4580294326096183E+02	  +1.9380982694265768E+02	
  +4.6375000000000000E+01	  +5.7647527097916674E+04	  +5.7638252077942845E+04	  +6.6967936145077052E+04	  +6.6975465521058766E+04	  +7.5735719219015579E+01	  +1.1407818846990376E+02	  +1.4580145269637987E+02	  +1.9381481641515126E+02	
  +4.6500000000000000E+01	  +5.7640443680453500E+04	  +5.7631115771620949E+04	  +6.6961163393810129E+04	  +6.6972843895892904E+04	  +7.5659646423578167E+01	  +1.1407056700208278E+02	  +1.4580303386249321E+02	  +1.9381418246856987E+02	
  +4.6625000000000000E+01	  +5.7700849040577843E+04	  +5.7700849040577843E+04	  +6.7034715713868922E+04	  +6.6960699059609207E+04	  +7.5659646423578167E+01	  +1.1406673319399401E+02	  +1.4580303386249321E+02	  +1.9381433147974354E+02	
  +4.6750000000000000E+01	  +5.7653277738843819E+04	  +5.7700849040577843E+04	  +6.7034682338129394E+04	  +6.6954848014647927E+04	  +7.5656503143235994E+01	  +1.1406474765905213E+02	  +1.4580145774165084E+02	  +1.9381295744132174E+02	
  +4.6875000000000000E+01	  +5.7649248044950109E+04	  +5.7700849040577843E+04	  +6.7033961360454647E+04	  +6.6946693858078303E+04	  +7.5627870437586623E+01	  +1.1406298677253676E+02	  +1.4580145774165084E+02	  +1.9380478303304238E+02	
  +4.7000000000000000E+01	  +5.7644075474361562E+04	  +5.7653277738843819E+04	  +6.6981502630513074E+04	  +6.6944674306423840E+04	  +7.5624954810610404E+01	  +1.1406134731243363E+02	  +1.4579794294857439E+02	  +1.9380100539538330E+02	
  +4.7125000000000000E+01	  +5.7635904254112997E+04	  +5.7637041559343132E+04	  +6.6962910390867488E+04	  +6.6946315446913984E+04	  +7.5625783707663970E+01	  +1.1406026790926735E+02	  +1.4579159932436639E+02	  +1.9379520466340205E+02	
  +4.7250000000000000E+01	  +5.7619177743856213E+04	  +5.7608601114871606E+04	  +6.6933601137924183E+04	  +6.6945998016061727E+04	  +7.5487745742525604E+01	  +1.1404589954355012E+02	  +1.4578508922082065E+02	  +1.9379365453781935E+02	
  +4.7375000000000000E+01	  +5.7634816373450965E+04	  +5.7624350954839225E+04	  +6.6953007672819193E+04	  +6.6955146247020166E+04	  +7.5407687983117526E+01	  +1.1403153877269730E+02	  +1.4578181051651947E+02	  +1.9379340118311046E+02	
  +4.7500000000000000E+01	  +5.7623246081633421E+04	  +5.7611911645960994E+04	  +6.6942479061063845E+04	  +6.6969774352921144E+04	  +7.5314642780116415E+01	  +1.1402117638762041E+02	  +1.4577980186872801E+02	  +1.9379101406302954E+02	
  +4.7625000000000000E+01	  +5.7628386600621663E+04	  +5.7626572468920996E+04	  +6.6960513072177884E+04	  +6.6980326816917572E+04	  +7.5307362137103780E+01	  +1.1401535858920658E+02	  +1.4577779673806509E+02	  +1.9379543554194279E+02	
  +4.7750000000000000E+01	  +5.7628386600621663E+04	  +5.7626572468920996E+04	  +6.6960499044374723E+04	  +6.7003588380535366E+04	  +7.5307362137103780E+01	  +1.1401548723415964E+02	  +1.4577779673806509E+02	  +1.9380253674843814E+02	
  +4.7875000000000000E+01	  +5.7624032996622940E+04	  +5.7626572468920996E+04	  +6.6963963037615118E+04	  +6.7015651437575492E+04	  +7.5273253811909669E+01	  +1.1401342072549225E+02	  +1.4577779673806509E+02	  +1.9380826792625552E+02	
  +4.8000000000000000E+01	  +5.7612080769839653E+04	  +5.7628386600621663E+04	  +6.6968068709060870E+04	  +6.7021176618779602E+04	  +7.5266215682512382E+01	  +1.1401638693368912E+02	  +1.4578143425150014E+02	  +1.9382361420961689E+02	
  +4.8125000000000000E+01	  +5.7599356503048912E+04	  +5.7624032996622940E+04	  +6.6966002536635031E+04	  +6.7034477833259458E+04	  +7.5267421374971107E+01	  +1.1402288870945875E+02	  +1.4578763225785164E+02	  +1.9383079759804289E+02	
  +4.8250000000000000E+01	  +5.7652504343737965E+04	  +5.7612080769839653E+04	  +6.6954816588545742E+04	  +6.7040314707462108E+04	  +7.5286333431573084E+01	  +1.1402719379610627E+02	  +1.4579240804641174E+02	  +1.9383430256547828E+02	
