 TIME                    	DeaLPmout                	ColdPHm_c_out            	DeaHPmout                	HotPHm_c_out             	DeaLPTout                	ColdPhT_c_out            	DeaHPTout                	HotPhT_c_out             	
  +1.3675000000000000E+02	  +8.7304681344322991E+04	  +8.7304681344322991E+04	  +1.0308636064854368E+05	  +1.0316803041272027E+05	  +8.0157466049671712E+01	  +1.2449552301439989E+02	  +1.6140599623452826E+02	  +2.0985644615779265E+02	
  +1.3687500000000000E+02	  +8.7306320917296354E+04	  +8.7304681344322991E+04	  +1.0308604091128541E+05	  +1.0316803041272027E+05	  +8.0157466049671712E+01	  +1.2449514229911368E+02	  +1.6139888733106173E+02	  +2.0985578691648971E+02	
  +1.3700000000000000E+02	  +8.7331030886204840E+04	  +8.7304681344322991E+04	  +1.0310409769057226E+05	  +1.0323088445712198E+05	  +8.0163463649874458E+01	  +1.2449561965998538E+02	  +1.6141085436559638E+02	  +2.0984286262185503E+02	
  +1.3712500000000000E+02	  +8.7337824305682574E+04	  +8.7337824305682574E+04	  +1.0315327435500744E+05	  +1.0320959543844531E+05	  +7.9734637119734572E+01	  +1.2444748717661876E+02	  +1.6142376088526467E+02	  +2.0986544823429270E+02	
  +1.3725000000000000E+02	  +8.7465488134739557E+04	  +8.7469067735290548E+04	  +1.0330364012000085E+05	  +1.0328379823478656E+05	  +7.8911351572632356E+01	  +1.2432675434772840E+02	  +1.6139261118481258E+02	  +2.0985965184969109E+02	
  +1.3737500000000000E+02	  +8.7363794030804202E+04	  +8.7363794030804202E+04	  +1.0321132765870518E+05	  +1.0328379823478656E+05	  +7.7998138196320255E+01	  +1.2424154742525714E+02	  +1.6140400982645298E+02	  +2.0984718407806957E+02	
  +1.3750000000000000E+02	  +8.7427056724513139E+04	  +8.7427056724513139E+04	  +1.0331859154566417E+05	  +1.0338669386588082E+05	  +7.7148582789525761E+01	  +1.2414347873781570E+02	  +1.6141734036127571E+02	  +2.0985963349167835E+02	
  +1.3762500000000000E+02	  +8.7443685490706644E+04	  +8.7443685490706644E+04	  +1.0335714197074949E+05	  +1.0348229618969614E+05	  +7.6718636423121112E+01	  +1.2407007518001112E+02	  +1.6140576260147523E+02	  +2.0988455320858034E+02	
  +1.3775000000000000E+02	  +8.7444753422503345E+04	  +8.7443685490706644E+04	  +1.0335645894382615E+05	  +1.0345387529462503E+05	  +7.6718636423121112E+01	  +1.2407407193806624E+02	  +1.6140576260147523E+02	  +2.0992357348136753E+02	
  +1.3787500000000000E+02	  +8.7513956303033789E+04	  +8.7443685490706644E+04	  +1.0335875010616177E+05	  +1.0343824500312813E+05	  +7.6723561511338460E+01	  +1.2407318209740525E+02	  +1.6140576260147523E+02	  +2.0992450640375154E+02	
  +1.3800000000000000E+02	  +8.7519588316441295E+04	  +8.7513956303033789E+04	  +1.0335966181134645E+05	  +1.0341764680273201E+05	  +7.6742665987887435E+01	  +1.2409620256673726E+02	  +1.6140279572126425E+02	  +2.0991809073956858E+02	
  +1.3812500000000000E+02	  +8.7598795665981525E+04	  +8.7520724999796526E+04	  +1.0344055395001711E+05	  +1.0342390413401615E+05	  +7.6742665987887435E+01	  +1.2409266630785319E+02	  +1.6143348049286081E+02	  +2.0991108466442952E+02	
  +1.3825000000000000E+02	  +8.7555548072271849E+04	  +8.7536400832566520E+04	  +1.0345045706799017E+05	  +1.0343754637994168E+05	  +7.6643849582653175E+01	  +1.2407049439317208E+02	  +1.6141766762756882E+02	  +2.0990474588142831E+02	
  +1.3837500000000000E+02	  +8.7489724253424996E+04	  +8.7522414720976129E+04	  +1.0343433813047201E+05	  +1.0340404354941967E+05	  +7.6562760358538043E+01	  +1.2405491506992310E+02	  +1.6140564970456171E+02	  +2.0991146481193800E+02	
  +1.3850000000000000E+02	  +8.7477385373027428E+04	  +8.7518598476386760E+04	  +1.0343920749946100E+05	  +1.0341885896403152E+05	  +7.6483564183436513E+01	  +1.2403954623650830E+02	  +1.6140595037049505E+02	  +2.0991348561946262E+02	
  +1.3862500000000000E+02	  +8.7550672517298910E+04	  +8.7518598476386760E+04	  +1.0343970220775774E+05	  +1.0344270514598320E+05	  +7.6483564183436513E+01	  +1.2403665395509310E+02	  +1.6140595037049505E+02	  +2.0989650996121108E+02	
  +1.3875000000000000E+02	  +8.7511163775015550E+04	  +8.7518598476386760E+04	  +1.0344007433790920E+05	  +1.0344075972003976E+05	  +7.6456886754790759E+01	  +1.2403564649668984E+02	  +1.6140595037049505E+02	  +2.0990085666741078E+02	
  +1.3887500000000000E+02	  +8.7507587950047833E+04	  +8.7550672517298910E+04	  +1.0347635979170066E+05	  +1.0342166019246689E+05	  +7.6434155978607649E+01	  +1.2403913481963673E+02	  +1.6141215070285560E+02	  +2.0991189815908021E+02	
  +1.3900000000000000E+02	  +8.7496553364771826E+04	  +8.7511163775015550E+04	  +1.0343328841852654E+05	  +1.0342419928042140E+05	  +7.6426011178865394E+01	  +1.2402870100985714E+02	  +1.6140028199062147E+02	  +2.0991139285405652E+02	
  +1.3912500000000000E+02	  +8.7458521071037321E+04	  +8.7507587950047833E+04	  +1.0342924165813772E+05	  +1.0343698369616989E+05	  +7.6429226163774558E+01	  +1.2402914076334899E+02	  +1.6140358710169019E+02	  +2.0990109914432887E+02	
  +1.3925000000000000E+02	  +8.7529159591296237E+04	  +8.7496553364771826E+04	  +1.0341821146114881E+05	  +1.0343832145266180E+05	  +7.6503869285463367E+01	  +1.2404130715439571E+02	  +1.6141160634669868E+02	  +2.0990282533255871E+02	
  +1.3937500000000000E+02	  +8.7513670165808071E+04	  +8.7458521071037321E+04	  +1.0337621253831866E+05	  +1.0345876596690118E+05	  +7.6517524278221472E+01	  +1.2404362744689637E+02	  +1.6141016473273541E+02	  +2.0990509696077370E+02	
  +1.3950000000000000E+02	  +8.7523446787127657E+04	  +8.7524988987773278E+04	  +1.0344875057654247E+05	  +1.0344246966452245E+05	  +7.6609609689089069E+01	  +1.2403902821201029E+02	  +1.6140835267937015E+02	  +2.0990800719655937E+02	
  +1.3962500000000000E+02	  +8.7473478168930567E+04	  +8.7524988987773278E+04	  +1.0344625573199299E+05	  +1.0343955504940881E+05	  +7.6609609689089069E+01	  +1.2405839141059475E+02	  +1.6141242569196575E+02	  +2.0991594259361730E+02	
  +1.3975000000000000E+02	  +8.7512007210285301E+04	  +8.7524988987773278E+04	  +1.0344810023542307E+05	  +1.0343096569374968E+05	  +7.6595911200000216E+01	  +1.2406042567157031E+02	  +1.6141242569196575E+02	  +2.0991214704779813E+02	
  +1.3987500000000000E+02	  +8.7523120509324217E+04	  +8.7473478168930567E+04	  +1.0338903969730256E+05	  +1.0342249012922050E+05	  +7.6636525661868575E+01	  +1.2406280507926178E+02	  +1.6141377480104651E+02	  +2.0991167086077343E+02	
  +1.4000000000000000E+02	  +8.7528563830947271E+04	  +8.7512007210285301E+04	  +1.0343078194477536E+05	  +1.0342248709860505E+05	  +7.6640052442164631E+01	  +1.2406670851555960E+02	  +1.6142145648339601E+02	  +2.0990940768953956E+02	
  +1.4012500000000000E+02	  +8.7552715013356690E+04	  +8.7552715013356690E+04	  +1.0347044094256854E+05	  +1.0341847946826418E+05	  +7.6699267514813457E+01	  +1.2406160380296028E+02	  +1.6141269320727562E+02	  +2.0990746895993536E+02	
  +1.4025000000000000E+02	  +8.7502891031027000E+04	  +8.7519163531797050E+04	  +1.0343244172999873E+05	  +1.0341663068045705E+05	  +7.6782202339742298E+01	  +1.2407430415921927E+02	  +1.6140918927224473E+02	  +2.0990710295863138E+02	
  +1.4037500000000000E+02	  +8.7502987765897633E+04	  +8.7521517061047678E+04	  +1.0343382606635208E+05	  +1.0340690015676110E+05	  +7.6884998807666335E+01	  +1.2408386976272725E+02	  +1.6141224639481788E+02	  +2.0990693105223318E+02	
  +1.4050000000000000E+02	  +8.7492242200250126E+04	  +8.7509771240737275E+04	  +1.0342006451816550E+05	  +1.0342170935711097E+05	  +7.6982187718415716E+01	  +1.2410014781012484E+02	  +1.6141417536151209E+02	  +2.0990362266365346E+02	
  +1.4062500000000000E+02	  +8.7479582487048392E+04	  +8.7489091209723469E+04	  +1.0339493558640065E+05	  +1.0341509371480002E+05	  +7.6988279721704572E+01	  +1.2410799401971830E+02	  +1.6141568683559976E+02	  +2.0990140292252792E+02	
  +1.4075000000000000E+02	  +8.7491572578791442E+04	  +8.7489091209723469E+04	  +1.0339452453256212E+05	  +1.0341077120902219E+05	  +7.6988279721704572E+01	  +1.2411039813610209E+02	  +1.6141568683559976E+02	  +2.0990757840516233E+02	
  +1.4087500000000000E+02	  +8.7499883236458176E+04	  +8.7489091209723469E+04	  +1.0339543798625367E+05	  +1.0339982137465618E+05	  +7.7035661260309837E+01	  +1.2410972242727568E+02	  +1.6141568683559976E+02	  +2.0990723106488838E+02	
  +1.4100000000000000E+02	  +8.7524617908170840E+04	  +8.7479554753462202E+04	  +1.0338333478273511E+05	  +1.0339774273810632E+05	  +7.7048267046739056E+01	  +1.2410800174474544E+02	  +1.6141338964263474E+02	  +2.0990578580608138E+02	
  +1.4112500000000000E+02	  +8.7521994434376204E+04	  +8.7549659358232035E+04	  +1.0345433638247097E+05	  +1.0338141334557428E+05	  +7.7213958766480516E+01	  +1.2412286766994869E+02	  +1.6141465005601424E+02	  +2.0990389493155178E+02	
  +1.4125000000000000E+02	  +8.7441108935653654E+04	  +8.7410728304408476E+04	  +1.0329609847974115E+05	  +1.0337618237776370E+05	  +7.7502194671234435E+01	  +1.2416630030770118E+02	  +1.6141375625365558E+02	  +2.0990425510783319E+02	
  +1.4137500000000000E+02	  +8.7436800422681728E+04	  +8.7400041062676493E+04	  +1.0327868238843125E+05	  +1.0337864771733913E+05	  +7.7832982371754781E+01	  +1.2421023062814753E+02	  +1.6142417588000450E+02	  +2.0989745122722823E+02	
  +1.4150000000000000E+02	  +8.7455519701886733E+04	  +8.7420477717599890E+04	  +1.0329323346883469E+05	  +1.0338531586707203E+05	  +7.8177797421941634E+01	  +1.2426010831880262E+02	  +1.6142755174368349E+02	  +2.0989572596484160E+02	
  +1.4162500000000000E+02	  +8.7511634252367148E+04	  +8.7536692734604614E+04	  +1.0341274188163487E+05	  +1.0335902319991979E+05	  +7.8383720022245257E+01	  +1.2427999971911285E+02	  +1.6143251559533837E+02	  +2.0990218533118772E+02	
  +1.4175000000000000E+02	  +8.7511634252367148E+04	  +8.7536692734604614E+04	  +1.0341142168493116E+05	  +1.0330743010660654E+05	  +7.8383720022245257E+01	  +1.2428771695440351E+02	  +1.6143251559533837E+02	  +2.0991237976248149E+02	
  +1.4187500000000000E+02	  +8.7495736161064284E+04	  +8.7536692734604614E+04	  +1.0340796842563912E+05	  +1.0326573136550450E+05	  +7.8384492403684206E+01	  +1.2428709844544545E+02	  +1.6143251559533837E+02	  +2.0990950241519050E+02	
  +1.4200000000000000E+02	  +8.7502238202389373E+04	  +8.7511634252367148E+04	  +1.0337544165030168E+05	  +1.0325140279122285E+05	  +7.8369054045798478E+01	  +1.2428628913765768E+02	  +1.6143375913313912E+02	  +2.0989210299252645E+02	
  +1.4212500000000000E+02	  +8.7472689914892879E+04	  +8.7495736161064284E+04	  +1.0335281290812881E+05	  +1.0321806665323308E+05	  +7.8391840477300335E+01	  +1.2429096585479077E+02	  +1.6143577453509266E+02	  +2.0988139234718503E+02	
  +1.4225000000000000E+02	  +8.7503307183131226E+04	  +8.7502238202389373E+04	  +1.0335397745607147E+05	  +1.0320230085314167E+05	  +7.8406475670807581E+01	  +1.2428246659320233E+02	  +1.6142734986690394E+02	  +2.0987808671870667E+02	
  +1.4237500000000000E+02	  +8.7431557519335329E+04	  +8.7472689914892879E+04	  +1.0331903499242166E+05	  +1.0321331489795205E+05	  +7.8443385900244678E+01	  +1.2426919730170087E+02	  +1.6141096297344004E+02	  +2.0986277050467467E+02	
  +1.4250000000000000E+02	  +8.7407011644422368E+04	  +8.7503307183131226E+04	  +1.0335125406103257E+05	  +1.0319808818748937E+05	  +7.8443385900244678E+01	  +1.2425637369901054E+02	  +1.6139680353405410E+02	  +2.0985673239000835E+02	
  +1.4262500000000000E+02	  +8.7368968875570994E+04	  +8.7433667004697811E+04	  +1.0327540979821350E+05	  +1.0320843951847663E+05	  +7.8468469007726483E+01	  +1.2426276128803519E+02	  +1.6139182986140165E+02	  +2.0985692013962051E+02	
  +1.4275000000000000E+02	  +8.7382437682441625E+04	  +8.7407011644422368E+04	  +1.0324915318269604E+05	  +1.0324852102876021E+05	  +7.8484824195541250E+01	  +1.2425557409540893E+02	  +1.6137886356838263E+02	  +2.0984440204266798E+02	
  +1.4287500000000000E+02	  +8.7382437682441625E+04	  +8.7368968875570994E+04	  +1.0320794476715988E+05	  +1.0325273432205405E+05	  +7.8484824195541250E+01	  +1.2426823589447352E+02	  +1.6137661180730592E+02	  +2.0984515780823759E+02	
  +1.4300000000000000E+02	  +8.7378889429316507E+04	  +8.7382491351477613E+04	  +1.0322686982444838E+05	  +1.0324067891288514E+05	  +7.8485723128185043E+01	  +1.2426766773673482E+02	  +1.6138031851886913E+02	  +2.0986177767454575E+02	
  +1.4312500000000000E+02	  +8.7371874008478801E+04	  +8.7382437682441625E+04	  +1.0322938459226732E+05	  +1.0323354183157123E+05	  +7.8468678691229087E+01	  +1.2426432056928064E+02	  +1.6137768594867032E+02	  +2.0986393511497982E+02	
  +1.4325000000000000E+02	  +8.7360741680594438E+04	  +8.7378889429316507E+04	  +1.0322414875394438E+05	  +1.0324639437512407E+05	  +7.8466516330575530E+01	  +1.2426715621972193E+02	  +1.6137939051120415E+02	  +2.0985715263339540E+02	
  +1.4337500000000000E+02	  +8.7414287005772901E+04	  +8.7371874008478801E+04	  +1.0321725552858505E+05	  +1.0321682860397873E+05	  +7.8466516330575530E+01	  +1.2428137162760403E+02	  +1.6139288788739651E+02	  +2.0985935375258427E+02	
  +1.4350000000000000E+02	  +8.7416487606719777E+04	  +8.7360741680594438E+04	  +1.0320232038949789E+05	  +1.0323712624584937E+05	  +7.8434562116769342E+01	  +1.2428074211810151E+02	  +1.6139347270125549E+02	  +2.0986277029529344E+02	
  +1.4362500000000000E+02	  +8.7441899288716129E+04	  +8.7414287005772901E+04	  +1.0326158675977297E+05	  +1.0323400521080304E+05	  +7.8409880036626589E+01	  +1.2426829297221667E+02	  +1.6139055482190642E+02	  +2.0985242309443134E+02	
  +1.4375000000000000E+02	  +8.7436873026841247E+04	  +8.7416487606719777E+04	  +1.0326145790931779E+05	  +1.0320399091883283E+05	  +7.8404697333766066E+01	  +1.2426574799200813E+02	  +1.6138882227951078E+02	  +2.0986401120788645E+02	
  +1.4387500000000000E+02	  +8.7410026938215990E+04	  +8.7441899288716129E+04	  +1.0329003132556990E+05	  +1.0319374343449103E+05	  +7.8390632533059517E+01	  +1.2426383733824325E+02	  +1.6139002036875524E+02	  +2.0986428137616602E+02	
  +1.4400000000000000E+02	  +8.7394138650665671E+04	  +8.7436873026841247E+04	  +1.0328345795503276E+05	  +1.0320434788588164E+05	  +7.8380686271373904E+01	  +1.2425136131178814E+02	  +1.6137976342021082E+02	  +2.0985122254831560E+02	
  +1.4412500000000000E+02	  +8.7348635059408538E+04	  +8.7332130781618122E+04	  +1.0316873488818243E+05	  +1.0320967730642496E+05	  +7.8262489690356475E+01	  +1.2425392661746108E+02	  +1.6137424830343272E+02	  +2.0984520905658823E+02	
  +1.4425000000000000E+02	  +8.7316178735444555E+04	  +8.7346348443572642E+04	  +1.0318864734114626E+05	  +1.0320479389608200E+05	  +7.8082262116111252E+01	  +1.2422167009539494E+02	  +1.6136937093261588E+02	  +2.0985087244815841E+02	
  +1.4437500000000000E+02	  +8.7312766038502188E+04	  +8.7330354987078492E+04	  +1.0317878193471199E+05	  +1.0321408982872212E+05	  +7.7875702172949062E+01	  +1.2419548871370003E+02	  +1.6136914939133928E+02	  +2.0984902657276160E+02	
  +1.4450000000000000E+02	  +8.7331464731139742E+04	  +8.7338562889706751E+04	  +1.0319130265770534E+05	  +1.0321101049606514E+05	  +7.7675832350125603E+01	  +1.2417116617077855E+02	  +1.6136724686411711E+02	  +2.0984722321455268E+02	
  +1.4462500000000000E+02	  +8.7346123842536617E+04	  +8.7378705950556541E+04	  +1.0323597655533870E+05	  +1.0318992553949100E+05	  +7.7581365131204237E+01	  +1.2415039580292623E+02	  +1.6136080290664569E+02	  +2.0985250165007929E+02	
  +1.4475000000000000E+02	  +8.7347335977968876E+04	  +8.7378705950556541E+04	  +1.0323740245320245E+05	  +1.0316073977040962E+05	  +7.7581365131204237E+01	  +1.2414204443058972E+02	  +1.6136080290664569E+02	  +2.0985441516135523E+02	
  +1.4487500000000000E+02	  +8.7351283243286860E+04	  +8.7378705950556541E+04	  +1.0323550242058290E+05	  +1.0314650565390987E+05	  +7.7556298431089843E+01	  +1.2414041686517417E+02	  +1.6136080290664569E+02	  +2.0984723038834110E+02	
  +1.4500000000000000E+02	  +8.7385865641175056E+04	  +8.7347335977968876E+04	  +1.0319901836028152E+05	  +1.0313855929610570E+05	  +7.7572259090472485E+01	  +1.2414466363416325E+02	  +1.6135932865360977E+02	  +2.0983729192644947E+02	
  +1.4512500000000000E+02	  +8.7339753578213174E+04	  +8.7327322082551051E+04	  +1.0317130712899794E+05	  +1.0311775625659301E+05	  +7.7467039906340304E+01	  +1.2413004582508952E+02	  +1.6134148180739444E+02	  +2.0983419438240949E+02	
  +1.4525000000000000E+02	  +8.7267682790482329E+04	  +8.7296048311786843E+04	  +1.0314126245480888E+05	  +1.0312780083014800E+05	  +7.7298475834388285E+01	  +1.2410357238895421E+02	  +1.6133289510959440E+02	  +2.0982940471778764E+02	
  +1.4537500000000000E+02	  +8.7260431619820578E+04	  +8.7292390745623532E+04	  +1.0314174994091727E+05	  +1.0312927864428920E+05	  +7.7129535839709305E+01	  +1.2407837573327377E+02	  +1.6132773328103318E+02	  +2.0981886601986071E+02	
  +1.4550000000000000E+02	  +8.7260745937290005E+04	  +8.7284332509358981E+04	  +1.0313990819859455E+05	  +1.0316251007912148E+05	  +7.6957583710216483E+01	  +1.2405461189141617E+02	  +1.6131744537010667E+02	  +2.0981654237777940E+02	
  +1.4562500000000000E+02	  +8.7249377641966086E+04	  +8.7301811883553484E+04	  +1.0316379612304443E+05	  +1.0316666498073420E+05	  +7.6873522025008825E+01	  +1.2403020686080065E+02	  +1.6131623505441334E+02	  +2.0981481225746094E+02	
  +1.4575000000000000E+02	  +8.7250467145212504E+04	  +8.7301811883553484E+04	  +1.0316386231641464E+05	  +1.0316335007210608E+05	  +7.6873522025008825E+01	  +1.2402981881230730E+02	  +1.6131623505441334E+02	  +2.0982525707062285E+02	
  +1.4587500000000000E+02	  +8.7253704518963234E+04	  +8.7301811883553484E+04	  +1.0316829101590127E+05	  +1.0317157061268709E+05	  +7.6840070277341013E+01	  +1.2402757242753455E+02	  +1.6131623505441334E+02	  +2.0982552303444118E+02	
  +1.4600000000000000E+02	  +8.7288570772235558E+04	  +8.7250467145212504E+04	  +1.0311265486628818E+05	  +1.0317121214889071E+05	  +7.6854712981719459E+01	  +1.2403126446913802E+02	  +1.6131467973195640E+02	  +2.0982358286078673E+02	
  +1.4612500000000000E+02	  +8.7307843228233818E+04	  +8.7253704518963234E+04	  +1.0311634861120560E+05	  +1.0315855426222036E+05	  +7.6849988190253356E+01	  +1.2403997618422753E+02	  +1.6132462033529583E+02	  +2.0982850692299692E+02	
  +1.4625000000000000E+02	  +8.7354106636200377E+04	  +8.7288570772235558E+04	  +1.0315488661539696E+05	  +1.0316358788774733E+05	  +7.6849249498335780E+01	  +1.2403635871644084E+02	  +1.6132748777836036E+02	  +2.0982901648619222E+02	
  +1.4637500000000000E+02	  +8.7365415308388256E+04	  +8.7302169974192599E+04	  +1.0316800064406215E+05	  +1.0314990987947039E+05	  +7.6831676070939224E+01	  +1.2403434350202058E+02	  +1.6132617621488416E+02	  +2.0982614032610968E+02	
  +1.4650000000000000E+02	  +8.7336731690596018E+04	  +8.7354106636200377E+04	  +1.0322225517365558E+05	  +1.0313683753741116E+05	  +7.6822739230800764E+01	  +1.2403196931112888E+02	  +1.6132754540822899E+02	  +2.0983018621998232E+02	
  +1.4662500000000000E+02	  +8.7318501951162762E+04	  +8.7365415308388256E+04	  +1.0323493655112114E+05	  +1.0314631828114606E+05	  +7.6793835141447616E+01	  +1.2402818067400847E+02	  +1.6132707384370417E+02	  +2.0982402492442972E+02	
  +1.4675000000000000E+02	  +8.7317080213448018E+04	  +8.7336731690596018E+04	  +1.0320313469331135E+05	  +1.0313827484085437E+05	  +7.6772723568958000E+01	  +1.2402088989032627E+02	  +1.6132087377684263E+02	  +2.0981984455681911E+02	
  +1.4687500000000000E+02	  +8.7302832372571211E+04	  +8.7318501951162762E+04	  +1.0318252366605976E+05	  +1.0312008139030452E+05	  +7.6765578435247505E+01	  +1.2402176101833388E+02	  +1.6132249399913161E+02	  +2.0982515822288835E+02	
  +1.4700000000000000E+02	  +8.7310701739059194E+04	  +8.7317080213448018E+04	  +1.0318113984976386E+05	  +1.0312442425877583E+05	  +7.6767501943655219E+01	  +1.2401865138679896E+02	  +1.6131762309564868E+02	  +2.0982176456825022E+02	
  +1.4712500000000000E+02	  +8.7332726153240568E+04	  +8.7302832372571211E+04	  +1.0316512972079546E+05	  +1.0312025986635873E+05	  +7.6755877544662994E+01	  +1.2401309709815162E+02	  +1.6131329010049905E+02	  +2.0981441599944495E+02	
  +1.4725000000000000E+02	  +8.7255371176936358E+04	  +8.7245725899941302E+04	  +1.0317310743316459E+05	  +1.0312980859041013E+05	  +7.6676156051612907E+01	  +1.2401713192176189E+02	  +1.6131703243187525E+02	  +2.0981427195254184E+02	
  +1.4737500000000000E+02	  +8.7342280846783993E+04	  +8.7342280846783993E+04	  +1.0321013540162354E+05	  +1.0313719123527411E+05	  +7.6676156051612907E+01	  +1.2399309979111517E+02	  +1.6130699504723424E+02	  +2.0981191453941597E+02	
  +1.4750000000000000E+02	  +8.7223834892431740E+04	  +8.7222210746423691E+04	  +1.0308310845563377E+05	  +1.0315695091145026E+05	  +7.6575896188450074E+01	  +1.2399836686536352E+02	  +1.6130748633668412E+02	  +2.0981174135323326E+02	
  +1.4762500000000000E+02	  +8.7267250619204220E+04	  +8.7222210746423691E+04	  +1.0308269416572795E+05	  +1.0315723156530391E+05	  +7.6575896188450074E+01	  +1.2399618933346399E+02	  +1.6130350117950204E+02	  +2.0981395887386029E+02	
  +1.4775000000000000E+02	  +8.7296792180032833E+04	  +8.7222210746423691E+04	  +1.0308534748416927E+05	  +1.0319499432831336E+05	  +7.6580336914902816E+01	  +1.2399027371927242E+02	  +1.6130350117950204E+02	  +2.0981572687340085E+02	
  +1.4787500000000000E+02	  +8.7282500258578482E+04	  +8.7267250619204220E+04	  +1.0313939909442865E+05	  +1.0317439159908646E+05	  +7.6574391766120499E+01	  +1.2399325639350354E+02	  +1.6130966203060808E+02	  +2.0981852674752216E+02	
  +1.4800000000000000E+02	  +8.7269116490497137E+04	  +8.7296792180032833E+04	  +1.0316956643872050E+05	  +1.0318973002810779E+05	  +7.6566213765382443E+01	  +1.2399408525210622E+02	  +1.6131123253185908E+02	  +2.0983075206739832E+02	
  +1.4812500000000000E+02	  +8.7233278359603326E+04	  +8.7282500258578482E+04	  +1.0315784757438864E+05	  +1.0320281422547204E+05	  +7.6557148649117835E+01	  +1.2399746746420951E+02	  +1.6131700580056128E+02	  +2.0982190488194564E+02	
  +1.4825000000000000E+02	  +8.7306164847036911E+04	  +8.7269116490497137E+04	  +1.0314181779175367E+05	  +1.0321763762227492E+05	  +7.6584735194252673E+01	  +1.2399652950690039E+02	  +1.6131610280942590E+02	  +2.0982643844028453E+02	
  +1.4837500000000000E+02	  +8.7265363834852818E+04	  +8.7233278359603326E+04	  +1.0310500150252593E+05	  +1.0321693814254228E+05	  +7.6584735194252673E+01	  +1.2401233313152260E+02	  +1.6132883278586016E+02	  +2.0983184986538768E+02	
  +1.4850000000000000E+02	  +8.7331393374994499E+04	  +8.7220251560124350E+04	  +1.0309088290368946E+05	  +1.0318705026250475E+05	  +7.6623090392151383E+01	  +1.2400813050668377E+02	  +1.6132200615538602E+02	  +2.0984349743140754E+02	
  +1.4862500000000000E+02	  +8.7310952371018007E+04	  +8.7265363834852818E+04	  +1.0313793561543903E+05	  +1.0319887342952788E+05	  +7.6623090392151383E+01	  +1.2401105777198117E+02	  +1.6132977474660552E+02	  +2.0984072610266918E+02	
  +1.4875000000000000E+02	  +8.7319356491949438E+04	  +8.7331393374994499E+04	  +1.0321048137019342E+05	  +1.0315110125501486E+05	  +7.6663249170473833E+01	  +1.2401728803211157E+02	  +1.6133503250338924E+02	  +2.0983804975081651E+02	
  +1.4887500000000000E+02	  +8.7304981285138783E+04	  +8.7310952371018007E+04	  +1.0318165192323133E+05	  +1.0315326439131115E+05	  +7.6657531091480664E+01	  +1.2402050253449359E+02	  +1.6133887106264217E+02	  +2.0984186768253244E+02	
  +1.4900000000000000E+02	  +8.7318747261182842E+04	  +8.7319356491949438E+04	  +1.0319097384890926E+05	  +1.0315502598822747E+05	  +7.6665434883591359E+01	  +1.2401910340097058E+02	  +1.6133806128634913E+02	  +2.0982509408977984E+02	
  +1.4912500000000000E+02	  +8.7353786001537897E+04	  +8.7304981285138783E+04	  +1.0317049351716884E+05	  +1.0314282514147050E+05	  +7.6675318707427067E+01	  +1.2401132046729133E+02	  +1.6132900180671709E+02	  +2.0982712466300703E+02	
  +1.4925000000000000E+02	  +8.7290416727742806E+04	  +8.7318747261182842E+04	  +1.0318548021207983E+05	  +1.0312795520977344E+05	  +7.6662322407160374E+01	  +1.2401679019158887E+02	  +1.6133221070247257E+02	  +2.0982915903029041E+02	
  +1.4937500000000000E+02	  +8.7328967482424399E+04	  +8.7353786001537897E+04	  +1.0322324133157333E+05	  +1.0311339986490400E+05	  +7.6662322407160374E+01	  +1.2399943299419643E+02	  +1.6131637401781026E+02	  +2.0982667112371695E+02	
  +1.4950000000000000E+02	  +8.7265514858313967E+04	  +8.7290416727742806E+04	  +1.0315273703511654E+05	  +1.0314897234745021E+05	  +7.6622908527553534E+01	  +1.2400235816453737E+02	  +1.6131769501895627E+02	  +2.0981338671434418E+02	
  +1.4962500000000000E+02	  +8.7284745142476080E+04	  +8.7328967482424399E+04	  +1.0319788617427045E+05	  +1.0313534826095402E+05	  +7.6622908527553534E+01	  +1.2400135861248567E+02	  +1.6131675332187862E+02	  +2.0981059869709995E+02	
  +1.4975000000000000E+02	  +8.7280808363508258E+04	  +8.7265514858313967E+04	  +1.0312686102614066E+05	  +1.0317266011024988E+05	  +7.6582505491991427E+01	  +1.2400079971880004E+02	  +1.6131341699985742E+02	  +2.0981717911849557E+02	
  +1.4987500000000000E+02	  +8.7276500892954427E+04	  +8.7284745142476080E+04	  +1.0315356016901853E+05	  +1.0316836331937171E+05	  +7.6578453883929200E+01	  +1.2399093178277326E+02	  +1.6130713803060038E+02	  +2.0981293107896479E+02	
  +1.5000000000000000E+02	  +8.7290043798890343E+04	  +8.7280808363508258E+04	  +1.0314852316665449E+05	  +1.0317559458495985E+05	  +7.6582769703795861E+01	  +1.2398735884607234E+02	  +1.6130422324958474E+02	  +2.0982450797664870E+02	
  +1.5012500000000000E+02	  +8.7266728310264501E+04	  +8.7276500892954427E+04	  +1.0314878197185123E+05	  +1.0317469627749015E+05	  +7.6580579286079029E+01	  +1.2399886371113762E+02	  +1.6131380282599375E+02	  +2.0982310122109800E+02	
  +1.5025000000000000E+02	  +8.7300507084624289E+04	  +8.7290043798890343E+04	  +1.0316295213596760E+05	  +1.0318033501960270E+05	  +7.6577068984749317E+01	  +1.2399067909005173E+02	  +1.6130911548304829E+02	  +2.0982564150031419E+02	
