 TIME                    	pinLPT3_condhigh         	pcond_high_bar           	h_condhigh               	h_steamhigh              	
  +3.3875000000000000E+01	  +4.1314218377629425E-01	  +4.0959876359812819E-01	  +3.2051007495518417E+02	  +2.4616324816295169E+03	
  +3.4000000000000000E+01	  +4.1314218377629425E-01	  +4.0959876359812819E-01	  +3.2066319173821347E+02	  +2.4616324816295169E+03	
  +3.4125000000000000E+01	  +4.1339310588064787E-01	  +4.0953376162680438E-01	  +3.2064782132367236E+02	  +2.4616324816295169E+03	
  +3.4250000000000000E+01	  +4.1414804485942830E-01	  +4.0940378379482190E-01	  +3.2072067795766844E+02	  +2.4619644191158145E+03	
  +3.4375000000000000E+01	  +4.1469687418293155E-01	  +4.0927384077133711E-01	  +3.2089363437345003E+02	  +2.4622171737584167E+03	
  +3.4500000000000000E+01	  +4.1551889637860773E-01	  +4.0914393254948306E-01	  +3.2101937109567132E+02	  +2.4622006670354799E+03	
  +3.4625000000000000E+01	  +4.1599325715467561E-01	  +4.0907899148702209E-01	  +3.2120769626717936E+02	  +2.4622045424228527E+03	
  +3.4750000000000000E+01	  +4.1599325715467561E-01	  +4.0907899148702209E-01	  +3.2131637225546734E+02	  +2.4625476256498341E+03	
  +3.4875000000000000E+01	  +4.1609835805389428E-01	  +4.0907899148702209E-01	  +3.2134045085696391E+02	  +2.4627746402595899E+03	
  +3.5000000000000000E+01	  +4.1606747906625174E-01	  +4.0907899148702209E-01	  +3.2133337648515948E+02	  +2.4628943784002822E+03	
  +3.5125000000000000E+01	  +4.1677313188163095E-01	  +4.0915642834811172E-01	  +3.2136922270376692E+02	  +2.4626344218464083E+03	
  +3.5250000000000000E+01	  +4.1737680249863679E-01	  +4.0931133917644602E-01	  +3.2149504144771214E+02	  +2.4626392869840915E+03	
  +3.5375000000000000E+01	  +4.1807079611615233E-01	  +4.0946629948935465E-01	  +3.2163334230270118E+02	  +2.4626525303046283E+03	
  +3.5500000000000000E+01	  +4.1863185953891552E-01	  +4.0962130929847884E-01	  +3.2179233614463357E+02	  +2.4627786748453200E+03	
  +3.5625000000000000E+01	  +4.1906076960211397E-01	  +4.0969883276776042E-01	  +3.2192087569730575E+02	  +2.4629694628870666E+03	
  +3.5750000000000000E+01	  +4.1906076960211397E-01	  +4.0969883276776042E-01	  +3.2201913893355209E+02	  +2.4631611378964039E+03	
  +3.5875000000000000E+01	  +4.1903056204413580E-01	  +4.0969883276776042E-01	  +3.2201221838619097E+02	  +2.4633107968369968E+03	
  +3.6000000000000000E+01	  +4.1909334939946158E-01	  +4.0969883276776042E-01	  +3.2202660296062510E+02	  +2.4633718313776226E+03	
  +3.6125000000000000E+01	  +4.1926515726036612E-01	  +4.0965151666790511E-01	  +3.2206596411783175E+02	  +2.4636153724647565E+03	
  +3.6250000000000000E+01	  +4.2010931334843166E-01	  +4.0955689829969821E-01	  +3.2212223985169908E+02	  +2.4636327167615282E+03	
  +3.6375000000000000E+01	  +4.2060045451920125E-01	  +4.0946229837128956E-01	  +3.2225936016102946E+02	  +2.4636749563782973E+03	
  +3.6500000000000000E+01	  +4.2118780946709716E-01	  +4.0936771688003165E-01	  +3.2237188053542627E+02	  +2.4637556253935004E+03	
  +3.6625000000000000E+01	  +4.2118780946709716E-01	  +4.0932043304750754E-01	  +3.2250644347287545E+02	  +2.4639307614107324E+03	
  +3.6750000000000000E+01	  +4.2137481546676198E-01	  +4.0932043304750754E-01	  +3.2254928652157315E+02	  +2.4639878970086957E+03	
  +3.6875000000000000E+01	  +4.2149544058563382E-01	  +4.0932043304750754E-01	  +3.2257692171964840E+02	  +2.4640739587006019E+03	
  +3.7000000000000000E+01	  +4.2152424509481845E-01	  +4.0932043304750754E-01	  +3.2258352082872472E+02	  +2.4641480179632972E+03	
  +3.7125000000000000E+01	  +4.2160282980200314E-01	  +4.0945011980684531E-01	  +3.2260152457428808E+02	  +2.4642150901717368E+03	
  +3.7250000000000000E+01	  +4.2174960335642603E-01	  +4.0970959733375678E-01	  +3.2263515037533693E+02	  +2.4644892336305074E+03	
  +3.7375000000000000E+01	  +4.2179626460612724E-01	  +4.0996921358382143E-01	  +3.2264584046119955E+02	  +2.4645964230292643E+03	
  +3.7500000000000000E+01	  +4.2204065595904205E-01	  +4.1022896861165514E-01	  +3.2270183048640195E+02	  +2.4646172482293709E+03	
  +3.7625000000000000E+01	  +4.2220228175007629E-01	  +4.1035889818430688E-01	  +3.2273885893280737E+02	  +2.4645231556573649E+03	
  +3.7750000000000000E+01	  +4.2241261296778410E-01	  +4.1035889818430688E-01	  +3.2278704578573740E+02	  +2.4645696281931505E+03	
  +3.7875000000000000E+01	  +4.2233819019420077E-01	  +4.1035889818430688E-01	  +3.2276999553858741E+02	  +2.4647235939842803E+03	
  +3.8000000000000000E+01	  +4.2225918199961188E-01	  +4.1035889818430688E-01	  +3.2275189477211808E+02	  +2.4647614486625948E+03	
  +3.8125000000000000E+01	  +4.2225831523027041E-01	  +4.1019735723513562E-01	  +3.2275169619538156E+02	  +2.4647501993054952E+03	
  +3.8250000000000000E+01	  +4.2222122826833919E-01	  +4.0987443628025888E-01	  +3.2274319957752493E+02	  +2.4648230043162971E+03	
  +3.8375000000000000E+01	  +4.2206848558035820E-01	  +4.0955172982917842E-01	  +3.2270820624880218E+02	  +2.4648407727245658E+03	
  +3.8500000000000000E+01	  +4.2197679614605760E-01	  +4.0922923777692988E-01	  +3.2268720021206622E+02	  +2.4649122750867609E+03	
  +3.8625000000000000E+01	  +4.2176592583576911E-01	  +4.0906807211757468E-01	  +3.2263888985310030E+02	  +2.4649413491275463E+03	
  +3.8750000000000000E+01	  +4.2164770177659372E-01	  +4.0906807211757468E-01	  +3.2261180473747004E+02	  +2.4649299049078318E+03	
  +3.8875000000000000E+01	  +4.2153460440105567E-01	  +4.0906807211757468E-01	  +3.2258589414435289E+02	  +2.4648162324299501E+03	
  +3.9000000000000000E+01	  +4.2153250968994888E-01	  +4.0906807211757468E-01	  +3.2258541424632762E+02	  +2.4647129577766636E+03	
  +3.9125000000000000E+01	  +4.2115383743167056E-01	  +4.0920147771748827E-01	  +3.2258220101160157E+02	  +2.4646750211210206E+03	
  +3.9250000000000000E+01	  +4.2049954713645521E-01	  +4.0946839904843541E-01	  +3.2249866048425082E+02	  +2.4646167527150005E+03	
  +3.9375000000000000E+01	  +4.1996634522367260E-01	  +4.0973546727047316E-01	  +3.2234876266797443E+02	  +2.4644975646628909E+03	
  +3.9500000000000000E+01	  +4.1936174170843066E-01	  +4.1000268244313243E-01	  +3.2222660618339114E+02	  +2.4643427204328309E+03	
  +3.9625000000000000E+01	  +4.1936174170843066E-01	  +4.1013634515455205E-01	  +3.2208809160154499E+02	  +2.4641192901089448E+03	
  +3.9750000000000000E+01	  +4.1921304308401747E-01	  +4.1013634515455205E-01	  +3.2205402476722713E+02	  +2.4640193527702859E+03	
  +3.9875000000000000E+01	  +4.1920528286364928E-01	  +4.1013634515455205E-01	  +3.2205224690181251E+02	  +2.4638523323796080E+03	
  +4.0000000000000000E+01	  +4.1923648364605592E-01	  +4.1013634515455205E-01	  +3.2205939499675304E+02	  +2.4637242303491462E+03	
  +4.0125000000000000E+01	  +4.1930822411826985E-01	  +4.1005800311642637E-01	  +3.2207583072902992E+02	  +2.4637220867135406E+03	
  +4.0250000000000000E+01	  +4.2003543824331663E-01	  +4.0990135691473761E-01	  +3.2211726671269673E+02	  +2.4636106106951538E+03	
  +4.0375000000000000E+01	  +4.2044294078680339E-01	  +4.0974476120247411E-01	  +3.2224243538464981E+02	  +2.4635950140476070E+03	
  +4.0500000000000000E+01	  +4.2094846123814467E-01	  +4.0958821596765005E-01	  +3.2233579416108654E+02	  +2.4636212107996334E+03	
  +4.0625000000000000E+01	  +4.2094846123814467E-01	  +4.0950996227553205E-01	  +3.2245160882667648E+02	  +2.4638808382706156E+03	
  +4.0750000000000000E+01	  +4.2102889228890100E-01	  +4.0950996227553205E-01	  +3.2247003556929724E+02	  +2.4639715997270673E+03	
  +4.0875000000000000E+01	  +4.2114100565190354E-01	  +4.0950996227553205E-01	  +3.2249572072527820E+02	  +2.4640291974146494E+03	
  +4.1000000000000000E+01	  +4.2116579070716909E-01	  +4.0950996227553205E-01	  +3.2250139897801677E+02	  +2.4640844213878104E+03	
  +4.1125000000000000E+01	  +4.2124585353155242E-01	  +4.0954633440790045E-01	  +3.2251974136002633E+02	  +2.4640820064210584E+03	
  +4.1250000000000000E+01	  +4.2028758074633188E-01	  +4.0961908684977222E-01	  +3.2248018471930635E+02	  +2.4643434428659511E+03	
  +4.1375000000000000E+01	  +4.1974187403364721E-01	  +4.0969185019549348E-01	  +3.2230020119726970E+02	  +2.4644920722154766E+03	
  +4.1500000000000000E+01	  +4.1921370857671725E-01	  +4.0976462444626771E-01	  +3.2217517986475576E+02	  +2.4643259993713759E+03	
  +4.1625000000000000E+01	  +4.1921370857671725E-01	  +4.0980101566142579E-01	  +3.2205417723151277E+02	  +2.4641089566521737E+03	
  +4.1750000000000000E+01	  +4.1898681313131592E-01	  +4.0980101566142579E-01	  +3.2200219551630556E+02	  +2.4639195927407086E+03	
  +4.1875000000000000E+01	  +4.1899167573980312E-01	  +4.0980101566142579E-01	  +3.2200330953923850E+02	  +2.4638496443832651E+03	
  +4.2000000000000000E+01	  +4.1892248100522633E-01	  +4.0980101566142579E-01	  +3.2198745703510275E+02	  +2.4638125355248931E+03	
  +4.2125000000000000E+01	  +4.1818916668098255E-01	  +4.0988714525408082E-01	  +3.2196594069613428E+02	  +2.4638909900147155E+03	
  +4.2250000000000000E+01	  +4.1759779129762997E-01	  +4.1005945025766133E-01	  +3.2181945482468922E+02	  +2.4635462240508250E+03	
  +4.2375000000000000E+01	  +4.1675191723694849E-01	  +4.1023181636556627E-01	  +3.2168397080603205E+02	  +2.4633144419967111E+03	
  +4.2500000000000000E+01	  +4.1597133593073149E-01	  +4.1040424359375316E-01	  +3.2149018117554516E+02	  +2.4632149025697822E+03	
  +4.2625000000000000E+01	  +4.1691524266627855E-01	  +4.1049048013294021E-01	  +3.2131135010608909E+02	  +2.4616116954017461E+03	
  +4.2750000000000000E+01	  +4.1675464215686875E-01	  +4.1049048013294021E-01	  +3.2149080545432258E+02	  +2.4616116954017461E+03	
  +4.2875000000000000E+01	  +4.1638346108623636E-01	  +4.1049048013294021E-01	  +3.2147147457860837E+02	  +2.4622070258165086E+03	
  +4.3000000000000000E+01	  +4.1638346108623636E-01	  +4.1049048013294021E-01	  +3.2140576792230075E+02	  +2.4621626779569469E+03	
  +4.3125000000000000E+01	  +4.1646266171654978E-01	  +4.1040448692760745E-01	  +3.2142391277576803E+02	  +2.4621631883726732E+03	
  +4.3250000000000000E+01	  +4.1626477457615990E-01	  +4.1023254610874249E-01	  +3.2145560430273014E+02	  +2.4621188739793593E+03	
  +4.3375000000000000E+01	  +4.1588617674915429E-01	  +4.1006066606575675E-01	  +3.2137857685923296E+02	  +2.4622526392462023E+03	
  +4.3500000000000000E+01	  +4.1531635868567723E-01	  +4.0988884678282678E-01	  +3.2129184014935015E+02	  +2.4626219958150832E+03	
  +4.3625000000000000E+01	  +4.1531635868567723E-01	  +4.0980295992143845E-01	  +3.2116129490969945E+02	  +2.4625134408932472E+03	
  +4.3750000000000000E+01	  +4.1530077338898702E-01	  +4.0980295992143845E-01	  +3.2115772432038005E+02	  +2.4620545695866867E+03	
  +4.3875000000000000E+01	  +4.1553599197488261E-01	  +4.0980295992143845E-01	  +3.2121161286592508E+02	  +2.4616398137410461E+03	
  +4.4000000000000000E+01	  +4.1578646122676866E-01	  +4.0980295992143845E-01	  +3.2126899533694240E+02	  +2.4616223025500090E+03	
  +4.4125000000000000E+01	  +4.1589372277902226E-01	  +4.0986922275541326E-01	  +3.2129356894375093E+02	  +2.4618035913129384E+03	
  +4.4250000000000000E+01	  +4.1577778162321583E-01	  +4.1000177554226125E-01	  +3.2126700684096710E+02	  +2.4618484867463976E+03	
  +4.4375000000000000E+01	  +4.1563496094462454E-01	  +4.1013436449369500E-01	  +3.2123428664322535E+02	  +2.4616887810555932E+03	
  +4.4500000000000000E+01	  +4.1562197400191747E-01	  +4.1026698961698116E-01	  +3.2123131133644472E+02	  +2.4614168625887082E+03	
  +4.4625000000000000E+01	  +4.1572239673526790E-01	  +4.1033331574533982E-01	  +3.2125431817078692E+02	  +2.4614228228623792E+03	
  +4.4750000000000000E+01	  +4.1568017115278788E-01	  +4.1033331574533982E-01	  +3.2124464429567200E+02	  +2.4615093573130093E+03	
  +4.4875000000000000E+01	  +4.1579027502223792E-01	  +4.1033331574533982E-01	  +3.2126986907695772E+02	  +2.4615640111074135E+03	
  +4.5000000000000000E+01	  +4.1582837469567774E-01	  +4.1033331574533982E-01	  +3.2127859770688121E+02	  +2.4616132694872749E+03	
  +4.5125000000000000E+01	  +4.1542794371107206E-01	  +4.1066029247024849E-01	  +3.2128454401115107E+02	  +2.4617370300497137E+03	
  +4.5250000000000000E+01	  +4.1462761007211818E-01	  +4.1131490534104698E-01	  +3.2118685902360761E+02	  +2.4618773449174141E+03	
  +4.5375000000000000E+01	  +4.1393506477138603E-01	  +4.1197039816510894E-01	  +3.2100350269744933E+02	  +2.4619404367061106E+03	
  +4.5500000000000000E+01	  +4.1318362708315098E-01	  +4.1262677181323382E-01	  +3.2084484066469213E+02	  +2.4619141870441158E+03	
  +4.5625000000000000E+01	  +4.1288869230941322E-01	  +4.1295528921858571E-01	  +3.2067268639409099E+02	  +2.4615398484953330E+03	
  +4.5750000000000000E+01	  +4.1288869230941322E-01	  +4.1295528921858571E-01	  +3.2060511687815813E+02	  +2.4613108384127008E+03	
  +4.5875000000000000E+01	  +4.1281931122146392E-01	  +4.1295528921858571E-01	  +3.2058922168049048E+02	  +2.4610963423310218E+03	
  +4.6000000000000000E+01	  +4.1287827965043367E-01	  +4.1295528921858571E-01	  +3.2060273133942394E+02	  +2.4610230634005511E+03	
  +4.6125000000000000E+01	  +4.1227784958690206E-01	  +4.1386251128907703E-01	  +3.2060211677622516E+02	  +2.4609761943221324E+03	
  +4.6250000000000000E+01	  +4.1104954830760099E-01	  +4.1568199738147671E-01	  +3.2018376924132866E+02	  +2.4610659999402533E+03	
  +4.6375000000000000E+01	  +4.1002176398324292E-01	  +4.1750822134695142E-01	  +3.1994830399455537E+02	  +2.4605674888462836E+03	
  +4.6500000000000000E+01	  +4.0886333617960025E-01	  +4.1934120153709231E-01	  +3.1968290834471969E+02	  +2.4602277271777525E+03	
  +4.6625000000000000E+01	  +4.0837945510951329E-01	  +4.2026023095946163E-01	  +3.1967194236240982E+02	  +2.4599024226859847E+03	
  +4.6750000000000000E+01	  +4.0837945510951329E-01	  +4.2026023095946163E-01	  +3.1957205125838669E+02	  +2.4598277357401394E+03	
  +4.6875000000000000E+01	  +4.0833505627633138E-01	  +4.2026023095946163E-01	  +3.1956187949183618E+02	  +2.4598033303182629E+03	
  +4.7000000000000000E+01	  +4.0831909199984157E-01	  +4.2026023095946163E-01	  +3.1955822207829709E+02	  +2.4596829702961895E+03	
  +4.7125000000000000E+01	  +4.0760590892990589E-01	  +4.2062743980368666E-01	  +3.1956477127030860E+02	  +2.4597105243463752E+03	
  +4.7250000000000000E+01	  +4.0624565232492660E-01	  +4.2136266825792162E-01	  +3.1908319733511610E+02	  +2.4597953000167727E+03	
  +4.7375000000000000E+01	  +4.0502654194699972E-01	  +4.2209897870885082E-01	  +3.1880389931589212E+02	  +2.4592317272389650E+03	
  +4.7500000000000000E+01	  +4.0360966026765172E-01	  +4.2283637232791449E-01	  +3.1847929191882497E+02	  +2.4588498643345074E+03	
  +4.7625000000000000E+01	  +4.0297939380696635E-01	  +4.2320547569177946E-01	  +3.1845389189280445E+02	  +2.4584533632434782E+03	
  +4.7750000000000000E+01	  +4.0297939380696635E-01	  +4.2320547569177946E-01	  +3.1833489795972173E+02	  +2.4584029795034189E+03	
  +4.7875000000000000E+01	  +4.0287221797975264E-01	  +4.2320547569177946E-01	  +3.1831034399250802E+02	  +2.4583183707577450E+03	
  +4.8000000000000000E+01	  +4.0289057812622570E-01	  +4.2320547569177946E-01	  +3.1831455029952940E+02	  +2.4581750358035761E+03	
  +4.8125000000000000E+01	  +4.0291953507981598E-01	  +4.2243458508687981E-01	  +3.1832118433359801E+02	  +2.4580779208793324E+03	
  +4.8250000000000000E+01	  +4.0367970341412562E-01	  +4.2089635074097442E-01	  +3.1838052891281353E+02	  +2.4579569668599470E+03	
  +4.8375000000000000E+01	  +4.0408842487705754E-01	  +4.1936283664475466E-01	  +3.1849533879400917E+02	  +2.4579313599949865E+03	
  +4.8500000000000000E+01	  +4.0462974543760949E-01	  +4.1783403212825743E-01	  +3.1858897682472241E+02	  +2.4579102854468074E+03	
  +4.8625000000000000E+01	  +4.0462974543760949E-01	  +4.1707139263199311E-01	  +3.1871299329038845E+02	  +2.4580075922163305E+03	
  +4.8750000000000000E+01	  +4.0482847842561381E-01	  +4.1707139263199311E-01	  +3.1875852299049524E+02	  +2.4582055058905066E+03	
  +4.8875000000000000E+01	  +4.0483926587434849E-01	  +4.1707139263199311E-01	  +3.1876099439351066E+02	  +2.4583440900201376E+03	
  +4.9000000000000000E+01	  +4.0487928953095792E-01	  +4.1707139263199311E-01	  +3.1877016380771249E+02	  +2.4583850330289401E+03	
  +4.9125000000000000E+01	  +4.0452328460818449E-01	  +4.1752115281694324E-01	  +3.1878586820381486E+02	  +2.4583495420132617E+03	
  +4.9250000000000000E+01	  +4.0329514395545130E-01	  +4.1842189936121410E-01	  +3.1840723627513449E+02	  +2.4586849729598280E+03	
  +4.9375000000000000E+01	  +4.0234049397892929E-01	  +4.1932428262682542E-01	  +3.1818852609735046E+02	  +2.4581858411541511E+03	
  +4.9500000000000000E+01	  +4.0132058158065720E-01	  +4.2022830480192508E-01	  +3.1817595897344233E+02	  +2.4581858411541511E+03	
  +4.9625000000000000E+01	  +4.0072454315280348E-01	  +4.2068093116480765E-01	  +3.1795486430775622E+02	  +2.4578920015033168E+03	
  +4.9750000000000000E+01	  +4.0072454315280348E-01	  +4.2068093116480765E-01	  +3.1781831198624786E+02	  +2.4578777987393596E+03	
  +4.9875000000000000E+01	  +4.0080417555399700E-01	  +4.2068093116480765E-01	  +3.1783655575836406E+02	  +2.4576114973830049E+03	
  +5.0000000000000000E+01	  +4.0081785420109406E-01	  +4.2068093116480765E-01	  +3.1783968953452501E+02	  +2.4574385414297135E+03	
  +5.0125000000000000E+01	  +3.9939425111907212E-01	  +4.2156031519326687E-01	  +3.1748058954432560E+02	  +2.4575587945282791E+03	
  +5.0250000000000000E+01	  +3.9714802380929343E-01	  +4.2332372792430872E-01	  +3.1684378448049273E+02	  +2.4572601398042020E+03	
  +5.0375000000000000E+01	  +3.9488536365539539E-01	  +4.2509334691785061E-01	  +3.1620232070812079E+02	  +2.4563324980290299E+03	
  +5.0500000000000000E+01	  +3.9266653874291979E-01	  +4.2686918823200093E-01	  +3.1557328421930595E+02	  +2.4554725930003533E+03	
  +5.0625000000000000E+01	  +3.9156304603580372E-01	  +4.2775944728424564E-01	  +3.1552204893544518E+02	  +2.4546748690297686E+03	
  +5.0750000000000000E+01	  +3.9131759346058081E-01	  +4.2775944728424564E-01	  +3.1526044422277715E+02	  +2.4547096568249767E+03	
  +5.0875000000000000E+01	  +3.9131759346058081E-01	  +4.2775944728424564E-01	  +3.1519085845906017E+02	  +2.4545771086555487E+03	
  +5.1000000000000000E+01	  +3.9129494091635919E-01	  +4.2775944728424564E-01	  +3.1518443646659028E+02	  +2.4542454462909886E+03	
  +5.1125000000000000E+01	  +3.9135488699515120E-01	  +4.2760423456031155E-01	  +3.1520143116982689E+02	  +2.4539027808230080E+03	
  +5.1250000000000000E+01	  +3.9137679794934721E-01	  +4.2729395126606062E-01	  +3.1520764292164955E+02	  +2.4536954001314907E+03	
  +5.1375000000000000E+01	  +3.9118667375489730E-01	  +4.2698385743900635E-01	  +3.1515374274455888E+02	  +2.4535504270493175E+03	
  +5.1500000000000000E+01	  +3.9090106487219356E-01	  +4.2667395299401745E-01	  +3.1516334441790440E+02	  +2.4535582997332717E+03	
  +5.1625000000000000E+01	  +3.9090106487219356E-01	  +4.2651907176319992E-01	  +3.1507277267443743E+02	  +2.4535175909567192E+03	
  +5.1750000000000000E+01	  +3.9088656156157836E-01	  +4.2651907176319992E-01	  +3.1506866098832182E+02	  +2.4534669344555423E+03	
  +5.1875000000000000E+01	  +3.9104195321086821E-01	  +4.2651907176319992E-01	  +3.1511271449471201E+02	  +2.4534108572017913E+03	
  +5.2000000000000000E+01	  +3.9106225404826211E-01	  +4.2651907176319992E-01	  +3.1511846977869249E+02	  +2.4534445227704755E+03	
  +5.2125000000000000E+01	  +3.9061565042554980E-01	  +4.2702443209946517E-01	  +3.1512543833018071E+02	  +2.4535660688126186E+03	
  +5.2250000000000000E+01	  +3.8972844222144321E-01	  +4.2803666437031995E-01	  +3.1499185772690623E+02	  +2.4537339951812805E+03	
  +5.2375000000000000E+01	  +3.8901211392243751E-01	  +4.2905091456858846E-01	  +3.1474033435053661E+02	  +2.4537477368812943E+03	
  +5.2500000000000000E+01	  +3.8837987938689184E-01	  +4.3006718565211199E-01	  +3.1453725539846988E+02	  +2.4534867082132182E+03	
  +5.2625000000000000E+01	  +3.8796776478757783E-01	  +4.3057607995087688E-01	  +3.1435801701417415E+02	  +2.4532015878475468E+03	
  +5.2750000000000000E+01	  +3.8796776478757783E-01	  +4.3057607995087688E-01	  +3.1424118259470987E+02	  +2.4529449822608203E+03	
  +5.2875000000000000E+01	  +3.8786198005992012E-01	  +4.3057607995087688E-01	  +3.1421119264224370E+02	  +2.4527161014152507E+03	
  +5.3000000000000000E+01	  +3.8790119218386943E-01	  +4.3057607995087688E-01	  +3.1422230927277610E+02	  +2.4525588043545831E+03	
  +5.3125000000000000E+01	  +3.8832885794911415E-01	  +4.2965057898527104E-01	  +3.1422123931434447E+02	  +2.4524159189880452E+03	
  +5.3250000000000000E+01	  +3.8911423796991401E-01	  +4.2780459629424961E-01	  +3.1434355244516121E+02	  +2.4523104818787760E+03	
  +5.3375000000000000E+01	  +3.8983491468950965E-01	  +4.2596529107935766E-01	  +3.1456620754872154E+02	  +2.4522915171542650E+03	
  +5.3500000000000000E+01	  +3.9047611397545978E-01	  +4.2413264555244667E-01	  +3.1477051927729286E+02	  +2.4524999485321755E+03	
  +5.3625000000000000E+01	  +3.9093728823437141E-01	  +4.2321881462093836E-01	  +3.1495229916681762E+02	  +2.4527097289923108E+03	
  +5.3750000000000000E+01	  +3.9093728823437141E-01	  +4.2321881462093836E-01	  +3.1508304199151121E+02	  +2.4529440039061142E+03	
  +5.3875000000000000E+01	  +3.9106272125427360E-01	  +4.2321881462093836E-01	  +3.1511860223151803E+02	  +2.4531755773782120E+03	
  +5.4000000000000000E+01	  +3.9102150243973921E-01	  +4.2321881462093836E-01	  +3.1510691670454293E+02	  +2.4533532941545077E+03	
  +5.4125000000000000E+01	  +3.9105479123026388E-01	  +4.2334140154438954E-01	  +3.1511635407104745E+02	  +2.4535063064684946E+03	
  +5.4250000000000000E+01	  +3.9099235319720871E-01	  +4.2358666507598908E-01	  +3.1509865289919708E+02	  +2.4536488380478722E+03	
  +5.4375000000000000E+01	  +3.9087159497091933E-01	  +4.2383204822294651E-01	  +3.1506441796239193E+02	  +2.4537646927360470E+03	
  +5.4500000000000000E+01	  +3.9069844174588431E-01	  +4.2407755102818556E-01	  +3.1501532905227077E+02	  +2.4537637880188781E+03	
  +5.4625000000000000E+01	  +3.9060754109768003E-01	  +4.2420034731607642E-01	  +3.1498955873382164E+02	  +2.4537790215912582E+03	
  +5.4750000000000000E+01	  +3.9045279903483116E-01	  +4.2420034731607642E-01	  +3.1494568938507797E+02	  +2.4536664352622643E+03	
  +5.4875000000000000E+01	  +3.9047382513636214E-01	  +4.2420034731607642E-01	  +3.1495165028131913E+02	  +2.4536260894058787E+03	
  +5.5000000000000000E+01	  +3.9037516006806589E-01	  +4.2420034731607642E-01	  +3.1492367875108215E+02	  +2.4535912918535896E+03	
  +5.5125000000000000E+01	  +3.9034519241580340E-01	  +4.2429371811268479E-01	  +3.1491518292671537E+02	  +2.4536091930073626E+03	
  +5.5250000000000000E+01	  +3.9032945561263127E-01	  +4.2448051160765021E-01	  +3.1491072154566774E+02	  +2.4536182628341403E+03	
  +5.5375000000000000E+01	  +3.9040957499934181E-01	  +4.2466737432067148E-01	  +3.1493343537830003E+02	  +2.4535828848755823E+03	
  +5.5500000000000000E+01	  +3.9052592284589516E-01	  +4.2485430627062060E-01	  +3.1496641997319324E+02	  +2.4535275369471760E+03	
  +5.5625000000000000E+01	  +3.9067098917328480E-01	  +4.2494779821534145E-01	  +3.1500754625256457E+02	  +2.4535487365912045E+03	
  +5.5750000000000000E+01	  +3.9070134990428890E-01	  +4.2494779821534145E-01	  +3.1501615351468843E+02	  +2.4535338338763054E+03	
  +5.5875000000000000E+01	  +3.9075787625364011E-01	  +4.2494779821534145E-01	  +3.1503217872520480E+02	  +2.4535974706945094E+03	
  +5.6000000000000000E+01	  +3.9072831375239597E-01	  +4.2494779821534145E-01	  +3.1502379776108336E+02	  +2.4536218233912691E+03	
  +5.6125000000000000E+01	  +3.9176917408238310E-01	  +4.2378292346614344E-01	  +3.1531888148924980E+02	  +2.4534003801208869E+03	
  +5.6250000000000000E+01	  +3.9363740785462159E-01	  +4.2146123749270892E-01	  +3.1584852544888201E+02	  +2.4537261434963266E+03	
  +5.6375000000000000E+01	  +3.9532723509930179E-01	  +4.1915027242926917E-01	  +3.1632759118801295E+02	  +2.4545009928666409E+03	
  +5.6500000000000000E+01	  +3.9704429115145529E-01	  +4.1684999179300453E-01	  +3.1681437628947452E+02	  +2.4551763471936970E+03	
  +5.6625000000000000E+01	  +3.9784788847686409E-01	  +4.1570384675453287E-01	  +3.1683539692510584E+02	  +2.4557937960634022E+03	
  +5.6750000000000000E+01	  +3.9784788847686409E-01	  +4.1570384675453287E-01	  +3.1704219599582171E+02	  +2.4558194763681126E+03	
  +5.6875000000000000E+01	  +3.9796535047409515E-01	  +4.1570384675453287E-01	  +3.1707549645224441E+02	  +2.4558503107708207E+03	
  +5.7000000000000000E+01	  +3.9801584727050437E-01	  +4.1570384675453287E-01	  +3.1708981228551767E+02	  +2.4561126760606903E+03	
  +5.7125000000000000E+01	  +3.9937744772758849E-01	  +4.1478423996445202E-01	  +3.1747582578567142E+02	  +2.4562539981751065E+03	
  +5.7250000000000000E+01	  +4.0222353148025519E-01	  +4.1295017079706708E-01	  +3.1816173000505677E+02	  +2.4565773404788870E+03	
  +5.7375000000000000E+01	  +4.0475837212902499E-01	  +4.1112294513795694E-01	  +3.1874246164762837E+02	  +2.4574340266628960E+03	
  +5.7500000000000000E+01	  +4.0753100210328741E-01	  +4.0930254416382394E-01	  +3.1937767079183169E+02	  +2.4581870496534407E+03	
  +5.7625000000000000E+01	  +4.0883843386367219E-01	  +4.0839489705984844E-01	  +3.1967720322757953E+02	  +2.4590516681289710E+03	
  +5.7750000000000000E+01	  +4.0786383979824264E-01	  +4.0839489705984844E-01	  +3.1945392386178111E+02	  +2.4605612998092506E+03	
  +5.7875000000000000E+01	  +4.0797469777204953E-01	  +4.0839489705984844E-01	  +3.1947932140827078E+02	  +2.4599688862895555E+03	
  +5.8000000000000000E+01	  +4.0819587894303561E-01	  +4.0839489705984844E-01	  +3.1952999398399857E+02	  +2.4599688862895555E+03	
  +5.8125000000000000E+01	  +4.0887762376545089E-01	  +4.0828235857398576E-01	  +3.1951331565800956E+02	  +2.4599932087197653E+03	
  +5.8250000000000000E+01	  +4.1024494053700000E-01	  +4.0805736011327598E-01	  +3.1999943371220041E+02	  +2.4598161911376819E+03	
