 TIME                    	pinLPT3_condhigh         	pcond_high_bar           	h_condhigh               	h_steamhigh              	
  +9.3750000000000000E+00	  +2.9644185348542651E-01	  +4.3608284131487030E-01	  +2.8773609175952208E+02	  +2.3989996303897819E+03	
  +9.5000000000000000E+00	  +2.9774674319109662E-01	  +4.3217946259899764E-01	  +2.8823196577627442E+02	  +2.3965997636482771E+03	
  +9.6250000000000000E+00	  +3.0177328797367120E-01	  +4.3023881559963051E-01	  +2.8957478618041841E+02	  +2.3968501527555677E+03	
  +9.7500000000000000E+00	  +3.0508165430525985E-01	  +4.3023881559963051E-01	  +2.9059357364270699E+02	  +2.3976377020524883E+03	
  +9.8750000000000000E+00	  +3.0792751843397131E-01	  +4.3023881559963051E-01	  +2.9142442464767686E+02	  +2.3980945425601494E+03	
  +1.0000000000000000E+01	  +3.1070517023551636E-01	  +4.3023881559963051E-01	  +2.9221183652142361E+02	  +2.3983864159066343E+03	
  +1.0125000000000000E+01	  +3.1428796773906886E-01	  +4.2797973386017485E-01	  +2.9317072964444600E+02	  +2.4004714566978068E+03	
  +1.0250000000000000E+01	  +3.1952212494953031E-01	  +4.2349150205178621E-01	  +2.9492443173398232E+02	  +2.3979308322386532E+03	
  +1.0375000000000000E+01	  +3.2341948972471740E-01	  +4.1904296260077345E-01	  +2.9624311301260968E+02	  +2.4015073693482250E+03	
  +1.0500000000000000E+01	  +3.2829963598377304E-01	  +4.1463385655051099E-01	  +2.9765070017172133E+02	  +2.4024789333508138E+03	
  +1.0625000000000000E+01	  +3.3212715338289073E-01	  +4.1244401040401518E-01	  +2.9827356345624855E+02	  +2.4042790589381189E+03	
  +1.0750000000000000E+01	  +3.3429731120831974E-01	  +4.1244401040401518E-01	  +2.9911855459377176E+02	  +2.4020984401806759E+03	
  +1.0875000000000000E+01	  +3.3670731768600332E-01	  +4.1244401040401518E-01	  +2.9970885447879897E+02	  +2.4025235209220273E+03	
  +1.1000000000000000E+01	  +3.3871159759632086E-01	  +4.1244401040401518E-01	  +3.0027706749565277E+02	  +2.4029528357260001E+03	
  +1.1125000000000000E+01	  +3.4134111887077695E-01	  +4.1201427681792879E-01	  +3.0102253633388671E+02	  +2.4031951265461048E+03	
  +1.1250000000000000E+01	  +3.4400736962805611E-01	  +4.1115594247652343E-01	  +3.0163758067790405E+02	  +2.4062561527753928E+03	
  +1.1375000000000000E+01	  +3.4696541900128530E-01	  +4.1029911694650267E-01	  +3.0250435479353359E+02	  +2.4068653066863253E+03	
  +1.1500000000000000E+01	  +3.4988516574858319E-01	  +4.0944379827363003E-01	  +3.0333558130879464E+02	  +2.4074903808672634E+03	
  +1.1625000000000000E+01	  +3.5207377042587096E-01	  +4.0901670339834123E-01	  +3.0394375887582373E+02	  +2.4079127835179343E+03	
  +1.1750000000000000E+01	  +3.5378671357424019E-01	  +4.0901670339834123E-01	  +3.0442905387327011E+02	  +2.4081353796584458E+03	
  +1.1875000000000000E+01	  +3.5493692130018833E-01	  +4.0901670339834123E-01	  +3.0520137713911390E+02	  +2.4082842829858610E+03	
  +1.2000000000000000E+01	  +3.5699467137075053E-01	  +4.0901670339834123E-01	  +3.0533792474422336E+02	  +2.4085247897263603E+03	
  +1.2125000000000000E+01	  +3.5914330402940953E-01	  +4.0949024318881366E-01	  +3.0606945282669091E+02	  +2.4069492224395094E+03	
  +1.2250000000000000E+01	  +3.6023681252505746E-01	  +4.1043871057182518E-01	  +3.0667982808681865E+02	  +2.4091276738637998E+03	
  +1.2375000000000000E+01	  +3.6254648451660171E-01	  +4.1138903057566389E-01	  +3.0733832100947086E+02	  +2.4096233838807671E+03	
  +1.2500000000000000E+01	  +3.6526094038158657E-01	  +4.1234120586402501E-01	  +3.0780380170171134E+02	  +2.4086291730373300E+03	
  +1.2625000000000000E+01	  +3.6629620858602302E-01	  +4.1281799007293390E-01	  +3.0809730006322638E+02	  +2.4091230821089662E+03	
  +1.2750000000000000E+01	  +3.6768253851203248E-01	  +4.1281799007293390E-01	  +3.0849032436365343E+02	  +2.4089016766942095E+03	
  +1.2875000000000000E+01	  +3.6894111419965303E-01	  +4.1281799007293390E-01	  +3.0884713035902388E+02	  +2.4091870747234007E+03	
  +1.3000000000000000E+01	  +3.6974913428213230E-01	  +4.1281799007293390E-01	  +3.0907620391625539E+02	  +2.4094977398404403E+03	
  +1.3125000000000000E+01	  +3.7105082668039785E-01	  +4.1212734610243396E-01	  +3.0944523349182850E+02	  +2.4094934221339181E+03	
  +1.3250000000000000E+01	  +3.7281885451976515E-01	  +4.1074898136856874E-01	  +3.0994646908637645E+02	  +2.4094682112447927E+03	
  +1.3375000000000000E+01	  +3.7377437893363774E-01	  +4.0937450749079629E-01	  +3.1056339897295976E+02	  +2.4114987689336899E+03	
  +1.3500000000000000E+01	  +3.7653260344490647E-01	  +4.0800391637386657E-01	  +3.1084246970867389E+02	  +2.4120321676602125E+03	
  +1.3625000000000000E+01	  +3.7873160919807364E-01	  +4.0732007432372030E-01	  +3.1162273404137767E+02	  +2.4102999614462183E+03	
  +1.3750000000000000E+01	  +3.7965490890944997E-01	  +4.0732007432372030E-01	  +3.1188448935397696E+02	  +2.4109700453083424E+03	
  +1.3875000000000000E+01	  +3.8057300515140091E-01	  +4.0732007432372030E-01	  +3.1186128384222570E+02	  +2.4111777936666831E+03	
  +1.4000000000000000E+01	  +3.8154932569619759E-01	  +4.0732007432372030E-01	  +3.1242155619381072E+02	  +2.4112525347127985E+03	
  +1.4125000000000000E+01	  +3.8459486009380051E-01	  +4.0709527764693232E-01	  +3.1328496468235852E+02	  +2.4120324946793658E+03	
  +1.4250000000000000E+01	  +3.8836712575474902E-01	  +4.0664599843849208E-01	  +3.1435440136161060E+02	  +2.4132145657187648E+03	
  +1.4375000000000000E+01	  +3.9164036481190073E-01	  +4.0619713785063261E-01	  +3.1516089486712605E+02	  +2.4168051219436975E+03	
  +1.4500000000000000E+01	  +3.9491838782104810E-01	  +4.0574869559593563E-01	  +3.1606001790524004E+02	  +2.4187006964653292E+03	
  +1.4625000000000000E+01	  +3.9614665725229348E-01	  +4.0552463125373783E-01	  +3.1644104815364875E+02	  +2.4194921766727198E+03	
  +1.4750000000000000E+01	  +3.9683765714458352E-01	  +4.0552463125373783E-01	  +3.1655989723031348E+02	  +2.4179475533292343E+03	
  +1.4875000000000000E+01	  +3.9647468935832952E-01	  +4.0552463125373783E-01	  +3.1675579558334420E+02	  +2.4179475533292343E+03	
  +1.5000000000000000E+01	  +3.9737825841742630E-01	  +4.0552463125373783E-01	  +3.1665289427710127E+02	  +2.4176780452202102E+03	
  +1.5125000000000000E+01	  +3.9737825841742630E-01	  +4.0755049369581509E-01	  +3.1690905595310380E+02	  +2.4176780452202102E+03	
  +1.5250000000000000E+01	  +3.9802047847606320E-01	  +4.1162785041033845E-01	  +3.1694406427319007E+02	  +2.4176780452202102E+03	
  +1.5375000000000000E+01	  +3.9788252201430740E-01	  +4.1573955952854058E-01	  +3.1709112523151327E+02	  +2.4192428941513963E+03	
  +1.5500000000000000E+01	  +3.9859958571980458E-01	  +4.1988583369475529E-01	  +3.1751824230956566E+02	  +2.4197138685876666E+03	
  +1.5625000000000000E+01	  +3.9766086583048493E-01	  +4.2197199933738105E-01	  +3.1725530203753436E+02	  +2.4201859513880809E+03	
  +1.5750000000000000E+01	  +3.9766086583048493E-01	  +4.2197199933738105E-01	  +3.1698917510708657E+02	  +2.4201859513880809E+03	
  +1.5875000000000000E+01	  +3.9786657845997736E-01	  +4.2197199933738105E-01	  +3.1704749460288514E+02	  +2.4199340908019012E+03	
  +1.6000000000000000E+01	  +3.9808471772735787E-01	  +4.2197199933738105E-01	  +3.1710933704843097E+02	  +2.4195953390366813E+03	
  +1.6125000000000000E+01	  +3.9811767372527485E-01	  +4.2260756729610416E-01	  +3.1711868006828735E+02	  +2.4191037643111549E+03	
  +1.6250000000000000E+01	  +3.9710159306601445E-01	  +4.2388112150946256E-01	  +3.1708671837871691E+02	  +2.4191425873879921E+03	
  +1.6375000000000000E+01	  +3.9607853781736957E-01	  +4.2515790513058005E-01	  +3.1654058538199064E+02	  +2.4193750648927507E+03	
  +1.6500000000000000E+01	  +3.9565790491946934E-01	  +4.2643792418117610E-01	  +3.1657194934353703E+02	  +2.4186801584990194E+03	
  +1.6625000000000000E+01	  +3.9510792981342358E-01	  +4.2707914887614928E-01	  +3.1642133602631259E+02	  +2.4186026530167023E+03	
  +1.6750000000000000E+01	  +3.9510792981342358E-01	  +4.2707914887614928E-01	  +3.1626541817641936E+02	  +2.4186425522099303E+03	
  +1.6875000000000000E+01	  +3.9515042639176939E-01	  +4.2707914887614928E-01	  +3.1627746594921979E+02	  +2.4184708581614132E+03	
  +1.7000000000000000E+01	  +3.9513438987608535E-01	  +4.2707914887614928E-01	  +3.1627291959972547E+02	  +2.4183724808286961E+03	
  +1.7125000000000000E+01	  +3.9425523236528465E-01	  +4.2802875361800741E-01	  +3.1622951572630183E+02	  +2.4184457588591199E+03	
  +1.7250000000000000E+01	  +3.9352032245711316E-01	  +4.2993329284359727E-01	  +3.1602367859355155E+02	  +2.4182235832000629E+03	
  +1.7375000000000000E+01	  +3.9293261725807915E-01	  +4.3184495467954642E-01	  +3.1581533175841719E+02	  +2.4179285732734634E+03	
  +1.7500000000000000E+01	  +3.9194009864715873E-01	  +4.3376375869933359E-01	  +3.1564871743351938E+02	  +2.4177926618092561E+03	
  +1.7625000000000000E+01	  +3.9164726825647783E-01	  +4.3472584515364199E-01	  +3.1536733857456289E+02	  +2.4175148149121246E+03	
  +1.7750000000000000E+01	  +3.9164726825647783E-01	  +4.3472584515364199E-01	  +3.1528432120814671E+02	  +2.4173029964698385E+03	
  +1.7875000000000000E+01	  +3.9168332840091902E-01	  +4.3472584515364199E-01	  +3.1529454425301964E+02	  +2.4170419025118695E+03	
  +1.8000000000000000E+01	  +3.9164544970993748E-01	  +4.3472584515364199E-01	  +3.1528380565050901E+02	  +2.4168897061982057E+03	
  +1.8125000000000000E+01	  +3.9108145623614710E-01	  +4.3594462602490636E-01	  +3.1529462802015274E+02	  +2.4167847098775055E+03	
  +1.8250000000000000E+01	  +3.8893962178147590E-01	  +4.3839080309186973E-01	  +3.1460759517345855E+02	  +2.4174696309618507E+03	
  +1.8375000000000000E+01	  +3.8731753344588343E-01	  +4.4084850039423140E-01	  +3.1418344459041157E+02	  +2.4166110115267143E+03	
  +1.8500000000000000E+01	  +3.8624088523703898E-01	  +4.4331775776699567E-01	  +3.1375161253311137E+02	  +2.4160721447350265E+03	
  +1.8625000000000000E+01	  +3.8579335422053568E-01	  +4.4455673395059886E-01	  +3.1376252803708906E+02	  +2.4153468482030808E+03	
  +1.8750000000000000E+01	  +3.8579335422053568E-01	  +4.4455673395059886E-01	  +3.1362473756534166E+02	  +2.4153010217991991E+03	
  +1.8875000000000000E+01	  +3.8557256500445297E-01	  +4.4455673395059886E-01	  +3.1356214385978524E+02	  +2.4153186897540527E+03	
  +1.9000000000000000E+01	  +3.8557521349457208E-01	  +4.4455673395059886E-01	  +3.1356289470628775E+02	  +2.4151214537824835E+03	
  +1.9125000000000000E+01	  +3.8906112234074453E-01	  +4.4306125585857725E-01	  +3.1455114927680188E+02	  +2.4145172272143418E+03	
  +1.9250000000000000E+01	  +3.9353543875946095E-01	  +4.4008296766142180E-01	  +3.1619243725077433E+02	  +2.4192058035137857E+03	
  +1.9375000000000000E+01	  +3.9864491968198718E-01	  +4.3712151161780755E-01	  +3.1726815420817434E+02	  +2.4197767556776307E+03	
  +1.9500000000000000E+01	  +4.0266642647837281E-01	  +4.3417681768512983E-01	  +3.1795665219051227E+02	  +2.4225359527587007E+03	
  +1.9625000000000000E+01	  +4.0369972916644353E-01	  +4.3271073466963061E-01	  +3.1860327261626992E+02	  +2.4224434384140004E+03	
  +1.9750000000000000E+01	  +4.0217237221702984E-01	  +4.3271073466963061E-01	  +3.1815000942491690E+02	  +2.4238966521920142E+03	
  +1.9875000000000000E+01	  +4.0272811252208757E-01	  +4.3271073466963061E-01	  +3.1819917404379572E+02	  +2.4231304450948642E+03	
  +2.0000000000000000E+01	  +4.0141680088421988E-01	  +4.3271073466963061E-01	  +3.1797690813691452E+02	  +2.4237268540168720E+03	
  +2.0125000000000000E+01	  +4.0237776832392053E-01	  +4.3246277341858919E-01	  +3.1799392459110447E+02	  +2.4226523858139167E+03	
  +2.0250000000000000E+01	  +4.0107019751634432E-01	  +4.3196720930766597E-01	  +3.1789750135320020E+02	  +2.4240401361638483E+03	
  +2.0375000000000000E+01	  +4.0251627097883658E-01	  +4.3147212276935731E-01	  +3.1822879658375444E+02	  +2.4228130004456088E+03	
  +2.0500000000000000E+01	  +4.0107968460666121E-01	  +4.3097751346507296E-01	  +3.1789967484428166E+02	  +2.4245151379362260E+03	
  +2.0625000000000000E+01	  +4.0231496817497958E-01	  +4.3073038766991889E-01	  +3.1795422389121535E+02	  +2.4231470895707444E+03	
  +2.0750000000000000E+01	  +4.0021990796385798E-01	  +4.3073038766991889E-01	  +3.1770270013415058E+02	  +2.4244640925593417E+03	
  +2.0875000000000000E+01	  +4.0107216159786863E-01	  +4.3073038766991889E-01	  +3.1773459644006408E+02	  +2.4232041096789626E+03	
  +2.1000000000000000E+01	  +3.9973979123990239E-01	  +4.3073038766991889E-01	  +3.1757855011035747E+02	  +2.4240201888731322E+03	
  +2.1125000000000000E+01	  +4.0020977431255839E-01	  +4.3062268415146859E-01	  +3.1760104213725936E+02	  +2.4240201888731322E+03	
  +2.1250000000000000E+01	  +3.9957081926131455E-01	  +4.3040734506079326E-01	  +3.1770037851603735E+02	  +2.4241902256503122E+03	
  +2.1375000000000000E+01	  +4.0007716070695865E-01	  +4.3019209654172885E-01	  +3.1754610568468985E+02	  +2.4241902256503122E+03	
  +2.1500000000000000E+01	  +3.9887396972680450E-01	  +4.2997693856624997E-01	  +3.1733308985728524E+02	  +2.4246571479371460E+03	
  +2.1625000000000000E+01	  +3.9960202632534014E-01	  +4.2986939352359943E-01	  +3.1739727068243963E+02	  +2.4239797822374921E+03	
  +2.1750000000000000E+01	  +3.9834124334185772E-01	  +4.2986939352359943E-01	  +3.1718206201691714E+02	  +2.4245707158779992E+03	
  +2.1875000000000000E+01	  +3.9844575897580042E-01	  +4.2986939352359943E-01	  +3.1721169218152909E+02	  +2.4241149899052211E+03	
  +2.2000000000000000E+01	  +3.9860645077938645E-01	  +4.2986939352359943E-01	  +3.1725724828076915E+02	  +2.4239391339179706E+03	
  +2.2125000000000000E+01	  +3.9755818034718254E-01	  +4.3140803777129322E-01	  +3.1686769975889496E+02	  +2.4234936884748822E+03	
  +2.2250000000000000E+01	  +3.9291704457948951E-01	  +4.3449922191346918E-01	  +3.1564430258176333E+02	  +2.4229146537558581E+03	
  +2.2375000000000000E+01	  +3.9091376473339140E-01	  +4.3760900186613616E-01	  +3.1497900956948359E+02	  +2.4218328358841959E+03	
  +2.2500000000000000E+01	  +3.8855486985805993E-01	  +4.4073745975570178E-01	  +3.1440762678326433E+02	  +2.4209899387492228E+03	
  +2.2625000000000000E+01	  +3.8756115088341558E-01	  +4.4230871865028587E-01	  +3.1438608174971182E+02	  +2.4202574937703744E+03	
  +2.2750000000000000E+01	  +3.8756115088341558E-01	  +4.4230871865028587E-01	  +3.1412590762139439E+02	  +2.4202817916993745E+03	
  +2.2875000000000000E+01	  +3.8574507925714846E-01	  +4.4230871865028587E-01	  +3.1361105162135561E+02	  +2.4207320048059541E+03	
  +2.3000000000000000E+01	  +3.8620126635406277E-01	  +4.4230871865028587E-01	  +3.1364025795129038E+02	  +2.4199046845848798E+03	
  +2.3125000000000000E+01	  +3.8973572872332385E-01	  +4.4024763887160279E-01	  +3.1466109687586305E+02	  +2.4215941774643507E+03	
  +2.3250000000000000E+01	  +3.9743918533015327E-01	  +4.3614967199889065E-01	  +3.1692632872259566E+02	  +2.4237076451481289E+03	
  +2.3375000000000000E+01	  +4.0331317912511777E-01	  +4.3208380714055289E-01	  +3.1841136813001441E+02	  +2.4265111333083346E+03	
  +2.3500000000000000E+01	  +4.0977588556429562E-01	  +4.2804985897805092E-01	  +3.1989197328273036E+02	  +2.4292572551081726E+03	
  +2.3625000000000000E+01	  +4.1129953887966203E-01	  +4.2604479592058830E-01	  +3.2024104204686427E+02	  +2.4304601648933353E+03	
  +2.3750000000000000E+01	  +4.0948076327281319E-01	  +4.2604479592058830E-01	  +3.1989543462733371E+02	  +2.4307069731491806E+03	
  +2.3875000000000000E+01	  +4.0948076327281319E-01	  +4.2604479592058830E-01	  +3.1982436080650808E+02	  +2.4310190335344078E+03	
  +2.4000000000000000E+01	  +4.0693385666300019E-01	  +4.2604479592058830E-01	  +3.1924086485392780E+02	  +2.4326661327054876E+03	
  +2.4125000000000000E+01	  +4.1249297973348176E-01	  +4.2806161470237070E-01	  +3.2051445918166013E+02	  +2.4312539964908856E+03	
  +2.4250000000000000E+01	  +4.1840478014145777E-01	  +4.3211935445952987E-01	  +3.2186885183870777E+02	  +2.4343666074068478E+03	
  +2.4375000000000000E+01	  +4.2342481271307703E-01	  +4.3620938716270530E-01	  +3.2312423296907798E+02	  +2.4371166532507282E+03	
  +2.4500000000000000E+01	  +4.2956496496547342E-01	  +4.4033190141023715E-01	  +3.2451478569337797E+02	  +2.4401163532161781E+03	
  +2.4625000000000000E+01	  +4.2970581609132197E-01	  +4.4240539822914066E-01	  +3.2456965119520470E+02	  +2.4414518314282732E+03	
  +2.4750000000000000E+01	  +4.2729523044010048E-01	  +4.4240539822914066E-01	  +3.2390565277435570E+02	  +2.4416708470689200E+03	
  +2.4875000000000000E+01	  +4.2587791299921496E-01	  +4.4240539822914066E-01	  +3.2335839580848682E+02	  +2.4417893836772723E+03	
  +2.5000000000000000E+01	  +4.2414403737257089E-01	  +4.4240539822914066E-01	  +3.2318371487776443E+02	  +2.4416693390708824E+03	
  +2.5125000000000000E+01	  +4.2132768990630437E-01	  +4.4223788345172799E-01	  +3.2253849006218030E+02	  +2.4436895011567130E+03	
  +2.5250000000000000E+01	  +4.1987958368804523E-01	  +4.4190301365743390E-01	  +3.2220672912756066E+02	  +2.4430355457625319E+03	
  +2.5375000000000000E+01	  +4.1793625685669861E-01	  +4.4156835679421247E-01	  +3.2183534414739876E+02	  +2.4412530088404806E+03	
  +2.5500000000000000E+01	  +4.1507119873727827E-01	  +4.4123391276252621E-01	  +3.2110512879937795E+02	  +2.4432362643839506E+03	
  +2.5625000000000000E+01	  +4.1396936757282249E-01	  +4.4106677052741050E-01	  +3.2085269943176394E+02	  +2.4423647876033097E+03	
  +2.5750000000000000E+01	  +4.1297736457822198E-01	  +4.4106677052741050E-01	  +3.2043950293772446E+02	  +2.4409699507692671E+03	
  +2.5875000000000000E+01	  +4.1059676540703544E-01	  +4.4106677052741050E-01	  +3.2008003674133857E+02	  +2.4426032983464761E+03	
  +2.6000000000000000E+01	  +4.1009855769583492E-01	  +4.4106677052741050E-01	  +3.2012193385388440E+02	  +2.4419356742376235E+03	
  +2.6125000000000000E+01	  +4.0859316709188936E-01	  +4.4029860593724013E-01	  +3.1962101264403537E+02	  +2.4426188998769139E+03	
  +2.6250000000000000E+01	  +4.0758503116118494E-01	  +4.3876564714125366E-01	  +3.1939004884153462E+02	  +2.4422354752503820E+03	
  +2.6375000000000000E+01	  +4.0651177253199544E-01	  +4.3723717413348540E-01	  +3.1914416543780430E+02	  +2.4423213472659877E+03	
  +2.6500000000000000E+01	  +4.0547232988587983E-01	  +4.3571317725567688E-01	  +3.1890602927112622E+02	  +2.4423309124331968E+03	
  +2.6625000000000000E+01	  +4.0442829568440497E-01	  +4.3495285435069186E-01	  +3.1866684117974950E+02	  +2.4423304303868458E+03	
  +2.6750000000000000E+01	  +4.0339134571119928E-01	  +4.3495285435069186E-01	  +3.1842927608409093E+02	  +2.4422657212400627E+03	
  +2.6875000000000000E+01	  +4.0243280689572375E-01	  +4.3495285435069186E-01	  +3.1820967497383964E+02	  +2.4421799015421702E+03	
  +2.7000000000000000E+01	  +4.0147045064692455E-01	  +4.3495285435069186E-01	  +3.1798919929014113E+02	  +2.4421614368078158E+03	
  +2.7125000000000000E+01	  +4.0512295451764152E-01	  +4.3188148895355460E-01	  +3.1876319568479732E+02	  +2.4435959410477740E+03	
  +2.7250000000000000E+01	  +4.1309441998567581E-01	  +4.2579344856444235E-01	  +3.2065224906037895E+02	  +2.4448903586308961E+03	
  +2.7375000000000000E+01	  +4.1966349201931591E-01	  +4.1977779675565785E-01	  +3.2215722255609700E+02	  +2.4476703123211564E+03	
  +2.7500000000000000E+01	  +4.2712247919218532E-01	  +4.1383389810695570E-01	  +3.2377634480215386E+02	  +2.4507326041312353E+03	
  +2.7625000000000000E+01	  +4.2866371524069274E-01	  +4.1088865856494056E-01	  +3.2421917245318366E+02	  +2.4520208078764799E+03	
  +2.7750000000000000E+01	  +4.2657131110580404E-01	  +4.1088865856494056E-01	  +3.2380738246788121E+02	  +2.4522999827613485E+03	
  +2.7875000000000000E+01	  +4.2514984844420556E-01	  +4.1088865856494056E-01	  +3.2341414605537346E+02	  +2.4537486048356227E+03	
  +2.8000000000000000E+01	  +4.2400223103369877E-01	  +4.1088865856494056E-01	  +3.2315122706511227E+02	  +2.4538069177612633E+03	
  +2.8125000000000000E+01	  +4.3143164948033341E-01	  +4.1022928227797806E-01	  +3.2485330580523356E+02	  +2.4570332251537980E+03	
  +2.8250000000000000E+01	  +4.4634883194446040E-01	  +4.0891320754911453E-01	  +3.2834690651473784E+02	  +2.4599067467159612E+03	
  +2.8375000000000000E+01	  +4.5875646667864717E-01	  +4.0760069734373444E-01	  +3.3111341765181010E+02	  +2.4662330463496755E+03	
  +2.8500000000000000E+01	  +4.7104179517062017E-01	  +4.0629174454539241E-01	  +3.3408154716454885E+02	  +2.4721582209143376E+03	
  +2.8625000000000000E+01	  +4.7486988975990413E-01	  +4.0563859995230750E-01	  +3.3458598406998635E+02	  +2.4745929198792642E+03	
  +2.8750000000000000E+01	  +4.7111508041657002E-01	  +4.0563859995230750E-01	  +3.3394477435244357E+02	  +2.4739128479294377E+03	
  +2.8875000000000000E+01	  +4.6959385857009056E-01	  +4.0563859995230750E-01	  +3.3338918095940448E+02	  +2.4742094297655931E+03	
  +2.9000000000000000E+01	  +4.6715956129528041E-01	  +4.0563859995230750E-01	  +3.3303856546801342E+02	  +2.4741151701193908E+03	
  +2.9125000000000000E+01	  +4.6537986089299960E-01	  +4.0608958090492042E-01	  +3.3244513053585149E+02	  +2.4750309280336523E+03	
  +2.9250000000000000E+01	  +4.6376583331431864E-01	  +4.0699281271739518E-01	  +3.3207528924782719E+02	  +2.4752459232097012E+03	
  +2.9375000000000000E+01	  +4.6219567151811780E-01	  +4.0789773969011667E-01	  +3.3171546502782849E+02	  +2.4754120532548718E+03	
  +2.9500000000000000E+01	  +4.6069177404668993E-01	  +4.0880436416548288E-01	  +3.3137771123595178E+02	  +2.4755768978229949E+03	
  +2.9625000000000000E+01	  +4.5921579365920118E-01	  +4.0925831369918908E-01	  +3.3099674621174381E+02	  +2.4749440177970114E+03	
  +2.9750000000000000E+01	  +4.5739391710192662E-01	  +4.0925831369918908E-01	  +3.3057227295393005E+02	  +2.4749968382371430E+03	
  +2.9875000000000000E+01	  +4.5578416102908498E-01	  +4.0925831369918908E-01	  +3.3021593749207329E+02	  +2.4750411377258588E+03	
  +3.0000000000000000E+01	  +4.5414109035357614E-01	  +4.0925831369918908E-01	  +3.2983964822455789E+02	  +2.4750893561689195E+03	
  +3.0125000000000000E+01	  +4.5271654931812999E-01	  +4.0933857795593226E-01	  +3.2952916890146264E+02	  +2.4751854634299339E+03	
  +3.0250000000000000E+01	  +4.5153332166754795E-01	  +4.0949914631607598E-01	  +3.2927658242072874E+02	  +2.4753294307827341E+03	
  +3.0375000000000000E+01	  +4.5039208274801767E-01	  +4.0965976781588853E-01	  +3.2904188390099904E+02	  +2.4754566103630332E+03	
  +3.0500000000000000E+01	  +4.4874492708739822E-01	  +4.0982044246832139E-01	  +3.2881977531404851E+02	  +2.4771421239567344E+03	
  +3.0625000000000000E+01	  +4.4814338423812422E-01	  +4.0990079973081861E-01	  +3.2884596319968898E+02	  +2.4769137808587357E+03	
  +3.0750000000000000E+01	  +4.4707870109880016E-01	  +4.0990079973081861E-01	  +3.2830312372989727E+02	  +2.4757741414100360E+03	
  +3.0875000000000000E+01	  +4.4510268916069262E-01	  +4.0990079973081861E-01	  +3.2798533910803326E+02	  +2.4774278967939968E+03	
  +3.1000000000000000E+01	  +4.4446984222254704E-01	  +4.0990079973081861E-01	  +3.2801284304271235E+02	  +2.4769669651599720E+03	
  +3.1125000000000000E+01	  +4.3683233737999216E-01	  +4.1032422049599959E-01	  +3.2593715462844148E+02	  +2.4739063866943529E+03	
  +3.1250000000000000E+01	  +4.2499723777461468E-01	  +4.1117216905802845E-01	  +3.2337918297204567E+02	  +2.4681354999251403E+03	
  +3.1375000000000000E+01	  +4.1406454359415462E-01	  +4.1202159524069626E-01	  +3.2087450424510740E+02	  +2.4665147283373039E+03	
  +3.1500000000000000E+01	  +4.0436104392304950E-01	  +4.1287250093937955E-01	  +3.1865143381051047E+02	  +2.4625898076924109E+03	
  +3.1625000000000000E+01	  +4.0112390769136985E-01	  +4.1329850919993083E-01	  +3.1790980634688117E+02	  +2.4606524844108412E+03	
  +3.1750000000000000E+01	  +4.0292158226748437E-01	  +4.1329850919993083E-01	  +3.1832165334401014E+02	  +2.4586688862158931E+03	
  +3.1875000000000000E+01	  +4.0149196634451717E-01	  +4.1329850919993083E-01	  +3.1828088374060189E+02	  +2.4610814155897460E+03	
  +3.2000000000000000E+01	  +4.0278884617332744E-01	  +4.1329850919993083E-01	  +3.1829124352316973E+02	  +2.4595685445551799E+03	
  +3.2125000000000000E+01	  +4.0313839401946427E-01	  +4.1261495855164543E-01	  +3.1826802271950891E+02	  +2.4595685445551799E+03	
  +3.2250000000000000E+01	  +4.0416280298929258E-01	  +4.1125071717638595E-01	  +3.1860601683996384E+02	  +2.4602483073261064E+03	
  +3.2375000000000000E+01	  +4.0615303016881299E-01	  +4.0989028249853843E-01	  +3.1906197761194159E+02	  +2.4598678585800308E+03	
  +3.2500000000000000E+01	  +4.0707482332903072E-01	  +4.0853364668936443E-01	  +3.1927316029764779E+02	  +2.4604322086270345E+03	
  +3.2625000000000000E+01	  +4.0888051968327305E-01	  +4.0785675091669427E-01	  +3.1968684508303807E+02	  +2.4599222130480407E+03	
  +3.2750000000000000E+01	  +4.0853169135920475E-01	  +4.0785675091669427E-01	  +3.1967439650221866E+02	  +2.4607700291123447E+03	
  +3.2875000000000000E+01	  +4.0853169135920475E-01	  +4.0785675091669427E-01	  +3.1960692856216724E+02	  +2.4607700291123447E+03	
  +3.3000000000000000E+01	  +4.0862333354533559E-01	  +4.0785675091669427E-01	  +3.1962792377435397E+02	  +2.4607514019489940E+03	
  +3.3125000000000000E+01	  +4.0865573346243361E-01	  +4.0807415998999763E-01	  +3.1963534659088674E+02	  +2.4614412630124416E+03	
  +3.3250000000000000E+01	  +4.1038129609025298E-01	  +4.0850927155616468E-01	  +3.1966624981187726E+02	  +2.4609563880759438E+03	
  +3.3375000000000000E+01	  +4.1109489504674324E-01	  +4.0894477456444300E-01	  +3.2003067275061989E+02	  +2.4609563880759438E+03	
  +3.3500000000000000E+01	  +4.1195525903895697E-01	  +4.0938066927416117E-01	  +3.2019415817300387E+02	  +2.4612708712533745E+03	
  +3.3625000000000000E+01	  +4.1238829914104153E-01	  +4.0959876359812819E-01	  +3.2039126744480376E+02	  +2.4616416294576134E+03	
  +3.3750000000000000E+01	  +4.1238829914104153E-01	  +4.0959876359812819E-01	  +3.2049047687238851E+02	  +2.4618394129628341E+03	
