 TIME                    	m_steamhigh_sec          	m_steamlow_sec           	Qdh                      	
  +6.0000000000000000E+00	  +8.3587745106972289E+00	  +5.1185255226612574E+00	  +3.2884071103612529E+04	
  +6.1250000000000000E+00	  +8.4396146395428033E+00	  +5.1030765039547195E+00	  +3.3057845589821314E+04	
  +6.2500000000000000E+00	  +8.6020144691259244E+00	  +5.0462380638663360E+00	  +3.3403800138634309E+04	
  +6.3750000000000000E+00	  +8.7638346889402694E+00	  +5.0138178689350417E+00	  +3.3747628789307812E+04	
  +6.5000000000000000E+00	  +8.9232601895754016E+00	  +4.9762401675858623E+00	  +3.4089331541841857E+04	
  +6.6250000000000000E+00	  +9.0055132010305776E+00	  +5.0272868558322132E+00	  +3.4259385706306566E+04	
  +6.7500000000000000E+00	  +9.0079410121762447E+00	  +5.1198587867345164E+00	  +3.4259385706306566E+04	
  +6.8750000000000000E+00	  +9.0103811047808176E+00	  +5.1869726108108187E+00	  +3.4259385706306566E+04	
  +7.0000000000000000E+00	  +9.0120380397970266E+00	  +5.2621220485075746E+00	  +3.4259385706306566E+04	
  +7.1250000000000000E+00	  +9.0826040934063830E+00	  +5.2461444315639767E+00	  +3.4407277076887287E+04	
  +7.2500000000000000E+00	  +9.2212157142467586E+00	  +5.2159013076118494E+00	  +3.4704012201488265E+04	
  +7.3750000000000000E+00	  +9.3593861510555065E+00	  +5.1892248360189939E+00	  +3.5002017170675310E+04	
  +7.5000000000000000E+00	  +9.4964734812080156E+00	  +5.1649033326650962E+00	  +3.5301291984448340E+04	
  +7.6250000000000000E+00	  +9.5669397491209676E+00	  +5.2132230827262074E+00	  +3.5451405583054620E+04	
  +7.7500000000000000E+00	  +9.5692824163079386E+00	  +5.2982993855115721E+00	  +3.5451405583054620E+04	
  +7.8750000000000000E+00	  +9.5717724796827373E+00	  +5.3529720701581187E+00	  +3.5451405583054620E+04	
  +8.0000000000000000E+00	  +9.5751848464820508E+00	  +5.4264004144643252E+00	  +3.5451405583054620E+04	
  +8.1250000000000000E+00	  +9.8404366455647487E+00	  +5.2015459031168314E+00	  +3.6015105736601472E+04	
  +8.2500000000000000E+00	  +1.0362708808836944E+01	  +4.8669462047998930E+00	  +3.7151525795533387E+04	
  +8.3750000000000000E+00	  +1.0874366750297312E+01	  +4.6071447011440672E+00	  +3.8299972190249609E+04	
  +8.5000000000000000E+00	  +1.1363893017771719E+01	  +4.3643812082256837E+00	  +3.9460444920750168E+04	
  +8.6250000000000000E+00	  +1.1607186344248703E+01	  +4.4125719351221520E+00	  +4.0045191161919545E+04	
  +8.7500000000000000E+00	  +1.1608998548293094E+01	  +4.5704029846796139E+00	  +4.0045191161919545E+04	
  +8.8750000000000000E+00	  +1.1620377349240080E+01	  +4.6402061494073417E+00	  +4.0045191161919545E+04	
  +9.0000000000000000E+00	  +1.1626738425044598E+01	  +4.7558152657202823E+00	  +4.0045191161919545E+04	
  +9.1250000000000000E+00	  +1.1652820813705725E+01	  +4.8276225312382604E+00	  +4.0193458984847202E+04	
  +9.2500000000000000E+00	  +1.1710321149280642E+01	  +4.8958567569268716E+00	  +4.0485724284423719E+04	
  +9.3750000000000000E+00	  +1.1748061717749072E+01	  +5.0245818738556229E+00	  +4.0772295788961870E+04	
  +9.5000000000000000E+00	  +1.1804309300863308E+01	  +5.0785883193284462E+00	  +4.1053173498461634E+04	
  +9.6250000000000000E+00	  +1.1828721401167895E+01	  +5.2166144207302585E+00	  +4.1191477180072121E+04	
  +9.7500000000000000E+00	  +1.1830019547608481E+01	  +5.3248085038861532E+00	  +4.1191477180072121E+04	
  +9.8750000000000000E+00	  +1.1832119805952944E+01	  +5.4170667708407096E+00	  +4.1191477180072121E+04	
  +1.0000000000000000E+01	  +1.1834903654585634E+01	  +5.5064288554430396E+00	  +4.1191477180072121E+04	
  +1.0125000000000000E+01	  +1.1797503596300785E+01	  +5.6202395997149628E+00	  +4.1180467470629526E+04	
  +1.0250000000000000E+01	  +1.1757153329142776E+01	  +5.7844756038354639E+00	  +4.1153526880512072E+04	
  +1.0375000000000000E+01	  +1.1677291048823967E+01	  +5.9052537406576207E+00	  +4.1120024728751581E+04	
  +1.0500000000000000E+01	  +1.1609560450112065E+01	  +6.0553334046508143E+00	  +4.1079961015348046E+04	
  +1.0625000000000000E+01	  +1.1566934846186379E+01	  +6.1722882286938914E+00	  +4.1057468573030143E+04	
  +1.0750000000000000E+01	  +1.1583576485397913E+01	  +6.2384866474937555E+00	  +4.1057468573030143E+04	
  +1.0875000000000000E+01	  +1.1584486612485270E+01	  +6.3116845001436923E+00	  +4.1057468573030143E+04	
  +1.1000000000000000E+01	  +1.1585251858612100E+01	  +6.3723134008542059E+00	  +4.1057468573030143E+04	
  +1.1125000000000000E+01	  +1.1568592173980369E+01	  +6.4513060495353196E+00	  +4.1049353753448217E+04	
  +1.1250000000000000E+01	  +1.1516341161436369E+01	  +6.5308229992320328E+00	  +4.1033124558268828E+04	
  +1.1375000000000000E+01	  +1.1478959296205677E+01	  +6.6186841523918236E+00	  +4.1016895955068663E+04	
  +1.1500000000000000E+01	  +1.1441307482648099E+01	  +6.7049981606521198E+00	  +4.1000667943847744E+04	
  +1.1625000000000000E+01	  +1.1422934935202925E+01	  +6.7695516453322249E+00	  +4.0992554160229512E+04	
  +1.1750000000000000E+01	  +1.1424361366218289E+01	  +6.8200942873562314E+00	  +4.0992554160229512E+04	
  +1.1875000000000000E+01	  +1.1427747906349310E+01	  +6.8539599953923549E+00	  +4.0992554160229512E+04	
  +1.2000000000000000E+01	  +1.1427183040330235E+01	  +6.9144039424826449E+00	  +4.0992554160229512E+04	
  +1.2125000000000000E+01	  +1.1428888991239091E+01	  +6.9768580598197047E+00	  +4.0975705068344309E+04	
  +1.2250000000000000E+01	  +1.1398438594735236E+01	  +7.0078708070800770E+00	  +4.0940865192708239E+04	
  +1.2375000000000000E+01	  +1.1377051200988376E+01	  +7.0742700059220178E+00	  +4.0904503061251366E+04	
  +1.2500000000000000E+01	  +1.1362329025782850E+01	  +7.1522138249019935E+00	  +4.0866618673973659E+04	
  +1.2625000000000000E+01	  +1.1349804738557905E+01	  +7.1817574759822351E+00	  +4.0847105634401989E+04	
  +1.2750000000000000E+01	  +1.1353124877389364E+01	  +7.2218886535120932E+00	  +4.0847105634401989E+04	
  +1.2875000000000000E+01	  +1.1353510864219471E+01	  +7.2582597378005289E+00	  +4.0847105634401989E+04	
  +1.3000000000000000E+01	  +1.1353069833385961E+01	  +7.2815797713530888E+00	  +4.0847105634401989E+04	
  +1.3125000000000000E+01	  +1.1348376899395680E+01	  +7.3203497883432567E+00	  +4.0896624537971191E+04	
  +1.3250000000000000E+01	  +1.1337455215182235E+01	  +7.3736421847387037E+00	  +4.0995658068984747E+04	
  +1.3375000000000000E+01	  +1.1315612446344050E+01	  +7.4034375490860596E+00	  +4.1094685898498661E+04	
  +1.3500000000000000E+01	  +1.1299572129340486E+01	  +7.4846932190584630E+00	  +4.1193708026512802E+04	
  +1.3625000000000000E+01	  +1.1305582928470917E+01	  +7.5485637907307339E+00	  +4.1243216952457515E+04	
  +1.3750000000000000E+01	  +1.1303383688775511E+01	  +7.5748657003360416E+00	  +4.1243216952457515E+04	
  +1.3875000000000000E+01	  +1.1302140160133765E+01	  +7.6009923083965703E+00	  +4.1243216952457515E+04	
  +1.4000000000000000E+01	  +1.1304754731255839E+01	  +7.6287465217512036E+00	  +4.1243216952457515E+04	
  +1.4125000000000000E+01	  +1.1248987250726312E+01	  +7.7117199576065065E+00	  +4.1088718509548315E+04	
  +1.4250000000000000E+01	  +1.1134542201530696E+01	  +7.8112126999443436E+00	  +4.0780347796708375E+04	
  +1.4375000000000000E+01	  +1.1004254597415315E+01	  +7.8958487540858853E+00	  +4.0472811981173065E+04	
  +1.4500000000000000E+01	  +1.0881752736056637E+01	  +7.9799119969096095E+00	  +4.0166111062942320E+04	
  +1.4625000000000000E+01	  +1.0820333725960719E+01	  +8.0101453616105758E+00	  +4.0013073690316181E+04	
  +1.4750000000000000E+01	  +1.0828899173976803E+01	  +8.0295520158999736E+00	  +4.0013073690316181E+04	
  +1.4875000000000000E+01	  +1.0829908774126572E+01	  +8.0193597447281331E+00	  +4.0013073690316181E+04	
  +1.5000000000000000E+01	  +1.0830767562739579E+01	  +8.0447256094918096E+00	  +4.0013073690316181E+04	
  +1.5125000000000000E+01	  +1.0829202779429004E+01	  +8.0447256094918096E+00	  +3.9942158225020321E+04	
  +1.5250000000000000E+01	  +1.0820667274776582E+01	  +8.0559101036245213E+00	  +3.9793453971041017E+04	
  +1.5375000000000000E+01	  +1.0800755100220336E+01	  +8.0472853960086201E+00	  +3.9635585285878311E+04	
  +1.5500000000000000E+01	  +1.0784035581805417E+01	  +8.0625197671308229E+00	  +3.9468552169532129E+04	
  +1.5625000000000000E+01	  +1.0770574961406009E+01	  +8.0336263602852380E+00	  +3.9381598949665255E+04	
  +1.5750000000000000E+01	  +1.0769212112201425E+01	  +8.0336263602852380E+00	  +3.9381598949665255E+04	
  +1.5875000000000000E+01	  +1.0770800593055240E+01	  +8.0394102825888520E+00	  +3.9381598949665255E+04	
  +1.6000000000000000E+01	  +1.0772852792384418E+01	  +8.0455423203706076E+00	  +3.9381598949665255E+04	
  +1.6125000000000000E+01	  +1.0786307811313101E+01	  +8.0464686208488043E+00	  +3.9388631916943908E+04	
  +1.6250000000000000E+01	  +1.0807566507547609E+01	  +8.0185366468286574E+00	  +3.9402366582303221E+04	
  +1.6375000000000000E+01	  +1.0824974965866643E+01	  +7.9901682047895255E+00	  +3.9415659555398481E+04	
  +1.6500000000000000E+01	  +1.0849928688911723E+01	  +7.9787477079841258E+00	  +3.9428510836229703E+04	
  +1.6625000000000000E+01	  +1.0860081442342310E+01	  +7.9634639891089058E+00	  +3.9434770842046288E+04	
  +1.6750000000000000E+01	  +1.0859069925901387E+01	  +7.9634639891089058E+00	  +3.9434770842046288E+04	
  +1.6875000000000000E+01	  +1.0860019060882683E+01	  +7.9646617293712936E+00	  +3.9434770842046288E+04	
  +1.7000000000000000E+01	  +1.0860503817306734E+01	  +7.9642097559401837E+00	  +3.9434770842046288E+04	
  +1.7125000000000000E+01	  +1.0875432925216339E+01	  +7.9390711678031218E+00	  +3.9424361721669164E+04	
  +1.7250000000000000E+01	  +1.0906319882024482E+01	  +7.9176286595700995E+00	  +3.9403178062874460E+04	
  +1.7375000000000000E+01	  +1.0937224433049870E+01	  +7.9003231647754664E+00	  +3.9381507180025728E+04	
  +1.7500000000000000E+01	  +1.0967170480697684E+01	  +7.8715536039398426E+00	  +3.9359349073123027E+04	
  +1.7625000000000000E+01	  +1.0982074197068366E+01	  +7.8629116017373617E+00	  +3.9348087310651441E+04	
  +1.7750000000000000E+01	  +1.0982747123045909E+01	  +7.8629116017373617E+00	  +3.9348087310651441E+04	
  +1.7875000000000000E+01	  +1.0984164898603323E+01	  +7.8639319190355490E+00	  +3.9348087310651441E+04	
  +1.8000000000000000E+01	  +1.0984904235519478E+01	  +7.8628601451708269E+00	  +3.9348087310651441E+04	
  +1.8125000000000000E+01	  +1.1004658083841303E+01	  +7.8473436864500199E+00	  +3.9362969813123287E+04	
  +1.8250000000000000E+01	  +1.1035221774542292E+01	  +7.7875350744136691E+00	  +3.9391550369500859E+04	
  +1.8375000000000000E+01	  +1.1074548723149858E+01	  +7.7423704613928912E+00	  +3.9418551661123529E+04	
  +1.8500000000000000E+01	  +1.1111456463135292E+01	  +7.7126517995445569E+00	  +3.9443973687991311E+04	
  +1.8625000000000000E+01	  +1.1133263057994769E+01	  +7.7003638945176096E+00	  +3.9456092477142156E+04	
  +1.8750000000000000E+01	  +1.1132775894406773E+01	  +7.7003638945176096E+00	  +3.9456092477142156E+04	
  +1.8875000000000000E+01	  +1.1132350757118633E+01	  +7.6940792808953482E+00	  +3.9456092477142156E+04	
  +1.9000000000000000E+01	  +1.1133399530513282E+01	  +7.6941546774414302E+00	  +3.9456092477142156E+04	
  +1.9125000000000000E+01	  +1.1059412056765447E+01	  +7.7876639144726463E+00	  +3.9288352811374898E+04	
  +1.9250000000000000E+01	  +1.0877331736430159E+01	  +7.9028937939952630E+00	  +3.8953733873105943E+04	
  +1.9375000000000000E+01	  +1.0711951835520885E+01	  +8.0350690417158930E+00	  +3.8620262125857684E+04	
  +1.9500000000000000E+01	  +1.0531710128749367E+01	  +8.1356223532186185E+00	  +3.8287937569630150E+04	
  +1.9625000000000000E+01	  +1.0449831182462143E+01	  +8.1581168760552725E+00	  +3.8122205488149142E+04	
  +1.9750000000000000E+01	  +1.0440370233039967E+01	  +8.1151497615736901E+00	  +3.8122205488149142E+04	
  +1.9875000000000000E+01	  +1.0444414442326021E+01	  +8.1307910843947688E+00	  +3.8122205488149142E+04	
  +2.0000000000000000E+01	  +1.0440353856109150E+01	  +8.0938704757880711E+00	  +3.8122205488149142E+04	
  +2.0125000000000000E+01	  +1.0436503917407528E+01	  +8.1200545050388602E+00	  +3.8100363491657248E+04	
  +2.0250000000000000E+01	  +1.0410586711456110E+01	  +8.0814502662354357E+00	  +3.8056642660551719E+04	
  +2.0375000000000000E+01	  +1.0399656341672911E+01	  +8.1204128445470154E+00	  +3.8012872711950535E+04	
  +2.0500000000000000E+01	  +1.0370944461004875E+01	  +8.0781327723052723E+00	  +3.7969053645853739E+04	
  +2.0625000000000000E+01	  +1.0368580656140207E+01	  +8.1120515674298979E+00	  +3.7947125693744456E+04	
  +2.0750000000000000E+01	  +1.0360861036760344E+01	  +8.0529650311524925E+00	  +3.7947125693744456E+04	
  +2.0875000000000000E+01	  +1.0367218279475710E+01	  +8.0770158637944256E+00	  +3.7947125693744456E+04	
  +2.1000000000000000E+01	  +1.0362433794913869E+01	  +8.0394069214566493E+00	  +3.7947125693744456E+04	
  +2.1125000000000000E+01	  +1.0358027672878205E+01	  +8.0521092478901082E+00	  +3.7933442793486960E+04	
  +2.1250000000000000E+01	  +1.0348629988820534E+01	  +8.0329168116446095E+00	  +3.7906064725838361E+04	
  +2.1375000000000000E+01	  +1.0338800363193046E+01	  +8.0460715218204086E+00	  +3.7878670302011669E+04	
  +2.1500000000000000E+01	  +1.0326373237503509E+01	  +8.0109053300379092E+00	  +3.7851259522006847E+04	
  +2.1625000000000000E+01	  +1.0325452623422851E+01	  +8.0309105555108289E+00	  +3.7837547998437658E+04	
  +2.1750000000000000E+01	  +1.0321502813702940E+01	  +7.9952500803156177E+00	  +3.7837547998437658E+04	
  +2.1875000000000000E+01	  +1.0323880523559456E+01	  +7.9982079932532724E+00	  +3.7837547998437658E+04	
  +2.2000000000000000E+01	  +1.0324965562521903E+01	  +8.0027551364803369E+00	  +3.7837547998437658E+04	
  +2.2125000000000000E+01	  +1.0362884208930733E+01	  +7.9733999933087700E+00	  +3.7845588224314881E+04	
  +2.2250000000000000E+01	  +1.0434586826628932E+01	  +7.8422735971349438E+00	  +3.7861234290346925E+04	
  +2.2375000000000000E+01	  +1.0511009246815368E+01	  +7.7858501274419885E+00	  +3.7876301175415661E+04	
  +2.2500000000000000E+01	  +1.0586206368952203E+01	  +7.7191413688342596E+00	  +3.7890788879521169E+04	
  +2.2625000000000000E+01	  +1.0626516138550292E+01	  +7.6910406871280896E+00	  +3.7897815538712675E+04	
  +2.2750000000000000E+01	  +1.0625080847396914E+01	  +7.6910406871280896E+00	  +3.7897815538712675E+04	
  +2.2875000000000000E+01	  +1.0620214521491109E+01	  +7.6389997095591022E+00	  +3.7897815538712675E+04	
  +2.3000000000000000E+01	  +1.0624533302931866E+01	  +7.6520823726148253E+00	  +3.7897815538712675E+04	
  +2.3125000000000000E+01	  +1.0501078903996996E+01	  +7.7423087233148244E+00	  +3.7650366147251843E+04	
  +2.3250000000000000E+01	  +1.0258474339161477E+01	  +7.9391170083360034E+00	  +3.7157144458751070E+04	
  +2.3375000000000000E+01	  +1.0004653996233632E+01	  +8.0817556143021569E+00	  +3.6666158896144720E+04	
  +2.3500000000000000E+01	  +9.7472500867921337E+00	  +8.2391609303167996E+00	  +3.6177409459432864E+04	
  +2.3625000000000000E+01	  +9.6161171103822038E+00	  +8.2689227366456972E+00	  +3.5933873288287345E+04	
  +2.3750000000000000E+01	  +9.6134182723246724E+00	  +8.2174847122256427E+00	  +3.5933873288287345E+04	
  +2.3875000000000000E+01	  +9.6116736537801106E+00	  +8.2174847122256427E+00	  +3.5933873288287345E+04	
  +2.4000000000000000E+01	  +9.6015291018489552E+00	  +8.1452957241724491E+00	  +3.5933873288287345E+04	
  +2.4125000000000000E+01	  +9.4992578228720301E+00	  +8.2843371106337838E+00	  +3.5615792928126713E+04	
  +2.4250000000000000E+01	  +9.2559065078310443E+00	  +8.4125828631013757E+00	  +3.4972810598179349E+04	
  +2.4375000000000000E+01	  +9.0057612652640540E+00	  +8.5125731710056769E+00	  +3.4320732788730616E+04	
  +2.4500000000000000E+01	  +8.7478391928974144E+00	  +8.6410770230117429E+00	  +3.3659559499780516E+04	
  +2.4625000000000000E+01	  +8.6144235359762238E+00	  +8.6213010655543680E+00	  +3.3325562050492437E+04	
  +2.4750000000000000E+01	  +8.6108317038248412E+00	  +8.5529681555465515E+00	  +3.3325562050492437E+04	
  +2.4875000000000000E+01	  +8.6081254384567760E+00	  +8.5127163971970923E+00	  +3.3325562050492437E+04	
  +2.5000000000000000E+01	  +8.6079034325446369E+00	  +8.4633974193411721E+00	  +3.3325562050492437E+04	
  +2.5125000000000000E+01	  +8.6057629734809851E+00	  +8.3825112971360056E+00	  +3.3318637304038100E+04	
  +2.5250000000000000E+01	  +8.6243525791693365E+00	  +8.3399394225459655E+00	  +3.3304092222508007E+04	
  +2.5375000000000000E+01	  +8.6472918661531324E+00	  +8.2830996111127337E+00	  +3.3288619689482643E+04	
  +2.5500000000000000E+01	  +8.6533133556510649E+00	  +8.1996333240257631E+00	  +3.3272219704962059E+04	
  +2.5625000000000000E+01	  +8.6643437664632010E+00	  +8.1673170695728921E+00	  +3.3263671918391039E+04	
  +2.5750000000000000E+01	  +8.6683546823967621E+00	  +8.1387381456111303E+00	  +3.3263671918391039E+04	
  +2.5875000000000000E+01	  +8.6602160594106383E+00	  +8.0700244390088951E+00	  +3.3263671918391039E+04	
  +2.6000000000000000E+01	  +8.6631119814037429E+00	  +8.0556205564365921E+00	  +3.3263671918391039E+04	
  +2.6125000000000000E+01	  +8.6571966277225023E+00	  +8.0113714885043983E+00	  +3.3257030725147066E+04	
  +2.6250000000000000E+01	  +8.6552730521710828E+00	  +7.9807871551016971E+00	  +3.3242271904706766E+04	
  +2.6375000000000000E+01	  +8.6508709943002735E+00	  +7.9482629341380733E+00	  +3.3225544505663369E+04	
  +2.6500000000000000E+01	  +8.6463078389990926E+00	  +7.9166687788134000E+00	  +3.3206848528016817E+04	
  +2.6625000000000000E+01	  +8.6433698772693841E+00	  +7.8855815081268830E+00	  +3.3196762322217372E+04	
  +2.6750000000000000E+01	  +8.6426664060086740E+00	  +7.8553509600854534E+00	  +3.3196762322217372E+04	
  +2.6875000000000000E+01	  +8.6421220348570085E+00	  +7.8273719220397480E+00	  +3.3196762322217372E+04	
  +2.7000000000000000E+01	  +8.6413001602247288E+00	  +7.7992478061812207E+00	  +3.3196762322217372E+04	
  +2.7125000000000000E+01	  +8.5132053629859570E+00	  +7.8900218017370731E+00	  +3.3010039450535754E+04	
  +2.7250000000000000E+01	  +8.2613347296384063E+00	  +8.0895588866874313E+00	  +3.2634708279033875E+04	
  +2.7375000000000000E+01	  +7.9977720808906447E+00	  +8.2466586195485370E+00	  +3.2256863203347133E+04	
  +2.7500000000000000E+01	  +7.7293866664739692E+00	  +8.4278580224233846E+00	  +3.1876504223475502E+04	
  +2.7625000000000000E+01	  +7.5931840040298386E+00	  +8.4548749234701450E+00	  +3.1685382019470377E+04	
  +2.7750000000000000E+01	  +7.5907190561137385E+00	  +8.3945425485756200E+00	  +3.1685382019470377E+04	
  +2.7875000000000000E+01	  +7.5841562226315782E+00	  +8.3534773726980696E+00	  +3.1685382019470377E+04	
  +2.8000000000000000E+01	  +7.5830127844662609E+00	  +8.3202761949058512E+00	  +3.1685382019470377E+04	
  +2.8125000000000000E+01	  +7.3537240404286139E+00	  +8.4966825491805356E+00	  +3.1283139387897892E+04	
  +2.8250000000000000E+01	  +6.9079151474033287E+00	  +8.8458430664278840E+00	  +3.0480223799347023E+04	
  +2.8375000000000000E+01	  +6.4498984570634148E+00	  +9.1164075649788714E+00	  +2.9679401110254999E+04	
  +2.8500000000000000E+01	  +5.9967689579971930E+00	  +9.3770814071804089E+00	  +2.8880671320621783E+04	
  +2.8625000000000000E+01	  +5.7703859998376261E+00	  +9.4388917165493318E+00	  +2.8482091263102244E+04	
  +2.8750000000000000E+01	  +5.7704907911585153E+00	  +9.3313924398913510E+00	  +2.8482091263102244E+04	
  +2.8875000000000000E+01	  +5.7681937887290671E+00	  +9.2877315237585698E+00	  +2.8482091263102244E+04	
  +2.9000000000000000E+01	  +5.7675031501079603E+00	  +9.2177306878344378E+00	  +2.8482091263102244E+04	
  +2.9125000000000000E+01	  +5.7587271946910166E+00	  +9.1649608835118617E+00	  +2.8471101825450369E+04	
  +2.9250000000000000E+01	  +5.7475972851264698E+00	  +9.1153698550589866E+00	  +2.8448324975834872E+04	
  +2.9375000000000000E+01	  +5.7364523511519323E+00	  +9.0669327906358550E+00	  +2.8424484160470376E+04	
  +2.9500000000000000E+01	  +5.7251967782979172E+00	  +9.0203051031780692E+00	  +2.8399579379356841E+04	
  +2.9625000000000000E+01	  +5.7208465466396810E+00	  +8.9759164771338682E+00	  +2.8386728001644202E+04	
  +2.9750000000000000E+01	  +5.7195732334871323E+00	  +8.9229156105230256E+00	  +2.8386728001644202E+04	
  +2.9875000000000000E+01	  +5.7185048662656710E+00	  +8.8759990364228667E+00	  +2.8386728001644202E+04	
  +3.0000000000000000E+01	  +5.7173732733328269E+00	  +8.8280263320380659E+00	  +2.8386728001644202E+04	
  +3.0125000000000000E+01	  +5.7112725109323526E+00	  +8.7871246309321673E+00	  +2.8393083760782873E+04	
  +3.0250000000000000E+01	  +5.7001449271337110E+00	  +8.7539985173202606E+00	  +2.8405313496683797E+04	
  +3.0375000000000000E+01	  +5.6890608961343201E+00	  +8.7220674627896901E+00	  +2.8416900856082866E+04	
  +3.0500000000000000E+01	  +5.6738428298673105E+00	  +8.6752402703000531E+00	  +2.8427845838980051E+04	
  +3.0625000000000000E+01	  +5.6694116879991183E+00	  +8.6583269353806056E+00	  +2.8433077439240446E+04	
  +3.0750000000000000E+01	  +5.6709872644553139E+00	  +8.6270028963590502E+00	  +2.8433077439240446E+04	
  +3.0875000000000000E+01	  +5.6657856468431484E+00	  +8.5687623447239307E+00	  +2.8433077439240446E+04	
  +3.1000000000000000E+01	  +5.6670734226993611E+00	  +8.5500809242890448E+00	  +2.8433077439240446E+04	
  +3.1125000000000000E+01	  +5.8251953753199448E+00	  +8.3687791772999969E+00	  +2.8762569233968097E+04	
  +3.1250000000000000E+01	  +6.1441481588260043E+00	  +8.1036656308732820E+00	  +2.9426749151710595E+04	
  +3.1375000000000000E+01	  +6.4496916123632877E+00	  +7.8599252198145235E+00	  +3.0097857507169312E+04	
  +3.1500000000000000E+01	  +6.7607330725413552E+00	  +7.6477032902475335E+00	  +3.0775894300344258E+04	
  +3.1625000000000000E+01	  +6.9165361729950714E+00	  +7.5882168444009848E+00	  +3.1117510861075327E+04	
  +3.1750000000000000E+01	  +6.9242770587107012E+00	  +7.6421289378547783E+00	  +3.1117510861075327E+04	
  +3.1875000000000000E+01	  +6.9163494324226171E+00	  +7.5992663597574390E+00	  +3.1117510861075327E+04	
  +3.2000000000000000E+01	  +6.9212694848569543E+00	  +7.6381529878499288E+00	  +3.1117510861075327E+04	
  +3.2125000000000000E+01	  +6.8999258142246473E+00	  +7.6520452754725055E+00	  +3.1149580652665747E+04	
  +3.2250000000000000E+01	  +6.8563355390659506E+00	  +7.6894592221378462E+00	  +3.1213016845147016E+04	
  +3.2375000000000000E+01	  +6.8165641508684267E+00	  +7.7554713764497833E+00	  +3.1275515183362146E+04	
  +3.2500000000000000E+01	  +6.7730529584208901E+00	  +7.7894690093825725E+00	  +3.1337075667311143E+04	
  +3.2625000000000000E+01	  +6.7547948230812107E+00	  +7.8462631784036736E+00	  +3.1367504213935848E+04	
  +3.2750000000000000E+01	  +6.7520808335317231E+00	  +7.8359343703851945E+00	  +3.1367504213935848E+04	
  +3.2875000000000000E+01	  +6.7518680758091643E+00	  +7.8359343703851945E+00	  +3.1367504213935848E+04	
  +3.3000000000000000E+01	  +6.7519930219204953E+00	  +7.8386483599346821E+00	  +3.1367504213935848E+04	
  +3.3125000000000000E+01	  +6.7375894425059419E+00	  +7.8396078064754438E+00	  +3.1366998835827108E+04	
  +3.3250000000000000E+01	  +6.7146124545052261E+00	  +7.8900151321955851E+00	  +3.1364674645388623E+04	
  +3.3375000000000000E+01	  +6.6910318815958245E+00	  +7.9106697289888892E+00	  +3.1360599209322107E+04	
  +3.3500000000000000E+01	  +6.6657188006753376E+00	  +7.9356352952051239E+00	  +3.1354772527627563E+04	
  +3.3625000000000000E+01	  +6.6527138576091769E+00	  +7.9481926753850223E+00	  +3.1351202469669792E+04	
  +3.3750000000000000E+01	  +6.6524076090005373E+00	  +7.9481926753850223E+00	  +3.1351202469669792E+04	
  +3.3875000000000000E+01	  +6.6531114295792744E+00	  +7.9704021119862167E+00	  +3.1351202469669792E+04	
  +3.4000000000000000E+01	  +6.6535872435127299E+00	  +7.9704021119862167E+00	  +3.1351202469669792E+04	
  +3.4125000000000000E+01	  +6.6439153104703115E+00	  +7.9776328979476796E+00	  +3.1349936987083405E+04	
  +3.4250000000000000E+01	  +6.6238799805214388E+00	  +7.9995328949598097E+00	  +3.1347179319618357E+04	
  +3.4375000000000000E+01	  +6.6044218162576955E+00	  +8.0153563940963011E+00	  +3.1344119382430290E+04	
  +3.4500000000000000E+01	  +6.5856673787867024E+00	  +8.0391927085029558E+00	  +3.1340757175519175E+04	
  +3.4625000000000000E+01	  +6.5766446047842901E+00	  +8.0529613113385672E+00	  +3.1338962720917472E+04	
  +3.4750000000000000E+01	  +6.5759246390639907E+00	  +8.0529613113385672E+00	  +3.1338962720917472E+04	
  +3.4875000000000000E+01	  +6.5753014623614474E+00	  +8.0560453021875720E+00	  +3.1338962720917472E+04	
  +3.5000000000000000E+01	  +6.5749121059536124E+00	  +8.0551392572737015E+00	  +3.1338962720917472E+04	
  +3.5125000000000000E+01	  +6.5687375814509252E+00	  +8.0753888794612667E+00	  +3.1334847815857189E+04	
  +3.5250000000000000E+01	  +6.5549337873820681E+00	  +8.0921884323530833E+00	  +3.1326364148480992E+04	
  +3.5375000000000000E+01	  +6.5411297191501685E+00	  +8.1116224259169236E+00	  +3.1317542004764000E+04	
  +3.5500000000000000E+01	  +6.5270316766434213E+00	  +8.1271532464910301E+00	  +3.1308381384706183E+04	
  +3.5625000000000000E+01	  +6.5197387031517779E+00	  +8.1392555932879436E+00	  +3.1303674146049474E+04	
  +3.5750000000000000E+01	  +6.5194542659903716E+00	  +8.1392555932879436E+00	  +3.1303674146049474E+04	
  +3.5875000000000000E+01	  +6.5189775399415240E+00	  +8.1383720656904810E+00	  +3.1303674146049474E+04	
  +3.6000000000000000E+01	  +6.5188355217009315E+00	  +8.1402084693611005E+00	  +3.1303674146049474E+04	
  +3.6125000000000000E+01	  +6.5106812427821614E+00	  +8.1452327922151788E+00	  +3.1294125689101907E+04	
  +3.6250000000000000E+01	  +6.4957417873776322E+00	  +8.1670079399140736E+00	  +3.1274997728940594E+04	
  +3.6375000000000000E+01	  +6.4809817695480509E+00	  +8.1794221831148999E+00	  +3.1255828373757649E+04	
