 TIME                    	m_steamhigh_sec          	m_steamlow_sec           	Qdh                      	
  +3.6500000000000000E+01	  +6.4660407968880476E+00	  +8.1946393223302199E+00	  +3.1236617623553062E+04	
  +3.6625000000000000E+01	  +6.4584037549048121E+00	  +8.1946393223302199E+00	  +3.1226996725317680E+04	
  +3.6750000000000000E+01	  +6.4583606497448551E+00	  +8.1991305587282106E+00	  +3.1226996725317680E+04	
  +3.6875000000000000E+01	  +6.4581844462002573E+00	  +8.2026519290323456E+00	  +3.1226996725317680E+04	
  +3.7000000000000000E+01	  +6.4579810107606885E+00	  +8.2034927352641294E+00	  +3.1226996725317680E+04	
  +3.7125000000000000E+01	  +6.4546629641578166E+00	  +8.2057864839516128E+00	  +3.1219292275911859E+04	
  +3.7250000000000000E+01	  +6.4475886772597626E+00	  +8.2092840248376664E+00	  +3.1203817760957787E+04	
  +3.7375000000000000E+01	  +6.4409356844963437E+00	  +8.2090717320559978E+00	  +3.1188255757813873E+04	
  +3.7500000000000000E+01	  +6.4346654920879844E+00	  +8.2146282425457517E+00	  +3.1172606266480081E+04	
  +3.7625000000000000E+01	  +6.4318662741414787E+00	  +8.2177667502849214E+00	  +3.1164748712742006E+04	
  +3.7750000000000000E+01	  +6.4318714223104463E+00	  +8.2231149400564618E+00	  +3.1164748712742006E+04	
  +3.7875000000000000E+01	  +6.4313578943002367E+00	  +8.2209430905578955E+00	  +3.1164748712742006E+04	
  +3.8000000000000000E+01	  +6.4311898887510157E+00	  +8.2186372174698441E+00	  +3.1164748712742006E+04	
  +3.8125000000000000E+01	  +6.4312836630088110E+00	  +8.2186119194039939E+00	  +3.1169410486341614E+04	
  +3.8250000000000000E+01	  +6.4311500840573652E+00	  +8.2179991157010690E+00	  +3.1178701148123058E+04	
  +3.8375000000000000E+01	  +6.4310879685574704E+00	  +8.2144797092941211E+00	  +3.1187947962680853E+04	
  +3.8500000000000000E+01	  +6.4308923034252530E+00	  +8.2127414648043988E+00	  +3.1197150930014985E+04	
  +3.8625000000000000E+01	  +6.4306956918409330E+00	  +8.2075235224984908E+00	  +3.1201735970973172E+04	
  +3.8750000000000000E+01	  +6.4306487418375822E+00	  +8.2045407131762627E+00	  +3.1201735970973172E+04	
  +3.8875000000000000E+01	  +6.4309121896301722E+00	  +8.2012386801912811E+00	  +3.1201735970973172E+04	
  +3.9000000000000000E+01	  +6.4312207912569219E+00	  +8.2011775180446218E+00	  +3.1201735970973172E+04	
  +3.9125000000000000E+01	  +6.4406564831276167E+00	  +8.1909702533293132E+00	  +3.1210168091870109E+04	
  +3.9250000000000000E+01	  +6.4592585163345948E+00	  +8.1735567960609998E+00	  +3.1227001917247460E+04	
  +3.9375000000000000E+01	  +6.4778641263822259E+00	  +8.1596731942406500E+00	  +3.1243795187402749E+04	
  +3.9500000000000000E+01	  +6.4966819128838926E+00	  +8.1436937211210996E+00	  +3.1260547902336020E+04	
  +3.9625000000000000E+01	  +6.5063069586780422E+00	  +8.1436937211210996E+00	  +3.1268909051594375E+04	
  +3.9750000000000000E+01	  +6.5065070430188872E+00	  +8.1401946286897466E+00	  +3.1268909051594375E+04	
  +3.9875000000000000E+01	  +6.5070090280835631E+00	  +8.1399676002045638E+00	  +3.1268909051594375E+04	
  +4.0000000000000000E+01	  +6.5074199578296721E+00	  +8.1408803791858091E+00	  +3.1268909051594375E+04	
  +4.0125000000000000E+01	  +6.5022953257651190E+00	  +8.1429790164137579E+00	  +3.1263271532099032E+04	
  +4.0250000000000000E+01	  +6.4924002925494433E+00	  +8.1625305435654703E+00	  +3.1251993154901989E+04	
  +4.0375000000000000E+01	  +6.4824718588331551E+00	  +8.1732984415148380E+00	  +3.1240710326763059E+04	
  +4.0500000000000000E+01	  +6.4723244242889901E+00	  +8.1869253105797277E+00	  +3.1229423047682321E+04	
  +4.0625000000000000E+01	  +6.4667165243324147E+00	  +8.1869253105797277E+00	  +3.1223777739038742E+04	
  +4.0750000000000000E+01	  +6.4664980943779184E+00	  +8.1887034516612314E+00	  +3.1223777739038742E+04	
  +4.0875000000000000E+01	  +6.4664017324358660E+00	  +8.1919778340575196E+00	  +3.1223777739038742E+04	
  +4.1000000000000000E+01	  +6.4662521316363533E+00	  +8.1927016472750296E+00	  +3.1223777739038742E+04	
  +4.1125000000000000E+01	  +6.4734751569958995E+00	  +8.1950396253396232E+00	  +3.1230476160918457E+04	
  +4.1250000000000000E+01	  +6.4868928138725268E+00	  +8.1690570362811208E+00	  +3.1243810438280772E+04	
  +4.1375000000000000E+01	  +6.5002344464772390E+00	  +8.1544459134908251E+00	  +3.1257061293780243E+04	
  +4.1500000000000000E+01	  +6.5147075566444697E+00	  +8.1403403972119435E+00	  +3.1270228727416885E+04	
  +4.1625000000000000E+01	  +6.5221785639190033E+00	  +8.1403403972119435E+00	  +3.1276781161036648E+04	
  +4.1750000000000000E+01	  +6.5225968952779336E+00	  +8.1343731168434559E+00	  +3.1276781161036648E+04	
  +4.1875000000000000E+01	  +6.5228133026149475E+00	  +8.1345153983824154E+00	  +3.1276781161036648E+04	
  +4.2000000000000000E+01	  +6.5228780377007238E+00	  +8.1324906586263381E+00	  +3.1276781161036648E+04	
  +4.2125000000000000E+01	  +6.5340261802966459E+00	  +8.1133252455747051E+00	  +3.1299460652405061E+04	
  +4.2250000000000000E+01	  +6.5575346672962551E+00	  +8.1005982509595107E+00	  +3.1344840033999437E+04	
  +4.2375000000000000E+01	  +6.5807290603431721E+00	  +8.0803956203416725E+00	  +3.1390246614070551E+04	
  +4.2500000000000000E+01	  +6.6033328088741179E+00	  +8.0620817972547876E+00	  +3.1435680392618407E+04	
  +4.2625000000000000E+01	  +6.6191796547145598E+00	  +8.0919975817562513E+00	  +3.1458407481321108E+04	
  +4.2750000000000000E+01	  +6.6197346921405007E+00	  +8.0872966307767804E+00	  +3.1458407481321108E+04	
  +4.2875000000000000E+01	  +6.6178339927915628E+00	  +8.0764282303445984E+00	  +3.1458407481321108E+04	
  +4.3000000000000000E+01	  +6.6177679652241697E+00	  +8.0764282303445984E+00	  +3.1458407481321108E+04	
  +4.3125000000000000E+01	  +6.6224360201237795E+00	  +8.0787476854866558E+00	  +3.1464718615030673E+04	
  +4.3250000000000000E+01	  +6.6318925927771515E+00	  +8.0748076940291718E+00	  +3.1477246380161690E+04	
  +4.3375000000000000E+01	  +6.6404521671437848E+00	  +8.0649542881181038E+00	  +3.1489648142241887E+04	
  +4.3500000000000000E+01	  +6.6482403924815454E+00	  +8.0494931128303921E+00	  +3.1501923901271271E+04	
  +4.3625000000000000E+01	  +6.6527703786785475E+00	  +8.0494931128303921E+00	  +3.1508014529641910E+04	
  +4.3750000000000000E+01	  +6.6541852115004794E+00	  +8.0496540086105810E+00	  +3.1508014529641910E+04	
  +4.3875000000000000E+01	  +6.6556421380051871E+00	  +8.0565468533009348E+00	  +3.1508014529641910E+04	
  +4.4000000000000000E+01	  +6.6558750273190022E+00	  +8.0638844111120882E+00	  +3.1508014529641910E+04	
  +4.4125000000000000E+01	  +6.6599578531236867E+00	  +8.0670259744209858E+00	  +3.1500900858891622E+04	
  +4.4250000000000000E+01	  +6.6688724655711775E+00	  +8.0629089212386482E+00	  +3.1486554546014893E+04	
  +4.4375000000000000E+01	  +6.6784015514494612E+00	  +8.0572794774266931E+00	  +3.1472049604636664E+04	
  +4.4500000000000000E+01	  +6.6883713254985784E+00	  +8.0554507326164160E+00	  +3.1457386034756906E+04	
  +4.4625000000000000E+01	  +6.6929883825374823E+00	  +8.0569435061759478E+00	  +3.1449994764128962E+04	
  +4.4750000000000000E+01	  +6.6926875219931778E+00	  +8.0549794203959717E+00	  +3.1449994764128962E+04	
  +4.4875000000000000E+01	  +6.6925954976377318E+00	  +8.0582069648411654E+00	  +3.1449994764128962E+04	
  +4.5000000000000000E+01	  +6.6924687654843309E+00	  +8.0593237026786415E+00	  +3.1449994764128962E+04	
  +4.5125000000000000E+01	  +6.7026448742615639E+00	  +8.0472821403178756E+00	  +3.1447017990574735E+04	
  +4.5250000000000000E+01	  +6.7230027400190906E+00	  +8.0231940408026077E+00	  +3.1441036130589600E+04	
  +4.5375000000000000E+01	  +6.7433514073278422E+00	  +8.0022460219869416E+00	  +3.1435016520102217E+04	
  +4.5500000000000000E+01	  +6.7640775670735982E+00	  +7.9795444642547215E+00	  +3.1428959159112619E+04	
  +4.5625000000000000E+01	  +6.7752971911754249E+00	  +7.9705617302561933E+00	  +3.1425916322179466E+04	
  +4.5750000000000000E+01	  +6.7758081478226160E+00	  +7.9705617302561933E+00	  +3.1425916322179466E+04	
  +4.5875000000000000E+01	  +6.7764368219695346E+00	  +7.9685199520371448E+00	  +3.1425916322179466E+04	
  +4.6000000000000000E+01	  +6.7767115892122840E+00	  +7.9702553132680691E+00	  +3.1425916322179466E+04	
  +4.6125000000000000E+01	  +6.7946013811098052E+00	  +7.9524687002750820E+00	  +3.1425050107884792E+04	
  +4.6250000000000000E+01	  +6.8283166095856354E+00	  +7.9160437147877971E+00	  +3.1423128187684484E+04	
  +4.6375000000000000E+01	  +6.8642875972644006E+00	  +7.8854827308868503E+00	  +3.1420953612002901E+04	
  +4.6500000000000000E+01	  +6.8994587791851520E+00	  +7.8510145600944421E+00	  +3.1418526380840067E+04	
  +4.6625000000000000E+01	  +6.9178658621478144E+00	  +7.8365824272311340E+00	  +3.1417218019453172E+04	
  +4.6750000000000000E+01	  +6.9177843957198979E+00	  +7.8365824272311340E+00	  +3.1417218019453172E+04	
  +4.6875000000000000E+01	  +6.9178304023789465E+00	  +7.8352680324892443E+00	  +3.1417218019453172E+04	
  +4.7000000000000000E+01	  +6.9182076368621352E+00	  +7.8347954028844029E+00	  +3.1417218019453172E+04	
  +4.7125000000000000E+01	  +6.9374221168212404E+00	  +7.8145438742807318E+00	  +3.1425818408807001E+04	
  +4.7250000000000000E+01	  +6.9742129017558385E+00	  +7.7759535149457486E+00	  +3.1442865935710892E+04	
  +4.7375000000000000E+01	  +7.0138659032982638E+00	  +7.7414984009551890E+00	  +3.1459709126876442E+04	
  +4.7500000000000000E+01	  +7.0528767258325731E+00	  +7.7011079518766623E+00	  +3.1476347982303603E+04	
  +4.7625000000000000E+01	  +7.0735505226737825E+00	  +7.6832167618136760E+00	  +3.1484590784115302E+04	
  +4.7750000000000000E+01	  +7.0733237459320017E+00	  +7.6832167618136760E+00	  +3.1484590784115302E+04	
  +4.7875000000000000E+01	  +7.0735222437344527E+00	  +7.6800232143752734E+00	  +3.1484590784115302E+04	
  +4.8000000000000000E+01	  +7.0740099560876493E+00	  +7.6805703306306086E+00	  +3.1484590784115302E+04	
  +4.8125000000000000E+01	  +7.0688399848373127E+00	  +7.6814331939081493E+00	  +3.1480559811124745E+04	
  +4.8250000000000000E+01	  +7.0580934494950025E+00	  +7.7024048057767240E+00	  +3.1471391322077710E+04	
  +4.8375000000000000E+01	  +7.0467932014753023E+00	  +7.7134581018051573E+00	  +3.1460747442276152E+04	
  +4.8500000000000000E+01	  +7.0349863552982166E+00	  +7.7284505714101801E+00	  +3.1448628171720004E+04	
  +4.8625000000000000E+01	  +7.0288240319289965E+00	  +7.7284505714101801E+00	  +3.1442015264908965E+04	
  +4.8750000000000000E+01	  +7.0283233978176671E+00	  +7.7338047278334781E+00	  +3.1442015264908965E+04	
  +4.8875000000000000E+01	  +7.0278762806838824E+00	  +7.7341255007121044E+00	  +3.1442015264908965E+04	
  +4.9000000000000000E+01	  +7.0277719156904155E+00	  +7.7353155926013333E+00	  +3.1442015264908965E+04	
  +4.9125000000000000E+01	  +7.0441242314871930E+00	  +7.7244958651602786E+00	  +3.1439889529961143E+04	
  +4.9250000000000000E+01	  +7.0741746064199109E+00	  +7.6874625185999808E+00	  +3.1435561280369217E+04	
  +4.9375000000000000E+01	  +7.1075636935160080E+00	  +7.6585252104860455E+00	  +3.1431130657848873E+04	
  +4.9500000000000000E+01	  +7.1400412022963788E+00	  +7.6275952347425893E+00	  +3.1426597662400083E+04	
  +4.9625000000000000E+01	  +7.1565655997508362E+00	  +7.6095371273693608E+00	  +3.1424292774827518E+04	
  +4.9750000000000000E+01	  +7.1561564510144873E+00	  +7.6095371273693608E+00	  +3.1424292774827518E+04	
  +4.9875000000000000E+01	  +7.1571080695315112E+00	  +7.6119192107320943E+00	  +3.1424292774827518E+04	
  +5.0000000000000000E+01	  +7.1576971020141684E+00	  +7.6123283594684432E+00	  +3.1424292774827518E+04	
  +5.0125000000000000E+01	  +7.1894150843438434E+00	  +7.5712578920878331E+00	  +3.1438884713605737E+04	
  +5.0250000000000000E+01	  +7.2550197684350186E+00	  +7.5069637449622642E+00	  +3.1468034842537818E+04	
  +5.0375000000000000E+01	  +7.3228840489203044E+00	  +7.4419930109009771E+00	  +3.1497139973304027E+04	
  +5.0500000000000000E+01	  +7.3907201222171297E+00	  +7.3781586002029336E+00	  +3.1526200105904412E+04	
  +5.0625000000000000E+01	  +7.4268881806056504E+00	  +7.3463512542992468E+00	  +3.1540713297892416E+04	
  +5.0750000000000000E+01	  +7.4258592830741739E+00	  +7.3389178886100712E+00	  +3.1540713297892416E+04	
  +5.0875000000000000E+01	  +7.4260778270443852E+00	  +7.3389178886100712E+00	  +3.1540713297892416E+04	
  +5.1000000000000000E+01	  +7.4272069487966617E+00	  +7.3382317271394735E+00	  +3.1540713297892416E+04	
  +5.1125000000000000E+01	  +7.4332474697892224E+00	  +7.3400474827413724E+00	  +3.1539618324140713E+04	
  +5.1250000000000000E+01	  +7.4435382018571383E+00	  +7.3405521148301798E+00	  +3.1537113989862733E+04	
  +5.1375000000000000E+01	  +7.4533563586039664E+00	  +7.3344744208384816E+00	  +3.1534190473218667E+04	
  +5.1500000000000000E+01	  +7.4628159691067060E+00	  +7.3251811566125902E+00	  +3.1530847774208523E+04	
  +5.1625000000000000E+01	  +7.4673508006847644E+00	  +7.3251811566125902E+00	  +3.1529019231316182E+04	
  +5.1750000000000000E+01	  +7.4675133365726420E+00	  +7.3245819427479315E+00	  +3.1529019231316182E+04	
  +5.1875000000000000E+01	  +7.4678630201699958E+00	  +7.3292922206660887E+00	  +3.1529019231316182E+04	
  +5.2000000000000000E+01	  +7.4677655466426396E+00	  +7.3299075003509717E+00	  +3.1529019231316182E+04	
  +5.2125000000000000E+01	  +7.4789827861326144E+00	  +7.3169460202381531E+00	  +3.1534395811135946E+04	
  +5.2250000000000000E+01	  +7.5011102765573154E+00	  +7.2911816105643057E+00	  +3.1545081826415772E+04	
  +5.2375000000000000E+01	  +7.5232928570961732E+00	  +7.2705804688238640E+00	  +3.1555678315882640E+04	
  +5.2500000000000000E+01	  +7.5465439903870184E+00	  +7.2525178994909645E+00	  +3.1566185279536541E+04	
  +5.2625000000000000E+01	  +7.5584170012794925E+00	  +7.2405591084135725E+00	  +3.1571405189183613E+04	
  +5.2750000000000000E+01	  +7.5589109681238433E+00	  +7.2405591084135725E+00	  +3.1571405189183613E+04	
  +5.2875000000000000E+01	  +7.5596139819664456E+00	  +7.2373388690860896E+00	  +3.1571405189183613E+04	
  +5.3000000000000000E+01	  +7.5602093711849720E+00	  +7.2385326072258271E+00	  +3.1571405189183613E+04	
  +5.3125000000000000E+01	  +7.5506218165264087E+00	  +7.2503157619794862E+00	  +3.1561666302789985E+04	
  +5.3250000000000000E+01	  +7.5308219829581411E+00	  +7.2717364522548307E+00	  +3.1540921954522702E+04	
  +5.3375000000000000E+01	  +7.5105010684244977E+00	  +7.2911705465535697E+00	  +3.1518488838948684E+04	
  +5.3500000000000000E+01	  +7.4887488010565235E+00	  +7.3081745825513904E+00	  +3.1494366956067890E+04	
  +5.3625000000000000E+01	  +7.4775697645153603E+00	  +7.3209360904800844E+00	  +3.1481672726887482E+04	
  +5.3750000000000000E+01	  +7.4772076416116846E+00	  +7.3209360904800844E+00	  +3.1481672726887482E+04	
  +5.3875000000000000E+01	  +7.4765221446142309E+00	  +7.3247407294610944E+00	  +3.1481672726887482E+04	
  +5.4000000000000000E+01	  +7.4758598867333896E+00	  +7.3234905622713669E+00	  +3.1481672726887482E+04	
  +5.4125000000000000E+01	  +7.4763048143041999E+00	  +7.3245002180682839E+00	  +3.1480336614727137E+04	
  +5.4250000000000000E+01	  +7.4776326640463315E+00	  +7.3224579314259586E+00	  +3.1477650674278942E+04	
  +5.4375000000000000E+01	  +7.4789883492302662E+00	  +7.3184974200816946E+00	  +3.1474946445660669E+04	
  +5.4500000000000000E+01	  +7.4806928264570818E+00	  +7.3129456974125491E+00	  +3.1472223928872387E+04	
  +5.4625000000000000E+01	  +7.4814830902283536E+00	  +7.3098889542174703E+00	  +3.1470855812414473E+04	
  +5.4750000000000000E+01	  +7.4817234698696629E+00	  +7.3050421307980562E+00	  +3.1470855812414473E+04	
  +5.4875000000000000E+01	  +7.4818854647537840E+00	  +7.3056805435485330E+00	  +3.1470855812414473E+04	
  +5.5000000000000000E+01	  +7.4819093448157741E+00	  +7.3026846035017341E+00	  +3.1470855812414473E+04	
  +5.5125000000000000E+01	  +7.4792922975837497E+00	  +7.3017745498298199E+00	  +3.1475256491695618E+04	
  +5.5250000000000000E+01	  +7.4741754146458792E+00	  +7.3017616361784743E+00	  +3.1483901359423646E+04	
  +5.5375000000000000E+01	  +7.4692818161284977E+00	  +7.3051233926139885E+00	  +3.1492337572706048E+04	
  +5.5500000000000000E+01	  +7.4644665916104644E+00	  +7.3095827385963306E+00	  +3.1500565131542768E+04	
  +5.5625000000000000E+01	  +7.4619641605575922E+00	  +7.3149108030422818E+00	  +3.1504600665544007E+04	
  +5.5750000000000000E+01	  +7.4620461942988010E+00	  +7.3162943439785506E+00	  +3.1504600665544007E+04	
  +5.5875000000000000E+01	  +7.4618800642221155E+00	  +7.3180090491979799E+00	  +3.1504600665544007E+04	
  +5.6000000000000000E+01	  +7.4617658517106333E+00	  +7.3171123011926129E+00	  +3.1504600665544007E+04	
  +5.6125000000000000E+01	  +7.4364611844374986E+00	  +7.3485372207649009E+00	  +3.1503620386923678E+04	
  +5.6250000000000000E+01	  +7.3827898846464102E+00	  +7.4047904338294099E+00	  +3.1501531673064390E+04	
  +5.6375000000000000E+01	  +7.3271814049634321E+00	  +7.4555119652934554E+00	  +3.1499272083713560E+04	
  +5.6500000000000000E+01	  +7.2717386920320308E+00	  +7.5069249210003264E+00	  +3.1496841618871207E+04	
  +5.6625000000000000E+01	  +7.2422400859891782E+00	  +7.5309347332822352E+00	  +3.1495562308140710E+04	
  +5.6750000000000000E+01	  +7.2428533829413793E+00	  +7.5309347332822352E+00	  +3.1495562308140710E+04	
  +5.6875000000000000E+01	  +7.2428617341083052E+00	  +7.5344595156100027E+00	  +3.1495562308140710E+04	
  +5.7000000000000000E+01	  +7.2420218235361586E+00	  +7.5359746289966720E+00	  +3.1495562308140710E+04	
  +5.7125000000000000E+01	  +7.2030293565446986E+00	  +7.5745098031384961E+00	  +3.1474190668693482E+04	
  +5.7250000000000000E+01	  +7.1247695691979631E+00	  +7.6550616801116576E+00	  +3.1431376007278592E+04	
  +5.7375000000000000E+01	  +7.0446122732852885E+00	  +7.7260858410105939E+00	  +3.1388466169169824E+04	
  +5.7500000000000000E+01	  +6.9652236142537971E+00	  +7.8039635018552556E+00	  +3.1345461154367178E+04	
  +5.7625000000000000E+01	  +6.9239814005905966E+00	  +7.8404760258235049E+00	  +3.1323922955705631E+04	
  +5.7750000000000000E+01	  +6.9183774575157608E+00	  +7.8115878460081358E+00	  +3.1323922955705631E+04	
  +5.7875000000000000E+01	  +6.9203743138534044E+00	  +7.8148757165727796E+00	  +3.1323922955705631E+04	
  +5.8000000000000000E+01	  +6.9205381462303750E+00	  +7.8214341344131659E+00	  +3.1323922955705631E+04	
  +5.8125000000000000E+01	  +6.8983712699802231E+00	  +7.8415542738305763E+00	  +3.1324730014713256E+04	
  +5.8250000000000000E+01	  +6.8564827724061486E+00	  +7.8818540999970867E+00	  +3.1324974787725245E+04	
  +5.8375000000000000E+01	  +6.8127822972141860E+00	  +7.9302207286170567E+00	  +3.1323393767399655E+04	
  +5.8500000000000000E+01	  +6.7690558617456107E+00	  +7.9684333473239306E+00	  +3.1319986953736450E+04	
  +5.8625000000000000E+01	  +6.7453733497264849E+00	  +7.9879075157023625E+00	  +3.1317598874403237E+04	
  +5.8750000000000000E+01	  +6.7450487498171245E+00	  +7.9879075157023625E+00	  +3.1317598874403237E+04	
  +5.8875000000000000E+01	  +6.7444521755743336E+00	  +7.9873214612591870E+00	  +3.1317598874403237E+04	
  +5.9000000000000000E+01	  +6.7437826298270238E+00	  +7.9826274685196772E+00	  +3.1317598874403237E+04	
  +5.9125000000000000E+01	  +6.7329062098607428E+00	  +7.9944717415965929E+00	  +3.1323966879927819E+04	
  +5.9250000000000000E+01	  +6.7113293493628783E+00	  +8.0190382877808410E+00	  +3.1335533278953531E+04	
  +5.9375000000000000E+01	  +6.6890340152776480E+00	  +8.0369611455844208E+00	  +3.1345540195281257E+04	
  +5.9500000000000000E+01	  +6.6665540016540401E+00	  +8.0577726936832139E+00	  +3.1353987628911007E+04	
  +5.9625000000000000E+01	  +6.6551621868219630E+00	  +8.0674978450970443E+00	  +3.1357626539714125E+04	
  +5.9750000000000000E+01	  +6.6545188045264263E+00	  +8.0674978450970443E+00	  +3.1357626539714125E+04	
  +5.9875000000000000E+01	  +6.6538660480916496E+00	  +8.0652490506727510E+00	  +3.1357626539714125E+04	
  +6.0000000000000000E+01	  +6.6537417159455732E+00	  +8.0638370526090597E+00	  +3.1357626539714125E+04	
  +6.0125000000000000E+01	  +6.6320807119466485E+00	  +8.0868079883401744E+00	  +3.1325021215438701E+04	
  +6.0250000000000000E+01	  +6.5905611261509378E+00	  +8.1330739340603042E+00	  +3.1259282671523179E+04	
  +6.0375000000000000E+01	  +6.5417893742214410E+00	  +8.1526782021930089E+00	  +3.1192840267121457E+04	
  +6.0500000000000000E+01	  +6.4990631541319512E+00	  +8.2014972468098648E+00	  +3.1125694002233504E+04	
  +6.0625000000000000E+01	  +6.4746433526021399E+00	  +8.1911463278286227E+00	  +3.1091856922107210E+04	
  +6.0750000000000000E+01	  +6.4745243381416930E+00	  +8.1936469040666182E+00	  +3.1091856922107210E+04	
  +6.0875000000000000E+01	  +6.4757861389701885E+00	  +8.1949218802948547E+00	  +3.1091856922107210E+04	
  +6.1000000000000000E+01	  +6.4758421369280903E+00	  +8.2003006899578388E+00	  +3.1091856922107210E+04	
  +6.1125000000000000E+01	  +6.4675904228355128E+00	  +8.2162347431472753E+00	  +3.1078858870644006E+04	
  +6.1250000000000000E+01	  +6.4478255667381408E+00	  +8.2335007710333183E+00	  +3.1052635064555667E+04	
  +6.1375000000000000E+01	  +6.4278133557420647E+00	  +8.2525765802737308E+00	  +3.1026107654251369E+04	
  +6.1500000000000000E+01	  +6.4040146908106195E+00	  +8.2303717525525428E+00	  +3.0999276639731113E+04	
  +6.1625000000000000E+01	  +6.3942246163936112E+00	  +8.2468535793911943E+00	  +3.0985747280889991E+04	
  +6.1750000000000000E+01	  +6.3946361927053825E+00	  +8.2468535793911943E+00	  +3.0985747280889991E+04	
  +6.1875000000000000E+01	  +6.3946017124132855E+00	  +8.2481643937579534E+00	  +3.0985747280889991E+04	
  +6.2000000000000000E+01	  +6.3940324077149855E+00	  +8.2370809386794122E+00	  +3.0985747280889991E+04	
  +6.2125000000000000E+01	  +6.3952520459459281E+00	  +8.2370809386794122E+00	  +3.0987740194476479E+04	
  +6.2250000000000000E+01	  +6.3983875449219108E+00	  +8.2359274310911363E+00	  +3.0991689504349662E+04	
  +6.2375000000000000E+01	  +6.4022352882326414E+00	  +8.2336521606496422E+00	  +3.0995590124489787E+04	
  +6.2500000000000000E+01	  +6.4051563516010726E+00	  +8.2364220651474849E+00	  +3.0999442054896823E+04	
  +6.2625000000000000E+01	  +6.4049864471525142E+00	  +8.2180613101277729E+00	  +3.1001349761450427E+04	
  +6.2750000000000000E+01	  +6.4035861802840959E+00	  +8.2079011794813876E+00	  +3.1001349761450427E+04	
  +6.2875000000000000E+01	  +6.4048135525699470E+00	  +8.2079011794813876E+00	  +3.1001349761450427E+04	
  +6.3000000000000000E+01	  +6.4053276716545779E+00	  +8.2111636496649041E+00	  +3.1001349761450427E+04	
  +6.3125000000000000E+01	  +6.4226146099493064E+00	  +8.1879703827189019E+00	  +3.0998776838366546E+04	
  +6.3250000000000000E+01	  +6.4549734757080763E+00	  +8.1388881947146619E+00	  +3.0993289141245143E+04	
  +6.3375000000000000E+01	  +6.4910278238409180E+00	  +8.1101513271207413E+00	  +3.0987345642852226E+04	
  +6.3500000000000000E+01	  +6.5253422188410841E+00	  +8.0784940867766348E+00	  +3.0980946343187788E+04	
  +6.3625000000000000E+01	  +6.5441061018802138E+00	  +8.0682499477485710E+00	  +3.0977575767878756E+04	
  +6.3750000000000000E+01	  +6.5431347479707238E+00	  +8.0593415093281937E+00	  +3.0977575767878756E+04	
  +6.3875000000000000E+01	  +6.5428368931336269E+00	  +8.0593415093281937E+00	  +3.0977575767878756E+04	
  +6.4000000000000000E+01	  +6.5429077921597933E+00	  +8.0603493403376483E+00	  +3.0977575767878756E+04	
  +6.4125000000000000E+01	  +6.5614354275238851E+00	  +8.0172570369790677E+00	  +3.0987946096734820E+04	
  +6.4250000000000000E+01	  +6.5990677967663212E+00	  +7.9799758609921208E+00	  +3.1008642973143022E+04	
  +6.4375000000000000E+01	  +6.6378057510082096E+00	  +7.9417320874192781E+00	  +3.1029281474479318E+04	
  +6.4500000000000000E+01	  +6.6764153676792910E+00	  +7.9077818769632033E+00	  +3.1049861600743723E+04	
  +6.4625000000000000E+01	  +6.6968315013178934E+00	  +7.8908716075102250E+00	  +3.1060129773223965E+04	
  +6.4750000000000000E+01	  +6.6963141241522655E+00	  +7.8908716075102250E+00	  +3.1060129773223965E+04	
  +6.4875000000000000E+01	  +6.6970426096145435E+00	  +7.8832393384588091E+00	  +3.1060129773223965E+04	
  +6.5000000000000000E+01	  +6.6976489791759573E+00	  +7.8879552285572423E+00	  +3.1060129773223965E+04	
  +6.5125000000000000E+01	  +6.6955788375805394E+00	  +7.8892988459530091E+00	  +3.1062513324359279E+04	
  +6.5250000000000000E+01	  +6.6902598171093937E+00	  +7.8911767149394159E+00	  +3.1065498998107498E+04	
  +6.5375000000000000E+01	  +6.6849942618999272E+00	  +7.9028375368482102E+00	  +3.1066109433825808E+04	
  +6.5500000000000000E+01	  +6.6788737128001019E+00	  +7.9028375368482102E+00	  +3.1064344631514217E+04	
  +6.5625000000000000E+01	  +6.6753614692476768E+00	  +7.9068391863475638E+00	  +3.1062571516097214E+04	
  +6.5750000000000000E+01	  +6.6750127882136905E+00	  +7.9091137425400628E+00	  +3.1062571516097214E+04	
  +6.5875000000000000E+01	  +6.6750314993287523E+00	  +7.9063628988286796E+00	  +3.1062571516097214E+04	
  +6.6000000000000000E+01	  +6.6748613117781037E+00	  +7.9093668755870485E+00	  +3.1062571516097214E+04	
  +6.6125000000000000E+01	  +6.6657617859263611E+00	  +7.9153517862707261E+00	  +3.1057046840741459E+04	
  +6.6250000000000000E+01	  +6.6482775339027675E+00	  +7.9363062335851637E+00	  +3.1045279376399965E+04	
  +6.6375000000000000E+01	  +6.6301161687814183E+00	  +7.9477278489961884E+00	  +3.1032554427218423E+04	
  +6.6500000000000000E+01	  +6.6114564987774536E+00	  +7.9667684037581878E+00	  +3.1018871993196892E+04	
  +6.6625000000000000E+01	  +6.6020271353386724E+00	  +7.9667684037581878E+00	  +3.1011671719371101E+04	
  +6.6750000000000000E+01	  +6.6014288821007350E+00	  +7.9725179723291539E+00	  +3.1011671719371101E+04	
  +6.6875000000000000E+01	  +6.6009005978575992E+00	  +7.9696795588880347E+00	  +3.1011671719371101E+04	
