 TIME                    	Wgross_MW                	Wnet_MW                  	Qboiler_MW               	Q_LHV_MW                 	eta_gross                	eta_net                  	eta_CHP                  	
  +1.2500000000000000E+00	  +8.5434969968072263E+00	  +7.6614692726610203E+00	  +2.6673220954367341E+01	  +3.2136410788394386E+01	  +2.6585100162749320E-01	  +2.3840463464040149E-01	  +8.0118985517502239E-01	
  +1.3750000000000000E+00	  +9.0746805815088205E+00	  +8.1361931032503740E+00	  +2.8092895453633641E+01	  +3.3846861992329686E+01	  +2.6810995310481983E-01	  +2.4038249410223564E-01	  +7.9348010111956024E-01	
  +1.5000000000000000E+00	  +9.2756627556924709E+00	  +8.3156526489002633E+00	  +2.8667436337476747E+01	  +3.4539079924670780E+01	  +2.6855558329644430E-01	  +2.4076068809697820E-01	  +7.9348399905349076E-01	
  +1.6250000000000000E+00	  +9.5309718516583573E+00	  +8.5436803925616118E+00	  +2.9360468073423313E+01	  +3.5374057919787120E+01	  +2.6943394148532324E-01	  +2.4152389900912527E-01	  +7.9422418406811279E-01	
  +1.7500000000000000E+00	  +9.8015708605267147E+00	  +8.7853381020890691E+00	  +3.0083143844130195E+01	  +3.6244751619433970E+01	  +2.7042731492388650E-01	  +2.4238924836164372E-01	  +7.9416901851171706E-01	
  +1.8750000000000000E+00	  +1.0116689595769511E+01	  +9.0666750319499965E+00	  +3.0928436288262457E+01	  +3.7263176250918619E+01	  +2.7149294863236767E-01	  +2.4331460557462498E-01	  +7.9385247358881139E-01	
  +2.0000000000000000E+00	  +1.0397030905773578E+01	  +9.3169005580491788E+00	  +3.1677128123693372E+01	  +3.8165214606859479E+01	  +2.7242165445350092E-01	  +2.4412021926308364E-01	  +7.9377128161004806E-01	
  +2.1250000000000000E+00	  +1.0671211511158914E+01	  +9.5615352548592671E+00	  +3.2420314657517132E+01	  +3.9060620069297748E+01	  +2.7319616258592505E-01	  +2.4478708320287987E-01	  +7.9374141956304856E-01	
  +2.2500000000000000E+00	  +1.0893591394753537E+01	  +9.7598672888935329E+00	  +3.3034220209373615E+01	  +3.9800265312498325E+01	  +2.7370650193461560E-01	  +2.4522116152398307E-01	  +7.9391345559369175E-01	
  +2.3750000000000000E+00	  +1.1085487459309352E+01	  +9.9309701293870134E+00	  +3.3566859973426247E+01	  +4.0441999967983428E+01	  +2.7410829009656695E-01	  +2.4556080651918868E-01	  +7.9372690478190677E-01	
  +2.5000000000000000E+00	  +1.1274380397246709E+01	  +1.0099348382125767E+01	  +3.4096131889077931E+01	  +4.1079676974792683E+01	  +2.7445153485907148E-01	  +2.4584780421527974E-01	  +7.9383449177186127E-01	
  +2.6250000000000000E+00	  +1.1452257560779065E+01	  +1.0257957440325756E+01	  +3.4568644261712564E+01	  +4.1648968990015135E+01	  +2.7497097379588470E-01	  +2.4629559120142888E-01	  +7.9453806505525115E-01	
  +2.7500000000000000E+00	  +1.1644937420226334E+01	  +1.0429707860158960E+01	  +3.5099884357706621E+01	  +4.2289017298441706E+01	  +2.7536552429312267E-01	  +2.4662923204279047E-01	  +7.9360903860360621E-01	
  +2.8750000000000000E+00	  +1.1870400178732078E+01	  +1.0630715445064151E+01	  +3.5697360334912887E+01	  +4.3008867873389015E+01	  +2.7599889896373397E-01	  +2.4717496578517753E-01	  +7.9439969977177594E-01	
  +3.0000000000000000E+00	  +1.2048449492135571E+01	  +1.0789378272747520E+01	  +3.6183250355165193E+01	  +4.3594277536343604E+01	  +2.7637685891436187E-01	  +2.4749528797105649E-01	  +7.9370653307534866E-01	
  +3.1250000000000000E+00	  +1.2241595700748851E+01	  +1.0961379102138338E+01	  +3.6734376400105035E+01	  +4.4258284819403656E+01	  +2.7659444442324860E-01	  +2.4766841161753889E-01	  +7.9395786730339279E-01	
  +3.2500000000000000E+00	  +1.2348106291003537E+01	  +1.1056140738403855E+01	  +3.7058576282433904E+01	  +4.4648887087269763E+01	  +2.7656022572003175E-01	  +2.4762410576536337E-01	  +7.9469922536916693E-01	
  +3.3750000000000000E+00	  +1.2414871136457682E+01	  +1.1115413624960977E+01	  +3.7297813057332910E+01	  +4.4937124165461334E+01	  +2.7627204381716419E-01	  +2.4735480588462494E-01	  +7.9435538086188484E-01	
  +3.5000000000000000E+00	  +1.2500330524943672E+01	  +1.1191430677518019E+01	  +3.7558110001586435E+01	  +4.5250734941670402E+01	  +2.7624591160910394E-01	  +2.4732041793230805E-01	  +7.9472269475094937E-01	
  +3.6250000000000000E+00	  +1.2564450933992802E+01	  +1.1248488380441323E+01	  +3.7744924466685269E+01	  +4.5475812610464175E+01	  +2.7628865132366365E-01	  +2.4735101441272539E-01	  +7.9500960205751736E-01	
  +3.7500000000000000E+00	  +1.2689009358545437E+01	  +1.1359491028872636E+01	  +3.8061303413813086E+01	  +4.5856992064835040E+01	  +2.7670827909089729E-01	  +2.4771557220351451E-01	  +7.9507932873665177E-01	
  +3.8750000000000000E+00	  +1.2831804037936243E+01	  +1.1486685211249956E+01	  +3.8436987574948816E+01	  +4.6309623584275677E+01	  +2.7708720228711275E-01	  +2.4804099714492675E-01	  +7.9508077809098265E-01	
  +4.0000000000000000E+00	  +1.2956648860815150E+01	  +1.1597873996683871E+01	  +3.8765429992940973E+01	  +4.6705337340892733E+01	  +2.7741259561508380E-01	  +2.4832009909345809E-01	  +7.9516153464751860E-01	
  +4.1250000000000000E+00	  +1.3085540434851449E+01	  +1.1712696600894153E+01	  +3.9093618498775392E+01	  +4.7100745179247454E+01	  +2.7782024222871377E-01	  +2.4867327589659360E-01	  +7.9516917204752136E-01	
  +4.2500000000000000E+00	  +1.3240379092245320E+01	  +1.1850664674067387E+01	  +3.9475955072325959E+01	  +4.7561391653404769E+01	  +2.7838502264046944E-01	  +2.4916564175470327E-01	  +7.9502630664752039E-01	
  +4.3750000000000000E+00	  +1.3409456756409693E+01	  +1.2001289623351031E+01	  +3.9896353739417194E+01	  +4.8067896071586979E+01	  +2.7896908024514200E-01	  +2.4967370332742761E-01	  +7.9486768237009209E-01	
  +4.5000000000000000E+00	  +1.3569237198250748E+01	  +1.2143617450464710E+01	  +4.0291982307629787E+01	  +4.8544556997144319E+01	  +2.7952129008096566E-01	  +2.5015404819080067E-01	  +7.9475058575259117E-01	
  +4.6250000000000000E+00	  +1.3725123458110655E+01	  +1.2282413604997730E+01	  +4.0689543271384231E+01	  +4.9023546110101478E+01	  +2.7997002557272260E-01	  +2.5054110890739695E-01	  +7.9469017881438464E-01	
  +4.7500000000000000E+00	  +1.3847779826393733E+01	  +1.2391577558606309E+01	  +4.1009581754249538E+01	  +4.9409134643674136E+01	  +2.8026760489250274E-01	  +2.5079527597419288E-01	  +7.9475291823859018E-01	
  +4.8750000000000000E+00	  +1.3948236306000902E+01	  +1.2480932031682729E+01	  +4.1282574344339793E+01	  +4.9738041378722635E+01	  +2.8043396803252085E-01	  +2.5093332358322273E-01	  +7.9477484157704470E-01	
  +5.0000000000000000E+00	  +1.4058793231553114E+01	  +1.2579355498365638E+01	  +4.1559495222739855E+01	  +5.0071680991252833E+01	  +2.8077334240104873E-01	  +2.5122694603688583E-01	  +7.9490679927030650E-01	
  +5.1250000000000000E+00	  +1.4165688418072181E+01	  +1.2674539608386441E+01	  +4.1821159733056014E+01	  +5.0386939437416878E+01	  +2.8113809999646200E-01	  +2.5154414516739720E-01	  +7.9491259327881936E-01	
  +5.2500000000000000E+00	  +1.4324575676199533E+01	  +1.2816046715697089E+01	  +4.2199033750979630E+01	  +5.0842209338529671E+01	  +2.8174573572954398E-01	  +2.5207493699501221E-01	  +7.9469629414662313E-01	
  +5.3750000000000000E+00	  +1.4512112847573718E+01	  +1.2983023604459801E+01	  +4.2651614183279129E+01	  +5.1387486967806176E+01	  +2.8240557582949005E-01	  +2.5264951392920915E-01	  +7.9446626214628435E-01	
  +5.5000000000000000E+00	  +1.4688312152779240E+01	  +1.3139881006275813E+01	  +4.3076474251577402E+01	  +5.1899366568165540E+01	  +2.8301524901055108E-01	  +2.5317998802582037E-01	  +7.9426424256540995E-01	
  +5.6250000000000000E+00	  +1.4864405156387656E+01	  +1.3296554155333920E+01	  +4.3517182405542499E+01	  +5.2430340247641560E+01	  +2.8350769966739425E-01	  +2.5360419353624225E-01	  +7.9416257357604703E-01	
  +5.7500000000000000E+00	  +1.4986160476885164E+01	  +1.3404827916277672E+01	  +4.3829504516996835E+01	  +5.2806631948188951E+01	  +2.8379315104945124E-01	  +2.5384743206932364E-01	  +7.9432412278692710E-01	
  +5.8750000000000000E+00	  +1.5071674397387138E+01	  +1.3480810609279562E+01	  +4.4062517992465750E+01	  +5.3087371075259938E+01	  +2.8390319754241738E-01	  +2.5393630040877957E-01	  +7.9437785031217578E-01	
  +6.0000000000000000E+00	  +1.5174879743501309E+01	  +1.3572621576059554E+01	  +4.4316896325251847E+01	  +5.3393850994279326E+01	  +2.8420650432438677E-01	  +2.5419821427590489E-01	  +7.9460273532500858E-01	
  +6.1250000000000000E+00	  +1.5271595539111329E+01	  +1.3658686165347447E+01	  +4.4547564170970681E+01	  +5.3671764061410457E+01	  +2.8453686600719497E-01	  +2.5448550842710099E-01	  +7.9453643909129346E-01	
  +6.2500000000000000E+00	  +1.5430635403211012E+01	  +1.3800221069088453E+01	  +4.4922860172337010E+01	  +5.4123927918478323E+01	  +2.8509821804604973E-01	  +2.5497449279502404E-01	  +7.9427386487326868E-01	
  +6.3750000000000000E+00	  +1.5620553211618548E+01	  +1.3969186059459629E+01	  +4.5377097767874396E+01	  +5.4671202129969146E+01	  +2.8571812221147080E-01	  +2.5551269251864744E-01	  +7.9402770389957100E-01	
  +6.5000000000000000E+00	  +1.5799796072802570E+01	  +1.4128637639350609E+01	  +4.5803098472804372E+01	  +5.5184455991330566E+01	  +2.8630881267153752E-01	  +2.5602567580932950E-01	  +7.9388626934383988E-01	
  +6.6250000000000000E+00	  +1.5978560285739769E+01	  +1.4287566931983186E+01	  +4.6243978567282603E+01	  +5.5715636828051323E+01	  +2.8678771697526384E-01	  +2.5643729023644185E-01	  +7.9389303354934448E-01	
  +6.7500000000000000E+00	  +1.6095645761062407E+01	  +1.4391589704302643E+01	  +4.6544227364670213E+01	  +5.6077382367072545E+01	  +2.8702562569171258E-01	  +2.5663804366077331E-01	  +7.9406667998682667E-01	
  +6.8750000000000000E+00	  +1.6174855757479492E+01	  +1.4461897869474166E+01	  +4.6761106651439484E+01	  +5.6338682712577686E+01	  +2.8710035412078305E-01	  +2.5669570485441129E-01	  +7.9412049125497253E-01	
  +7.0000000000000000E+00	  +1.6273428091118241E+01	  +1.4549514749549521E+01	  +4.7002341516891917E+01	  +5.6629327128785441E+01	  +2.8736749871863199E-01	  +2.5692543929510703E-01	  +7.9433415502513538E-01	
  +7.1250000000000000E+00	  +1.6357906934822012E+01	  +1.4624551285211842E+01	  +4.7219927013002504E+01	  +5.6891478328918673E+01	  +2.8752824527161347E-01	  +2.5706048980938495E-01	  +7.9386411432387083E-01	
  +7.2500000000000000E+00	  +1.6514844475968072E+01	  +1.4764167540795471E+01	  +4.7574443237429577E+01	  +5.7318606310156113E+01	  +2.8812362231218203E-01	  +2.5758071403385557E-01	  +7.9407175348034298E-01	
  +7.3750000000000000E+00	  +1.6678641497079294E+01	  +1.4909774381979910E+01	  +4.7964778727080351E+01	  +5.7788890032626924E+01	  +2.8861328687335458E-01	  +2.5800416608732279E-01	  +7.9390402830485385E-01	
  +7.5000000000000000E+00	  +1.6843456374697045E+01	  +1.5056265277003753E+01	  +4.8357332480057430E+01	  +5.8261846361514969E+01	  +2.8909925494264871E-01	  +2.5842410114467662E-01	  +7.9376868631382791E-01	
  +7.6250000000000000E+00	  +1.7004075549682053E+01	  +1.5198934613546031E+01	  +4.8754815731618621E+01	  +5.8740741845323633E+01	  +2.8947669054737607E-01	  +2.5874604467148082E-01	  +7.9371674655064428E-01	
  +7.7500000000000000E+00	  +1.7113836740118607E+01	  +1.5296370287802887E+01	  +4.9034729248342828E+01	  +5.9077987046196171E+01	  +2.8968212350797262E-01	  +2.5891827146787949E-01	  +7.9382214923199768E-01	
  +7.8750000000000000E+00	  +1.7187036923209728E+01	  +1.5361266181136294E+01	  +4.9238260713042685E+01	  +5.9323205678364673E+01	  +2.8971861393319620E-01	  +2.5894194363705109E-01	  +7.9355535550826217E-01	
  +8.0000000000000000E+00	  +1.7278850302750811E+01	  +1.5442747542831261E+01	  +4.9474834283311125E+01	  +5.9608234076278457E+01	  +2.8987354801753906E-01	  +2.5907071031612422E-01	  +7.9365503902269607E-01	
  +8.1250000000000000E+00	  +1.7378173090584053E+01	  +1.5531195229342005E+01	  +4.9673641225964666E+01	  +5.9847760513210439E+01	  +2.9037298875616402E-01	  +2.5951171933849959E-01	  +7.9320122156093076E-01	
  +8.2500000000000000E+00	  +1.7700330505104866E+01	  +1.5817830398462307E+01	  +5.0345594646448149E+01	  +6.0657342947527887E+01	  +2.9180853702109366E-01	  +2.6077354578728656E-01	  +7.9332880833546882E-01	
  +8.3750000000000000E+00	  +1.8118775382867149E+01	  +1.6189810309106274E+01	  +5.1277967467508567E+01	  +6.1780683695793449E+01	  +2.9327573440403393E-01	  +2.6205294827788728E-01	  +7.9272830949935402E-01	
  +8.5000000000000000E+00	  +1.8529954715069781E+01	  +1.6555230297255509E+01	  +5.2199499381513277E+01	  +6.2890963110256955E+01	  +2.9463620524596024E-01	  +2.6323702927289883E-01	  +7.9216868942125440E-01	
  +8.6250000000000000E+00	  +1.8935421902308072E+01	  +1.6915052792272927E+01	  +5.3185972806685584E+01	  +6.4079485309259738E+01	  +2.9549896992652386E-01	  +2.6396986041067089E-01	  +7.9204307527196816E-01	
  +8.7500000000000000E+00	  +1.9148652222231494E+01	  +1.7104155874479272E+01	  +5.3713925851043079E+01	  +6.4715573314509726E+01	  +2.9588940098191513E-01	  +2.6429737076352827E-01	  +7.9225548712644722E-01	
  +8.8750000000000000E+00	  +1.9247879739060782E+01	  +1.7192003263698748E+01	  +5.3986075583944562E+01	  +6.5043464558969347E+01	  +2.9592334709677670E-01	  +2.6431561387865843E-01	  +7.9170958079955001E-01	
  +9.0000000000000000E+00	  +1.9397367708083994E+01	  +1.7324435244840398E+01	  +5.4379266325081659E+01	  +6.5517188343471872E+01	  +2.9606532573397204E-01	  +2.6442580463034482E-01	  +7.9159595151646700E-01	
  +9.1250000000000000E+00	  +1.9516942760642433E+01	  +1.7430398540709902E+01	  +5.4683757486947805E+01	  +6.5884045164997346E+01	  +2.9623170088850781E-01	  +2.6456175386708441E-01	  +7.9191425413327476E-01	
  +9.2500000000000000E+00	  +1.9685839473937122E+01	  +1.7580116332315768E+01	  +5.5104912414493924E+01	  +6.6391460740354120E+01	  +2.9651161842823648E-01	  +2.6479484162983941E-01	  +7.9171167303176482E-01	
  +9.3750000000000000E+00	  +1.9884605611675205E+01	  +1.7756260278983923E+01	  +5.5604430333583998E+01	  +6.6993289558534926E+01	  +2.9681488612827661E-01	  +2.6504535597508633E-01	  +7.9272166950732714E-01	
  +9.5000000000000000E+00	  +2.0042200028304283E+01	  +1.7895860919510653E+01	  +5.6003933256460151E+01	  +6.7474618381277281E+01	  +2.9703317349721464E-01	  +2.6522359590664035E-01	  +7.9183831605256216E-01	
  +9.6250000000000000E+00	  +2.0248223190321674E+01	  +1.8078305114397470E+01	  +5.6534228552020494E+01	  +6.8113528375928297E+01	  +2.9727168263210263E-01	  +2.6541430968926938E-01	  +7.9178244546556531E-01	
  +9.7500000000000000E+00	  +2.0375477717869085E+01	  +1.8190983160835220E+01	  +5.6857750255091112E+01	  +6.8503313560350733E+01	  +2.9743784145446472E-01	  +2.6554895253072897E-01	  +7.9219649763310740E-01	
  +9.8750000000000000E+00	  +2.0484119727587224E+01	  +1.8287162805647512E+01	  +5.7134953401353968E+01	  +6.8837293254643328E+01	  +2.9757299799415771E-01	  +2.6565778433500470E-01	  +7.9251048887534825E-01	
  +1.0000000000000000E+01	  +2.0596982786078559E+01	  +1.8387097375924181E+01	  +5.7419844774746316E+01	  +6.9180535873188333E+01	  +2.9772800291448948E-01	  +2.6578425772284747E-01	  +7.9266953503476700E-01	
  +1.0125000000000000E+01	  +2.0698249561063733E+01	  +1.8476651809236472E+01	  +5.7693999042078133E+01	  +6.9510842219371241E+01	  +2.9777008737344224E-01	  +2.6580963802633095E-01	  +7.9273511369914074E-01	
  +1.0250000000000000E+01	  +2.0789371627733278E+01	  +1.8557151623726707E+01	  +5.7947859602960399E+01	  +6.9816698316819753E+01	  +2.9777076442935785E-01	  +2.6579818397479343E-01	  +7.9303677811595952E-01	
  +1.0375000000000000E+01	  +2.0871691904490039E+01	  +1.8629971317582843E+01	  +5.8188344211331241E+01	  +7.0106438808832820E+01	  +2.9771433635936423E-01	  +2.6573837773137071E-01	  +7.9255231266859327E-01	
  +1.0500000000000000E+01	  +2.0962357216962733E+01	  +1.8710100193205367E+01	  +5.8415196579440334E+01	  +7.0379754914988354E+01	  +2.9784640827867542E-01	  +2.6584491826954043E-01	  +7.9290379377200537E-01	
  +1.0625000000000000E+01	  +2.1046166517699984E+01	  +1.8784374918951805E+01	  +5.8630230042535146E+01	  +7.0638831376548367E+01	  +2.9794046854358314E-01	  +2.6592137147370892E-01	  +7.9346261583606648E-01	
  +1.0750000000000000E+01	  +2.1115491929870160E+01	  +1.8845636096219323E+01	  +5.8818187729593411E+01	  +7.0865286421196870E+01	  +2.9796664906379605E-01	  +2.6593607459945734E-01	  +7.9348861116091907E-01	
  +1.0875000000000000E+01	  +2.1204771717465992E+01	  +1.8924645523813670E+01	  +5.9047609808126850E+01	  +7.1141698564008252E+01	  +2.9806389424884822E-01	  +2.6601340572135224E-01	  +7.9362345451483129E-01	
  +1.1000000000000000E+01	  +2.1282734463354242E+01	  +1.8993646074022134E+01	  +5.9238718265029412E+01	  +7.1371949716902904E+01	  +2.9819466257783744E-01	  +2.6612200100124067E-01	  +7.9377543158536090E-01	
  +1.1125000000000000E+01	  +2.1359447705773487E+01	  +1.9061482811128641E+01	  +5.9439360585111665E+01	  +7.1613687451941757E+01	  +2.9825929184427635E-01	  +2.6617094426146326E-01	  +7.9371031609319787E-01	
  +1.1250000000000000E+01	  +2.1435984660364795E+01	  +1.9129244170511942E+01	  +5.9625899532515440E+01	  +7.1838433171705347E+01	  +2.9839159505510598E-01	  +2.6628147811617758E-01	  +7.9352528081000662E-01	
  +1.1375000000000000E+01	  +2.1506253336460215E+01	  +1.9191348288799134E+01	  +5.9813309933965435E+01	  +7.2064228836102927E+01	  +2.9843174184757187E-01	  +2.6630893855044768E-01	  +7.9327001708980382E-01	
  +1.1500000000000000E+01	  +2.1574239554461652E+01	  +1.9251456457840117E+01	  +5.9989285347358162E+01	  +7.2276247406455610E+01	  +2.9849695202264570E-01	  +2.6635938013738941E-01	  +7.9309729991266043E-01	
  +1.1625000000000000E+01	  +2.1640893085761054E+01	  +1.9310407904250386E+01	  +6.0158041108440891E+01	  +7.2479567600531183E+01	  +2.9857922449308943E-01	  +2.6642553954900894E-01	  +7.9294650479574402E-01	
  +1.1750000000000000E+01	  +2.1708884203777135E+01	  +1.9370559529175978E+01	  +6.0327362329706794E+01	  +7.2683569071935892E+01	  +2.9867664013983086E-01	  +2.6650534331913006E-01	  +7.9296168411493317E-01	
  +1.1875000000000000E+01	  +2.1762545709704266E+01	  +1.9417874157953435E+01	  +6.0484912124355425E+01	  +7.2873388101633040E+01	  +2.9863501995204450E-01	  +2.6646042765120581E-01	  +7.9248945873851462E-01	
  +1.2000000000000000E+01	  +2.1841300261222464E+01	  +1.9487674362747974E+01	  +6.0661811154868545E+01	  +7.3086519463697030E+01	  +2.9884170735577725E-01	  +2.6663842396309134E-01	  +7.9281030198348434E-01	
  +1.2125000000000000E+01	  +2.1887248352587157E+01	  +1.9528203544643148E+01	  +6.0787023959382076E+01	  +7.3237378264315751E+01	  +2.9885352085646028E-01	  +2.6664258070742664E-01	  +7.9297911570777724E-01	
  +1.2250000000000000E+01	  +2.1932914251377095E+01	  +1.9568509734890533E+01	  +6.0916680179249660E+01	  +7.3393590577409228E+01	  +2.9883964088450132E-01	  +2.6662423218348141E-01	  +7.9225683953792725E-01	
  +1.2375000000000000E+01	  +2.1991771804144715E+01	  +1.9620530560997587E+01	  +6.1071727703096997E+01	  +7.3580394823008419E+01	  +2.9888086163500632E-01	  +2.6665432562835734E-01	  +7.9216410945488325E-01	
  +1.2500000000000000E+01	  +2.2036764562970088E+01	  +1.9660363257900794E+01	  +6.1169519620524390E+01	  +7.3698216410270348E+01	  +2.9901353976185391E-01	  +2.6676850832391363E-01	  +7.9280999449068512E-01	
  +1.2625000000000000E+01	  +2.2069456634406873E+01	  +1.9689272747827175E+01	  +6.1249133150288841E+01	  +7.3794136325649205E+01	  +2.9906788985259819E-01	  +2.6681351294552141E-01	  +7.9268969155646141E-01	
  +1.2750000000000000E+01	  +2.2119542205515817E+01	  +1.9733530969651422E+01	  +6.1384648735766504E+01	  +7.3957408115381327E+01	  +2.9908487559497771E-01	  +2.6682291162590555E-01	  +7.9259849228532986E-01	
  +1.2875000000000000E+01	  +2.2166235293117705E+01	  +1.9774853271307073E+01	  +6.1493971629194853E+01	  +7.4089122444813071E+01	  +2.9918339645106090E-01	  +2.6690629634649554E-01	  +7.9275172309704178E-01	
  +1.3000000000000000E+01	  +2.2209188870956094E+01	  +1.9812838002365289E+01	  +6.1600478518724096E+01	  +7.4217443998462755E+01	  +2.9924486312700432E-01	  +2.6695662010100574E-01	  +7.9254780833860261E-01	
  +1.3125000000000000E+01	  +2.2256292231368100E+01	  +1.9854470982380271E+01	  +6.1721995066723686E+01	  +7.4363849477980338E+01	  +2.9928913561633663E-01	  +2.6699089842382784E-01	  +7.9239555546052332E-01	
  +1.3250000000000000E+01	  +2.2310548668281715E+01	  +1.9902400051295945E+01	  +6.1866679650461137E+01	  +7.4538168253567633E+01	  +2.9931710412287815E-01	  +2.6700951361711728E-01	  +7.9221836807639567E-01	
  +1.3375000000000000E+01	  +2.2371037631346059E+01	  +1.9955791970732818E+01	  +6.2037363879112220E+01	  +7.4743811902544834E+01	  +2.9930287286544432E-01	  +2.6698921907745748E-01	  +7.9134110285938775E-01	
  +1.3500000000000000E+01	  +2.2460538094692694E+01	  +2.0035108883482440E+01	  +6.2234383290498265E+01	  +7.4981184687347294E+01	  +2.9954898936776603E-01	  +2.6720181825645745E-01	  +7.9168925939701229E-01	
  +1.3625000000000000E+01	  +2.2510413363427904E+01	  +2.0079125909343251E+01	  +6.2359478187606754E+01	  +7.5131901430851499E+01	  +2.9961192163019618E-01	  +2.6725166709408121E-01	  +7.9199825610312502E-01	
  +1.3750000000000000E+01	  +2.2557865873726687E+01	  +2.0121077117276535E+01	  +6.2475558105513521E+01	  +7.5271756753630740E+01	  +2.9968565696639737E-01	  +2.6731244207749932E-01	  +7.9184207617696778E-01	
  +1.3875000000000000E+01	  +2.2607471043962690E+01	  +2.0165027728424654E+01	  +6.2582537520787582E+01	  +7.5400647615406726E+01	  +2.9983125820451534E-01	  +2.6743838900800510E-01	  +7.9177874751619071E-01	
  +1.4000000000000000E+01	  +2.2642892700944873E+01	  +2.0196223201889222E+01	  +6.2688455159702428E+01	  +7.5528259228557133E+01	  +2.9979365249799939E-01	  +2.6739955889587164E-01	  +7.9158981017022201E-01	
  +1.4125000000000000E+01	  +2.2677231722984100E+01	  +2.0226478259960821E+01	  +6.2787814686395464E+01	  +7.5647969501681274E+01	  +2.9977317134044290E-01	  +2.6737635382944797E-01	  +7.9142520669800054E-01	
  +1.4250000000000000E+01	  +2.2668978783207610E+01	  +2.0219086024032322E+01	  +6.2778684841060546E+01	  +7.5636969688024749E+01	  +2.9970765455978710E-01	  +2.6731750501677642E-01	  +7.9100085733941250E-01	
  +1.4375000000000000E+01	  +2.2628901624320587E+01	  +2.0183620705140829E+01	  +6.2666092982636663E+01	  +7.5501316846550196E+01	  +2.9971532377788646E-01	  +2.6732806192191677E-01	  +7.9131051782373951E-01	
  +1.4500000000000000E+01	  +2.2583021645478567E+01	  +2.0142946502678551E+01	  +6.2568952023805693E+01	  +7.5384279546753845E+01	  +2.9957202988817350E-01	  +2.6720354195579676E-01	  +7.9112320349130794E-01	
  +1.4625000000000000E+01	  +2.2537218416172745E+01	  +2.0102386499225499E+01	  +6.2464163062566342E+01	  +7.5258027786224503E+01	  +2.9946597165941197E-01	  +2.6711285281521968E-01	  +7.9112814661298902E-01	
  +1.4750000000000000E+01	  +2.2541327533962011E+01	  +2.0106125521390695E+01	  +6.2473505733096090E+01	  +7.5269284015778410E+01	  +2.9947577991092300E-01	  +2.6712258239597342E-01	  +7.9141121203120990E-01	
  +1.4875000000000000E+01	  +2.2531835457957865E+01	  +2.0097494171616770E+01	  +6.2457929906953915E+01	  +7.5250517960185434E+01	  +2.9942432382829992E-01	  +2.6707449618154422E-01	  +7.9122609697407242E-01	
  +1.5000000000000000E+01	  +2.2566456799210993E+01	  +2.0128232211174982E+01	  +6.2555289216170358E+01	  +7.5367818332735368E+01	  +2.9941767319818313E-01	  +2.6706666925546996E-01	  +7.9104015194879329E-01	
  +1.5125000000000000E+01	  +2.2565601134631816E+01	  +2.0127421445859287E+01	  +6.2549368565087946E+01	  +7.5360685018178245E+01	  +2.9943466051547463E-01	  +2.6708119015908921E-01	  +7.9101771785435182E-01	
  +1.5250000000000000E+01	  +2.2563332583360104E+01	  +2.0125395601581552E+01	  +6.2561634567064964E+01	  +7.5375463333813201E+01	  +2.9934585587135304E-01	  +2.6700194879668965E-01	  +7.9088870111931164E-01	
  +1.5375000000000000E+01	  +2.2527245641214339E+01	  +2.0093373757796453E+01	  +6.2473084352689334E+01	  +7.5268776328541364E+01	  +2.9929071176718697E-01	  +2.6695496775569599E-01	  +7.9116401400681036E-01	
  +1.5500000000000000E+01	  +2.2498225304152214E+01	  +2.0067687935477259E+01	  +6.2403502309501960E+01	  +7.5184942541568617E+01	  +2.9923844514097070E-01	  +2.6691099649882871E-01	  +7.9169010464362266E-01	
  +1.5625000000000000E+01	  +2.2447673396109721E+01	  +2.0022891577302101E+01	  +6.2290734016597568E+01	  +7.5049077128430795E+01	  +2.9910658804898060E-01	  +2.6679730575550065E-01	  +7.9154069246771297E-01	
  +1.5750000000000000E+01	  +2.2450977433768102E+01	  +2.0025908730881678E+01	  +6.2300445571555336E+01	  +7.5060777797054612E+01	  +2.9910398070307603E-01	  +2.6679591284048076E-01	  +7.9145750119327485E-01	
  +1.5875000000000000E+01	  +2.2454407385721492E+01	  +2.0028997308487106E+01	  +6.2291506758874903E+01	  +7.5050008143222769E+01	  +2.9919260425488958E-01	  +2.6687535156910946E-01	  +7.9176472784156149E-01	
  +1.6000000000000000E+01	  +2.2454376882944828E+01	  +2.0029012569112837E+01	  +6.2293165014080039E+01	  +7.5052006041060281E+01	  +2.9918423327232907E-01	  +2.6686845063348663E-01	  +7.9187955164459733E-01	
  +1.6125000000000000E+01	  +2.2448487062638993E+01	  +2.0023731713062087E+01	  +6.2283635261384568E+01	  +7.5040524411306706E+01	  +2.9915152164443798E-01	  +2.6683890964446694E-01	  +7.9222539437732320E-01	
  +1.6250000000000000E+01	  +2.2440055711691997E+01	  +2.0016212244300995E+01	  +6.2274207105147624E+01	  +7.5029165186924843E+01	  +2.9908443810864327E-01	  +2.6677908776451603E-01	  +7.9206759193518372E-01	
  +1.6375000000000000E+01	  +2.2445325598369482E+01	  +2.0020939720901126E+01	  +6.2260526519678848E+01	  +7.5012682553829933E+01	  +2.9922040959223750E-01	  +2.6690072984036900E-01	  +7.9218736807478984E-01	
  +1.6500000000000000E+01	  +2.2445564425403546E+01	  +2.0021139379239099E+01	  +6.2280230347436913E+01	  +7.5036422105345665E+01	  +2.9912892693486387E-01	  +2.6681895028431496E-01	  +7.9215473576777151E-01	
