 TIME                    	Wgross_MW                	Wnet_MW                  	Qboiler_MW               	Q_LHV_MW                 	eta_gross                	eta_net                  	eta_CHP                  	
  +3.4250000000000000E+01	  +1.6641540924626717E+01	  +1.4874921114066618E+01	  +4.8248035385902490E+01	  +5.8130163115545166E+01	  +2.8628065074492176E-01	  +2.5588989118265121E-01	  +7.9192208415539289E-01	
  +3.4375000000000000E+01	  +1.6649160712065392E+01	  +1.4881718264376961E+01	  +4.8270350121737714E+01	  +5.8157048339443023E+01	  +2.8627932791378735E-01	  +2.5588847249463909E-01	  +7.9155495305266232E-01	
  +3.4500000000000000E+01	  +1.6651326398385983E+01	  +1.4883580009092213E+01	  +4.8279626735453512E+01	  +5.8168224982474108E+01	  +2.8626155265014486E-01	  +2.5587131141747210E-01	  +7.9156315767797447E-01	
  +3.4625000000000000E+01	  +1.6659453431362078E+01	  +1.4890855889302628E+01	  +4.8298200647293719E+01	  +5.8190603189510497E+01	  +2.8629112808999252E-01	  +2.5589794697276602E-01	  +7.9151464616524136E-01	
  +3.4750000000000000E+01	  +1.6659574734165883E+01	  +1.4890900039288367E+01	  +4.8305877546567800E+01	  +5.8199852465744335E+01	  +2.8624771418400913E-01	  +2.5585803757926973E-01	  +7.9138961513317707E-01	
  +3.4875000000000000E+01	  +1.6661672873133124E+01	  +1.4892736519740103E+01	  +4.8313025380935819E+01	  +5.8208464314380500E+01	  +2.8624140955075550E-01	  +2.5585173385274873E-01	  +7.9145816307367578E-01	
  +3.5000000000000000E+01	  +1.6667823160800442E+01	  +1.4898232374199289E+01	  +4.8327871699672770E+01	  +5.8226351445388872E+01	  +2.8625910343074429E-01	  +2.5586752397104090E-01	  +7.9130798428291582E-01	
  +3.5125000000000000E+01	  +1.6673695850744153E+01	  +1.4903447507863516E+01	  +4.8335477338989087E+01	  +5.8235514866251904E+01	  +2.8631490404160120E-01	  +2.5591681540193995E-01	  +7.9170386926042591E-01	
  +3.5250000000000000E+01	  +1.6680867881400331E+01	  +1.4909900711445390E+01	  +4.8349066216147847E+01	  +5.8251887007407042E+01	  +2.8635755403561897E-01	  +2.5595566903351158E-01	  +7.9166038868905253E-01	
  +3.5375000000000000E+01	  +1.6681576318390842E+01	  +1.4910498166355568E+01	  +4.8339013821723334E+01	  +5.8239775688823286E+01	  +2.8642926798895929E-01	  +2.5601915512214141E-01	  +7.9199648665065048E-01	
  +3.5500000000000000E+01	  +1.6683661484137087E+01	  +1.4912398234632892E+01	  +4.8339719017405137E+01	  +5.8240625322174857E+01	  +2.8646089206368563E-01	  +2.5604804467913334E-01	  +7.9205665898698119E-01	
  +3.5625000000000000E+01	  +1.6681814412646055E+01	  +1.4910731638173202E+01	  +4.8336300852482587E+01	  +5.8236507051183835E+01	  +2.8644943279280943E-01	  +2.5603753372550692E-01	  +7.9227266510592065E-01	
  +3.5750000000000000E+01	  +1.6678920629349246E+01	  +1.4908140375331167E+01	  +4.8336049967776525E+01	  +5.8236204780453640E+01	  +2.8640122913619792E-01	  +2.5599436693262889E-01	  +7.9223228160198333E-01	
  +3.5875000000000000E+01	  +1.6677594157384096E+01	  +1.4906930922309572E+01	  +4.8331643618041561E+01	  +5.8230895925351270E+01	  +2.8640456054057339E-01	  +2.5599693574042581E-01	  +7.9227865174425383E-01	
  +3.6000000000000000E+01	  +1.6678825371453190E+01	  +1.4908035834727272E+01	  +4.8338444271372964E+01	  +5.8239089483581878E+01	  +2.8638540745310070E-01	  +2.5597989197495918E-01	  +7.9227072691649580E-01	
  +3.6125000000000000E+01	  +1.6680933843457584E+01	  +1.4909914713858862E+01	  +4.8345915207592633E+01	  +5.8248090611557380E+01	  +2.8637735019845978E-01	  +2.5597259167325376E-01	  +7.9208489023571993E-01	
  +3.6250000000000000E+01	  +1.6683539525758256E+01	  +1.4912235737511448E+01	  +4.8348186784816399E+01	  +5.8250827451586019E+01	  +2.8640862723580085E-01	  +2.5600041046464872E-01	  +7.9233444646664841E-01	
  +3.6375000000000000E+01	  +1.6686133412569493E+01	  +1.4914611354249478E+01	  +4.8350855151952764E+01	  +5.8254042351750314E+01	  +2.8643734818976280E-01	  +2.5602706270908854E-01	  +7.9221845511121158E-01	
  +3.6500000000000000E+01	  +1.6680977125449765E+01	  +1.4909972405998941E+01	  +4.8329051559931926E+01	  +5.8227772963773397E+01	  +2.8647802030532560E-01	  +2.5606290000607151E-01	  +7.9248689014452101E-01	
  +3.6625000000000000E+01	  +1.6678406948434173E+01	  +1.4907732067054585E+01	  +4.8321493243407716E+01	  +5.8218666558322546E+01	  +2.8647868346015803E-01	  +2.5606447121423254E-01	  +7.9229290422305076E-01	
  +3.6750000000000000E+01	  +1.6672335652074523E+01	  +1.4902270261134424E+01	  +4.8309580372628666E+01	  +5.8204313701962242E+01	  +2.8644501741650891E-01	  +2.5603377676510641E-01	  +7.9257851403064483E-01	
  +3.6875000000000000E+01	  +1.6671738928166864E+01	  +1.4901776391363164E+01	  +4.8315836154652857E+01	  +5.8211850788738374E+01	  +2.8639767851861819E-01	  +2.5599214231212952E-01	  +7.9259861414309418E-01	
  +3.7000000000000000E+01	  +1.6669405369988148E+01	  +1.4899677248799826E+01	  +4.8308714552514317E+01	  +5.8203270545197967E+01	  +2.8639980560960848E-01	  +2.5599381459551190E-01	  +7.9272058350130337E-01	
  +3.7125000000000000E+01	  +1.6666675580059469E+01	  +1.4897246562700127E+01	  +4.8301772365935989E+01	  +5.8194906464983113E+01	  +2.8639406079444596E-01	  +2.5598883936112277E-01	  +7.9276410738844927E-01	
  +3.7250000000000000E+01	  +1.6666619438340579E+01	  +1.4897223007041209E+01	  +4.8299531567949494E+01	  +5.8192206708372879E+01	  +2.8640638293482229E-01	  +2.5600031086117497E-01	  +7.9269585142305654E-01	
  +3.7375000000000000E+01	  +1.6662489504632315E+01	  +1.4893533938424946E+01	  +4.8293974684999561E+01	  +5.8185511668674167E+01	  +2.8636835918043568E-01	  +2.5596636535970013E-01	  +7.9251893067271950E-01	
  +3.7500000000000000E+01	  +1.6660830525099019E+01	  +1.4892066608856021E+01	  +4.8284868026165988E+01	  +5.8174539790561425E+01	  +2.8639385176197252E-01	  +2.5598941843751716E-01	  +7.9261753359374343E-01	
  +3.7625000000000000E+01	  +1.6658140095389498E+01	  +1.4889693573210650E+01	  +4.8279802799537123E+01	  +5.8168437107876045E+01	  +2.8637764608487265E-01	  +2.5597547937547349E-01	  +7.9265735612476451E-01	
  +3.7750000000000000E+01	  +1.6653877574864921E+01	  +1.4885889618312296E+01	  +4.8266056114572400E+01	  +5.8151874836834210E+01	  +2.8638590968207484E-01	  +2.5598296976804202E-01	  +7.9299482473783700E-01	
  +3.7875000000000000E+01	  +1.6649438988241805E+01	  +1.4881950645762156E+01	  +4.8255929208108441E+01	  +5.8139673744708958E+01	  +2.8636966662987162E-01	  +2.5596893974859120E-01	  +7.9302361360776596E-01	
  +3.8000000000000000E+01	  +1.6645632458793859E+01	  +1.4878553000377913E+01	  +4.8243715374627669E+01	  +5.8124958282683934E+01	  +2.8637667794684296E-01	  +2.5597528910073036E-01	  +7.9310600279059318E-01	
  +3.8125000000000000E+01	  +1.6643120713544370E+01	  +1.4876327828378102E+01	  +4.8242118405272237E+01	  +5.8123034223219555E+01	  +2.8634294365340640E-01	  +2.5594547888271052E-01	  +7.9310197995282261E-01	
  +3.8250000000000000E+01	  +1.6641433573140606E+01	  +1.4874819189126914E+01	  +4.8240614580239061E+01	  +5.8121222385830187E+01	  +2.8632284198478503E-01	  +2.5592750080826515E-01	  +7.9308337973908538E-01	
  +3.8375000000000000E+01	  +1.6639144219452657E+01	  +1.4872759623905777E+01	  +4.8239186199538509E+01	  +5.8119501445227115E+01	  +2.8629192965692751E-01	  +2.5589964218674754E-01	  +7.9296157439612680E-01	
  +3.8500000000000000E+01	  +1.6640078369794153E+01	  +1.4873588171254402E+01	  +4.8243224119598509E+01	  +5.8124366409154824E+01	  +2.8628403882563913E-01	  +2.5589247832061962E-01	  +7.9285411444697773E-01	
  +3.8625000000000000E+01	  +1.6640804802971068E+01	  +1.4874221017642004E+01	  +4.8252522630299190E+01	  +5.8135569434095402E+01	  +2.8624136591343946E-01	  +2.5585405221675800E-01	  +7.9253884082423975E-01	
  +3.8750000000000000E+01	  +1.6642966429194399E+01	  +1.4876128840238783E+01	  +4.8260220091509417E+01	  +5.8144843483746278E+01	  +2.8623288725244822E-01	  +2.5584605528084764E-01	  +7.9234313023141445E-01	
  +3.8875000000000000E+01	  +1.6645870611194184E+01	  +1.4878717820076538E+01	  +4.8270436002709459E+01	  +5.8157151810493318E+01	  +2.8622224598335233E-01	  +2.5583642521833344E-01	  +7.9210249693361690E-01	
  +3.9000000000000000E+01	  +1.6648301108054596E+01	  +1.4880871123898640E+01	  +4.8274907262063067E+01	  +5.8162538869955497E+01	  +2.8623752386872608E-01	  +2.5584975162742624E-01	  +7.9204852615660581E-01	
  +3.9125000000000000E+01	  +1.6649145036746173E+01	  +1.4881612611429762E+01	  +4.8280375802083050E+01	  +5.8169127472389214E+01	  +2.8621961098950505E-01	  +2.5583351956746347E-01	  +7.9193800435535200E-01	
  +3.9250000000000000E+01	  +1.6648728497923813E+01	  +1.4881205788935869E+01	  +4.8282111184190050E+01	  +5.8171218294204877E+01	  +2.8620216296178880E-01	  +2.5581733072312779E-01	  +7.9197176451212348E-01	
  +3.9375000000000000E+01	  +1.6650969306877649E+01	  +1.4883186966484789E+01	  +4.8291554083263811E+01	  +5.8182595281040733E+01	  +2.8618471256650013E-01	  +2.5580135940299997E-01	  +7.9203645715252446E-01	
  +3.9500000000000000E+01	  +1.6655369571766769E+01	  +1.4887107633847192E+01	  +4.8304260959980333E+01	  +5.8197904771060635E+01	  +2.8618503771374226E-01	  +2.5580143636459440E-01	  +7.9200329673813408E-01	
  +3.9625000000000000E+01	  +1.6660064647786463E+01	  +1.4891283012055762E+01	  +4.8311894188820929E+01	  +5.8207101432314367E+01	  +2.8622048234371328E-01	  +2.5583275314562715E-01	  +7.9229727638595693E-01	
  +3.9750000000000000E+01	  +1.6666348811329986E+01	  +1.4896930497097674E+01	  +4.8323556598136399E+01	  +5.8221152527875176E+01	  +2.8625934196940633E-01	  +2.5586801102855716E-01	  +7.9204772122788991E-01	
  +3.9875000000000000E+01	  +1.6667773127912881E+01	  +1.4898163307206723E+01	  +4.8318085417742736E+01	  +5.8214560744268354E+01	  +2.8631622251919070E-01	  +2.5591816062399053E-01	  +7.9213712045781004E-01	
  +4.0000000000000000E+01	  +1.6670965382931580E+01	  +1.4901032588338852E+01	  +4.8328465307056099E+01	  +5.8227066635007347E+01	  +2.8630955235015465E-01	  +2.5591247248886889E-01	  +7.9202571337352412E-01	
  +4.0125000000000000E+01	  +1.6673773137291946E+01	  +1.4903525653262111E+01	  +4.8334583962492566E+01	  +5.8234438509027186E+01	  +2.8632152321185800E-01	  +2.5592288746721320E-01	  +7.9183220948252497E-01	
  +4.0250000000000000E+01	  +1.6676924951914561E+01	  +1.4906330889833750E+01	  +4.8338080341050023E+01	  +5.8238651013313273E+01	  +2.8635493202104284E-01	  +2.5595254406607365E-01	  +7.9211342203027768E-01	
  +4.0375000000000000E+01	  +1.6681435333168189E+01	  +1.4910419754320470E+01	  +4.8344256993132205E+01	  +5.8246092762809880E+01	  +2.8639578282269401E-01	  +2.5599004237140471E-01	  +7.9207659554248544E-01	
  +4.0500000000000000E+01	  +1.6676850966134527E+01	  +1.4906291933003949E+01	  +4.8325593205425449E+01	  +5.8223606271596921E+01	  +2.8642765424631478E-01	  +2.5601801206662200E-01	  +7.9241177588767631E-01	
  +4.0625000000000000E+01	  +1.6675331944259753E+01	  +1.4904982470573762E+01	  +4.8318475436089138E+01	  +5.8215030645890522E+01	  +2.8644375446080583E-01	  +2.5603323240071030E-01	  +7.9231391500730830E-01	
  +4.0750000000000000E+01	  +1.6670208094065451E+01	  +1.4900374076272545E+01	  +4.8307089149073583E+01	  +5.8201312227799491E+01	  +2.8642323439063339E-01	  +2.5601440080856930E-01	  +7.9252075947883749E-01	
  +4.0875000000000000E+01	  +1.6669498930207119E+01	  +1.4899770582746315E+01	  +4.8312072102006631E+01	  +5.8207315785550151E+01	  +2.8638150901205600E-01	  +2.5597762723917178E-01	  +7.9255577949898903E-01	
  +4.1000000000000000E+01	  +1.6668527989341090E+01	  +1.4898898890674884E+01	  +4.8308569081590392E+01	  +5.8203095279024566E+01	  +2.8638559357423304E-01	  +2.5598121232642074E-01	  +7.9263148196711197E-01	
  +4.1125000000000000E+01	  +1.6665749626786411E+01	  +1.4896412827248318E+01	  +4.8301956214946756E+01	  +5.8195127969815367E+01	  +2.8637705952688336E-01	  +2.5597353845453841E-01	  +7.9305238942582501E-01	
  +4.1250000000000000E+01	  +1.6661865711190522E+01	  +1.4892960240616407E+01	  +4.8299887794283300E+01	  +5.8192635896726863E+01	  +2.8632258110390385E-01	  +2.5592517010307975E-01	  +7.9267661582441640E-01	
  +4.1375000000000000E+01	  +1.6656879640771898E+01	  +1.4888422721833745E+01	  +4.8287852307347634E+01	  +5.8178135310057385E+01	  +2.8630824195378407E-01	  +2.5591096453137696E-01	  +7.9283181121583057E-01	
  +4.1500000000000000E+01	  +1.6663037460351553E+01	  +1.4893972464911737E+01	  +4.8313686757887645E+01	  +5.8209261154081496E+01	  +2.8626093391297375E-01	  +2.5586946423331142E-01	  +7.9251430244559062E-01	
  +4.1625000000000000E+01	  +1.6666440591735185E+01	  +1.4896961994909516E+01	  +4.8324721727234866E+01	  +5.8222556297873325E+01	  +2.8625401650981708E-01	  +2.5586238293445818E-01	  +7.9265088929454708E-01	
  +4.1750000000000000E+01	  +1.6670585019330815E+01	  +1.4900682575886611E+01	  +4.8334990490416033E+01	  +5.8234928301706056E+01	  +2.8626436926243165E-01	  +2.5587191416615995E-01	  +7.9230591139748285E-01	
  +4.1875000000000000E+01	  +1.6673416802755337E+01	  +1.4903179225067772E+01	  +4.8329799785655844E+01	  +5.8228674440549206E+01	  +2.8634374666692269E-01	  +2.5594227188330970E-01	  +7.9241331553199879E-01	
  +4.2000000000000000E+01	  +1.6675247578002146E+01	  +1.4904827349235697E+01	  +4.8342655011093548E+01	  +5.8244162663968126E+01	  +2.8629903522191136E-01	  +2.5590250880980292E-01	  +7.9215047567983277E-01	
  +4.2125000000000000E+01	  +1.6675964737834573E+01	  +1.4905428830821537E+01	  +4.8347469469275239E+01	  +5.8249963215994256E+01	  +2.8628283722685155E-01	  +2.5588735181774003E-01	  +7.9183732720135491E-01	
  +4.2250000000000000E+01	  +1.6676713503479260E+01	  +1.4906018311840961E+01	  +4.8353780563219594E+01	  +5.8257566943638061E+01	  +2.8625832451281968E-01	  +2.5586407215155343E-01	  +7.9209479426393470E-01	
  +4.2375000000000000E+01	  +1.6686320129451001E+01	  +1.4914594885305794E+01	  +4.8387914116597955E+01	  +5.8298691706744521E+01	  +2.8622117651262108E-01	  +2.5583069617290122E-01	  +7.9178673852153092E-01	
  +4.2500000000000000E+01	  +1.6693212974819247E+01	  +1.4920641414701299E+01	  +4.8415201369295346E+01	  +5.8331567914813668E+01	  +2.8617802626525835E-01	  +2.5579016556680123E-01	  +7.9163127554596247E-01	
  +4.2625000000000000E+01	  +1.6744275036160634E+01	  +1.4966250935921936E+01	  +4.8495937718908408E+01	  +5.8428840625190851E+01	  +2.8657551402691278E-01	  +2.5614492390714028E-01	  +7.9234532391174939E-01	
  +4.2750000000000000E+01	  +1.6737076585637379E+01	  +1.4959818470713010E+01	  +4.8487472062131388E+01	  +5.8418641038712508E+01	  +2.8650232679233595E-01	  +2.5607953565368852E-01	  +7.9220933683070816E-01	
  +4.2875000000000000E+01	  +1.6730098049738590E+01	  +1.4953495845226993E+01	  +4.8461872159274748E+01	  +5.8387797782258730E+01	  +2.8653415071636884E-01	  +2.5610652247909660E-01	  +7.9221920314642835E-01	
  +4.3000000000000000E+01	  +1.6736102610730182E+01	  +1.4958898301663577E+01	  +4.8483214849957065E+01	  +5.8413511867418144E+01	  +2.8651081018234814E-01	  +2.5608626880054686E-01	  +7.9196294846939363E-01	
  +4.3125000000000000E+01	  +1.6742036454866888E+01	  +1.4964170510294974E+01	  +4.8510324620686283E+01	  +5.8446174241790700E+01	  +2.8645222158777073E-01	  +2.5603336239577440E-01	  +7.9185655156564883E-01	
  +4.3250000000000000E+01	  +1.6746781475482049E+01	  +1.4968366308606672E+01	  +4.8523093114235451E+01	  +5.8461557968958367E+01	  +2.8645800860069748E-01	  +2.5603775931791800E-01	  +7.9191276533155763E-01	
  +4.3375000000000000E+01	  +1.6748539785839490E+01	  +1.4969889331401772E+01	  +4.8528523988158952E+01	  +5.8468101190552950E+01	  +2.8645602379414459E-01	  +2.5603515466687582E-01	  +7.9186160591859145E-01	
  +4.3500000000000000E+01	  +1.6753471681687429E+01	  +1.4974266800863374E+01	  +4.8542080347643498E+01	  +5.8484434153787340E+01	  +2.8646035349565757E-01	  +2.5603850011590940E-01	  +7.9156186062113465E-01	
  +4.3625000000000000E+01	  +1.6761679919453179E+01	  +1.4981556725743815E+01	  +4.8564837865786352E+01	  +5.8511852850344994E+01	  +2.8646640130033674E-01	  +2.5604310914682443E-01	  +7.9148569063532337E-01	
  +4.3750000000000000E+01	  +1.6772936557040953E+01	  +1.4991609990189735E+01	  +4.8595984548189975E+01	  +5.8549378973722860E+01	  +2.8647505492020159E-01	  +2.5605070887119086E-01	  +7.9113957921959410E-01	
  +4.3875000000000000E+01	  +1.6779754329385714E+01	  +1.4997642368335159E+01	  +4.8607571253274337E+01	  +5.8563338859366667E+01	  +2.8652318423443074E-01	  +2.5609267948930176E-01	  +7.9123338837186996E-01	
  +4.4000000000000000E+01	  +1.6786909779353756E+01	  +1.5004033070742397E+01	  +4.8621786089180375E+01	  +5.8580465167687194E+01	  +2.8656156504222102E-01	  +2.5612690216428285E-01	  +7.9131174135317195E-01	
  +4.4125000000000000E+01	  +1.6791163148770284E+01	  +1.5007806470727315E+01	  +4.8628326229523637E+01	  +5.8588344854847747E+01	  +2.8659562222435681E-01	  +2.5615686034328261E-01	  +7.9154160803429630E-01	
  +4.4250000000000000E+01	  +1.6793024316321890E+01	  +1.5009467667760134E+01	  +4.8632649807795936E+01	  +5.8593553985296303E+01	  +2.8660190710630040E-01	  +2.5616243847448933E-01	  +7.9171165994640003E-01	
  +4.4375000000000000E+01	  +1.6794536392916353E+01	  +1.5010830358180147E+01	  +4.8627270110357003E+01	  +5.8587072422116869E+01	  +2.8665942329243854E-01	  +2.5621403728842912E-01	  +7.9196560652138859E-01	
  +4.4500000000000000E+01	  +1.6793314397142055E+01	  +1.5009755040115508E+01	  +4.8616850785795087E+01	  +5.8574519019030220E+01	  +2.8669999648970385E-01	  +2.5625058970162440E-01	  +7.9236523253442581E-01	
  +4.4625000000000000E+01	  +1.6792244909803014E+01	  +1.5008842216306810E+01	  +4.8607986837881406E+01	  +5.8563839563712534E+01	  +2.8673401598838927E-01	  +2.5628173166444207E-01	  +7.9267863290250440E-01	
  +4.4750000000000000E+01	  +1.6787255060610711E+01	  +1.5004389044720904E+01	  +4.8592177175249994E+01	  +5.8544791777409628E+01	  +2.8674207475938657E-01	  +2.5628904961808352E-01	  +7.9279480281642778E-01	
  +4.4875000000000000E+01	  +1.6785084202276373E+01	  +1.5002456351858960E+01	  +4.8582820888395702E+01	  +5.8533519142645417E+01	  +2.8676020933187601E-01	  +2.5630538829039429E-01	  +7.9303853318357598E-01	
  +4.5000000000000000E+01	  +1.6784722906350233E+01	  +1.5002156180759322E+01	  +4.8590547238241179E+01	  +5.8542827997880934E+01	  +2.8670844030557913E-01	  +2.5625950596890112E-01	  +7.9295351518456025E-01	
  +4.5125000000000000E+01	  +1.6780325157798533E+01	  +1.4998182306122992E+01	  +4.8589037520650926E+01	  +5.8541009061025207E+01	  +2.8664222614109935E-01	  +2.5619958635301893E-01	  +7.9289878802699665E-01	
  +4.5250000000000000E+01	  +1.6776446765349256E+01	  +1.4994704257675464E+01	  +4.8589328996440173E+01	  +5.8541360236674905E+01	  +2.8657425617587839E-01	  +2.5613863765812539E-01	  +7.9278446268314973E-01	
  +4.5375000000000000E+01	  +1.6775449991872438E+01	  +1.4993807636495944E+01	  +4.8590449834396395E+01	  +5.8542710643851073E+01	  +2.8655061932350784E-01	  +2.5611741362151619E-01	  +7.9280055611201805E-01	
  +4.5500000000000000E+01	  +1.6774399080873248E+01	  +1.4992871476955829E+01	  +4.8590552250778174E+01	  +5.8542834037082130E+01	  +2.8653206420188043E-01	  +2.5610088277344178E-01	  +7.9276019362813144E-01	
  +4.5625000000000000E+01	  +1.6774676219532246E+01	  +1.4993122947765038E+01	  +4.8585443021107309E+01	  +5.8536678338683501E+01	  +2.8656693026681074E-01	  +2.5613211021331478E-01	  +7.9287186691271183E-01	
  +4.5750000000000000E+01	  +1.6777629914394197E+01	  +1.4995800132411388E+01	  +4.8583113199438110E+01	  +5.8533871324624222E+01	  +2.8663113398645357E-01	  +2.5619013048438000E-01	  +7.9295562674292674E-01	
  +4.5875000000000000E+01	  +1.6777412913738939E+01	  +1.4995608969521726E+01	  +4.8580899365830689E+01	  +5.8531204055217692E+01	  +2.8664048834381251E-01	  +2.5619853907968532E-01	  +7.9288707373303591E-01	
  +4.6000000000000000E+01	  +1.6777837534263320E+01	  +1.4995985978028337E+01	  +4.8581760944403797E+01	  +5.8532242101691317E+01	  +2.8664265935882399E-01	  +2.5620043653846331E-01	  +7.9291179433030679E-01	
  +4.6125000000000000E+01	  +1.6775440219821835E+01	  +1.4993828449571257E+01	  +4.8587482403882262E+01	  +5.8539135426364169E+01	  +2.8656795317593142E-01	  +2.5613341127034328E-01	  +7.9279370556505591E-01	
  +4.6250000000000000E+01	  +1.6776814939034814E+01	  +1.4995059728623396E+01	  +4.8587078158800097E+01	  +5.8538648384096497E+01	  +2.8659382138369732E-01	  +2.5615657591262703E-01	  +7.9284619284457758E-01	
  +4.6375000000000000E+01	  +1.6776722644941138E+01	  +1.4994981630553589E+01	  +4.8586374827635474E+01	  +5.8537800997151166E+01	  +2.8659639342717375E-01	  +2.5615894986016546E-01	  +7.9301507643266034E-01	
  +4.6500000000000000E+01	  +1.6776265765248070E+01	  +1.4994590507899893E+01	  +4.8584525576513684E+01	  +5.8535572983751422E+01	  +2.8659949685475711E-01	  +2.5616201812976463E-01	  +7.9307566887483516E-01	
  +4.6625000000000000E+01	  +1.6771883753677660E+01	  +1.4990653471319972E+01	  +4.8575702918411395E+01	  +5.8524943275194445E+01	  +2.8657667679938365E-01	  +2.5614127297537592E-01	  +7.9323490645202188E-01	
  +4.6750000000000000E+01	  +1.6770548743742388E+01	  +1.4989486542530614E+01	  +4.8571572268149858E+01	  +5.8519966588132355E+01	  +2.8657823511374658E-01	  +2.5614311518712368E-01	  +7.9328242447482511E-01	
  +4.6875000000000000E+01	  +1.6770562280821689E+01	  +1.4989511273322057E+01	  +4.8566334515564634E+01	  +5.8513656042848950E+01	  +2.8660937317847268E-01	  +2.5617116220434749E-01	  +7.9331279049535453E-01	
  +4.7000000000000000E+01	  +1.6769442832236408E+01	  +1.4988515388619641E+01	  +4.8565182556716074E+01	  +5.8512268140621771E+01	  +2.8659703964875577E-01	  +2.5616021844509490E-01	  +7.9329490893693844E-01	
  +4.7125000000000000E+01	  +1.6766488576517723E+01	  +1.4985862247312122E+01	  +4.8566853948629230E+01	  +5.8514281865818347E+01	  +2.8653668885428157E-01	  +2.5610606110960837E-01	  +7.9320796162625329E-01	
  +4.7250000000000000E+01	  +1.6768578112830827E+01	  +1.4987731880908091E+01	  +4.8566752154568512E+01	  +5.8514159222371696E+01	  +2.8657299935055214E-01	  +2.5613854971324340E-01	  +7.9330630732793850E-01	
  +4.7375000000000000E+01	  +1.6769953551177679E+01	  +1.4988949190698628E+01	  +4.8573409848347737E+01	  +5.8522180540177992E+01	  +2.8655722319957616E-01	  +2.5612424301941500E-01	  +7.9336668476998184E-01	
  +4.7500000000000000E+01	  +1.6772358422873332E+01	  +1.4991087078144833E+01	  +4.8584219919948247E+01	  +5.8535204722829207E+01	  +2.8653454792363570E-01	  +2.5610377804484191E-01	  +7.9319397115807033E-01	
  +4.7625000000000000E+01	  +1.6771514506838663E+01	  +1.4990270655523842E+01	  +4.8591508679688644E+01	  +5.8543986361070651E+01	  +2.8647715246789263E-01	  +2.5605141684529631E-01	  +7.9309016819668954E-01	
  +4.7750000000000000E+01	  +1.6776715741319990E+01	  +1.4994917747577054E+01	  +4.8607794877760554E+01	  +5.8563608286458496E+01	  +2.8646998079862546E-01	  +2.5604497718499164E-01	  +7.9290379197479433E-01	
  +4.7875000000000000E+01	  +1.6781308533011423E+01	  +1.4999008057033716E+01	  +4.8616070480910729E+01	  +5.8573578892663527E+01	  +2.8649962748158658E-01	  +2.5607122427194517E-01	  +7.9272064708604373E-01	
  +4.8000000000000000E+01	  +1.6784046885996688E+01	  +1.5001434645844080E+01	  +4.8618805212667553E+01	  +5.8576873750201869E+01	  +2.8653026034764867E-01	  +2.5609824637990997E-01	  +7.9272586467507300E-01	
  +4.8125000000000000E+01	  +1.6788317157928393E+01	  +1.5005259569884410E+01	  +4.8627858024991546E+01	  +5.8587780753001859E+01	  +2.8654980513267198E-01	  +2.5611585516687430E-01	  +7.9245263684380884E-01	
  +4.8250000000000000E+01	  +1.6792339149650044E+01	  +1.5008829892277310E+01	  +4.8631801250252870E+01	  +5.8592531626810683E+01	  +2.8659521415808276E-01	  +2.5615602322616815E-01	  +7.9274099907563123E-01	
  +4.8375000000000000E+01	  +1.6796227754490094E+01	  +1.5012356349321875E+01	  +4.8641519771215549E+01	  +5.8604240688211497E+01	  +2.8660430639908846E-01	  +2.5616501763398286E-01	  +7.9259566856069441E-01	
  +4.8500000000000000E+01	  +1.6793854091080625E+01	  +1.5010197250352093E+01	  +4.8624707905812109E+01	  +5.8583985428689282E+01	  +2.8666288181302996E-01	  +2.5621673125368183E-01	  +7.9290842748096535E-01	
  +4.8625000000000000E+01	  +1.6792121724226092E+01	  +1.5008696073443287E+01	  +4.8620239259743563E+01	  +5.8578601517763325E+01	  +2.8665965538856480E-01	  +2.5621465321073028E-01	  +7.9272585920810235E-01	
  +4.8750000000000000E+01	  +1.6788426229873359E+01	  +1.5005362517845798E+01	  +4.8609932411029696E+01	  +5.8566183627746618E+01	  +2.8665733687860767E-01	  +2.5621205938945252E-01	  +7.9303786259165110E-01	
  +4.8875000000000000E+01	  +1.6787574327166759E+01	  +1.5004635418244890E+01	  +4.8616472461090041E+01	  +5.8574063206132571E+01	  +2.8660423075121649E-01	  +2.5616517955124440E-01	  +7.9295525972082692E-01	
  +4.9000000000000000E+01	  +1.6786401410336349E+01	  +1.5003569312423453E+01	  +4.8608855720032352E+01	  +5.8564886409677527E+01	  +2.8662911241577149E-01	  +2.5618711538974648E-01	  +7.9312059189685047E-01	
  +4.9125000000000000E+01	  +1.6783015940926489E+01	  +1.5000542854810190E+01	  +4.8606759895814022E+01	  +5.8562361320257850E+01	  +2.8658366163115967E-01	  +2.5614648242712190E-01	  +7.9331703512883267E-01	
  +4.9250000000000000E+01	  +1.6782894959496979E+01	  +1.5000471277424083E+01	  +4.8604571554238682E+01	  +5.8559724764142985E+01	  +2.8659449864377440E-01	  +2.5615679270762387E-01	  +7.9326790422683113E-01	
  +4.9375000000000000E+01	  +1.6776008613857467E+01	  +1.4994282444698849E+01	  +4.8592290144306311E+01	  +5.8544927884706397E+01	  +2.8654930871030826E-01	  +2.5611582397415134E-01	  +7.9349643916076928E-01	
  +4.9500000000000000E+01	  +1.6774682621023882E+01	  +1.4993138902868619E+01	  +4.8591383967317796E+01	  +5.8543836105202161E+01	  +2.8653200297431991E-01	  +2.5610106717172126E-01	  +7.9359201500576404E-01	
